Term,PosScore,NegScore,Kannada
mocks,0.0,-0.9,ಅಣಕುಗಳು
scar,0.0,-0.9,ಗಾಯದ ಗುರುತು
provocation,0.0,-0.9,ಪ್ರಚೋದನೆ
lascivious,0.0,-0.9,ಕಾಮುಕ
criticize,0.0,-0.9,ವಿಮರ್ಶೆ
deplorable,0.0,-0.9,ಶೋಚನೀಯ
draconian,0.0,-0.9,ಕಠಿಣ
insignificantly,0.0,-0.9,ಅತ್ಯಲ್ಪವಾಗಿ
traitorous,0.0,-0.9,ದೇಶದ್ರೋಹಿ
gibe,0.0,-0.9,ಚಲನೆ
intransigence,0.0,-0.9,ಅತಿಸೂಕ್ಷ್ಮತೆ
mystery,0.0,-0.9,ರಹಸ್ಯ
greedy,0.0,-0.9,ದುರಾಸೆ
misdirection,0.0,-0.9,ತಪ್ಪು ನಿರ್ದೇಶನ
grumpish,0.0,-0.9,ಮುಂಗೋಪದ
revengefully,0.0,-0.9,ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳಲು
impediment,0.0,-0.9,ಅಡಚಣೆ
calamitously,0.0,-0.9,ವಿಪತ್ತು
lose,0.0,-0.9,ಕಳೆದುಕೊಳ್ಳಿ
disquietingly,0.0,-0.9,ಅಸಹ್ಯವಾಗಿ
murderous,0.0,-0.9,ಕೊಲೆಗಾರ
suspiciously,0.0,-0.9,ಅನುಮಾನಾಸ್ಪದವಾಗಿ
twists,0.0,-0.9,ತಿರುವುಗಳು
downfallen,0.0,-0.9,ಡೌನ್‌ಫಾಲನ್
spoon-feed,0.0,-0.9,ಚಮಚ-ಫೀಡ್
haughtily,0.0,-0.9,ಅಹಂಕಾರದಿಂದ
cancer,0.0,-0.9,ಕ್ಯಾನ್ಸರ್
sore,0.0,-0.9,ನೋಯುತ್ತಿರುವ
lament,0.0,-0.9,ಪ್ರಲಾಪ
blather,0.0,-0.9,ಬ್ಲೇಥರ್
foe,0.0,-0.9,ವೈರಿ
counterproductive,0.0,-0.9,ಪ್ರತಿರೋಧಕ
lied,0.0,-0.9,ಸುಳ್ಳು
rollercoaster,0.0,-0.9,ರೋಲರ್ ಕೋಸ್ಟರ್
unfunded,0.0,-0.9,ಹಣಪಾವತಿಸಲಾಗಿಲ್ಲ
smack,0.0,-0.9,ಸ್ಮ್ಯಾಕ್
unprepared,0.0,-0.9,ಸಿದ್ಧವಿಲ್ಲದ
dishonest,0.0,-0.9,ಅಪ್ರಾಮಾಣಿಕ
extravagantly,0.0,-0.9,ಅತಿರಂಜಿತವಾಗಿ
foolhardy,0.0,-0.9,ಮೂರ್ಖ
obstructs,0.0,-0.9,ಅಡಚಣೆಗಳು
divergent,0.0,-0.9,ವಿಭಿನ್ನ
devilish,0.0,-0.9,ದೆವ್ವ
revolt,0.0,-0.9,ದಂಗೆ
warned,0.0,-0.9,ಎಚ್ಚರಿಸಲಾಗಿದೆ
violator,0.0,-0.9,ಉಲ್ಲಂಘಕ
pittance,0.0,-0.9,ಕರುಣೆ
debauchery,0.0,-0.9,ನಿರಾಸಕ್ತಿ
misery,0.0,-0.9,ದುಃಖ
betray,0.0,-0.9,ವಿಶ್ವಾಸಘಾತ
impurity,0.0,-0.9,ಅಶುದ್ಧತೆ
farcically,0.0,-0.9,ವಿಡಂಬನಾತ್ಮಕವಾಗಿ
stuttering,0.0,-0.9,ತೊದಲುವಿಕೆ
outsider,0.0,-0.9,ಹೊರಗಿನವನು
monstrosity,0.0,-0.9,ದೈತ್ಯಾಕಾರದ
audacity,0.0,-0.9,ಶ್ರದ್ಧೆ
delusion,0.0,-0.9,ಭ್ರಮೆ
uprising,0.0,-0.9,ದಂಗೆ
overzealously,0.0,-0.9,ವಿಪರೀತವಾಗಿ
worryingly,0.0,-0.9,ಚಿಂತೆ
dunce,0.0,-0.9,dunce
dissappointed,0.0,-0.9,ಅಸಮಾಧಾನ
intimidatingly,0.0,-0.9,ಬೆದರಿಸುವಂತೆ
blotchy,0.0,-0.9,ಕಳಪೆ
demonizes,0.0,-0.9,ರಾಕ್ಷಸೀಕರಿಸುತ್ತದೆ
heckle,0.0,-0.9,ಹೆಕಲ್
ill-usage,0.0,-0.9,ಕೆಟ್ಟ ಬಳಕೆ
devilishly,0.0,-0.9,ದೆವ್ವದಿಂದ
enemy,0.0,-0.9,ಶತ್ರು
catastrophies,0.0,-0.9,ದುರಂತಗಳು
bloodthirsty,0.0,-0.9,ರಕ್ತಪಿಪಾಸು
deform,0.0,-0.9,ವಿರೂಪ
distrusting,0.0,-0.9,ಅಪನಂಬಿಕೆ
fallaciously,0.0,-0.9,ತಪ್ಪಾಗಿ
shit,0.0,-0.9,ಶಿಟ್
ineffectualness,0.0,-0.9,ನಿಷ್ಪರಿಣಾಮ
grapple,0.0,-0.9,ಹಿಡಿತ
censure,0.0,-0.9,ಸೆನ್ಸಾರ್ಶಿಪ್
disintegrate,0.0,-0.9,ವಿಭಜನೆ
lechery,0.0,-0.9,ಲೆಚರಿ
dissatisfactory,0.0,-0.9,ಅತೃಪ್ತಿಕರ
faithless,0.0,-0.9,ನಂಬಿಕೆಯಿಲ್ಲದ
earsplitting,0.0,-0.9,ಇಯರ್ ಸ್ಪ್ಲಿಟಿಂಗ್
run-down,0.0,-0.9,ರನ್-ಡೌನ್
bored,0.0,-0.9,ಬೇಸರ
bitter,0.0,-0.9,ಕಹಿ
baffling,0.0,-0.9,ಅಡ್ಡಿಪಡಿಸುವ
loss,0.0,-0.9,ನಷ್ಟ
alienation,0.0,-0.9,ಪರಕೀಯತೆ
disable,0.0,-0.9,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಿ
aggrivation,0.0,-0.9,ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ
disgruntled,0.0,-0.9,ಅಸಮಾಧಾನಗೊಂಡಿದೆ
flak,0.0,-0.9,ಫ್ಲಾಕ್
douchbag,0.0,-0.9,ಡೌಚ್‌ಬ್ಯಾಗ್
egomania,0.0,-0.9,ಅಹಂಕಾರ
anger,0.0,-0.9,ಕೋಪ
ill-formed,0.0,-0.9,ಕೆಟ್ಟದಾಗಿ ರೂಪುಗೊಂಡಿದೆ
violate,0.0,-0.9,ಉಲ್ಲಂಘಿಸಿ
funky,0.0,-0.9,ಮೋಜಿನ
noisy,0.0,-0.9,ಗದ್ದಲದ
costlier,0.0,-0.9,ದುಬಾರಿ
strangle,0.0,-0.9,ಕತ್ತು ಹಿಸುಕು
unkind,0.0,-0.9,ನಿರ್ದಯ
shortsightedness,0.0,-0.9,ಕಿರುನೋಟ
twisted,0.0,-0.9,ತಿರುಚಿದ
feign,0.0,-0.9,feign
retard,0.0,-0.9,ವಿಳಂಬ
seedy,0.0,-0.9,ಬೀಜ
violation,0.0,-0.9,ಉಲ್ಲಂಘನೆ
whore,0.0,-0.9,ಸೂಳೆ
downgrade,0.0,-0.9,ಡೌನ್‌ಗ್ರೇಡ್ ಮಾಡಿ
hurt,0.0,-0.9,ಹರ್ಟ್
inopportune,0.0,-0.9,ಅಸಮರ್ಪಕ
retards,0.0,-0.9,ವಿಳಂಬ
clog,0.0,-0.9,ಅಡಚಣೆ
unavoidably,0.0,-0.9,ಅನಿವಾರ್ಯವಾಗಿ
ridicule,0.0,-0.9,ಅಪಹಾಸ್ಯ
uncivil,0.0,-0.9,ಅನೈತಿಕ
quandary,0.0,-0.9,ಇಕ್ಕಟ್ಟು
subjugation,0.0,-0.9,ಅಧೀನತೆ
worthless,0.0,-0.9,ನಿಷ್ಪ್ರಯೋಜಕ
hysterics,0.0,-0.9,ಉನ್ಮಾದ
negation,0.0,-0.9,ನಿರಾಕರಣೆ
preposterously,0.0,-0.9,ಪೂರ್ವಭಾವಿಯಾಗಿ
relentlessly,0.0,-0.9,ಪಟ್ಟುಬಿಡದೆ
infected,0.0,-0.9,ಸೋಂಕಿತ
stupify,0.0,-0.9,ಮೂರ್ಖತನ
incomplete,0.0,-0.9,ಅಪೂರ್ಣ
angrily,0.0,-0.9,ಕೋಪದಿಂದ
diabolic,0.0,-0.9,ಡಯಾಬೊಲಿಕ್
preposterous,0.0,-0.9,ಪೂರ್ವಭಾವಿ
sermonize,0.0,-0.9,ಧರ್ಮೋಪದೇಶ
awkward,0.0,-0.9,ಪೇಚಿನ
mire,0.0,-0.9,ಏನು
startlingly,0.0,-0.9,ಆಶ್ಚರ್ಯಕರವಾಗಿ
sags,0.0,-0.9,ಪ್ರಕರಣ
shirker,0.0,-0.9,ಶಿರ್ಕರ್
stern,0.0,-0.9,ಕಠಿಣ
troublingly,0.0,-0.9,ತೊಂದರೆಯಿಂದ
ineffectively,0.0,-0.9,ನಿಷ್ಪರಿಣಾಮಕಾರಿಯಾಗಿ
thicker,0.0,-0.9,ದಪ್ಪವಾಗಿರುತ್ತದೆ
rabid,0.0,-0.9,ಕ್ರೋಧೋನ್ಮತ್ತ
frown,0.0,-0.9,ಗಂಟಿಕ್ಕಿ
insufferable,0.0,-0.9,ಅಸಹನೀಯ
bore,0.0,-0.9,ಬೋರ್
inadequacy,0.0,-0.9,ಅಸಮರ್ಪಕತೆ
infamous,0.0,-0.9,ಕುಖ್ಯಾತ
dismalness,0.0,-0.9,ನೀರಸ
lethargic,0.0,-0.9,ಆಲಸ್ಯ
wickedness,0.0,-0.9,ದುಷ್ಟತನ
unexplained,0.0,-0.9,ವಿವರಿಸಲಾಗದ
sag,0.0,-0.9,ಪ್ರಕರಣ
devilry,0.0,-0.9,ದೆವ್ವ
contravene,0.0,-0.9,ವಿರೋಧಾಭಾಸ
disbelieve,0.0,-0.9,ನಂಬುವುದಿಲ್ಲ
ambiguity,0.0,-0.9,ಅಸ್ಪಷ್ಟತೆ
weak,0.0,-0.9,ದುರ್ಬಲ
oddest,0.0,-0.9,ವಿಚಿತ್ರವಾದದ್ದು
peeved,0.0,-0.9,ಸಿಪ್ಪೆ ಸುಲಿದ
perfidity,0.0,-0.9,ಪರಿಪೂರ್ಣತೆ
uneconomical,0.0,-0.9,ಆರ್ಥಿಕವಲ್ಲದ
hardheaded,0.0,-0.9,ಗಟ್ಟಿಮುಟ್ಟಾದ
upsettingly,0.0,-0.9,ಅಸಮಾಧಾನದಿಂದ
bestial,0.0,-0.9,ಬೆಸ್ಟಿಯಲ್
brimstone,0.0,-0.9,ಗಂಧಕ
misconceptions,0.0,-0.9,ತಪ್ಪು ಕಲ್ಪನೆಗಳು
hang,0.0,-0.9,ಸ್ಥಗಿತಗೊಳಿಸಿ
clumsy,0.0,-0.9,ನಾಜೂಕಿಲ್ಲದ
combative,0.0,-0.9,ಯುದ್ಧ
delayed,0.0,-0.9,ವಿಳಂಬವಾಗಿದೆ
numb,0.0,-0.9,ನಿಶ್ಚೇಷ್ಟಿತ
impossiblity,0.0,-0.9,ಅಸಾಧ್ಯ
snobs,0.0,-0.9,ಸ್ನೋಬ್ಸ್
unemployed,0.0,-0.9,ನಿರುದ್ಯೋಗಿಗಳು
corrosion,0.0,-0.9,ತುಕ್ಕು
trick,0.0,-0.9,ಟ್ರಿಕ್
inexpertly,0.0,-0.9,ಅನರ್ಹವಾಗಿ
acridly,0.0,-0.9,ತೀವ್ರವಾಗಿ
uneven,0.0,-0.9,ಅಸಮ
decline,0.0,-0.9,ಅವನತಿ
perverted,0.0,-0.9,ವಿಕೃತ
puzzled,0.0,-0.9,ಗೊಂದಲ
ricer,0.0,-0.9,ಶ್ರೀಮಂತ
sardonically,0.0,-0.9,ಕ್ಷಮಿಸಿ
loathing,0.0,-0.9,ಅಸಹ್ಯ
shocked,0.0,-0.9,ಆಘಾತಕ್ಕೊಳಗಾಗಿದ್ದಾರೆ
enervate,0.0,-0.9,ಉತ್ತೇಜಿಸಿ
intense,0.0,-0.9,ತೀವ್ರ
incitement,0.0,-0.9,ಚಿತಾವಣೆಗೆ
isolation,0.0,-0.9,ಪ್ರತ್ಯೇಕತೆ
sneak,0.0,-0.9,ಸ್ನೀಕ್
lethal,0.0,-0.9,ಮಾರಕ
untrustworthy,0.0,-0.9,ವಿಶ್ವಾಸಾರ್ಹವಲ್ಲ
languorous,0.0,-0.9,ಸುಸ್ತಾದ
inflict,0.0,-0.9,ಉಂಟುಮಾಡು
unpleasantries,0.0,-0.9,ಅಹಿತಕರ
revoke,0.0,-0.9,ರದ್ದು
bonkers,0.0,-0.9,ಬಾಂಕರ್ಸ್
erodes,0.0,-0.9,ಸವೆತ
unfortunately,0.0,-0.9,ದುರದೃಷ್ಟವಶಾತ್
baffled,0.0,-0.9,ಅಡ್ಡಿಪಡಿಸಲಾಗಿದೆ
disprove,0.0,-0.9,ನಿರಾಕರಿಸು
over-hyped,0.0,-0.9,ಅತಿಯಾದ ಪ್ರಚೋದನೆ
rumors,0.0,-0.9,ವದಂತಿಗಳು
scuffs,0.0,-0.9,ಸ್ಕಫ್ಸ್
tout,0.0,-0.9,ಎಲ್ಲಾ
embroilment,0.0,-0.9,ತೊಡಕು
unacceptably,0.0,-0.9,ಸ್ವೀಕಾರಾರ್ಹವಲ್ಲ
grossly,0.0,-0.9,ಸ್ಥೂಲವಾಗಿ
hurting,0.0,-0.9,ನೋವುಂಟುಮಾಡುತ್ತದೆ
debts,0.0,-0.9,ಸಾಲಗಳು
falter,0.0,-0.9,ಕುಂಠಿತ
futilely,0.0,-0.9,ನಿರರ್ಥಕ
grumble,0.0,-0.9,ಗೊಣಗಿಕೊಳ್ಳಿ
haze,0.0,-0.9,ಮಬ್ಬು
split,0.0,-0.9,ವಿಭಜನೆ
irrationally,0.0,-0.9,ಅಭಾಗಲಬ್ಧವಾಗಿ
creeps,0.0,-0.9,ಕ್ರೀಪ್ಸ್
incorrigible,0.0,-0.9,ಸರಿಪಡಿಸಲಾಗದ
unsettlingly,0.0,-0.9,ಅಸ್ಥಿರವಾಗಿ
din,0.0,-0.9,ನಿಂದ
skeptically,0.0,-0.9,ಸಂಶಯದಿಂದ
greasy,0.0,-0.9,ಜಿಡ್ಡಿನ
uproarously,0.0,-0.9,ಕೋಲಾಹಲದಿಂದ
detestable,0.0,-0.9,ಅಸಹ್ಯಕರ
murky,0.0,-0.9,ಮರ್ಕಿ
slug,0.0,-0.9,ಸ್ಲಗ್
crushing,0.0,-0.9,ಪುಡಿ ಮಾಡುವುದು
defunct,0.0,-0.9,ನಿಷ್ಕ್ರಿಯ
massacres,0.0,-0.9,ಹತ್ಯಾಕಾಂಡಗಳು
fever,0.0,-0.9,ಜ್ವರ
catastrophes,0.0,-0.9,ವಿಪತ್ತುಗಳು
disgrace,0.0,-0.9,ನಾಚಿಕೆಗೇಡು
pinch,0.0,-0.9,ಪಿಂಚ್
undependability,0.0,-0.9,ಅವಲಂಬಿಸದಿರುವಿಕೆ
unresolved,0.0,-0.9,ಬಗೆಹರಿಸಲಾಗದ
beseech,0.0,-0.9,beseech
naïve,0.0,-0.9,ನಿಷ್ಕಪಟ
paradoxically,0.0,-0.9,ವಿರೋಧಾಭಾಸವಾಗಿ
handicapped,0.0,-0.9,ಅಂಗವಿಕಲತೆ
tanked,0.0,-0.9,ಟ್ಯಾಂಕ್ ಮಾಡಲಾಗಿದೆ
tarnish,0.0,-0.9,ಕಳಂಕ
ugly,0.0,-0.9,ಕೊಳಕು
idiotically,0.0,-0.9,ಮೂರ್ಖತನದಿಂದ
warped,0.0,-0.9,ರ್ಯಾಪ್ಡ್
scream,0.0,-0.9,ಕಿರುಚಾಡಿ
propaganda,0.0,-0.9,ಪ್ರಚಾರ
trap,0.0,-0.9,ಬಲೆ
trivial,0.0,-0.9,ಕ್ಷುಲ್ಲಕ
indelicate,0.0,-0.9,indelicate
mockingly,0.0,-0.9,ಅಪಹಾಸ್ಯದಿಂದ
drained,0.0,-0.9,ಬರಿದಾಯಿತು
pettifog,0.0,-0.9,ಪೆಟ್ಟಿಫಾಗ್
sin,0.0,-0.9,ಇಲ್ಲದೆ
inequality,0.0,-0.9,ಅಸಮಾನತೆ
assult,0.0,-0.9,ಹಲ್ಲೆ
upset,0.0,-0.9,ಅಸಮಾಧಾನ
overzealous,0.0,-0.9,ಅತಿಯಾದ
malice,0.0,-0.9,ದುರುದ್ದೇಶ
frustrates,0.0,-0.9,ನಿರಾಶೆಗೊಳಿಸುತ್ತದೆ
mediocre,0.0,-0.9,ಸಾಧಾರಣ
dumbfound,0.0,-0.9,ಮೂಕ
overwhelmed,0.0,-0.9,ಮುಳುಗಿದೆ
farcical-yet-provocative,0.0,-0.9,ವಿಡಂಬನಾತ್ಮಕ-ಇನ್ನೂ-ಪ್ರಚೋದನಕಾರಿ
overtaxed,0.0,-0.9,ಓವರ್‌ಟಾಕ್ಸ್ ಮಾಡಲಾಗಿದೆ
scornfully,0.0,-0.9,ಅಪಹಾಸ್ಯದಿಂದ
spoilages,0.0,-0.9,ಹಾಳಾಗುವುದು
swipe,0.0,-0.9,ಸ್ವೈಪ್ ಮಾಡಿ
intrusion,0.0,-0.9,ಒಳನುಗ್ಗುವಿಕೆ
barbaric,0.0,-0.9,ಅನಾಗರಿಕ
manipulation,0.0,-0.9,ಕುಶಲತೆ
wrought,0.0,-0.9,ಮಾಡಲ್ಪಟ್ಟಿದೆ
concession,0.0,-0.9,ರಿಯಾಯಿತಿ
shameful,0.0,-0.9,ನಾಚಿಕೆಗೇಡು
imprudent,0.0,-0.9,ಅವಿವೇಕದ
crashed,0.0,-0.9,ಅಪ್ಪಳಿಸಿತು
breach,0.0,-0.9,ಉಲ್ಲಂಘನೆ
smelling,0.0,-0.9,ವಾಸನೆ
tardy,0.0,-0.9,ಟಾರ್ಡಿ
resigned,0.0,-0.9,ರಾಜೀನಾಮೆ ನೀಡಿದರು
villainously,0.0,-0.9,ಖಳನಾಯಕವಾಗಿ
gripes,0.0,-0.9,ಹಿಡಿತಗಳು
self-coup,0.0,-0.9,ಸ್ವಯಂ ದಂಗೆ
cunt,0.0,-0.9,ಕಂಟ್
hypocrites,0.0,-0.9,ಕಪಟಿಗಳು
shamelessness,0.0,-0.9,ನಾಚಿಕೆಯಿಲ್ಲದಿರುವಿಕೆ
ill-treated,0.0,-0.9,ಕೆಟ್ಟ ಚಿಕಿತ್ಸೆ
extremist,0.0,-0.9,ಉಗ್ರಗಾಮಿ
rubbish,0.0,-0.9,ಕಸ
alienate,0.0,-0.9,ದೂರವಿರಿ
misunderstand,0.0,-0.9,ಅಪಾರ್ಥ
disaffected,0.0,-0.9,ಅಸಮಾಧಾನಗೊಂಡಿದೆ
audaciously,0.0,-0.9,ಧೈರ್ಯದಿಂದ
indignity,0.0,-0.9,ಅಸಮಾಧಾನ
intoxicate,0.0,-0.9,ಮಾದಕತೆ
ill-favored,0.0,-0.9,ಕೆಟ್ಟ-ಒಲವು
snappishly,0.0,-0.9,ಸ್ನ್ಯಾಪಿಶ್ಲಿ
fallacious,0.0,-0.9,ತಪ್ಪಾದ
forsake,0.0,-0.9,ತ್ಯಜಿಸಿ
lugubrious,0.0,-0.9,ಹಾಸ್ಯಾಸ್ಪದ
misgivings,0.0,-0.9,ಅನುಮಾನಗಳು
misinform,0.0,-0.9,ತಪ್ಪು ಮಾಹಿತಿ
nonsense,0.0,-0.9,ಅಸಂಬದ್ಧ
frightfully,0.0,-0.9,ಭಯಂಕರವಾಗಿ
radical,0.0,-0.9,ಆಮೂಲಾಗ್ರ
terribly,0.0,-0.9,ಭಯಾನಕ
demonic,0.0,-0.9,ರಾಕ್ಷಸ
vindictively,0.0,-0.9,ಪ್ರತೀಕಾರವಾಗಿ
embarrassment,0.0,-0.9,ಮುಜುಗರ
dimmer,0.0,-0.9,ಮಂದ
allegation,0.0,-0.9,ಆರೋಪ
scratchy,0.0,-0.9,ಸ್ಕ್ರಾಚಿ
warlike,0.0,-0.9,ಯುದ್ಧೋಚಿತ
lukewarm,0.0,-0.9,ಉತ್ಸಾಹವಿಲ್ಲದ
disavow,0.0,-0.9,ನಿರಾಕರಿಸು
clouding,0.0,-0.9,ಮೋಡ
encroach,0.0,-0.9,ಅತಿಕ್ರಮಣ
exorbitant,0.0,-0.9,ಅತಿಯಾದ
lecher,0.0,-0.9,ನೆಕ್ಕುವುದು
tiresome,0.0,-0.9,ದಣಿವು
molest,0.0,-0.9,ಕಿರುಕುಳ
injudicious,0.0,-0.9,ದುರುದ್ದೇಶಪೂರಿತ
desperately,0.0,-0.9,ತೀವ್ರವಾಗಿ
eyesore,0.0,-0.9,ದೃಷ್ಟಿ
plaything,0.0,-0.9,ಪ್ಲೇಥಿಂಗ್
thumb-down,0.0,-0.9,ಹೆಬ್ಬೆರಳು ಕೆಳಗೆ
frustrate,0.0,-0.9,ನಿರಾಶೆ
remorselessly,0.0,-0.9,ಪಶ್ಚಾತ್ತಾಪವಿಲ್ಲದೆ
sues,0.0,-0.9,ಸ್ಯೂಸ್
desolation,0.0,-0.9,ನಿರ್ಜನ
tantrum,0.0,-0.9,ತಂತ್ರ
delusions,0.0,-0.9,ಭ್ರಮೆಗಳು
forceful,0.0,-0.9,ಬಲವಾದ
clamorous,0.0,-0.9,ಕೂಗು
quarrellous,0.0,-0.9,ಜಗಳ
refuted,0.0,-0.9,ನಿರಾಕರಿಸಲಾಗಿದೆ
tenuously,0.0,-0.9,ನಿಧಾನವಾಗಿ
accusingly,0.0,-0.9,ಆಪಾದಿತವಾಗಿ
importunate,0.0,-0.9,ಆಮದು
detesting,0.0,-0.9,ಅಸಹ್ಯಕರ
confession,0.0,-0.9,ತಪ್ಪೊಪ್ಪಿಗೆ
desiccate,0.0,-0.9,ನಿರ್ಜೀವ
spookiest,0.0,-0.9,ಸ್ಪೂಕಿಸ್ಟ್
haters,0.0,-0.9,ದ್ವೇಷಿಗಳು
aggravate,0.0,-0.9,ಉಲ್ಬಣಗೊಳಿಸಿ
untouched,0.0,-0.9,ಅಸ್ಪೃಶ್ಯ
tyrannically,0.0,-0.9,ದಬ್ಬಾಳಿಕೆಯಂತೆ
bewildering,0.0,-0.9,ವಿಸ್ಮಯ
calumniously,0.0,-0.9,ಅಪನಿಂದೆ
mercilessly,0.0,-0.9,ನಿರ್ದಯವಾಗಿ
disappointments,0.0,-0.9,ನಿರಾಶೆಗಳು
disallow,0.0,-0.9,ಅನುಮತಿಸಬೇಡಿ
attack,0.0,-0.9,ದಾಳಿ
adulterier,0.0,-0.9,ವ್ಯಭಿಚಾರಿ
wobble,0.0,-0.9,ಕಂಪನ
irragularity,0.0,-0.9,ಅನಿಯಮಿತತೆ
ripoff,0.0,-0.9,ರಿಪಾಫ್
wedge,0.0,-0.9,ಬೆಣೆ
contemptuous,0.0,-0.9,ತಿರಸ್ಕಾರ
inevitable,0.0,-0.9,ಅನಿವಾರ್ಯ
disquietude,0.0,-0.9,ಅಸಮಾಧಾನ
sugarcoated,0.0,-0.9,ಸಕ್ಕರೆ ಕೋಟೆಡ್
wretchedly,0.0,-0.9,ದರಿದ್ರವಾಗಿ
insociable,0.0,-0.9,ನಿಷ್ಪಾಪ
damages,0.0,-0.9,ಹಾನಿ
pauper,0.0,-0.9,ಪಾಪರ್
inefficiently,0.0,-0.9,ಅಸಮರ್ಥವಾಗಿ
scarcely,0.0,-0.9,ವಿರಳವಾಗಿ
cataclysmal,0.0,-0.9,ವಿಪತ್ತು
disastrously,0.0,-0.9,ವಿನಾಶಕಾರಿಯಾಗಿ
scoff,0.0,-0.9,ಅಪಹಾಸ್ಯ
hacks,0.0,-0.9,ಭಿನ್ನತೆಗಳು
impudently,0.0,-0.9,ನಿರ್ದಾಕ್ಷಿಣ್ಯವಾಗಿ
bothers,0.0,-0.9,ತೊಂದರೆ ನೀಡುತ್ತದೆ
desertion,0.0,-0.9,ತೊರೆಯುವುದು
meager,0.0,-0.9,ಅಲ್ಪ
inconsequently,0.0,-0.9,ಪರಿಣಾಮವಾಗಿ
detested,0.0,-0.9,ದ್ವೇಷಿಸಲಾಗಿದೆ
selfinterested,0.0,-0.9,ಸ್ವಹಿತಾಸಕ್ತಿ
dissed,0.0,-0.9,ಭಿನ್ನವಾಗಿದೆ
unfaithful,0.0,-0.9,ವಿಶ್ವಾಸದ್ರೋಹಿ
falsehood,0.0,-0.9,ಸುಳ್ಳು
slowly,0.0,-0.9,ನಿಧಾನವಾಗಿ
backbite,0.0,-0.9,ಬ್ಯಾಕ್‌ಬೈಟ್
dusty,0.0,-0.9,ಧೂಳಿನ
freezes,0.0,-0.9,ಹೆಪ್ಪುಗಟ್ಟುತ್ತದೆ
ominous,0.0,-0.9,ಅಶುಭ
unskilled,0.0,-0.9,ಕೌಶಲ್ಯರಹಿತ
unlikely,0.0,-0.9,ಅಸಂಭವ
sham,0.0,-0.9,ಶಾಮ್
hiliarious,0.0,-0.9,ಉಲ್ಲಾಸ
tangle,0.0,-0.9,ಗೋಜಲು
molestation,0.0,-0.9,ಹಿಂಸೆಯ
ill-designed,0.0,-0.9,ಕೆಟ್ಟದಾಗಿ ವಿನ್ಯಾಸಗೊಳಿಸಲಾಗಿದೆ
undetermined,0.0,-0.9,ನಿರ್ಧರಿಸಲಾಗಿಲ್ಲ
caricature,0.0,-0.9,ವ್ಯಂಗ್ಯಚಿತ್ರ
callous,0.0,-0.9,ನಿಷ್ಠುರ
fabricate,0.0,-0.9,ತಯಾರಿಸಲಾಗುತ್ತದೆ
bloody,0.0,-0.9,ರಕ್ತಸಿಕ್ತ
friction,0.0,-0.9,ಘರ್ಷಣೆ
lacking,0.0,-0.9,ಕೊರತೆ
unwise,0.0,-0.9,ಬುದ್ಧಿಹೀನ
wreaks,0.0,-0.9,ಧ್ವಂಸಗಳು
debilitate,0.0,-0.9,ದೌರ್ಬಲ್ಯ
peeve,0.0,-0.9,ಪೀವ್
mistakes,0.0,-0.9,ತಪ್ಪುಗಳು
abominable,0.0,-0.9,ಅಸಹ್ಯಕರ
vomit,0.0,-0.9,ವಾಂತಿ
pervert,0.0,-0.9,ವಿಕೃತ
prohibitive,0.0,-0.9,ನಿಷೇಧಿತ
disadvantaged,0.0,-0.9,ಅನನುಕೂಲಕರ
ingratitude,0.0,-0.9,ಕೃತಘ್ನತೆ
bait,0.0,-0.9,ಬೆಟ್
hallucination,0.0,-0.9,ಭ್ರಮೆ
oversight,0.0,-0.9,ಮೇಲ್ವಿಚಾರಣೆ
so-cal,0.0,-0.9,ಸೋ-ಕ್ಯಾಲ್
repetitive,0.0,-0.9,ಪುನರಾವರ್ತಿತ
stale,0.0,-0.9,ಇನ್ನೂ
annoy,0.0,-0.9,ಕಿರಿಕಿರಿ
abusive,0.0,-0.9,ನಿಂದನೀಯ
bothersome,0.0,-0.9,ತೊಂದರೆ
disheartening,0.0,-0.9,ನಿರಾಶಾದಾಯಕ
misbehave,0.0,-0.9,ತಪ್ಪಾಗಿ ವರ್ತಿಸಿ
nastily,0.0,-0.9,ಅಸಹ್ಯವಾಗಿ
unintelligible,0.0,-0.9,ಗ್ರಹಿಸಲಾಗದ
protest,0.0,-0.9,ಪ್ರತಿಭಟನೆ
careless,0.0,-0.9,ಅಸಡ್ಡೆ
infernal,0.0,-0.9,ಘೋರ
hardened,0.0,-0.9,ಗಟ್ಟಿಯಾದ
mockery,0.0,-0.9,ಅಪಹಾಸ್ಯ
insidious,0.0,-0.9,ಕಪಟ
cringed,0.0,-0.9,cringed
disparage,0.0,-0.9,ಅವಮಾನ
hotbeds,0.0,-0.9,ಹಾಟ್‌ಬೆಡ್‌ಗಳು
indigent,0.0,-0.9,ಅಜೇಯ
perish,0.0,-0.9,ನಾಶವಾಗು
bereft,0.0,-0.9,ನಾಶ
ridicules,0.0,-0.9,ಹಾಸ್ಯಾಸ್ಪದ
diabolically,0.0,-0.9,ಡಯಾಬೊಲಿಕ್ ಆಗಿ
exagerate,0.0,-0.9,ಉತ್ಪ್ರೇಕ್ಷಿತ
inefficient,0.0,-0.9,ಅಸಮರ್ಥ
