Term,PosScore,NegScore,Gujarati
goading,0.0,-0.9,ગોડિંગ
insufficiently,0.0,-0.9,અપર્યાપ્ત
leakages,0.0,-0.9,લિકેજ
saggy,0.0,-0.9,saggy
dies,0.0,-0.9,આ
unsteadiness,0.0,-0.9,અસ્થિરતા
incendiary,0.0,-0.9,આગ લગાડનાર
mistified,0.0,-0.9,ખોટી
obsess,0.0,-0.9,મનોગ્રસ્તિ
anti-american,0.0,-0.9,અમેરિકન વિરોધી
destabilisation,0.0,-0.9,અસ્થિરતા
terribleness,0.0,-0.9,ભયાનકતા
tired,0.0,-0.9,થાકેલા
struggling,0.0,-0.9,સંઘર્ષ
smear,0.0,-0.9,સમીયર
miscreant,0.0,-0.9,દુષ્કર્મ
horrid,0.0,-0.9,ભયાનક
painfull,0.0,-0.9,દુfખદાયક
equivocal,0.0,-0.9,સર્વોચ્ચ
trash,0.0,-0.9,કચરો
boring,0.0,-0.9,કંટાળાજનક
depressingly,0.0,-0.9,ઉદાસીથી
repugn,0.0,-0.9,repugn
delinquency,0.0,-0.9,અપરાધ
fateful,0.0,-0.9,ભાગ્યશાળી
dictator,0.0,-0.9,સરમુખત્યાર
leech,0.0,-0.9,જિચ
harridan,0.0,-0.9,હેરિડેન
perplexed,0.0,-0.9,અસ્વસ્થ
disintegration,0.0,-0.9,વિઘટન
unmoved,0.0,-0.9,unmoved
gripe,0.0,-0.9,ફ્લૂ
restless,0.0,-0.9,બેચેન
offending,0.0,-0.9,વાંધાજનક
thrash,0.0,-0.9,કચડી નાખવું
despotism,0.0,-0.9,તાનાશાહી
offensively,0.0,-0.9,અપમાનજનક રીતે
damnably,0.0,-0.9,ખરાબ
absurd,0.0,-0.9,વાહિયાત
slur,0.0,-0.9,ગંધ
impolitic,0.0,-0.9,અસંભવિત
unfit,0.0,-0.9,અયોગ્ય
vomits,0.0,-0.9,ઉલટી
bid-rigging,0.0,-0.9,બોલી-સખત
regrets,0.0,-0.9,દિલગીરી
destitute,0.0,-0.9,નિરાધાર
fool,0.0,-0.9,મૂર્ખ
misaligns,0.0,-0.9,Misaligns
terrorize,0.0,-0.9,આતંક
illiterate,0.0,-0.9,અભણ
villian,0.0,-0.9,વિલિયન
zealous,0.0,-0.9,ઉત્સાહી
sucked,0.0,-0.9,sucked
despoiler,0.0,-0.9,ડિસ્પોઇલર
fanatically,0.0,-0.9,કટ્ટરતાથી
swagger,0.0,-0.9,swagger
waste,0.0,-0.9,કચરો
mocks,0.0,-0.9,મોક
scar,0.0,-0.9,ડાઘ
provocation,0.0,-0.9,ઉશ્કેરણી
lascivious,0.0,-0.9,અસ્પષ્ટ
criticize,0.0,-0.9,ટીકા કરો
deplorable,0.0,-0.9,દુ: ખકારક
draconian,0.0,-0.9,ડ્રાકોનિયન
insignificantly,0.0,-0.9,તુચ્છ
traitorous,0.0,-0.9,દેશદ્રોહી
gibe,0.0,-0.9,ચળવળ
intransigence,0.0,-0.9,ઇન્ટ્રાન્સિજેન્સ
mystery,0.0,-0.9,રહસ્ય
greedy,0.0,-0.9,લોભી
misdirection,0.0,-0.9,ખોટી દિશા
grumpish,0.0,-0.9,કર્કશ
revengefully,0.0,-0.9,વેરથી
impediment,0.0,-0.9,અવરોધ
calamitously,0.0,-0.9,આડેધડ
lose,0.0,-0.9,ગુમાવો
disquietingly,0.0,-0.9,અસ્પષ્ટપણે
murderous,0.0,-0.9,ખૂની
suspiciously,0.0,-0.9,શંકાસ્પદ રીતે
twists,0.0,-0.9,વળી જતું
downfallen,0.0,-0.9,ડાઉનફેલેન
spoon-feed,0.0,-0.9,ચમચી ફીડ
haughtily,0.0,-0.9,ઘમંડી
cancer,0.0,-0.9,કેન્સર
sore,0.0,-0.9,વ્રણ
lament,0.0,-0.9,વિલાપ
blather,0.0,-0.9,બ્લેટર
foe,0.0,-0.9,શત્રુ
counterproductive,0.0,-0.9,પ્રતિકારક
lied,0.0,-0.9,ખોટું બોલવું
rollercoaster,0.0,-0.9,મેળા વગેરે માં ઉતરતી અને ચડતી ગાડી
unfunded,0.0,-0.9,ગેરવાજબી
smack,0.0,-0.9,સ્મેક
unprepared,0.0,-0.9,તૈયારી વિનાના
dishonest,0.0,-0.9,અપ્રમાણિક
extravagantly,0.0,-0.9,ઉડાઉ
foolhardy,0.0,-0.9,મૂર્ખામી
obstructs,0.0,-0.9,અવરોધે છે
divergent,0.0,-0.9,જુદીજુદી
devilish,0.0,-0.9,શૈતાની
revolt,0.0,-0.9,બળવો
warned,0.0,-0.9,ચેતવણી આપી
violator,0.0,-0.9,ઉલ્લંઘન કરનાર
pittance,0.0,-0.9,પિટનેસ
debauchery,0.0,-0.9,દગાબાજી
misery,0.0,-0.9,દુeryખ
betray,0.0,-0.9,દગો
impurity,0.0,-0.9,અશુદ્ધિ
farcically,0.0,-0.9,દૂરથી
stuttering,0.0,-0.9,હલાવવું
outsider,0.0,-0.9,બહારની વ્યક્તિ
monstrosity,0.0,-0.9,મોનસ્ટ્રોસિટી
audacity,0.0,-0.9,દુ: ખ
delusion,0.0,-0.9,ભ્રાંતિ
uprising,0.0,-0.9,બળવો
overzealously,0.0,-0.9,મોટાભાગે
worryingly,0.0,-0.9,ચિંતાજનક રીતે
dunce,0.0,-0.9,dunce
dissappointed,0.0,-0.9,નિરાશ
intimidatingly,0.0,-0.9,ડરાવીને
blotchy,0.0,-0.9,અસ્પષ્ટ
demonizes,0.0,-0.9,રાક્ષસીકરણ
heckle,0.0,-0.9,હેકલ
ill-usage,0.0,-0.9,દુરુપયોગ
devilishly,0.0,-0.9,શૈતાની
enemy,0.0,-0.9,દુશ્મન
catastrophies,0.0,-0.9,આપત્તિ
bloodthirsty,0.0,-0.9,લોહિયાળ
deform,0.0,-0.9,વિકૃત
distrusting,0.0,-0.9,અવિશ્વસનીય
fallaciously,0.0,-0.9,ખોટી રીતે
shit,0.0,-0.9,છી
ineffectualness,0.0,-0.9,બિનઅસરકારકતા
grapple,0.0,-0.9,ઝગડો
censure,0.0,-0.9,સેન્સરશીપ
disintegrate,0.0,-0.9,વિખેરી નાખવું
lechery,0.0,-0.9,વ્યાખ્યાન
dissatisfactory,0.0,-0.9,અસંતોષકારક
faithless,0.0,-0.9,વિશ્વાસુ
earsplitting,0.0,-0.9,ઇયરસ્પ્લેટીંગ
run-down,0.0,-0.9,રન ડાઉન
bored,0.0,-0.9,કંટાળો
bitter,0.0,-0.9,કડવો
baffling,0.0,-0.9,આશ્ચર્ય
loss,0.0,-0.9,નુકસાન
alienation,0.0,-0.9,પરાકાષ્ઠા
disable,0.0,-0.9,અક્ષમ કરો
aggrivation,0.0,-0.9,ઉત્તેજના
disgruntled,0.0,-0.9,અસંતુષ્ટ
flak,0.0,-0.9,ફ્લ .ક
douchbag,0.0,-0.9,ડોચબેગ
egomania,0.0,-0.9,અહંકાર
anger,0.0,-0.9,ક્રોધ
ill-formed,0.0,-0.9,ખરાબ રચના
violate,0.0,-0.9,ઉલ્લંઘન
funky,0.0,-0.9,ફંકી
noisy,0.0,-0.9,ઘોંઘાટીયા
costlier,0.0,-0.9,મોંઘું
strangle,0.0,-0.9,ગળુ કાપી
unkind,0.0,-0.9,નિર્દય
shortsightedness,0.0,-0.9,શોર્ટસાઇટનેસ
twisted,0.0,-0.9,વળી ગયો
feign,0.0,-0.9,દ્વેષી
retard,0.0,-0.9,વિલંબ
seedy,0.0,-0.9,બીજ
violation,0.0,-0.9,ઉલ્લંઘન
whore,0.0,-0.9,વેશ્યા
downgrade,0.0,-0.9,ડાઉનગ્રેડ
hurt,0.0,-0.9,નુકસાન
inopportune,0.0,-0.9,inopportune
retards,0.0,-0.9,વિલંબ
clog,0.0,-0.9,ભરણ
unavoidably,0.0,-0.9,અનિવાર્ય
ridicule,0.0,-0.9,ઉપહાસ
uncivil,0.0,-0.9,અસંભવિત
quandary,0.0,-0.9,ભ્રાંતિ
subjugation,0.0,-0.9,પરાધીનતા
worthless,0.0,-0.9,નકામું
hysterics,0.0,-0.9,ઉન્માદ
negation,0.0,-0.9,નકાર
preposterously,0.0,-0.9,હિંમતભેર
relentlessly,0.0,-0.9,અવિરતપણે
infected,0.0,-0.9,સંક્રમિત
stupify,0.0,-0.9,મૂર્ખ કરવું
incomplete,0.0,-0.9,અધૂરું
angrily,0.0,-0.9,ક્રોધથી
diabolic,0.0,-0.9,ડાયાબોલિક
preposterous,0.0,-0.9,અવિવેકી
sermonize,0.0,-0.9,ઉપદેશ
awkward,0.0,-0.9,બેડોળ
mire,0.0,-0.9,શું
startlingly,0.0,-0.9,આશ્ચર્યજનક
sags,0.0,-0.9,કેસ
shirker,0.0,-0.9,શિર્કર
stern,0.0,-0.9,સ્ટર્ન
troublingly,0.0,-0.9,મુશ્કેલીમાં
ineffectively,0.0,-0.9,બિનઅસરકારક
thicker,0.0,-0.9,ગાer
rabid,0.0,-0.9,હડકાયું
frown,0.0,-0.9,ભવાં ચડાવવા
insufferable,0.0,-0.9,અસ્પષ્ટ
bore,0.0,-0.9,બોર
inadequacy,0.0,-0.9,અપૂર્ણતા
infamous,0.0,-0.9,કુખ્યાત
dismalness,0.0,-0.9,અસ્વસ્થતા
lethargic,0.0,-0.9,સુસ્ત
wickedness,0.0,-0.9,દુષ્ટતા
unexplained,0.0,-0.9,અસ્પષ્ટ
sag,0.0,-0.9,કેસ
devilry,0.0,-0.9,શેતાની
contravene,0.0,-0.9,contravene
disbelieve,0.0,-0.9,ના પાડવું
ambiguity,0.0,-0.9,અસ્પષ્ટતા
weak,0.0,-0.9,નબળું
oddest,0.0,-0.9,વિચિત્ર
peeved,0.0,-0.9,peeved
perfidity,0.0,-0.9,સંપૂર્ણતા
uneconomical,0.0,-0.9,એકમાત્ર
hardheaded,0.0,-0.9,સખ્તાઇથી
upsettingly,0.0,-0.9,પરેશાન
bestial,0.0,-0.9,પશુ
brimstone,0.0,-0.9,ગંધક પથ્થર
misconceptions,0.0,-0.9,ગેરસમજો
hang,0.0,-0.9,અટકી
clumsy,0.0,-0.9,અણઘડ
combative,0.0,-0.9,લડાઇવાળું
delayed,0.0,-0.9,વિલંબ
numb,0.0,-0.9,સુન્ન
impossiblity,0.0,-0.9,અશક્યતા
snobs,0.0,-0.9,snobs
unemployed,0.0,-0.9,બેરોજગાર
corrosion,0.0,-0.9,કાટ
trick,0.0,-0.9,યુક્તિ
inexpertly,0.0,-0.9,બિનઅનુભવી
acridly,0.0,-0.9,acritly
uneven,0.0,-0.9,અસમાન
decline,0.0,-0.9,ઘટાડો
perverted,0.0,-0.9,વિકૃત
puzzled,0.0,-0.9,આશ્ચર્યજનક
ricer,0.0,-0.9,સમૃદ્ધ
sardonically,0.0,-0.9,વ્યંગિક રૂપે
loathing,0.0,-0.9,ઘૃણાસ્પદ
shocked,0.0,-0.9,આઘાત લાગ્યો
enervate,0.0,-0.9,ઉત્તેજિત કરવું
intense,0.0,-0.9,તીવ્ર
incitement,0.0,-0.9,ઉશ્કેરણી
isolation,0.0,-0.9,આઇસોલેશન
sneak,0.0,-0.9,ઝલક
lethal,0.0,-0.9,ઘાતક
untrustworthy,0.0,-0.9,અવિશ્વસનીય
languorous,0.0,-0.9,સુખમય
inflict,0.0,-0.9,લાદવું
unpleasantries,0.0,-0.9,અપ્રિય
revoke,0.0,-0.9,રદ કરવું
bonkers,0.0,-0.9,બોનકરો
erodes,0.0,-0.9,ભૂસકો
unfortunately,0.0,-0.9,કમનસીબે
baffled,0.0,-0.9,આશ્ચર્ય
disprove,0.0,-0.9,નામંજૂર
over-hyped,0.0,-0.9,વધુપડતું
rumors,0.0,-0.9,અફવાઓ
scuffs,0.0,-0.9,સ્કફ્સ
tout,0.0,-0.9,બધા
embroilment,0.0,-0.9,ભરતકામ
unacceptably,0.0,-0.9,અસ્વીકાર્ય
grossly,0.0,-0.9,એકંદરે
hurting,0.0,-0.9,દુtingખ પહોંચાડવું
debts,0.0,-0.9,દેવાની
falter,0.0,-0.9,ખળભળાટ
futilely,0.0,-0.9,નિરર્થક
grumble,0.0,-0.9,બડબડાટ કરવો
haze,0.0,-0.9,ઝાકળ
split,0.0,-0.9,ભાગલા
irrationally,0.0,-0.9,અતાર્કિક રીતે
creeps,0.0,-0.9,કમકમાટી
incorrigible,0.0,-0.9,અયોગ્ય
unsettlingly,0.0,-0.9,અસ્વસ્થતાપૂર્વક
din,0.0,-0.9,માંથી
skeptically,0.0,-0.9,સંશયપૂર્વક
greasy,0.0,-0.9,ચીકણું
uproarously,0.0,-0.9,ખળભળાટ મચી ગયો
detestable,0.0,-0.9,ઘૃણાસ્પદ
murky,0.0,-0.9,કર્કશ
slug,0.0,-0.9,ગોકળગાય
crushing,0.0,-0.9,કારમી
defunct,0.0,-0.9,નિષ્ફળ
massacres,0.0,-0.9,હત્યાકાંડ
fever,0.0,-0.9,તાવ
catastrophes,0.0,-0.9,આપત્તિઓ
disgrace,0.0,-0.9,બદનામ
pinch,0.0,-0.9,ચપટી
undependability,0.0,-0.9,અવલંબન
unresolved,0.0,-0.9,વણઉકેલાયેલ
beseech,0.0,-0.9,વિનંતી
naïve,0.0,-0.9,ભોળા
paradoxically,0.0,-0.9,વિરોધાભાસી રીતે
handicapped,0.0,-0.9,વિકલાંગ
tanked,0.0,-0.9,ટેન્ક
tarnish,0.0,-0.9,કલંકિત
ugly,0.0,-0.9,નીચ
idiotically,0.0,-0.9,મૂર્ખતાપૂર્વક
warped,0.0,-0.9,warped
scream,0.0,-0.9,ચીસો
propaganda,0.0,-0.9,પ્રચાર
trap,0.0,-0.9,છટકું
trivial,0.0,-0.9,તુચ્છ
indelicate,0.0,-0.9,અવળું
mockingly,0.0,-0.9,મજાકથી
drained,0.0,-0.9,હતાશ
pettifog,0.0,-0.9,પેટિફogગ
sin,0.0,-0.9,વગર
inequality,0.0,-0.9,અસમાનતા
assult,0.0,-0.9,એસોલ્ટ
upset,0.0,-0.9,ઉદાસ
overzealous,0.0,-0.9,અતિશય ઇર્ષ્યા
malice,0.0,-0.9,દ્વેષ
frustrates,0.0,-0.9,હતાશા
mediocre,0.0,-0.9,સામાન્ય
dumbfound,0.0,-0.9,ડમ્બાફેઉન્ડ
overwhelmed,0.0,-0.9,અભિભૂત
farcical-yet-provocative,0.0,-0.9,farcical-yet- ઉત્તેજક
overtaxed,0.0,-0.9,ઓવરટેક્સ્ડ
scornfully,0.0,-0.9,નિંદાકારક રીતે
spoilages,0.0,-0.9,બગાડ
swipe,0.0,-0.9,સ્વાઇપ કરો
intrusion,0.0,-0.9,ઘૂસણખોરી
barbaric,0.0,-0.9,અસંસ્કારી
manipulation,0.0,-0.9,હેરફેર
wrought,0.0,-0.9,ઘડાયેલું
concession,0.0,-0.9,છૂટ
shameful,0.0,-0.9,શરમજનક
imprudent,0.0,-0.9,અવિવેકી
crashed,0.0,-0.9,ક્રેશ થયું
breach,0.0,-0.9,ભંગ
smelling,0.0,-0.9,ગંધ
tardy,0.0,-0.9,અસ્પષ્ટ
resigned,0.0,-0.9,રાજીનામું આપ્યું
villainously,0.0,-0.9,ખલનાયક
gripes,0.0,-0.9,પકડ
self-coup,0.0,-0.9,સ્વ-બળવા
cunt,0.0,-0.9,કન્ટ
hypocrites,0.0,-0.9,hypocોંગી
shamelessness,0.0,-0.9,નિર્લજ્જતા
ill-treated,0.0,-0.9,ખરાબ વર્તન
extremist,0.0,-0.9,ઉગ્રવાદી
rubbish,0.0,-0.9,કચરો
alienate,0.0,-0.9,પરાજિત
misunderstand,0.0,-0.9,ગેરસમજ
disaffected,0.0,-0.9,અસફળ
audaciously,0.0,-0.9,બહાદુરીથી
indignity,0.0,-0.9,ગુસ્સો
intoxicate,0.0,-0.9,નશો
ill-favored,0.0,-0.9,ખરાબ તરફેણમાં
snappishly,0.0,-0.9,snappishly
fallacious,0.0,-0.9,ખોટી
forsake,0.0,-0.9,ત્યાગ
lugubrious,0.0,-0.9,હાસ્યજનક
misgivings,0.0,-0.9,ખોટી વાતો
misinform,0.0,-0.9,ખોટી માહિતી
nonsense,0.0,-0.9,બકવાસ
frightfully,0.0,-0.9,ડરથી
radical,0.0,-0.9,આમૂલ
terribly,0.0,-0.9,ભયંકર રીતે
demonic,0.0,-0.9,શૈતાની
vindictively,0.0,-0.9,સ્પષ્ટ રીતે
embarrassment,0.0,-0.9,મૂંઝવણ
dimmer,0.0,-0.9,ધૂંધળું
allegation,0.0,-0.9,આરોપ
scratchy,0.0,-0.9,ખંજવાળી
warlike,0.0,-0.9,લડાયક
lukewarm,0.0,-0.9,નવશેકું
disavow,0.0,-0.9,નામંજૂર
clouding,0.0,-0.9,વાદળછાયું
encroach,0.0,-0.9,અતિક્રમણ
exorbitant,0.0,-0.9,અતિશય
lecher,0.0,-0.9,ચાટવું
tiresome,0.0,-0.9,કંટાળાજનક
molest,0.0,-0.9,ત્રાસ
injudicious,0.0,-0.9,ઇજાકારક
desperately,0.0,-0.9,ભયાવહ
eyesore,0.0,-0.9,આઇસોર
plaything,0.0,-0.9,રમતા
thumb-down,0.0,-0.9,અંગૂઠો
frustrate,0.0,-0.9,હતાશ
remorselessly,0.0,-0.9,અફસોસ
sues,0.0,-0.9,દાવો માંડવો
desolation,0.0,-0.9,નિર્જનતા
tantrum,0.0,-0.9,ક્રોધાવેશ
delusions,0.0,-0.9,ભ્રાંતિ
forceful,0.0,-0.9,બળવાન
clamorous,0.0,-0.9,ક્લેમરસ
quarrellous,0.0,-0.9,ઝઘડો
refuted,0.0,-0.9,નામંજૂર
tenuously,0.0,-0.9,કસોટીથી
accusingly,0.0,-0.9,આક્ષેપ સાથે
importunate,0.0,-0.9,ઇમ્પોન્યુટ
detesting,0.0,-0.9,ઘૃણાસ્પદ
confession,0.0,-0.9,કબૂલાત
desiccate,0.0,-0.9,છોડવું
spookiest,0.0,-0.9,spookiest
haters,0.0,-0.9,દ્વેષીઓ
aggravate,0.0,-0.9,ઉશ્કેરવું
untouched,0.0,-0.9,અસ્પૃશ્ય
tyrannically,0.0,-0.9,જુલમી
bewildering,0.0,-0.9,આશ્ચર્યજનક
calumniously,0.0,-0.9,નિંદાત્મક રીતે
mercilessly,0.0,-0.9,નિર્દયતાથી
disappointments,0.0,-0.9,નિરાશાઓ
disallow,0.0,-0.9,નામંજૂર કરવું
attack,0.0,-0.9,હુમલો
adulterier,0.0,-0.9,વ્યભિચારી
wobble,0.0,-0.9,ધ્રુજારી
irragularity,0.0,-0.9,અનિયમિતતા
ripoff,0.0,-0.9,ફાડવું
wedge,0.0,-0.9,ફાચર
contemptuous,0.0,-0.9,તિરસ્કારકારક
inevitable,0.0,-0.9,અનિવાર્ય
disquietude,0.0,-0.9,અસ્પષ્ટ
sugarcoated,0.0,-0.9,સુગરકોટેડ
wretchedly,0.0,-0.9,દુ: ખથી
insociable,0.0,-0.9,અસહ્ય
damages,0.0,-0.9,નુકસાન
pauper,0.0,-0.9,પૌપર
inefficiently,0.0,-0.9,બિનકાર્યક્ષમ
scarcely,0.0,-0.9,ભાગ્યે જ
cataclysmal,0.0,-0.9,આપત્તિજનક
disastrously,0.0,-0.9,વિનાશક
scoff,0.0,-0.9,હાંસી
hacks,0.0,-0.9,હેક્સ
impudently,0.0,-0.9,બેશક
bothers,0.0,-0.9,હેરાન કરે છે
desertion,0.0,-0.9,કર્તવ્યભંગ
meager,0.0,-0.9,અલ્પ
inconsequently,0.0,-0.9,અસંગત
detested,0.0,-0.9,તિરસ્કાર
selfinterested,0.0,-0.9,સ્વયં રસિક
dissed,0.0,-0.9,છૂટાછવાયા
unfaithful,0.0,-0.9,બેવફા
falsehood,0.0,-0.9,ખોટું
slowly,0.0,-0.9,ધીમે ધીમે
backbite,0.0,-0.9,backbite
dusty,0.0,-0.9,ડસ્ટી
freezes,0.0,-0.9,થીજે છે
ominous,0.0,-0.9,અપશુકન
unskilled,0.0,-0.9,અકુશળ
unlikely,0.0,-0.9,અસંભવિત
sham,0.0,-0.9,શામ
hiliarious,0.0,-0.9,પરિચિત
tangle,0.0,-0.9,ગૂંચ
molestation,0.0,-0.9,છેડતી
ill-designed,0.0,-0.9,ખરાબ ડિઝાઇન
undetermined,0.0,-0.9,અનિશ્ચિત
caricature,0.0,-0.9,વ્યૂહરચના
callous,0.0,-0.9,કઠોર
fabricate,0.0,-0.9,ઉત્પાદિત
bloody,0.0,-0.9,લોહિયાળ
friction,0.0,-0.9,ઘર્ષણ
lacking,0.0,-0.9,અભાવ
unwise,0.0,-0.9,બુદ્ધિહીન
wreaks,0.0,-0.9,wreaks
debilitate,0.0,-0.9,નબળાઇ
peeve,0.0,-0.9,પિવ
mistakes,0.0,-0.9,ભૂલો
abominable,0.0,-0.9,ઘૃણાસ્પદ
vomit,0.0,-0.9,ઉલટી
pervert,0.0,-0.9,વિકૃત
prohibitive,0.0,-0.9,નિષેધ
disadvantaged,0.0,-0.9,વંચિત
ingratitude,0.0,-0.9,કૃતજ્ .તા
bait,0.0,-0.9,બાઈટ
hallucination,0.0,-0.9,ભ્રાંતિ
oversight,0.0,-0.9,નિરીક્ષણ
so-cal,0.0,-0.9,કેલ
repetitive,0.0,-0.9,પુનરાવર્તિત
stale,0.0,-0.9,હજુ પણ
annoy,0.0,-0.9,હેરાન કરવું
abusive,0.0,-0.9,અપમાનજનક
bothersome,0.0,-0.9,કંટાળાજનક
disheartening,0.0,-0.9,નિરાશાજનક
misbehave,0.0,-0.9,ગેરવર્તન
nastily,0.0,-0.9,nastily
unintelligible,0.0,-0.9,અસ્પષ્ટ
protest,0.0,-0.9,વિરોધ
careless,0.0,-0.9,બેદરકાર
infernal,0.0,-0.9,નરક
hardened,0.0,-0.9,કઠણ
mockery,0.0,-0.9,મજાક
insidious,0.0,-0.9,કપટી
cringed,0.0,-0.9,ચપળ
disparage,0.0,-0.9,અસ્પષ્ટ કરવું
hotbeds,0.0,-0.9,હોટબedsડ્સ
indigent,0.0,-0.9,નિર્જીવ
perish,0.0,-0.9,નાશ પામે છે
bereft,0.0,-0.9,બેરફટ
ridicules,0.0,-0.9,હાસ્યાસ્પદ
diabolically,0.0,-0.9,મૌખિક રીતે
exagerate,0.0,-0.9,અતિશયોક્તિ
inefficient,0.0,-0.9,બિનકાર્યક્ષમ
mangles,0.0,-0.9,મોંગલ્સ
evasive,0.0,-0.9,ઉડાઉ
scarred,0.0,-0.9,ડાઘ
commotion,0.0,-0.9,હંગામો
fell,0.0,-0.9,પડી
obliterated,0.0,-0.9,નાબૂદ
oppress,0.0,-0.9,દમન
craftily,0.0,-0.9,ચાલાકીપૂર્વક
distorts,0.0,-0.9,વિકૃત
grim,0.0,-0.9,ભયાનક
gruesomely,0.0,-0.9,ભયાનક રીતે
hype,0.0,-0.9,હાઇપ
dinky,0.0,-0.9,dinky
senile,0.0,-0.9,સમજદાર
unlicensed,0.0,-0.9,લાઇસન્સ વગરનું
vengeful,0.0,-0.9,વેરભાવકારક
ambivalence,0.0,-0.9,દ્વેષ
invalidate,0.0,-0.9,અમાન્ય કરો
perturb,0.0,-0.9,આશ્ચર્યજનક
jealously,0.0,-0.9,ઈર્ષ્યાથી
naive,0.0,-0.9,ભોળા
obstructing,0.0,-0.9,અવરોધ
irreversible,0.0,-0.9,ઉલટાવી શકાય તેવું
regretful,0.0,-0.9,અફસોસ
exploitation,0.0,-0.9,શોષણ
impertinent,0.0,-0.9,અસ્પષ્ટ
inconsolable,0.0,-0.9,અવિશ્વસનીય
incompatability,0.0,-0.9,અસમર્થતા
warp,0.0,-0.9,રેપ
destroy,0.0,-0.9,નાશ
affliction,0.0,-0.9,દુlખ
devastation,0.0,-0.9,વિનાશ
extravagant,0.0,-0.9,ઉડાઉ
poor,0.0,-0.9,ગરીબ
stigmatize,0.0,-0.9,કલંકિત કરવું
risk,0.0,-0.9,જોખમ
rocky,0.0,-0.9,ખડકાળ
egotism,0.0,-0.9,અહંકાર
slanderer,0.0,-0.9,નિંદા કરનાર
scowl,0.0,-0.9,સ્ક્વ .લ
slumpping,0.0,-0.9,ઝૂંપડપટ્ટી
stumbled,0.0,-0.9,ઠોકર ખાઈ
devil,0.0,-0.9,શેતાન
cutthroat,0.0,-0.9,કટથ્રોટ
defamatory,0.0,-0.9,બદનામી
remorselessness,0.0,-0.9,અફસોસ
meanness,0.0,-0.9,મીનનેસ
drones,0.0,-0.9,drones
unworkable,0.0,-0.9,બિનકાર્યક્ષમ
discomfititure,0.0,-0.9,અસ્પષ્ટતા
fulminate,0.0,-0.9,સંપૂર્ણ
inattentive,0.0,-0.9,બેદરકારી
invidiousness,0.0,-0.9,આક્રમકતા
shortcomings,0.0,-0.9,ખામીઓ
disapointment,0.0,-0.9,નિરાશા
doomsday,0.0,-0.9,કયામતનો દિવસ
immobilized,0.0,-0.9,સ્થિર
inconceivable,0.0,-0.9,અકલ્પ્ય
stressful,0.0,-0.9,તણાવપૂર્ણ
uncomfortable,0.0,-0.9,અસ્વસ્થતા
drain,0.0,-0.9,ડ્રેઇન
crippled,0.0,-0.9,અપંગ
futile,0.0,-0.9,વ્યર્થ
panicky,0.0,-0.9,ભયભીત
accuse,0.0,-0.9,દોષારોપણ
farfetched,0.0,-0.9,દૂર સુધી પહોંચેલું
petrify,0.0,-0.9,પેટ્રિફાય
morons,0.0,-0.9,મોરોન્સ
nervously,0.0,-0.9,ગભરાઈને
scandalous,0.0,-0.9,નિંદાકારક
flimflam,0.0,-0.9,ફ્લ્મિફ્લેમ
corruption,0.0,-0.9,ભ્રષ્ટાચાર
dirty,0.0,-0.9,ગંદા
outmoded,0.0,-0.9,આઉટમોડ્ડ
unrelenting,0.0,-0.9,અવિરત
sub-par,0.0,-0.9,પેટા પાર
trample,0.0,-0.9,કચડી નાખવું
martyrdom,0.0,-0.9,શહાદત
tank,0.0,-0.9,ટાંકી
outcast,0.0,-0.9,આઉટકાસ્ટ
sadly,0.0,-0.9,દુર્ભાગ્યે
liars,0.0,-0.9,ખોટા
stark,0.0,-0.9,મજબૂત
rremediable,0.0,-0.9,અનિયમિત
latency,0.0,-0.9,વિલંબ
dissatisfies,0.0,-0.9,અસંતોષ
straggle,0.0,-0.9,સ્ટ્રેગલ
wrinkle,0.0,-0.9,કરચલી
barbarously,0.0,-0.9,નિર્દયતાથી
disastrous,0.0,-0.9,વિનાશક
irretating,0.0,-0.9,અસ્પષ્ટ
repudiation,0.0,-0.9,ખંડન
weird,0.0,-0.9,વિચિત્ર
woeful,0.0,-0.9,દુ: ખી
dissatisfied,0.0,-0.9,અસંતોષ
dissidents,0.0,-0.9,અસંતુષ્ટ
fuss,0.0,-0.9,ખળભળાટ
doubtful,0.0,-0.9,શંકાસ્પદ
expensive,0.0,-0.9,ખર્ચાળ
flimsy,0.0,-0.9,મામૂલી
partisan,0.0,-0.9,પક્ષપાતી
pest,0.0,-0.9,જંતુ
superficially,0.0,-0.9,સુપરફિસિયલલી
rue,0.0,-0.9,શેરી
dogged,0.0,-0.9,ડોગ
impure,0.0,-0.9,અશુદ્ધ
culpable,0.0,-0.9,દોષિત
erode,0.0,-0.9,ક્ષીણ થઈ જવું
sued,0.0,-0.9,દાવો માંડવો
unauthentic,0.0,-0.9,અનઅથેટિક
tingled,0.0,-0.9,કળતર
profanity,0.0,-0.9,અપવિત્રતા
improbably,0.0,-0.9,સંભવત
shortage,0.0,-0.9,તંગી
brashly,0.0,-0.9,બેશરમ
apprehensive,0.0,-0.9,અસ્વસ્થ
infiltrator,0.0,-0.9,ઘૂસણખોર
savages,0.0,-0.9,ક્રૂરતા
demonized,0.0,-0.9,રાક્ષસીકૃત
incivility,0.0,-0.9,અકલ્પ્યતા
tricky,0.0,-0.9,મુશ્કેલ
recklessness,0.0,-0.9,બેદરકારી
ding,0.0,-0.9,વસ્તુ
imperfection,0.0,-0.9,અપૂર્ણતા
cracked,0.0,-0.9,તિરાડ
