Term,PosScore,NegScore,Tamil
painless,0.9,0.0,வலியற்றது
rapport,0.9,0.0,அறிக்கை
expansive,0.9,0.0,விரிவான
raptureous,0.9,0.0,பேரானந்தம்
optimal,0.9,0.0,உகந்த
heroize,0.9,0.0,வீரம்
thrillingly,0.9,0.0,சிலிர்ப்பாக
remarkably,0.9,0.0,குறிப்பிடத்தக்க வகையில்
eases,0.9,0.0,எளிதாக்குகிறது
smart,0.9,0.0,புத்திசாலி
amenable,0.9,0.0,ஏற்றது
dummy-proof,0.9,0.0,போலி ஆதாரம்
overtook,0.9,0.0,முந்தியது
astounding,0.9,0.0,அதிர்ச்சியூட்டும்
congratulatory,0.9,0.0,வாழ்த்துக்கள்
glowing,0.9,0.0,ஒளிரும்
simplified,0.9,0.0,எளிமைப்படுத்தப்பட்டது
honor,0.9,0.0,மரியாதை
detachable,0.9,0.0,பிரிக்கக்கூடியது
evocative,0.9,0.0,தூண்டுதல்
secure,0.9,0.0,பாதுகாப்பானது
envy,0.9,0.0,பொறாமை
darling,0.9,0.0,அன்பே
playful,0.9,0.0,விளையாட்டுத்தனமான
wonderous,0.9,0.0,அதிசயம்
paradise,0.9,0.0,சொர்க்கம்
lucid,0.9,0.0,தெளிவான
reachable,0.9,0.0,அடையக்கூடியது
gratifies,0.9,0.0,மகிழ்ச்சி அளிக்கிறது
exult,0.9,0.0,மகிழ்ச்சி
splendor,0.9,0.0,அற்புதம்
outshone,0.9,0.0,வெளிப்புறம்
refreshed,0.9,0.0,புதுப்பிக்கப்பட்டது
revel,0.9,0.0,மகிழ்ச்சி
revolutionize,0.9,0.0,புரட்சி
brighter,0.9,0.0,பிரகாசமான
celebratory,0.9,0.0,கொண்டாட்டம்
crisper,0.9,0.0,மிருதுவான
consistently,0.9,0.0,தொடர்ந்து
encouragement,0.9,0.0,ஊக்கம்
workable,0.9,0.0,வேலை செய்யக்கூடியது
pleasure,0.9,0.0,இன்பம்
uphold,0.9,0.0,ஆதரிக்க
decency,0.9,0.0,கண்ணியம்
trendy,0.9,0.0,நவநாகரீக
exaltingly,0.9,0.0,உயர்ந்த
preferable,0.9,0.0,விரும்பத்தக்கது
problem-free,0.9,0.0,சிக்கல் இல்லாதது
accurate,0.9,0.0,துல்லியமானது
ingenuously,0.9,0.0,புத்திசாலித்தனமாக
jovial,0.9,0.0,மகிழ்ச்சியான
enthusiastically,0.9,0.0,உற்சாகமாக
positive,0.9,0.0,நேர்மறை
dumbfounded,0.9,0.0,ஊமை
immaculate,0.9,0.0,மாசற்ற
gratefully,0.9,0.0,நன்றியுடன்
pure,0.9,0.0,தூய்மையானது
benevolence,0.9,0.0,நன்மை
grateful,0.9,0.0,நன்றியுடன்
magnanimous,0.9,0.0,மகத்தான
audible,0.9,0.0,கேட்கக்கூடியது
fantastic,0.9,0.0,அருமையானது
honoring,0.9,0.0,மரியாதை
exhilarate,0.9,0.0,களிப்பாக்கு
savvy,0.9,0.0,ஆர்வலராக
well-rounded,0.9,0.0,நன்கு வட்டமானது
luxuriate,0.9,0.0,ஆடம்பர
long-lasting,0.9,0.0,நீண்ட காலம் நீடிக்கும்
straighten,0.9,0.0,நேராக்கு
friendliness,0.9,0.0,நட்பு
courage,0.9,0.0,தைரியம்
ennoble,0.9,0.0,ennoble
agilely,0.9,0.0,சுறுசுறுப்பாக
authentic,0.9,0.0,உண்மையானது
smoother,0.9,0.0,மென்மையான
miracles,0.9,0.0,அற்புதங்கள்
destiny,0.9,0.0,விதி
influential,0.9,0.0,செல்வாக்கு
reconcile,0.9,0.0,நல்லிணக்கம்
fav,0.9,0.0,fav
enrapture,0.9,0.0,enrapture
eager,0.9,0.0,ஆவலுடன்
entertains,0.9,0.0,பொழுதுபோக்கு
integral,0.9,0.0,ஒருங்கிணைந்த
majesty,0.9,0.0,கம்பீரம்
comfortably,0.9,0.0,வசதியாக
vouch,0.9,0.0,உறுதி
precisely,0.9,0.0,துல்லியமாக
excitedness,0.9,0.0,உற்சாகம்
personalized,0.9,0.0,தனிப்பயனாக்கப்பட்டது
faultless,0.9,0.0,தவறு இல்லாதது
better-than-expected,0.9,0.0,எதிர்பார்த்ததை விட சிறந்தது
faster,0.9,0.0,வேகமாக
trusting,0.9,0.0,நம்பிக்கை
comfortable,0.9,0.0,வசதியானது
respite,0.9,0.0,ஓய்வு
elite,0.9,0.0,உயரடுக்கு
respectful,0.9,0.0,மரியாதைக்குரிய
rock-star,0.9,0.0,ராக்-ஸ்டார்
stylish,0.9,0.0,ஸ்டைலான
endorses,0.9,0.0,ஒப்புதல் அளிக்கிறது
whooa,0.9,0.0,ஹூவா
modest,0.9,0.0,சாதாரண
gentlest,0.9,0.0,மென்மையான
swift,0.9,0.0,ஸ்விஃப்ட்
skillful,0.9,0.0,திறமையான
individualized,0.9,0.0,தனிப்பயனாக்கப்பட்டது
remunerate,0.9,0.0,ஊதியம்
advanced,0.9,0.0,மேம்படுத்தபட்ட
contentment,0.9,0.0,மனநிறைவு
feisty,0.9,0.0,கொடூரமான
clear,0.9,0.0,தெளிவானது
problem-solver,0.9,0.0,பிரச்சனை தீர்ப்போர்
cleared,0.9,0.0,அழிக்கப்பட்டது
solace,0.9,0.0,ஆறுதல்
abundance,0.9,0.0,மிகுதி
bullish,0.9,0.0,நேர்மறை
fascinate,0.9,0.0,கண்கவர்
positives,0.9,0.0,நேர்மறை
plentiful,0.9,0.0,ஏராளமான
effusive,0.9,0.0,வெளிப்படையான
loved,0.9,0.0,நேசித்தேன்
entranced,0.9,0.0,நுழைந்தது
gentle,0.9,0.0,மென்மையான
brilliance,0.9,0.0,புத்திசாலித்தனம்
stupendously,0.9,0.0,பிரமாதமாக
intelligence,0.9,0.0,உளவுத்துறை
rockstar,0.9,0.0,ராக்ஸ்டார்
proficiently,0.9,0.0,திறமையாக
enthuse,0.9,0.0,உற்சாகம்
luxurious,0.9,0.0,ஆடம்பரமான
adaptive,0.9,0.0,தகவமைப்பு
complement,0.9,0.0,பூர்த்தி
mercifully,0.9,0.0,இரக்கத்துடன்
lean,0.9,0.0,ஒல்லியான
intimate,0.9,0.0,நெருக்கமான
beutifully,0.9,0.0,அழகாக
cleaner,0.9,0.0,கிளீனர்
freed,0.9,0.0,விடுவிக்கப்பட்டது
gratified,0.9,0.0,மகிழ்ச்சி
ideal,0.9,0.0,ஏற்றதாக
vouchsafe,0.9,0.0,vouchsafe
ebulliently,0.9,0.0,திறம்பட
redemption,0.9,0.0,மீட்பு
cherish,0.9,0.0,நேசத்துக்குரிய
whoooa,0.9,0.0,ஹூவா
stunningly,0.9,0.0,பிரமிக்க வைக்கும்
gladly,0.9,0.0,மகிழ்ச்சியுடன்
triumphant,0.9,0.0,வெற்றி
dead-cheap,0.9,0.0,இறந்த-மலிவான
illuminate,0.9,0.0,ஒளிரும்
promising,0.9,0.0,உறுதியளிக்கும்
abundant,0.9,0.0,ஏராளமாக
rejuvenate,0.9,0.0,புத்துயிர் பெறுங்கள்
righten,0.9,0.0,righten
diplomatic,0.9,0.0,இராஜதந்திர
exhilaratingly,0.9,0.0,களிப்பூட்டும் வகையில்
resound,0.9,0.0,மீள்
glimmer,0.9,0.0,ஒளிரும்
hooray,0.9,0.0,ஹூரே
faith,0.9,0.0,நம்பிக்கை
foremost,0.9,0.0,முதன்மையானது
heros,0.9,0.0,ஹீரோக்கள்
richness,0.9,0.0,செழுமை
sumptuous,0.9,0.0,ஆடம்பரமான
excitedly,0.9,0.0,உற்சாகமாக
adulation,0.9,0.0,adulation
lavishly,0.9,0.0,ஆடம்பரமாக
irresistible,0.9,0.0,தவிர்க்கமுடியாதது
valiantly,0.9,0.0,வீரம்
noiseless,0.9,0.0,சத்தமில்லாமல்
record-setting,0.9,0.0,பதிவு-அமைப்பு
openly,0.9,0.0,வெளிப்படையாக
idyllic,0.9,0.0,முட்டாள்தனமான
coolest,0.9,0.0,சிறந்த
justly,0.9,0.0,நியாயமாக
clean,0.9,0.0,சுத்தமான
feat,0.9,0.0,சாதனை
excites,0.9,0.0,உற்சாகப்படுத்துகிறது
fond,0.9,0.0,பின்னணி
harmony,0.9,0.0,நல்லிணக்கம்
recommend,0.9,0.0,பரிந்துரை
goodwill,0.9,0.0,நல்லெண்ணம்
excellant,0.9,0.0,சிறந்து விளங்குகிறது
pardon,0.9,0.0,மன்னிப்பு
richer,0.9,0.0,பணக்காரர்
smiles,0.9,0.0,புன்னகைக்கிறார்
indulgent,0.9,0.0,மகிழ்ச்சி
suave,0.9,0.0,மென்மையான
progressive,0.9,0.0,முற்போக்கான
outsmart,0.9,0.0,outsmart
conveniently,0.9,0.0,வசதியாக
gratify,0.9,0.0,நன்றி
steadfastness,0.9,0.0,உறுதியான தன்மை
rectify,0.9,0.0,திருத்து
pros,0.9,0.0,நன்மை
trump,0.9,0.0,துருப்பு
exultation,0.9,0.0,மகிழ்ச்சி
thrive,0.9,0.0,செழித்து வளருங்கள்
generously,0.9,0.0,தாராளமாக
nourishment,0.9,0.0,ஊட்டச்சத்து
momentous,0.9,0.0,முக்கியமான
fortitude,0.9,0.0,வலிமை
verifiable,0.9,0.0,சரிபார்க்கக்கூடியது
supports,0.9,0.0,ஆதரிக்கிறது
happily,0.9,0.0,மகிழ்ச்சியுடன்
adoring,0.9,0.0,வணங்குதல்
stainless,0.9,0.0,எஃகு
treasure,0.9,0.0,புதையல்
endear,0.9,0.0,அன்பு
enjoying,0.9,0.0,அனுபவிக்கிறது
articulate,0.9,0.0,உச்சரிக்க
beautify,0.9,0.0,அழகுபடுத்துங்கள்
palatial,0.9,0.0,அரண்மனை
win,0.9,0.0,வெற்றி
sincerely,0.9,0.0,உண்மையுள்ள
loyalty,0.9,0.0,விசுவாசம்
strikingly,0.9,0.0,வேலைநிறுத்தம்
rapid,0.9,0.0,விரைவான
fortuitously,0.9,0.0,அதிர்ஷ்டவசமாக
recommended,0.9,0.0,பரிந்துரைக்கப்படுகிறது
sharper,0.9,0.0,கூர்மையானது
deft,0.9,0.0,deft
pre-eminent,0.9,0.0,முதன்மையானவர்
reasonable,0.9,0.0,நியாயமான
nifty,0.9,0.0,நிஃப்டி
warm,0.9,0.0,சூடான
counter-attack,0.9,0.0,எதிர் தாக்குதல்
cajole,0.9,0.0,கஜோல்
imaginative,0.9,0.0,கற்பனை
thrilling,0.9,0.0,விறுவிறுப்பான
issue-free,0.9,0.0,பிரச்சினை இல்லாதது
adore,0.9,0.0,வணங்கு
improves,0.9,0.0,மேம்படுத்துகிறது
wise,0.9,0.0,பாண்டித்தியம்
defeats,0.9,0.0,தோல்விகள்
smartly,0.9,0.0,புத்திசாலித்தனமாக
proactive,0.9,0.0,செயலில்
yay,0.9,0.0,வில்
non-violence,0.9,0.0,அகிம்சை
majestic,0.9,0.0,கம்பீரமான
worthwhile,0.9,0.0,பயனுள்ளது
euphoria,0.9,0.0,பரவசம்
glow,0.9,0.0,பளபளப்பு
perfection,0.9,0.0,முழுமை
brightest,0.9,0.0,பிரகாசமான
evenly,0.9,0.0,சமமாக
excellent,0.9,0.0,சிறந்தது
witty,0.9,0.0,அறிவாற்ற்ல்
glitz,0.9,0.0,கிளிட்ஸ்
leverage,0.9,0.0,அந்நிய
prospros,0.9,0.0,prospros
fame,0.9,0.0,புகழ்
golden,0.9,0.0,தங்கம்
substantive,0.9,0.0,கணிசமான
accurately,0.9,0.0,துல்லியமாக
seasoned,0.9,0.0,பதப்படுத்தப்பட்ட
stupendous,0.9,0.0,பிரம்மாண்டமான
inestimable,0.9,0.0,விலைமதிப்பற்றது
propitious,0.9,0.0,உகந்த
fashionably,0.9,0.0,நாகரீகமாக
regal,0.9,0.0,regal
persevere,0.9,0.0,விடாமுயற்சி
well-informed,0.9,0.0,நன்கு அறிந்தவர்
intrigue,0.9,0.0,சூழ்ச்சி
jubilant,0.9,0.0,மகிழ்ச்சி
euphorically,0.9,0.0,பரவசமாக
amiability,0.9,0.0,நட்பு
suavely,0.9,0.0,suavely
galore,0.9,0.0,பெருந்தொகை
sturdy,0.9,0.0,துணிவுமிக்க
transparent,0.9,0.0,ஒளி புகும்
undamaged,0.9,0.0,சேதமடையாத
cohere,0.9,0.0,cohere
danke,0.9,0.0,நன்றி
elatedly,0.9,0.0,உற்சாகமாக
benifits,0.9,0.0,பெனிஃபிட்கள்
achievements,0.9,0.0,சாதனைகள்
shimmering,0.9,0.0,பளபளக்கும்
preferes,0.9,0.0,விருப்பமான
impartial,0.9,0.0,நடுநிலை
promise,0.9,0.0,வாக்குறுதி
spectacular,0.9,0.0,கண்கவர்
efficacious,0.9,0.0,செயல்திறன் மிக்கது
passion,0.9,0.0,வேட்கை
enhances,0.9,0.0,மேம்படுத்துகிறது
beckoning,0.9,0.0,எச்சரிக்கை
earnestly,0.9,0.0,ஆர்வத்துடன்
right,0.9,0.0,சரி
mightily,0.9,0.0,வலிமையாக
favor,0.9,0.0,தயவு
ingenious,0.9,0.0,தனித்துவமான
exuberantly,0.9,0.0,மிகுந்த ஆர்வத்துடன்
exuberance,0.9,0.0,மிகைப்படுத்தல்
magnificence,0.9,0.0,மகத்துவம்
cleanest,0.9,0.0,தூய்மையானது
gaining,0.9,0.0,பெறுகிறது
fascinating,0.9,0.0,கண்கவர்
support,0.9,0.0,ஆதரவு
soothingly,0.9,0.0,இனிமையானது
flattering,0.9,0.0,முகஸ்துதி
orderly,0.9,0.0,ஒழுங்கான
wonderfully,0.9,0.0,பிரமாதமாக
equitable,0.9,0.0,சமமான
first-class,0.9,0.0,முதல் வகுப்பு
honored,0.9,0.0,க .ரவிக்கப்பட்டார்
sparkle,0.9,0.0,பிரகாசம்
adored,0.9,0.0,போற்றப்பட்டது
ease,0.9,0.0,எளிதாக
enthrall,0.9,0.0,enthrall
available,0.9,0.0,கிடைக்கிறது
enliven,0.9,0.0,enliven
impressed,0.9,0.0,ஈர்க்கப்பட்டார்
supported,0.9,0.0,ஆதரிக்கப்படுகிறது
pleasing,0.9,0.0,மகிழ்வளிக்கும்
versatile,0.9,0.0,பல்துறை
warmly,0.9,0.0,அன்புடன்
marvelled,0.9,0.0,ஆச்சரியப்பட்டது
pretty,0.9,0.0,அழகான
sprightly,0.9,0.0,வெளிப்படையாக
fascination,0.9,0.0,மோகம்
fave,0.9,0.0,fave
reasonably,0.9,0.0,நியாயமான
ovation,0.9,0.0,ovation
speedy,0.9,0.0,வேகமான
satisfy,0.9,0.0,திருப்தி
super,0.9,0.0,அருமை
privileged,0.9,0.0,சலுகை பெற்ற
jaw-dropping,0.9,0.0,வாய் பிளக்கும்
better-known,0.9,0.0,நன்கு அறியப்பட்ட
accomplishments,0.9,0.0,சாதனைகள்
breakthroughs,0.9,0.0,முன்னேற்றங்கள்
hilarious,0.9,0.0,பெருங்களிப்புடைய
pride,0.9,0.0,பெருமை
hail,0.9,0.0,ஆலங்கட்டி
gains,0.9,0.0,ஆதாயங்கள்
rectification,0.9,0.0,திருத்தம்
kudos,0.9,0.0,பெருமையையும்
like,0.9,0.0,போன்ற
masters,0.9,0.0,முதுநிலை
appreciable,0.9,0.0,பாராட்டத்தக்கது
nicest,0.9,0.0,மிகச்சிறந்த
frolic,0.9,0.0,frolic
safely,0.9,0.0,பாதுகாப்பாக
instrumental,0.9,0.0,கருவி
spectacularly,0.9,0.0,கண்கவர்
harmless,0.9,0.0,பாதிப்பில்லாதது
unity,0.9,0.0,ஒற்றுமை
fast-paced,0.9,0.0,வேகமான
ecstasy,0.9,0.0,பரவசம்
enjoy,0.9,0.0,மகிழுங்கள்
enhancement,0.9,0.0,விரிவாக்கம்
assuring,0.9,0.0,உறுதியளித்தல்
work,0.9,0.0,வேலை
edify,0.9,0.0,திருத்து
formidable,0.9,0.0,வல்லமைமிக்க
instantly,0.9,0.0,உடனடியாக
righteously,0.9,0.0,நீதியுடன்
painlessly,0.9,0.0,வலியின்றி
comfy,0.9,0.0,வசதியானது
fervidly,0.9,0.0,உற்சாகமாக
approval,0.9,0.0,ஒப்புதல்
fertile,0.9,0.0,வளமான
easygoing,0.9,0.0,எளிதானது
admiration,0.9,0.0,போற்றுதல்
reward,0.9,0.0,வெகுமதி
promoter,0.9,0.0,விளம்பரதாரர்
responsive,0.9,0.0,பதிலளிக்கக்கூடியது
rapt,0.9,0.0,rapt
wowing,0.9,0.0,wowing
promptly,0.9,0.0,உடனடியாக
awestruck,0.9,0.0,awestruck
joyful,0.9,0.0,மகிழ்ச்சியான
dominate,0.9,0.0,ஆதிக்கம் செலுத்துங்கள்
capably,0.9,0.0,திறம்பட
virtue,0.9,0.0,நல்லொழுக்கம்
prompt,0.9,0.0,வரியில்
willingly,0.9,0.0,விருப்பத்துடன்
magical,0.9,0.0,மந்திர
famed,0.9,0.0,புகழ் பெற்றது
angel,0.9,0.0,தேவதை
masterfully,0.9,0.0,திறமையாக
amazing,0.9,0.0,ஆச்சரியமாக இருக்கிறது
convincing,0.9,0.0,உறுதியானது
awsome,0.9,0.0,awsome
reforming,0.9,0.0,சீர்திருத்தம்
clever,0.9,0.0,புத்திசாலி
fervently,0.9,0.0,ஆர்வத்துடன்
harmoniously,0.9,0.0,இணக்கமாக
compact,0.9,0.0,சிறிய
enterprising,0.9,0.0,தொழில்முனைவு
intriguing,0.9,0.0,புதிரானது
aspire,0.9,0.0,ஆசை
elegance,0.9,0.0,நேர்த்தியுடன்
delightful,0.9,0.0,மகிழ்ச்சிகரமான
maneuverable,0.9,0.0,சூழ்ச்சி
friendly,0.9,0.0,நட்பாக
gainfully,0.9,0.0,லாபகரமாக
ideally,0.9,0.0,வெறுமனே
complements,0.9,0.0,பூர்த்தி செய்கிறது
hardy,0.9,0.0,ஹார்டி
unconditional,0.9,0.0,நிபந்தனையற்ற
homage,0.9,0.0,மரியாதை
talented,0.9,0.0,திறமையானவர்கள்
stellarly,0.9,0.0,நட்சத்திரமாக
futurestic,0.9,0.0,எதிர்காலம்
congratulation,0.9,0.0,வாழ்த்துக்கள்
soft,0.9,0.0,மென்மையான
glory,0.9,0.0,மகிமை
encouragingly,0.9,0.0,ஊக்கமளிக்கும்
stylishly,0.9,0.0,ஸ்டைலாக
afford,0.9,0.0,வாங்க
jollify,0.9,0.0,jollify
skill,0.9,0.0,திறன்
reasoned,0.9,0.0,காரணம்
piety,0.9,0.0,பக்தி
peaceful,0.9,0.0,அமைதியான
warmhearted,0.9,0.0,அன்பானவர்
endorsing,0.9,0.0,ஒப்புதல்
impressively,0.9,0.0,சுவாரஸ்யமாக
bravo,0.9,0.0,பிராவோ
improvement,0.9,0.0,முன்னேற்றம்
sumptuously,0.9,0.0,ஆடம்பரமாக
pamper,0.9,0.0,ஆடம்பரமாக
avidly,0.9,0.0,ஆர்வத்துடன்
profusion,0.9,0.0,மிகுதியாக
tenaciously,0.9,0.0,உறுதியுடன்
glisten,0.9,0.0,பளபளப்பு
famously,0.9,0.0,பிரபலமாக
timely,0.9,0.0,சரியான நேரத்தில்
well-known,0.9,0.0,நன்கு அறியப்பட்ட
tranquil,0.9,0.0,அமைதியான
carefree,0.9,0.0,கவலையற்ற
healthful,0.9,0.0,ஆரோக்கியமான
dignified,0.9,0.0,கண்ணியமான
elegant,0.9,0.0,நேர்த்தியான
easy,0.9,0.0,சுலபம்
excitingly,0.9,0.0,உற்சாகமாக
well-received,0.9,0.0,நன்கு பெறப்பட்டது
impressiveness,0.9,0.0,ஈர்க்கக்கூடிய தன்மை
simplifies,0.9,0.0,எளிதாக்குகிறது
thrift,0.9,0.0,சிக்கனம்
willingness,0.9,0.0,விருப்பம்
virtuous,0.9,0.0,நல்லொழுக்கமுள்ள
outperforms,0.9,0.0,சிறப்பாக செயல்படுகிறது
adroitly,0.9,0.0,adroitly
believable,0.9,0.0,நம்பக்கூடியது
ecstasies,0.9,0.0,பரவசங்கள்
glimmering,0.9,0.0,ஒளிரும்
continuity,0.9,0.0,தொடர்ச்சி
unaffected,0.9,0.0,பாதிக்கப்படாதது
neatest,0.9,0.0,சுத்தமாக
prefered,0.9,0.0,விருப்பம்
attraction,0.9,0.0,ஈர்ப்பு
kindly,0.9,0.0,கனிவான
breeze,0.9,0.0,தென்றல்
amicable,0.9,0.0,இணக்கமான
flatter,0.9,0.0,முகஸ்துதி
knowledgeable,0.9,0.0,அறிவு
first-in-class,0.9,0.0,முதல் வகுப்பு
gratifyingly,0.9,0.0,மகிழ்ச்சியுடன்
windfall,0.9,0.0,காற்று வீழ்ச்சி
nicer,0.9,0.0,இனிமையானது
dedicated,0.9,0.0,அர்ப்பணிப்பு
well-intentioned,0.9,0.0,நல்ல நோக்கத்துடன்
autonomous,0.9,0.0,தன்னாட்சி
awed,0.9,0.0,விழித்தெழுந்தது
promises,0.9,0.0,வாக்குறுதிகள்
lucrative,0.9,0.0,லாபகரமான
compassionate,0.9,0.0,இரக்கமுள்ள
dependably,0.9,0.0,நம்பத்தகுந்த
handsome,0.9,0.0,அழகான
chic,0.9,0.0,புதுப்பாணியான
excited,0.9,0.0,உற்சாகமாக
infallibly,0.9,0.0,தவறாக
proving,0.9,0.0,நிரூபித்தல்
impresses,0.9,0.0,ஈர்க்கிறது
interests,0.9,0.0,ஆர்வங்கள்
enviably,0.9,0.0,பொறாமை
dotingly,0.9,0.0,புள்ளி
superior,0.9,0.0,உயர்ந்தது
pleasurable,0.9,0.0,மகிழ்ச்சிகரமான
industrious,0.9,0.0,கடினமான
polite,0.9,0.0,கண்ணியமாக
slick,0.9,0.0,மென்மையாய்
compliant,0.9,0.0,இணக்கம்
smile,0.9,0.0,புன்னகை
agreeably,0.9,0.0,ஏற்றுக்கொள்ளத்தக்கது
miraculousness,0.9,0.0,அதிசயம்
works,0.9,0.0,வேலை செய்கிறது
reverent,0.9,0.0,பயபக்தி
graciously,0.9,0.0,தயவுசெய்து
pinnacle,0.9,0.0,உச்சம்
risk-free,0.9,0.0,ஆபத்து இல்லாதது
empathize,0.9,0.0,புரிந்து
righteous,0.9,0.0,நீதிமான்கள்
subsidize,0.9,0.0,மானியம்
effusion,0.9,0.0,வெளியேற்றம்
unfazed,0.9,0.0,குழப்பமடையவில்லை
awarded,0.9,0.0,வழங்கப்பட்டது
excelled,0.9,0.0,சிறந்து விளங்கியது
beckon,0.9,0.0,பெக்கன்
well-backlit,0.9,0.0,நன்கு பின்னிணைப்பு
law-abiding,0.9,0.0,சட்டத்தை மதிக்கும்
eased,0.9,0.0,தளர்த்தப்பட்டது
amusingly,0.9,0.0,வேடிக்கையாக
sensible,0.9,0.0,விவேகமான
impeccable,0.9,0.0,அப்பழுக்கற்ற
awesomely,0.9,0.0,அற்புதமாக
competitive,0.9,0.0,போட்டி
bravery,0.9,0.0,துணிச்சல்
distinction,0.9,0.0,வேறுபாடு
sagacity,0.9,0.0,புத்திசாலித்தனம்
goood,0.9,0.0,கூட்
properly,0.9,0.0,ஒழுங்காக
bloom,0.9,0.0,பூக்கும்
freshest,0.9,0.0,புதுமையானது
richly,0.9,0.0,பணக்காரர்
well-wishers,0.9,0.0,நலம் விரும்பிகள்
flawlessly,0.9,0.0,குறைபாடற்ற
quaint,0.9,0.0,விசித்திரமான
smartest,0.9,0.0,புத்திசாலி
gracious,0.9,0.0,கருணை
youthful,0.9,0.0,இளமை
revolutionizes,0.9,0.0,புரட்சியை ஏற்படுத்துகிறது
eloquently,0.9,0.0,திகழ்கின்றன
beautiful,0.9,0.0,அழகு
feasibly,0.9,0.0,சாத்தியமான
relaxed,0.9,0.0,நிதானமாக
succes,0.9,0.0,வெற்றி
incredible,0.9,0.0,நம்பமுடியாதது
recovery,0.9,0.0,மீட்பு
wisely,0.9,0.0,புத்திசாலித்தனமாக
effective,0.9,0.0,பயனுள்ள
merriment,0.9,0.0,மகிழ்ச்சி
low-risk,0.9,0.0,குறைந்த ஆபத்து
affluence,0.9,0.0,செல்வம்
admirable,0.9,0.0,போற்றத்தக்கது
inpressed,0.9,0.0,அழுத்தப்பட்ட
wows,0.9,0.0,வாவ்ஸ்
refine,0.9,0.0,சுத்திகரிக்கவும்
brave,0.9,0.0,தைரியமான
amity,0.9,0.0,நட்பு
benevolent,0.9,0.0,கருணைமிக்கவர்
securely,0.9,0.0,பாதுகாப்பாக
improved,0.9,0.0,மேம்படுத்தப்பட்டது
desiring,0.9,0.0,ஆசை
reform,0.9,0.0,சீர்திருத்தம்
romantically,0.9,0.0,காதல்
sporty,0.9,0.0,ஸ்போர்ட்டி
reverence,0.9,0.0,பயபக்தி
invigorate,0.9,0.0,ஊக்குவிக்கவும்
outstanding,0.9,0.0,நிலுவையில் உள்ளது
prefers,0.9,0.0,விரும்புகிறது
magnificent,0.9,0.0,அற்புதமான
outperformed,0.9,0.0,சிறப்பாக செயல்பட்டது
eminence,0.9,0.0,புகழ்
satisified,0.9,0.0,திருப்தி
enviousness,0.9,0.0,பொறாமை
overjoyed,0.9,0.0,மிகுந்த மகிழ்ச்சி
sophisticated,0.9,0.0,அதிநவீன
extol,0.9,0.0,extol
astonishingly,0.9,0.0,வியக்கத்தக்க வகையில்
world-famous,0.9,0.0,உலக புகழ்பெற்ற
gratitude,0.9,0.0,நன்றி
deservedly,0.9,0.0,தகுதியுடன்
mesmerizingly,0.9,0.0,மயக்கும்
unparalleled,0.9,0.0,இணையற்றது
gorgeously,0.9,0.0,அழகாக
genial,0.9,0.0,நன்று
succeed,0.9,0.0,வெற்றி
beautifullly,0.9,0.0,அழகாக
faithfully,0.9,0.0,உண்மையுடன்
priceless,0.9,0.0,விலைமதிப்பற்றது
exultant,0.9,0.0,நடனம்
thank,0.9,0.0,நன்றி
thumbs-up,0.9,0.0,கட்டைவிரல்
titillating,0.9,0.0,டைட்டிலேட்டிங்
preferably,0.9,0.0,முன்னுரிமை
wonder,0.9,0.0,ஆச்சரியம்
jubilate,0.9,0.0,மகிழ்ச்சி
finest,0.9,0.0,மிகச்சிறந்த
recommendation,0.9,0.0,பரிந்துரை
astonishing,0.9,0.0,வியக்க வைக்கிறது
enrapt,0.9,0.0,enrapt
honesty,0.9,0.0,நேர்மை
luxury,0.9,0.0,ஆடம்பர
futuristic,0.9,0.0,எதிர்காலம்
important,0.9,0.0,முக்கியமான
gaily,0.9,0.0,கெய்லி
smooth,0.9,0.0,மென்மையான
stronger,0.9,0.0,வலுவான
high-spirited,0.9,0.0,உயர் உற்சாகமான
succeeding,0.9,0.0,வெற்றி
beloved,0.9,0.0,அன்பே
beautifully,0.9,0.0,அழகாக
sustainable,0.9,0.0,நிலையான
staunch,0.9,0.0,உறுதியான
nice,0.9,0.0,அருமை
acclamation,0.9,0.0,பாராட்டு
stellar,0.9,0.0,நட்சத்திர
favorited,0.9,0.0,பிடித்தது
zenith,0.9,0.0,zenith
courteous,0.9,0.0,மரியாதை
heroically,0.9,0.0,வீரமாக
lucky,0.9,0.0,அதிர்ஷ்டசாலி
correctly,0.9,0.0,சரியாக
prudent,0.9,0.0,விவேகமான
success,0.9,0.0,வெற்றி
lustrous,0.9,0.0,காமவெறி
non-violent,0.9,0.0,வன்முறையற்றது
fervid,0.9,0.0,fervid
gratifying,0.9,0.0,மகிழ்ச்சி அளிக்கிறது
statuesque,0.9,0.0,சிலை
heartening,0.9,0.0,மனதைக் கவரும்
unequivocally,0.9,0.0,ஐயத்திற்கு இடமின்றி
brand-new,0.9,0.0,புத்தம் புதியது
blockbuster,0.9,0.0,பிளாக்பஸ்டர்
breathtaking,0.9,0.0,மூச்சடைக்கும்
remission,0.9,0.0,நிவாரணம்
heal,0.9,0.0,குணமடைய
accomodative,0.9,0.0,இடவசதி
ebullience,0.9,0.0,ebullience
rightness,0.9,0.0,சரியானது
nobly,0.9,0.0,பிரமாண்டமான
finer,0.9,0.0,finer
gaiety,0.9,0.0,மகிழ்ச்சி
eagerly,0.9,0.0,ஆவலுடன்
accessable,0.9,0.0,அணுகக்கூடியது
