Term,PosScore,NegScore,hindi
offensively,0.0,-0.9,आपत्तिजनक रूप
damnably,0.0,-0.9,घिनौने रूप में
absurd,0.0,-0.9,बेतुका
slur,0.0,-0.9,कलंक
impolitic,0.0,-0.9,अभद्र
unfit,0.0,-0.9,अयोग्य
vomits,0.0,-0.9,उल्टी
bid-rigging,0.0,-0.9,बोली में हेराफेरी
regrets,0.0,-0.9,पछतावा नहीं
destitute,0.0,-0.9,निराश्रित
fool,0.0,-0.9,बुद्धू
misaligns,0.0,-0.9,misaligns
terrorize,0.0,-0.9,आतंकित करना
illiterate,0.0,-0.9,निरक्षर
villian,0.0,-0.9,खलनायक
zealous,0.0,-0.9,उत्साही
sucked,0.0,-0.9,चूसा
despoiler,0.0,-0.9,despoiler
fanatically,0.0,-0.9,fanatically
swagger,0.0,-0.9,अकड़
waste,0.0,-0.9,बेकार
mocks,0.0,-0.9,mocks
scar,0.0,-0.9,चोट का निसान
provocation,0.0,-0.9,उकसावा
lascivious,0.0,-0.9,कामुक
criticize,0.0,-0.9,आलोचना करना
deplorable,0.0,-0.9,खेदजनक
draconian,0.0,-0.9,कठोर
insignificantly,0.0,-0.9,निरर्थकता से
traitorous,0.0,-0.9,नमकहराम
gibe,0.0,-0.9,आंदोलन
intransigence,0.0,-0.9,कट्टरता
mystery,0.0,-0.9,रहस्य
greedy,0.0,-0.9,लालची
misdirection,0.0,-0.9,गुमराह
grumpish,0.0,-0.9,grumpish
revengefully,0.0,-0.9,revengefully
impediment,0.0,-0.9,बाधा
calamitously,0.0,-0.9,calamitously
lose,0.0,-0.9,खोना
disquietingly,0.0,-0.9,disquietingly
murderous,0.0,-0.9,घातक
suspiciously,0.0,-0.9,संदेह से
twists,0.0,-0.9,ट्विस्ट
downfallen,0.0,-0.9,downfallen
spoon-feed,0.0,-0.9,समझाना
haughtily,0.0,-0.9,अहंकार से
cancer,0.0,-0.9,कैंसर
sore,0.0,-0.9,पीड़ादायक
lament,0.0,-0.9,विलाप
blather,0.0,-0.9,बकवास करना
foe,0.0,-0.9,शत्रु
counterproductive,0.0,-0.9,उल्टा
lied,0.0,-0.9,झूठ बोला
rollercoaster,0.0,-0.9,रोलर कॉस्टर
unfunded,0.0,-0.9,उड़ाऊ
smack,0.0,-0.9,एक प्रकार का जहाज़
unprepared,0.0,-0.9,कच्चा
dishonest,0.0,-0.9,बेईमान
extravagantly,0.0,-0.9,extravagantly
foolhardy,0.0,-0.9,उजड्ड
obstructs,0.0,-0.9,नुकसान पहुँचा रहा है
divergent,0.0,-0.9,विभिन्न
devilish,0.0,-0.9,शैतानी
revolt,0.0,-0.9,विद्रोह
warned,0.0,-0.9,आगाह
violator,0.0,-0.9,भंग करनेवाला
pittance,0.0,-0.9,देन
debauchery,0.0,-0.9,ऐयाशी
misery,0.0,-0.9,कष्ट
betray,0.0,-0.9,प्रकट करना
impurity,0.0,-0.9,अपवित्रता
farcically,0.0,-0.9,farcically
stuttering,0.0,-0.9,हकलाना
outsider,0.0,-0.9,पराया
monstrosity,0.0,-0.9,कुरूपता
audacity,0.0,-0.9,धृष्टता
delusion,0.0,-0.9,माया
uprising,0.0,-0.9,विद्रोह
overzealously,0.0,-0.9,oversalously
worryingly,0.0,-0.9,चिंताजनक रूप
dunce,0.0,-0.9,कुंद
dissappointed,0.0,-0.9,dissappointed
intimidatingly,0.0,-0.9,intimidatingly
blotchy,0.0,-0.9,मुहासेवाला
demonizes,0.0,-0.9,demonizes
heckle,0.0,-0.9,सवालों से बात काटना
ill-usage,0.0,-0.9,बीमार उपयोग
devilishly,0.0,-0.9,devilishly
enemy,0.0,-0.9,दुश्मन
catastrophies,0.0,-0.9,catastrophies
bloodthirsty,0.0,-0.9,bloodthirsty
deform,0.0,-0.9,ख़राब
distrusting,0.0,-0.9,पर शंका
fallaciously,0.0,-0.9,fallaciously
shit,0.0,-0.9,मल
ineffectualness,0.0,-0.9,ineffectualness
grapple,0.0,-0.9,ग्रेपल
censure,0.0,-0.9,सेंसरशिप
disintegrate,0.0,-0.9,बिखर
lechery,0.0,-0.9,भ्रष्टाचार
dissatisfactory,0.0,-0.9,नाकाफी
faithless,0.0,-0.9,बेवफ़ा
earsplitting,0.0,-0.9,गगनभेदी
run-down,0.0,-0.9,मंद होना
bored,0.0,-0.9,ऊब
bitter,0.0,-0.9,कड़वा
baffling,0.0,-0.9,चौंकाने
loss,0.0,-0.9,नुकसान
alienation,0.0,-0.9,अलगाव की भावना
disable,0.0,-0.9,अक्षम
aggrivation,0.0,-0.9,aggrivation
disgruntled,0.0,-0.9,असंतुष्ट
flak,0.0,-0.9,यानतोड़क तोपें
douchbag,0.0,-0.9,douchbag
egomania,0.0,-0.9,अहंकृति
anger,0.0,-0.9,गुस्सा
ill-formed,0.0,-0.9,बीमार का गठन
violate,0.0,-0.9,का उल्लंघन
funky,0.0,-0.9,कायरता
noisy,0.0,-0.9,शोर
costlier,0.0,-0.9,महंगे
strangle,0.0,-0.9,दबाना
unkind,0.0,-0.9,निर्दयी
shortsightedness,0.0,-0.9,अदूरदर्शिता
twisted,0.0,-0.9,मुड़
feign,0.0,-0.9,बहाना करना
retard,0.0,-0.9,विलंब
seedy,0.0,-0.9,थका हुआ
violation,0.0,-0.9,उल्लंघन
whore,0.0,-0.9,वेश्या
downgrade,0.0,-0.9,ढाल
hurt,0.0,-0.9,चोट
inopportune,0.0,-0.9,बेवक़्त
retards,0.0,-0.9,देरी
clog,0.0,-0.9,रोकना
unavoidably,0.0,-0.9,अनिवार्य
ridicule,0.0,-0.9,उपहास
uncivil,0.0,-0.9,अशिष्ट
quandary,0.0,-0.9,व्याकुलता
subjugation,0.0,-0.9,दमन
worthless,0.0,-0.9,बेकार
hysterics,0.0,-0.9,मिरगी
negation,0.0,-0.9,नकार
preposterously,0.0,-0.9,विचलित कर देने वाली
relentlessly,0.0,-0.9,लगातार
infected,0.0,-0.9,संक्रमित
stupify,0.0,-0.9,stupify
incomplete,0.0,-0.9,अधूरा
angrily,0.0,-0.9,गुस्से से
diabolic,0.0,-0.9,पैशाचिक
preposterous,0.0,-0.9,निरर्थक
sermonize,0.0,-0.9,प्रचार करना
awkward,0.0,-0.9,भद्दा
mire,0.0,-0.9,क्या
startlingly,0.0,-0.9,पूर्णतया
sags,0.0,-0.9,मामला
shirker,0.0,-0.9,कामचोर
stern,0.0,-0.9,कठोर
troublingly,0.0,-0.9,troublingly
ineffectively,0.0,-0.9,अप्रभावी
thicker,0.0,-0.9,मोटा
rabid,0.0,-0.9,विक्षिप्त
frown,0.0,-0.9,भ्रूभंग
insufferable,0.0,-0.9,दम्भी
bore,0.0,-0.9,उबा देना
inadequacy,0.0,-0.9,अनुविता
infamous,0.0,-0.9,बदनाम
dismalness,0.0,-0.9,dismalness
lethargic,0.0,-0.9,सुस्त
wickedness,0.0,-0.9,दुष्टता
unexplained,0.0,-0.9,अस्पष्टीकृत
sag,0.0,-0.9,मामला
devilry,0.0,-0.9,द्वेष
contravene,0.0,-0.9,अवहेलना करना
disbelieve,0.0,-0.9,नास्तिकता
ambiguity,0.0,-0.9,अस्पष्टता
weak,0.0,-0.9,कमज़ोर
oddest,0.0,-0.9,oddest
peeved,0.0,-0.9,नाराज़
perfidity,0.0,-0.9,perfidity
uneconomical,0.0,-0.9,अमितव्ययी
hardheaded,0.0,-0.9,कट्टर
upsettingly,0.0,-0.9,upsettingly
bestial,0.0,-0.9,वहशी
brimstone,0.0,-0.9,गंधक
misconceptions,0.0,-0.9,गलतफहमी
hang,0.0,-0.9,लटकना
clumsy,0.0,-0.9,अनाड़ी
combative,0.0,-0.9,जुझारू
delayed,0.0,-0.9,विलंबित
numb,0.0,-0.9,सुन्न
impossiblity,0.0,-0.9,impossiblity
snobs,0.0,-0.9,snobs
unemployed,0.0,-0.9,बेरोज़गार
corrosion,0.0,-0.9,जंग
trick,0.0,-0.9,छल
inexpertly,0.0,-0.9,inexpertly
acridly,0.0,-0.9,acridly
uneven,0.0,-0.9,असमतल
decline,0.0,-0.9,पतन
perverted,0.0,-0.9,विकृत
puzzled,0.0,-0.9,हैरान
ricer,0.0,-0.9,ricer
sardonically,0.0,-0.9,sardonically
loathing,0.0,-0.9,घृणा
shocked,0.0,-0.9,हैरान
enervate,0.0,-0.9,कमज़ोर
intense,0.0,-0.9,तीव्र
incitement,0.0,-0.9,शह
isolation,0.0,-0.9,एकांत
sneak,0.0,-0.9,उचक्का
lethal,0.0,-0.9,जानलेवा
untrustworthy,0.0,-0.9,कुटिल
languorous,0.0,-0.9,मुरझाया हुआ
inflict,0.0,-0.9,दण्ड
unpleasantries,0.0,-0.9,unpleasantries
revoke,0.0,-0.9,वापस लेना
bonkers,0.0,-0.9,bonkers
erodes,0.0,-0.9,क्षति पहुंचाती है
unfortunately,0.0,-0.9,दुर्भाग्य से
baffled,0.0,-0.9,विस्मित कर
disprove,0.0,-0.9,असत्य सिद्ध करना
over-hyped,0.0,-0.9,ओवर-प्रचार
rumors,0.0,-0.9,अफवाहों
scuffs,0.0,-0.9,scuffs
tout,0.0,-0.9,सब
embroilment,0.0,-0.9,झगड़ा
unacceptably,0.0,-0.9,अस्वीकार्य
grossly,0.0,-0.9,निहायत
hurting,0.0,-0.9,चोट पहुँचाने
debts,0.0,-0.9,ऋण
falter,0.0,-0.9,लड़खड़ाना
futilely,0.0,-0.9,क्षुद्रता के साथ
grumble,0.0,-0.9,बड़बड़ाना
haze,0.0,-0.9,धुन्ध
split,0.0,-0.9,विभाजित करें
irrationally,0.0,-0.9,युक्तिपूर्वक
creeps,0.0,-0.9,ढोंगी
incorrigible,0.0,-0.9,असंशोधनीय
unsettlingly,0.0,-0.9,unsettlingly
din,0.0,-0.9,से
skeptically,0.0,-0.9,skeptically
greasy,0.0,-0.9,चिकनी
uproarously,0.0,-0.9,uproarously
detestable,0.0,-0.9,घिनौना
murky,0.0,-0.9,बदली का
slug,0.0,-0.9,काउंटर
crushing,0.0,-0.9,मुंहतोड़
defunct,0.0,-0.9,मृत
massacres,0.0,-0.9,नरसंहार
fever,0.0,-0.9,बुखार
catastrophes,0.0,-0.9,आपदाओं
disgrace,0.0,-0.9,अपमान
pinch,0.0,-0.9,चुटकी
undependability,0.0,-0.9,undependability
unresolved,0.0,-0.9,अनसुलझे
beseech,0.0,-0.9,प्रार्थना करना
naïve,0.0,-0.9,भोली
paradoxically,0.0,-0.9,विडंबना यह है कि
handicapped,0.0,-0.9,विकलांग
tanked,0.0,-0.9,मदहोश
tarnish,0.0,-0.9,कलंकति करना
ugly,0.0,-0.9,कुरूप
idiotically,0.0,-0.9,जड़वत
warped,0.0,-0.9,विकृत
scream,0.0,-0.9,चीख
propaganda,0.0,-0.9,प्रचार प्रसार
trap,0.0,-0.9,जाल
trivial,0.0,-0.9,तुच्छ
indelicate,0.0,-0.9,असभ्य
mockingly,0.0,-0.9,हँसी से
drained,0.0,-0.9,सूखा
pettifog,0.0,-0.9,गपशप करना
sin,0.0,-0.9,के बिना
inequality,0.0,-0.9,असमानता
assult,0.0,-0.9,assult
upset,0.0,-0.9,परेशान
overzealous,0.0,-0.9,ज्यादा
malice,0.0,-0.9,द्वेष
frustrates,0.0,-0.9,को परेशान करता
mediocre,0.0,-0.9,औसत दर्जे का
dumbfound,0.0,-0.9,हक्का-बक्का करना
overwhelmed,0.0,-0.9,अभिभूत
farcical-yet-provocative,0.0,-0.9,हास्यास्पद अभी तक उत्तेजक
overtaxed,0.0,-0.9,overtaxed
scornfully,0.0,-0.9,तिरस्कार से
spoilages,0.0,-0.9,spoilages
swipe,0.0,-0.9,कड़ी चोट
intrusion,0.0,-0.9,अतिक्रमण
barbaric,0.0,-0.9,असभ्य
manipulation,0.0,-0.9,जोड़-तोड़
wrought,0.0,-0.9,गढ़ा
concession,0.0,-0.9,छूट
shameful,0.0,-0.9,शर्मनाक
imprudent,0.0,-0.9,ढीठ
crashed,0.0,-0.9,दुर्घटनाग्रस्त
breach,0.0,-0.9,भंग
smelling,0.0,-0.9,सुगंधित
tardy,0.0,-0.9,मंदा
resigned,0.0,-0.9,इस्तीफा दे दिया
villainously,0.0,-0.9,villainously
gripes,0.0,-0.9,शिकंजा
self-coup,0.0,-0.9,आत्म तख्तापलट
cunt,0.0,-0.9,योनी
hypocrites,0.0,-0.9,कपटी
shamelessness,0.0,-0.9,बेशर्मी
ill-treated,0.0,-0.9,बीमार का इलाज
extremist,0.0,-0.9,अतिवादी
rubbish,0.0,-0.9,बकवास
alienate,0.0,-0.9,विमुख
misunderstand,0.0,-0.9,गलत
disaffected,0.0,-0.9,असंतुष्ट
audaciously,0.0,-0.9,दुस्साहसी
indignity,0.0,-0.9,रोष
intoxicate,0.0,-0.9,नशे में चूर
ill-favored,0.0,-0.9,कुरूप
snappishly,0.0,-0.9,snappishly
fallacious,0.0,-0.9,ग़लत
forsake,0.0,-0.9,त्यागना
lugubrious,0.0,-0.9,शोकाकुल
misgivings,0.0,-0.9,गलतफहमी
misinform,0.0,-0.9,गलत जानकारी
nonsense,0.0,-0.9,बकवास
frightfully,0.0,-0.9,भयंकर रूप से
radical,0.0,-0.9,उग्र
terribly,0.0,-0.9,बहुत
demonic,0.0,-0.9,राक्षसी
vindictively,0.0,-0.9,vindictively
embarrassment,0.0,-0.9,शर्मिंदगी
dimmer,0.0,-0.9,मद्धम
allegation,0.0,-0.9,आरोप
scratchy,0.0,-0.9,बद
warlike,0.0,-0.9,जंगी
lukewarm,0.0,-0.9,गुनगुना
disavow,0.0,-0.9,अस्वीकृति
clouding,0.0,-0.9,धुंधलापन
encroach,0.0,-0.9,अतिक्रमण करना
exorbitant,0.0,-0.9,अत्यधिक
lecher,0.0,-0.9,चटना
tiresome,0.0,-0.9,थकाने वाला
molest,0.0,-0.9,छेड़छाड़
injudicious,0.0,-0.9,विचारशून्य
desperately,0.0,-0.9,सख्त
eyesore,0.0,-0.9,जाला
plaything,0.0,-0.9,हाथों का खिलौना
thumb-down,0.0,-0.9,अंगूठा नीचे
frustrate,0.0,-0.9,हताश
remorselessly,0.0,-0.9,क्रूरता से
sues,0.0,-0.9,मुकदमा
desolation,0.0,-0.9,वीरानी
tantrum,0.0,-0.9,गुस्से का आवेश
delusions,0.0,-0.9,भ्रम
forceful,0.0,-0.9,सशक्त
clamorous,0.0,-0.9,कोलाहलमय
quarrellous,0.0,-0.9,quarrellous
refuted,0.0,-0.9,का खंडन किया
tenuously,0.0,-0.9,tenuously
accusingly,0.0,-0.9,दोषारोपण करते हुए
importunate,0.0,-0.9,हठी
detesting,0.0,-0.9,detesting
confession,0.0,-0.9,इकबालिया बयान
desiccate,0.0,-0.9,सूखना
spookiest,0.0,-0.9,spookiest
haters,0.0,-0.9,नापसंद करने
aggravate,0.0,-0.9,बढ़
untouched,0.0,-0.9,अछूता
tyrannically,0.0,-0.9,tyrannically
bewildering,0.0,-0.9,हक्का - बक्का करनेवाला
calumniously,0.0,-0.9,slanderously
mercilessly,0.0,-0.9,निर्दयता
disappointments,0.0,-0.9,निराशाओं
disallow,0.0,-0.9,अनुमति न दें
attack,0.0,-0.9,आक्रमण
adulterier,0.0,-0.9,परस्रीगमी
wobble,0.0,-0.9,लडखडाना
irragularity,0.0,-0.9,irragularity
ripoff,0.0,-0.9,चुराना
wedge,0.0,-0.9,कील
contemptuous,0.0,-0.9,तिरस्कारपूर्ण
inevitable,0.0,-0.9,अपरिहार्य
disquietude,0.0,-0.9,घबराहट
sugarcoated,0.0,-0.9,चीनी लेपित
wretchedly,0.0,-0.9,बदकिस्मती से
insociable,0.0,-0.9,insociable
damages,0.0,-0.9,हर्जाना
pauper,0.0,-0.9,कंगाल
inefficiently,0.0,-0.9,अकुशलता से
scarcely,0.0,-0.9,शायद ही
cataclysmal,0.0,-0.9,cataclysmal
disastrously,0.0,-0.9,आपत्ति के साथ
scoff,0.0,-0.9,उपहास
hacks,0.0,-0.9,हैक्स
impudently,0.0,-0.9,impudently
bothers,0.0,-0.9,परेशान
desertion,0.0,-0.9,परित्याग
meager,0.0,-0.9,अल्प
inconsequently,0.0,-0.9,अप्रासंगिक रूप से
detested,0.0,-0.9,नापसंद
selfinterested,0.0,-0.9,selfinterested
dissed,0.0,-0.9,dissed
unfaithful,0.0,-0.9,विश्वासघाती
falsehood,0.0,-0.9,झूठ
slowly,0.0,-0.9,धीरे से
backbite,0.0,-0.9,चुगली
dusty,0.0,-0.9,मटमैला
freezes,0.0,-0.9,फ्रीज़
ominous,0.0,-0.9,अमंगल
unskilled,0.0,-0.9,अकुशल
unlikely,0.0,-0.9,संभावना नहीं
sham,0.0,-0.9,दिखावा
hiliarious,0.0,-0.9,hiliarious
tangle,0.0,-0.9,उलझन
molestation,0.0,-0.9,छेड़छाड़
ill-designed,0.0,-0.9,बीमार से डिजाइन
undetermined,0.0,-0.9,अनपेक्षित
caricature,0.0,-0.9,कारटूनवाला
callous,0.0,-0.9,कठोर
fabricate,0.0,-0.9,निर्मित
bloody,0.0,-0.9,रक्तरंजित
friction,0.0,-0.9,टकराव
lacking,0.0,-0.9,कमी
unwise,0.0,-0.9,मूर्ख
wreaks,0.0,-0.9,wreaks
debilitate,0.0,-0.9,दुर्बलता
peeve,0.0,-0.9,अपमान करना
mistakes,0.0,-0.9,गलतियां
abominable,0.0,-0.9,घिनौना
vomit,0.0,-0.9,उलटी करना
pervert,0.0,-0.9,स्वमतत्यागी
prohibitive,0.0,-0.9,निषेधात्मक
disadvantaged,0.0,-0.9,वंचित
ingratitude,0.0,-0.9,कृतघ्नता
bait,0.0,-0.9,प्रलोभन
hallucination,0.0,-0.9,माया
oversight,0.0,-0.9,निरीक्षण
so-cal,0.0,-0.9,तो कैलोरी
repetitive,0.0,-0.9,बार - बार आने वाला
stale,0.0,-0.9,फिर भी
annoy,0.0,-0.9,परेशान
abusive,0.0,-0.9,अपमानजनक
bothersome,0.0,-0.9,बेचैन
disheartening,0.0,-0.9,बेहद निराशाजनक
misbehave,0.0,-0.9,दुर्व्यवहार
nastily,0.0,-0.9,नीच तरह
unintelligible,0.0,-0.9,अस्पष्ट
protest,0.0,-0.9,विरोध
careless,0.0,-0.9,लापरवाह
infernal,0.0,-0.9,राक्षसी
hardened,0.0,-0.9,कठोर
mockery,0.0,-0.9,मज़ाक
insidious,0.0,-0.9,कपटी
cringed,0.0,-0.9,cringed
disparage,0.0,-0.9,उपेक्षा करना
hotbeds,0.0,-0.9,hotbeds
indigent,0.0,-0.9,दरिद्र
perish,0.0,-0.9,नाश
bereft,0.0,-0.9,दीवाना
ridicules,0.0,-0.9,हास्यास्पद
diabolically,0.0,-0.9,नृशंसतापूर्वक
exagerate,0.0,-0.9,अतिरंजित
inefficient,0.0,-0.9,अप्रभावी
mangles,0.0,-0.9,mangles
evasive,0.0,-0.9,कपटपूर्ण
scarred,0.0,-0.9,आहत
commotion,0.0,-0.9,हल्ला गुल्ला
fell,0.0,-0.9,गिर गया
obliterated,0.0,-0.9,का नामोनिशान
oppress,0.0,-0.9,अन्धेर
craftily,0.0,-0.9,craftily
distorts,0.0,-0.9,विकृत
grim,0.0,-0.9,विकट
gruesomely,0.0,-0.9,भीषण
hype,0.0,-0.9,प्रचार
dinky,0.0,-0.9,छोटे आकार का
senile,0.0,-0.9,बूढ़ा
unlicensed,0.0,-0.9,बिना लाइसेंस
vengeful,0.0,-0.9,तामसिक
ambivalence,0.0,-0.9,दुविधा
invalidate,0.0,-0.9,अमान्य
perturb,0.0,-0.9,घबड़ा देना
jealously,0.0,-0.9,चौकसी के साथ
naive,0.0,-0.9,अनुभवहीन
obstructing,0.0,-0.9,निरोधक
irreversible,0.0,-0.9,अचल
regretful,0.0,-0.9,पछतावा करता हुआ
exploitation,0.0,-0.9,शोषण
impertinent,0.0,-0.9,अभेद्य
inconsolable,0.0,-0.9,गमगीन
incompatability,0.0,-0.9,असंगति
warp,0.0,-0.9,ताना
destroy,0.0,-0.9,नष्ट
affliction,0.0,-0.9,यातना
devastation,0.0,-0.9,तबाही
extravagant,0.0,-0.9,फ़िजूल ख़र्च
poor,0.0,-0.9,गरीब
stigmatize,0.0,-0.9,गाली देना
risk,0.0,-0.9,जोखिम
rocky,0.0,-0.9,चट्टान का
egotism,0.0,-0.9,अहंकार
slanderer,0.0,-0.9,निन्दक
scowl,0.0,-0.9,भ्रूभंग
slumpping,0.0,-0.9,slumpping
stumbled,0.0,-0.9,ठोकर खाई
devil,0.0,-0.9,शैतान
cutthroat,0.0,-0.9,गलाकाट
defamatory,0.0,-0.9,अपवादक
remorselessness,0.0,-0.9,remorselessness
meanness,0.0,-0.9,दरिद्रता
drones,0.0,-0.9,ड्रोन
unworkable,0.0,-0.9,असाध्य
discomfititure,0.0,-0.9,discomfititure
fulminate,0.0,-0.9,फूटना
inattentive,0.0,-0.9,असावधान
invidiousness,0.0,-0.9,invidiousness
shortcomings,0.0,-0.9,कमियों
disapointment,0.0,-0.9,disapointment
doomsday,0.0,-0.9,कयामत का दिन
immobilized,0.0,-0.9,स्थिर
inconceivable,0.0,-0.9,समझ से बाहर
stressful,0.0,-0.9,तनावपूर्ण
uncomfortable,0.0,-0.9,असुविधाजनक
drain,0.0,-0.9,नाली
crippled,0.0,-0.9,पंगु
futile,0.0,-0.9,व्यर्थ
panicky,0.0,-0.9,भगदड़ का
accuse,0.0,-0.9,आरोप
farfetched,0.0,-0.9,दूर की कौड़ी
petrify,0.0,-0.9,पत्थर बनाना
morons,0.0,-0.9,बेवकूफों
nervously,0.0,-0.9,nervously
scandalous,0.0,-0.9,लज्जाजनक
flimflam,0.0,-0.9,बकवास
corruption,0.0,-0.9,भ्रष्टाचार
dirty,0.0,-0.9,गंदा
outmoded,0.0,-0.9,अप्रचलित
unrelenting,0.0,-0.9,बेदर्द
sub-par,0.0,-0.9,sub-par
trample,0.0,-0.9,रौंदे
martyrdom,0.0,-0.9,शहादत
tank,0.0,-0.9,टैंक
outcast,0.0,-0.9,जाति से निकाला हुआ
sadly,0.0,-0.9,अफसोस की बात है
liars,0.0,-0.9,झूठे
stark,0.0,-0.9,बलवान
rremediable,0.0,-0.9,rremediable
latency,0.0,-0.9,विलंब
dissatisfies,0.0,-0.9,dissatisfies
straggle,0.0,-0.9,भटक जाना
wrinkle,0.0,-0.9,शिकन
barbarously,0.0,-0.9,barbarously
disastrous,0.0,-0.9,विनाशकारी
irretating,0.0,-0.9,irretating
repudiation,0.0,-0.9,परित्याग
weird,0.0,-0.9,अजीब
woeful,0.0,-0.9,खस्ताहाल
dissatisfied,0.0,-0.9,असंतुष्ट
dissidents,0.0,-0.9,असंतुष्टों
fuss,0.0,-0.9,गड़बड़
doubtful,0.0,-0.9,संदिग्ध
expensive,0.0,-0.9,महंगा
flimsy,0.0,-0.9,तार
partisan,0.0,-0.9,पक्षपातपूर्ण
pest,0.0,-0.9,पीड़क
superficially,0.0,-0.9,अल्पज्ञता से
rue,0.0,-0.9,सड़क
dogged,0.0,-0.9,हठी
impure,0.0,-0.9,अशुद्ध
culpable,0.0,-0.9,दोषी
erode,0.0,-0.9,खत्म
sued,0.0,-0.9,पर मुकदमा दायर
unauthentic,0.0,-0.9,unauthentic
tingled,0.0,-0.9,tingled
profanity,0.0,-0.9,गालियां बकने की क्रिया
improbably,0.0,-0.9,असंभवत
shortage,0.0,-0.9,कमी
brashly,0.0,-0.9,brashly
apprehensive,0.0,-0.9,भयभीत
infiltrator,0.0,-0.9,पैठनेवाला
savages,0.0,-0.9,असभ्य
demonized,0.0,-0.9,खलनायक
incivility,0.0,-0.9,कटुता
tricky,0.0,-0.9,मुश्किल
recklessness,0.0,-0.9,लापरवाही
ding,0.0,-0.9,चीज़
imperfection,0.0,-0.9,अपूर्णता
cracked,0.0,-0.9,फटा
paralize,0.0,-0.9,पक्षाघात
frictions,0.0,-0.9,घर्षण
shun,0.0,-0.9,सीधे खड़े हो
calumnious,0.0,-0.9,अपवादात्मक
cheat,0.0,-0.9,धोखा
casualty,0.0,-0.9,दुर्घटना
haste,0.0,-0.9,जल्दी
little-known,0.0,-0.9,थोड़ा सा जानना
undocumented,0.0,-0.9,गैर-दस्तावेजी
grind,0.0,-0.9,परिश्रम के साथ अध्ययन
spotty,0.0,-0.9,धब्बेदार
fret,0.0,-0.9,झल्लाहट
miss,0.0,-0.9,कुमारी
tragic,0.0,-0.9,दुखद
exasperatingly,0.0,-0.9,खिजाते
uneasily,0.0,-0.9,uneasily
strident,0.0,-0.9,तेज़
irrecoverablenesses,0.0,-0.9,irrecoverablenesses
defy,0.0,-0.9,अवहेलना
annoyingly,0.0,-0.9,annoyingly
madder,0.0,-0.9,सैंडविच
mistrust,0.0,-0.9,संदेह
selfish,0.0,-0.9,स्वार्थी
overwhelming,0.0,-0.9,को रोके
appal,0.0,-0.9,धमकी देना
cruelest,0.0,-0.9,cruelest
penalty,0.0,-0.9,दंड
crime,0.0,-0.9,अपराध
upseting,0.0,-0.9,upseting
beggar,0.0,-0.9,याचक
egotistical,0.0,-0.9,घमंडी
languor,0.0,-0.9,थकान
cumbersome,0.0,-0.9,बोझिल
implausible,0.0,-0.9,अकल्पनीय
quarrel,0.0,-0.9,लड़ाई झगड़ा
unwieldy,0.0,-0.9,बोझल
insanity,0.0,-0.9,पागलपन
impetuous,0.0,-0.9,अविवेकी
hurts,0.0,-0.9,दर्द होता है
clueless,0.0,-0.9,कोई खबर नहीं
recalcitrant,0.0,-0.9,आज्ञा न माननेवाला
wail,0.0,-0.9,विलाप
ruffian,0.0,-0.9,बदमाश
decayed,0.0,-0.9,सड़ा हुआ
gibberish,0.0,-0.9,अस्पष्ट उच्चारण
infuriating,0.0,-0.9,क्रुद्ध
exasperate,0.0,-0.9,चिढ़ाना
totalitarian,0.0,-0.9,अधिनायकवादी
atrocious,0.0,-0.9,नृशंस
misrepresent,0.0,-0.9,मिथ्या अर्थ लेना
hypocritical,0.0,-0.9,पाखंडी
ignorant,0.0,-0.9,अनजान
ill-tempered,0.0,-0.9,चिड़चिड़े
trivialize,0.0,-0.9,महत्वहीन
depressions,0.0,-0.9,गड्ढों
barbarity,0.0,-0.9,बर्बता
diametrically,0.0,-0.9,व्यासीय
disdainfully,0.0,-0.9,तिरस्कार
fawningly,0.0,-0.9,fawningly
overturn,0.0,-0.9,उलट
broke,0.0,-0.9,तोड़ दिया
jarring,0.0,-0.9,विवाद
demolisher,0.0,-0.9,demolisher
unreasonable,0.0,-0.9,अकारण
peeled,0.0,-0.9,छिला हुआ
shatter,0.0,-0.9,टूटने
static,0.0,-0.9,स्थिर
junky,0.0,-0.9,जून्की
apathy,0.0,-0.9,उदासीनता
sweaty,0.0,-0.9,पसीने से तर
discordant,0.0,-0.9,बेताल
abominate,0.0,-0.9,घृणा करना
disorient,0.0,-0.9,गुमराह करना
eccentric,0.0,-0.9,विलक्षण
hazard,0.0,-0.9,जोखिम
intimidate,0.0,-0.9,भयभीत
slut,0.0,-0.9,अंतिम
distraught,0.0,-0.9,व्याकुल
unsettling,0.0,-0.9,बेचैन
reproachful,0.0,-0.9,तिरस्कार का
crashes,0.0,-0.9,दुर्घटनाओं
finicky,0.0,-0.9,नकचढ़ा
coarse,0.0,-0.9,मोटा
fatty,0.0,-0.9,मोटे
unaccustomed,0.0,-0.9,अनभ्यस्त
sour,0.0,-0.9,खट्टा
lemon,0.0,-0.9,नींबू
misinterpret,0.0,-0.9,नादुस्र्स्ती से समझना
sinfully,0.0,-0.9,पापवृत्ति
difficulties,0.0,-0.9,कठिनाइयों
exhaustion,0.0,-0.9,थकावट
inefficacy,0.0,-0.9,प्रभावहीनता
snarky,0.0,-0.9,snarky
dastard,0.0,-0.9,dastard
humiliating,0.0,-0.9,अपमानजनक
perplex,0.0,-0.9,विकल
disaccord,0.0,-0.9,अयुक्त
oversights,0.0,-0.9,चूक
