Term,PosScore,NegScore,Oriya
glitter,0.9,0.0,ଚମକଦାର |
admiring,0.9,0.0,ପ୍ରଶଂସା
invaluable,0.9,0.0,ଅମୂଲ୍ୟ
magic,0.9,0.0,ଯାଦୁ
fastest-growing,0.9,0.0,ଦ୍ରୁତ-ବ growing ୁଥିବା
easier,0.9,0.0,ସହଜ
revive,0.9,0.0,ପୁନର୍ଜୀବିତ କର |
commend,0.9,0.0,ପ୍ରଶଂସା କର
prodigy,0.9,0.0,ପ୍ରବୃତ୍ତି
fearless,0.9,0.0,ନିର୍ଭୟରେ
convient,0.9,0.0,ଉପଯୁକ୍ତ
savings,0.9,0.0,ସଞ୍ଚୟ
appreciates,0.9,0.0,ପ୍ରଶଂସା କରେ |
hardier,0.9,0.0,କଠିନ
zippy,0.9,0.0,ଜିପି
ebullient,0.9,0.0,ebullient
examplary,0.9,0.0,ଉଦାହରଣ
prolific,0.9,0.0,ପ୍ରଫୁଲ୍ଲ
gallantly,0.9,0.0,ଆନନ୍ଦରେ
manageable,0.9,0.0,ପରିଚାଳନାଯୋଗ୍ୟ
protective,0.9,0.0,ପ୍ରତିରକ୍ଷା
politeness,0.9,0.0,ଭଦ୍ରତା
optimistic,0.9,0.0,ଆଶାବାଦୀ |
sane,0.9,0.0,ସାନ
fortunate,0.9,0.0,ଭାଗ୍ୟବାନ
doubtless,0.9,0.0,ସନ୍ଦେହ ନାହିଁ |
conscientious,0.9,0.0,ବିବେକ
invincible,0.9,0.0,ଅବିସ୍ମରଣୀୟ |
restructured,0.9,0.0,ପୁନ uct ନିର୍ମାଣ
fiery,0.9,0.0,ଜ୍ୱଳନ୍ତ
irresistibly,0.9,0.0,ଅସମ୍ଭବ ଭାବରେ |
welcome,0.9,0.0,ସ୍ୱାଗତ
smilingly,0.9,0.0,ହସୁଛି |
rapture,0.9,0.0,ରାପ୍ଟର
tantalizing,0.9,0.0,tantalizing
inspiring,0.9,0.0,ପ୍ରେରଣାଦାୟକ |
luminous,0.9,0.0,ଉଜ୍ଜ୍ୱଳ
luck,0.9,0.0,ଭାଗ୍ୟ
efficiently,0.9,0.0,ଦକ୍ଷତାର ସହିତ |
recomend,0.9,0.0,ପରାମର୍ଶ ଦିଅ |
beneficial,0.9,0.0,ଲାଭଦାୟକ |
spontaneous,0.9,0.0,ସ୍ ont ତ aneous ସ୍ପୃତ
feasible,0.9,0.0,ସମ୍ଭବ
cheer,0.9,0.0,ଖୁସି କର |
strong,0.9,0.0,ଶକ୍ତିଶାଳୀ
variety,0.9,0.0,ବିଭିନ୍ନତା |
prudence,0.9,0.0,ସାବଧାନ
romantic,0.9,0.0,ରୋମାଣ୍ଟିକ୍
marvel,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
upgradable,0.9,0.0,ଅପଗ୍ରେଡେବଲ୍ |
likes,0.9,0.0,ପସନ୍ଦ କରେ
cooperative,0.9,0.0,ସହଯୋଗୀ
idolized,0.9,0.0,ପ୍ରତିମା
positively,0.9,0.0,ସକରାତ୍ମକ ଭାବରେ |
gain,0.9,0.0,ଲାଭ
eyecatch,0.9,0.0,ଚକ୍ଷୁ
flatteringly,0.9,0.0,ଚାଟୁକାର
heroic,0.9,0.0,ବୀର
zest,0.9,0.0,zest
attentive,0.9,0.0,ଧ୍ୟାନ
glorify,0.9,0.0,ଗ ify ରବ ଦିଅ |
prosperity,0.9,0.0,ସମୃଦ୍ଧତା
smoothly,0.9,0.0,ସୁରୁଖୁରୁରେ |
authoritative,0.9,0.0,ପ୍ରାମାଣିକ
meticulously,0.9,0.0,ଯତ୍ନର ସହିତ |
principled,0.9,0.0,ନୀତିଗତ |
dignify,0.9,0.0,ସମ୍ମାନ
eyecatching,0.9,0.0,ଆଖିଦୃଶିଆ
excelent,0.9,0.0,ଉତ୍କୃଷ୍ଟ
vibrantly,0.9,0.0,ଜୀବନ୍ତ ଭାବରେ |
advocated,0.9,0.0,ଓକିଲାତି କରିଥିଲେ
desirous,0.9,0.0,ଇଚ୍ଛା
excite,0.9,0.0,ଉତ୍ତେଜିତ
proves,0.9,0.0,ପ୍ରମାଣ କରେ |
trouble-free,0.9,0.0,ଅସୁବିଧାମୁକ୍ତ |
exuberant,0.9,0.0,ଅତ୍ୟଧିକ
promised,0.9,0.0,ପ୍ରତିଜ୍ଞା
noteworthy,0.9,0.0,ଉଲ୍ଲେଖନୀୟ |
upliftment,0.9,0.0,ଉନ୍ନତି
wisdom,0.9,0.0,ଜ୍ଞାନ
judicious,0.9,0.0,ବିଚକ୍ଷଣ
personages,0.9,0.0,ବର୍ଣ୍ଣଗୁଡିକ
blissful,0.9,0.0,ସୁଖୀ
rosy,0.9,0.0,ରୋଜି
stately,0.9,0.0,ସୁନ୍ଦର ଭାବରେ |
fancier,0.9,0.0,ପ୍ରଶଂସକ
finely,0.9,0.0,ସୂକ୍ଷ୍ମ
intelligent,0.9,0.0,ବୁଦ୍ଧିମାନ
lush,0.9,0.0,ହସ
thoughtfulness,0.9,0.0,ଚିନ୍ତାଧାରା
feature-rich,0.9,0.0,ବ feature ଶିଷ୍ଟ୍ୟ-ସମୃଦ୍ଧ |
rock-stars,0.9,0.0,ପଥର-ତାରକା |
morality,0.9,0.0,ନ ality ତିକତା
qualify,0.9,0.0,ଯୋଗ୍ୟତା
durable,0.9,0.0,ସ୍ଥାୟୀ
realizable,0.9,0.0,ବାସ୍ତବ
glistening,0.9,0.0,ଚମକ
upscale,0.9,0.0,ଅପ୍ ସ୍କେଲ୍ |
well-regarded,0.9,0.0,ସୁ-ସମ୍ମାନିତ |
fantastically,0.9,0.0,ଚମତ୍କାର ଭାବରେ |
thinner,0.9,0.0,ପତଳା |
lead,0.9,0.0,ସୀସା |
profuse,0.9,0.0,ପ୍ରଫୁଲ୍
jaw-droping,0.9,0.0,ଜହ୍ନ
reliably,0.9,0.0,ନିର୍ଭରଯୋଗ୍ୟ
clarity,0.9,0.0,ସ୍ୱଚ୍ଛତା
award,0.9,0.0,ପୁରସ୍କାର
relish,0.9,0.0,ଆନନ୍ଦ
wonderously,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
faithfulness,0.9,0.0,ବିଶ୍ୱସ୍ତତା
invigorating,0.9,0.0,ଉତ୍ସାହଜନକ |
believeable,0.9,0.0,ବିଶ୍ୱାସଯୋଗ୍ୟ
breakthrough,0.9,0.0,ସଫଳତା
master,0.9,0.0,ଗୁରୁ
boost,0.9,0.0,ବୃଦ୍ଧି କର |
flutter,0.9,0.0,ut ୁଲା
illuminati,0.9,0.0,ଇଲୁମିନିଟି
dominated,0.9,0.0,ପ୍ରାଧାନ୍ୟ ବିସ୍ତାର କଲା |
inviolable,0.9,0.0,ଅବିସ୍ମରଣୀୟ |
delightfully,0.9,0.0,ଆନନ୍ଦରେ
ethical,0.9,0.0,ନ ical ତିକ |
precious,0.9,0.0,ମୂଲ୍ୟବାନ
dazzled,0.9,0.0,ଚମତ୍କୃତ |
fast,0.9,0.0,ଦ୍ରୁତ
tantalize,0.9,0.0,tantalize
respect,0.9,0.0,ସମ୍ମାନ
reputation,0.9,0.0,ପ୍ରତିଷ୍ଠା
precise,0.9,0.0,ସଠିକ୍
credence,0.9,0.0,ବିଶ୍ୱାସ
divinely,0.9,0.0,in ଶ୍ୱରୀୟ ଭାବରେ |
benefits,0.9,0.0,ଲାଭ
eye-catching,0.9,0.0,ଆଖିଦୃଶିଆ
adventuresome,0.9,0.0,ଦୁ vent ସାହସିକ
impressive,0.9,0.0,ପ୍ରଭାବଶାଳୀ
facilitate,0.9,0.0,ସୁବିଧା କର |
well,0.9,0.0,ଭଲ
immense,0.9,0.0,ଅପାର
inestimably,0.9,0.0,ଅବିସ୍ମରଣୀୟ |
well-connected,0.9,0.0,ଭଲ-ସଂଯୁକ୍ତ |
convenient,0.9,0.0,ସୁବିଧାଜନକ |
solidarity,0.9,0.0,ଏକତା
affirmation,0.9,0.0,ନିଶ୍ଚିତକରଣ
hospitable,0.9,0.0,ଆତିଥ୍ୟ
commendably,0.9,0.0,ପ୍ରଶଂସନୀୟ
exemplary,0.9,0.0,ଆଦର୍ଶ
thumb-up,0.9,0.0,ଥମ୍-ଅପ୍ |
thrifty,0.9,0.0,ତିରିଶ
patience,0.9,0.0,ଧ patience ର୍ଯ୍ୟ
pep,0.9,0.0,ପେପ
defeat,0.9,0.0,ପରାଜୟ
trustworthy,0.9,0.0,ବିଶ୍ୱାସଯୋଗ୍ୟ
affability,0.9,0.0,ସ୍ନେହ
prosper,0.9,0.0,ସମୃଦ୍ଧ
sharp,0.9,0.0,ତୀକ୍ଷ୍ଣ |
traction,0.9,0.0,ଟ୍ରାକ୍ସନ୍
elevate,0.9,0.0,ଉଚ୍ଚ କର
festive,0.9,0.0,ଉତ୍ସବ
superbly,0.9,0.0,ଅତି ସୁନ୍ଦର
upgraded,0.9,0.0,ନବୀକରଣ
glamorous,0.9,0.0,ଗ୍ଲାମରସ୍
lively,0.9,0.0,ଜୀବନ୍ତ
peerless,0.9,0.0,ସାଥୀହୀନ |
bliss,0.9,0.0,ସୁଖ
revere,0.9,0.0,ସମ୍ମାନ
affectionate,0.9,0.0,ସ୍ନେହ
brilliant,0.9,0.0,ଉଜ୍ଜ୍ୱଳ
shine,0.9,0.0,ଉଜ୍ଜ୍ୱଳ
idolize,0.9,0.0,ପ୍ରତିମା
self-respect,0.9,0.0,ଆତ୍ମ ସମ୍ମାନ
suffice,0.9,0.0,ଯଥେଷ୍ଟ |
exhilaration,0.9,0.0,ଉତ୍ସାହ
fancy,0.9,0.0,କଳ୍ପନା
purposeful,0.9,0.0,ଉଦ୍ଦେଶ୍ୟମୂଳକ
wow,0.9,0.0,ବାହା
diversified,0.9,0.0,ବିବିଧ
famous,0.9,0.0,ପ୍ରସିଦ୍ଧ
assurances,0.9,0.0,ବୀମା
slammin,0.9,0.0,ସ୍ଲାମିନ୍
love,0.9,0.0,ପ୍ରେମ
unlimited,0.9,0.0,ଅସୀମିତ |
benefactor,0.9,0.0,ଉପକାରକାରୀ
navigable,0.9,0.0,ନାଭିଗେବଲ୍ |
satisfied,0.9,0.0,ସନ୍ତୁଷ୍ଟ
gush,0.9,0.0,gush
delightfulness,0.9,0.0,ଆନନ୍ଦ
fascinatingly,0.9,0.0,ଚିତ୍ତାକର୍ଷକ |
leads,0.9,0.0,ଲିଡ୍
expeditiously,0.9,0.0,ଶୀଘ୍ର
humour,0.9,0.0,ହାସ୍ୟରସ
reputable,0.9,0.0,ପ୍ରତିଷ୍ଠିତ
shimmeringly,0.9,0.0,ଉଜ୍ଜ୍ୱଳ
genius,0.9,0.0,ପ୍ରତିଭା
streamlined,0.9,0.0,ଶୃଙ୍ଖଳିତ
unmatched,0.9,0.0,ତୁଳନାତ୍ମକ
boundless,0.9,0.0,ସୀମାହୀନ |
effortlessly,0.9,0.0,ବିନା ଚେଷ୍ଟାରେ |
lyrical,0.9,0.0,ଗୀତିକାର
reconciliation,0.9,0.0,ପୁନ iliation ନିର୍ମାଣ
proper,0.9,0.0,ଉପଯୁକ୍ତ
amuse,0.9,0.0,ଆମୋଦିତ
infallible,0.9,0.0,ଅସମ୍ପୂର୍ଣ୍ଣ
immaculately,0.9,0.0,ଅକ୍ଷୟ ଭାବରେ |
spellbindingly,0.9,0.0,ବନାନ
cohesive,0.9,0.0,ଏକତ୍ର
sweet,0.9,0.0,ମିଠା
dominates,0.9,0.0,ପ୍ରାଧାନ୍ୟ ବିସ୍ତାର କରେ |
exceptional,0.9,0.0,ବ୍ୟତିକ୍ରମ |
productively,0.9,0.0,ଫଳପ୍ରଦ ଭାବରେ
successes,0.9,0.0,ସଫଳତା
pampered,0.9,0.0,ପ୍ୟାମ୍ପେଡ୍ |
beneficiary,0.9,0.0,ହିତାଧିକାରୀ
supreme,0.9,0.0,ସର୍ବୋପରି
foresight,0.9,0.0,ଦୂରଦୃଷ୍ଟି |
pleasantly,0.9,0.0,ଆନନ୍ଦରେ
conciliatory,0.9,0.0,ସମନ୍ୱୟ
endorsement,0.9,0.0,ସମର୍ଥନ
outperforming,0.9,0.0,ବାହାଘର
assure,0.9,0.0,ନିଶ୍ଚିତ କର
mighty,0.9,0.0,ଶକ୍ତିଶାଳୀ
deserving,0.9,0.0,ଯୋଗ୍ୟ
colorful,0.9,0.0,ରଙ୍ଗୀନ |
enjoys,0.9,0.0,ଉପଭୋଗ କରନ୍ତି |
sustainability,0.9,0.0,ସ୍ଥିରତା
everlasting,0.9,0.0,ଅନନ୍ତ
mesmerized,0.9,0.0,ବିସ୍ମିତ |
praise,0.9,0.0,ପ୍ରଶଂସା
togetherness,0.9,0.0,ଏକତା
delight,0.9,0.0,ଆନନ୍ଦ
vigilance,0.9,0.0,ସଜାଗତା
adjustable,0.9,0.0,ନିୟନ୍ତ୍ରିତ
extraordinary,0.9,0.0,ଅସାଧାରଣ
memorable,0.9,0.0,ସ୍ମରଣୀୟ
enlightenment,0.9,0.0,ଜ୍ଞାନ
swiftness,0.9,0.0,ଦ୍ରୁତତା
enchanted,0.9,0.0,ମନ୍ତ୍ରଜ୍
acumen,0.9,0.0,ଆକ୍ୟୁମେନ |
unabashedly,0.9,0.0,ଅବିସ୍ମରଣୀୟ |
fresher,0.9,0.0,ତାଜା
joyously,0.9,0.0,ଆନନ୍ଦରେ
adroit,0.9,0.0,ଦକ୍ଷ
receptive,0.9,0.0,ଗ୍ରହଣକାରୀ
calming,0.9,0.0,ଶାନ୍ତ
gallant,0.9,0.0,ଗାଲାଣ୍ଟ
renowned,0.9,0.0,ପ୍ରସିଦ୍ଧ
fervent,0.9,0.0,ଉତ୍ସାହ
painless,0.9,0.0,ଯନ୍ତ୍ରଣାହୀନ |
rapport,0.9,0.0,ରିପୋର୍ଟ କରନ୍ତୁ |
expansive,0.9,0.0,ବିସ୍ତାର
raptureous,0.9,0.0,raptureous
optimal,0.9,0.0,ସର୍ବୋତ୍କୃଷ୍ଟ
heroize,0.9,0.0,ବୀରତ୍ୱ
thrillingly,0.9,0.0,ରୋମାଞ୍ଚକର
remarkably,0.9,0.0,ଉଲ୍ଲେଖନୀୟ
eases,0.9,0.0,ସହଜ
smart,0.9,0.0,ସ୍ମାର୍ଟ
amenable,0.9,0.0,ସୁବିଧାଜନକ |
dummy-proof,0.9,0.0,ଡମି-ପ୍ରୁଫ୍ |
overtook,0.9,0.0,ଅତିକ୍ରମ କଲା |
astounding,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
congratulatory,0.9,0.0,ଅଭିନନ୍ଦନ
glowing,0.9,0.0,ଉଜ୍ଜ୍ୱଳ
simplified,0.9,0.0,ସରଳୀକୃତ |
honor,0.9,0.0,ସମ୍ମାନ
detachable,0.9,0.0,ବିଚ୍ଛିନ୍ନ
evocative,0.9,0.0,evocative
secure,0.9,0.0,ସୁରକ୍ଷିତ
envy,0.9,0.0,vy ର୍ଷା
darling,0.9,0.0,ପ୍ରିୟ
playful,0.9,0.0,ଖେଳାଳୀ
wonderous,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
paradise,0.9,0.0,ସ୍ୱର୍ଗ
lucid,0.9,0.0,lucid
reachable,0.9,0.0,ପହଞ୍ଚିବା |
gratifies,0.9,0.0,ସନ୍ତୁଷ୍ଟ
exult,0.9,0.0,ଆନନ୍ଦ
splendor,0.9,0.0,ମହିମା
outshone,0.9,0.0,ବାହ୍ୟ
refreshed,0.9,0.0,ସତେଜ
revel,0.9,0.0,ଆନନ୍ଦ
revolutionize,0.9,0.0,ବିପ୍ଳବ କର |
brighter,0.9,0.0,ଉଜ୍ଜ୍ୱଳ |
celebratory,0.9,0.0,ଉତ୍ସବ
crisper,0.9,0.0,କ୍ରସିପର୍ |
consistently,0.9,0.0,କ୍ରମାଗତ ଭାବରେ |
encouragement,0.9,0.0,ଉତ୍ସାହ
workable,0.9,0.0,କାର୍ଯ୍ୟକ୍ଷମ
pleasure,0.9,0.0,ଆନନ୍ଦ
uphold,0.9,0.0,ସମର୍ଥନ କର
decency,0.9,0.0,ଶାସନ
trendy,0.9,0.0,ଟ୍ରେଣ୍ଡି
exaltingly,0.9,0.0,ଉଚ୍ଚାରଣ
preferable,0.9,0.0,ପସନ୍ଦଯୋଗ୍ୟ
problem-free,0.9,0.0,ସମସ୍ୟାମୁକ୍ତ |
accurate,0.9,0.0,ସଠିକ୍
ingenuously,0.9,0.0,ଚତୁରତାର ସହିତ |
jovial,0.9,0.0,ଜୋଭିଆଲ୍ |
enthusiastically,0.9,0.0,ଉତ୍ସାହର ସହିତ |
positive,0.9,0.0,ସକରାତ୍ମକ |
dumbfounded,0.9,0.0,ମୂକ
immaculate,0.9,0.0,ଅମୃତ
gratefully,0.9,0.0,କୃତଜ୍ଞତାର ସହିତ |
pure,0.9,0.0,ଶୁଦ୍ଧ
benevolence,0.9,0.0,ଦୟା
grateful,0.9,0.0,କୃତଜ୍ଞ
magnanimous,0.9,0.0,ମହାନ୍
audible,0.9,0.0,ଶ୍ରବଣଯୋଗ୍ୟ |
fantastic,0.9,0.0,ଚମତ୍କାର |
honoring,0.9,0.0,ସମ୍ମାନ
exhilarate,0.9,0.0,ଆନନ୍ଦିତ |
savvy,0.9,0.0,ଜ୍ଞାନୀ
well-rounded,0.9,0.0,ସୁସଜ୍ଜିତ |
luxuriate,0.9,0.0,ବିଳାସପୂର୍ଣ୍ଣ
long-lasting,0.9,0.0,ଦୀର୍ଘସ୍ଥାୟୀ |
straighten,0.9,0.0,ସିଧା କର |
friendliness,0.9,0.0,ବନ୍ଧୁତା
courage,0.9,0.0,ସାହସ
ennoble,0.9,0.0,ennoble
agilely,0.9,0.0,ଚତୁରତାର ସହିତ |
authentic,0.9,0.0,ପ୍ରାମାଣିକ |
smoother,0.9,0.0,ଚିକ୍କଣ |
miracles,0.9,0.0,ଚମତ୍କାର
destiny,0.9,0.0,ଭାଗ୍ୟ
influential,0.9,0.0,ପ୍ରଭାବଶାଳୀ
reconcile,0.9,0.0,ପୁନ ile ନିର୍ମାଣ
fav,0.9,0.0,fav
enrapture,0.9,0.0,enrapture
eager,0.9,0.0,ଆଗ୍ରହୀ
entertains,0.9,0.0,ଚିତ୍ତାକର୍ଷକ |
integral,0.9,0.0,ଅବିଚ୍ଛେଦ୍ୟ
majesty,0.9,0.0,ମହିମା
comfortably,0.9,0.0,ଆରାମରେ
vouch,0.9,0.0,ଭାଉଚ୍
precisely,0.9,0.0,ସଠିକ୍ ଭାବରେ |
excitedness,0.9,0.0,ଉତ୍ସାହ
personalized,0.9,0.0,ବ୍ୟକ୍ତିଗତ
faultless,0.9,0.0,ନିଖୁଣ |
better-than-expected,0.9,0.0,ଆଶା କରାଯାଉଥିବା ଠାରୁ ଭଲ |
faster,0.9,0.0,ଶୀଘ୍ର
trusting,0.9,0.0,ବିଶ୍ ing ାସ
comfortable,0.9,0.0,ଆରାମଦାୟକ |
respite,0.9,0.0,ଅବସର
elite,0.9,0.0,ଅଭିଜିତ
respectful,0.9,0.0,ସମ୍ମାନଜନକ
rock-star,0.9,0.0,ରକ୍-ଷ୍ଟାର୍ |
stylish,0.9,0.0,ଷ୍ଟାଇଲିସ୍ |
endorses,0.9,0.0,ସମର୍ଥନ କରେ |
whooa,0.9,0.0,କିଏ
modest,0.9,0.0,ନମ୍ର
gentlest,0.9,0.0,ଭଦ୍ର
swift,0.9,0.0,ଦ୍ରୁତ
skillful,0.9,0.0,ଦକ୍ଷ
individualized,0.9,0.0,ବ୍ୟକ୍ତିଗତ
remunerate,0.9,0.0,ଦରମା
advanced,0.9,0.0,ଉନ୍ନତ
contentment,0.9,0.0,ତୃପ୍ତି
feisty,0.9,0.0,ଦୁର୍ବଳ
clear,0.9,0.0,ସଫା
problem-solver,0.9,0.0,ସମସ୍ୟା ସମାଧାନକାରୀ |
cleared,0.9,0.0,ସଫା ହୋଇଛି
solace,0.9,0.0,ସାନ୍ତ୍ୱନା
abundance,0.9,0.0,ପ୍ରଚୁରତା
bullish,0.9,0.0,ବୁଲିଶ୍
fascinate,0.9,0.0,ଆକର୍ଷିତ
positives,0.9,0.0,ସକାରାତ୍ମକ
plentiful,0.9,0.0,ପ୍ରଚୁର
effusive,0.9,0.0,ପ୍ରଭାବଶାଳୀ
loved,0.9,0.0,ଭଲପାଏ |
entranced,0.9,0.0,ଅନୁପ୍ରବେଶ
gentle,0.9,0.0,ଭଦ୍ର
brilliance,0.9,0.0,ଉଜ୍ଜ୍ୱଳତା
stupendously,0.9,0.0,ଚମତ୍କାର ଭାବରେ |
intelligence,0.9,0.0,ବୁଦ୍ଧି
rockstar,0.9,0.0,ରକଷ୍ଟାର୍ |
proficiently,0.9,0.0,ଦକ୍ଷତାର ସହିତ |
enthuse,0.9,0.0,ଆନନ୍ଦ
luxurious,0.9,0.0,ବିଳାସପୂର୍ଣ୍ଣ
adaptive,0.9,0.0,ଅନୁକୂଳ
complement,0.9,0.0,ସଂପନ୍ନ
mercifully,0.9,0.0,ଦୟାଳୁ
lean,0.9,0.0,ପତଳା |
intimate,0.9,0.0,ଅନ୍ତରଙ୍ଗ
beutifully,0.9,0.0,ସୁନ୍ଦର ଭାବରେ
cleaner,0.9,0.0,କ୍ଲିନର୍
freed,0.9,0.0,ମୁକ୍ତ
gratified,0.9,0.0,ସନ୍ତୁଷ୍ଟ
ideal,0.9,0.0,ଆଦର୍ଶ
vouchsafe,0.9,0.0,vouchsafe
ebulliently,0.9,0.0,ଅବଶ୍ୟ
redemption,0.9,0.0,ମୁକ୍ତି
cherish,0.9,0.0,ସମ୍ମାନ
whoooa,0.9,0.0,whoooa
stunningly,0.9,0.0,ଚମତ୍କାର ଭାବରେ |
gladly,0.9,0.0,ଖୁସିରେ
triumphant,0.9,0.0,ଜୟ
dead-cheap,0.9,0.0,ମୃତ-ଶସ୍ତା |
illuminate,0.9,0.0,ଆଲୋକିତ କର |
promising,0.9,0.0,ପ୍ରତିଜ୍ଞାକାରୀ
abundant,0.9,0.0,ପ୍ରଚୁର
rejuvenate,0.9,0.0,ନବଜୀବନ
righten,0.9,0.0,ଡାହାଣ
diplomatic,0.9,0.0,କୂଟନ diplomatic ତିକ
exhilaratingly,0.9,0.0,ଆନନ୍ଦଦାୟକ
resound,0.9,0.0,ଧ୍ୱନି
glimmer,0.9,0.0,lim ଲକ
hooray,0.9,0.0,ହୋର୍
faith,0.9,0.0,ବିଶ୍ୱାସ
foremost,0.9,0.0,ସର୍ବପ୍ରଥମେ |
heros,0.9,0.0,ହେରୋସ୍
richness,0.9,0.0,ଧନ
sumptuous,0.9,0.0,ଅହଂକାରୀ |
excitedly,0.9,0.0,ଉତ୍ସାହର ସହିତ |
adulation,0.9,0.0,ଅନୁକରଣ
lavishly,0.9,0.0,ଅତିଶୟ
irresistible,0.9,0.0,ପ୍ରତିରୋଧଯୋଗ୍ୟ
valiantly,0.9,0.0,ସାହସୀ
noiseless,0.9,0.0,ଶବ୍ଦହୀନ |
record-setting,0.9,0.0,ରେକର୍ଡ ସେଟିଂ
openly,0.9,0.0,ଖୋଲାଖୋଲି ଭାବରେ |
idyllic,0.9,0.0,idyllic
coolest,0.9,0.0,ଶୀତଳ
justly,0.9,0.0,ଯଥାର୍ଥରେ
clean,0.9,0.0,ପରିଷ୍କାର
feat,0.9,0.0,feat
excites,0.9,0.0,ଉତ୍ତେଜିତ |
fond,0.9,0.0,ପୃଷ୍ଠଭୂମି
harmony,0.9,0.0,ସମନ୍ୱୟ
recommend,0.9,0.0,ସୁପାରିଶ କରନ୍ତୁ |
goodwill,0.9,0.0,ଶୁଭେଚ୍ଛା
excellant,0.9,0.0,ଉତ୍କୃଷ୍ଟ
pardon,0.9,0.0,କ୍ଷମା
richer,0.9,0.0,ଅଧିକ ଧନୀ
smiles,0.9,0.0,ହସୁଛି |
indulgent,0.9,0.0,ଅନିଷ୍ଟ
suave,0.9,0.0,ନରମ
progressive,0.9,0.0,ପ୍ରଗତିଶୀଳ |
outsmart,0.9,0.0,ଆଉଟମାର୍ଟ
conveniently,0.9,0.0,ସୁବିଧାଜନକ
gratify,0.9,0.0,ସନ୍ତୁଷ୍ଟ
steadfastness,0.9,0.0,ସ୍ଥିରତା
rectify,0.9,0.0,ସଂଶୋଧନ କର |
pros,0.9,0.0,ଭଲ
trump,0.9,0.0,ତୂରୀ
exultation,0.9,0.0,ଆନନ୍ଦ
thrive,0.9,0.0,ଉନ୍ନତି କର |
generously,0.9,0.0,ଉଦାର ଭାବରେ
nourishment,0.9,0.0,ପୋଷଣ
momentous,0.9,0.0,ମହତ୍ .ପୂର୍ଣ୍ଣ
fortitude,0.9,0.0,ଦୃ itude ତା
verifiable,0.9,0.0,ଯାଞ୍ଚଯୋଗ୍ୟ
supports,0.9,0.0,ସମର୍ଥନ କରେ |
happily,0.9,0.0,ଖୁସିରେ
adoring,0.9,0.0,ଆଦର
stainless,0.9,0.0,ଷ୍ଟେନଲେସ୍ |
treasure,0.9,0.0,ଧନ
endear,0.9,0.0,endear
enjoying,0.9,0.0,ଉପଭୋଗ କରିବା
articulate,0.9,0.0,ସ୍ପଷ୍ଟ କରନ୍ତୁ
beautify,0.9,0.0,ସୁନ୍ଦର କର
palatial,0.9,0.0,ପାଲଟିଆଲ୍ |
win,0.9,0.0,ଜିତନ୍ତୁ |
sincerely,0.9,0.0,ଆନ୍ତରିକତାର ସହିତ |
loyalty,0.9,0.0,ନିଷ୍ଠା
strikingly,0.9,0.0,ଚମତ୍କାର
rapid,0.9,0.0,ଦ୍ରୁତ
fortuitously,0.9,0.0,ସ fort ଭାଗ୍ୟବଶତ
recommended,0.9,0.0,ପରାମର୍ଶିତ |
sharper,0.9,0.0,ତୀକ୍ଷ୍ଣ |
deft,0.9,0.0,ବାମ
pre-eminent,0.9,0.0,ପୂର୍ବ-ପ୍ରତିଷ୍ଠିତ |
reasonable,0.9,0.0,ଯୁକ୍ତିଯୁକ୍ତ |
nifty,0.9,0.0,ନିଫ୍ଟି |
warm,0.9,0.0,ଗରମ
counter-attack,0.9,0.0,ପ୍ରତିବାଦ
cajole,0.9,0.0,କାଜୋଲ୍ |
imaginative,0.9,0.0,କଳ୍ପନାକାରୀ |
thrilling,0.9,0.0,ରୋମାଞ୍ଚକର
issue-free,0.9,0.0,ଇସୁମୁକ୍ତ |
adore,0.9,0.0,ଆଦର କର |
improves,0.9,0.0,ଉନ୍ନତି କରେ |
wise,0.9,0.0,ଜ୍ଞାନୀ
defeats,0.9,0.0,ପରାଜୟ
smartly,0.9,0.0,ଚତୁରତାର ସହିତ |
proactive,0.9,0.0,ସକ୍ରିୟ
yay,0.9,0.0,ଧନୁ
non-violence,0.9,0.0,ଅହିଂସା
majestic,0.9,0.0,ମହାନ୍
worthwhile,0.9,0.0,ମୂଲ୍ୟବାନ
euphoria,0.9,0.0,ଇଫୋରିଆ |
glow,0.9,0.0,ଚମକ
perfection,0.9,0.0,ସିଦ୍ଧତା
brightest,0.9,0.0,ଉଜ୍ଜ୍ୱଳ
evenly,0.9,0.0,ସମାନ ଭାବରେ
excellent,0.9,0.0,ଉତ୍କୃଷ୍ଟ
witty,0.9,0.0,ଚତୁର
glitz,0.9,0.0,glitz
leverage,0.9,0.0,ଲାଭ
prospros,0.9,0.0,prospros
fame,0.9,0.0,ଖ୍ୟାତି
golden,0.9,0.0,ସୁବର୍ଣ୍ଣ
substantive,0.9,0.0,ପ୍ରମୂଖ
accurately,0.9,0.0,ସଠିକ୍ ଭାବରେ
seasoned,0.9,0.0,ଛତୁ
stupendous,0.9,0.0,ଷ୍ଟୁପେଣ୍ଡସ୍ |
inestimable,0.9,0.0,ଅମୂଲ୍ୟ
propitious,0.9,0.0,ଅନୁକୂଳ
fashionably,0.9,0.0,ଫ୍ୟାଶନେବଲ୍ |
