Term,PosScore,NegScore,Gujarati
exaltingly,0.9,0.0,ઉત્તમ રીતે
preferable,0.9,0.0,પ્રાધાન્યક્ષમ
problem-free,0.9,0.0,સમસ્યા મુક્ત
accurate,0.9,0.0,સચોટ
ingenuously,0.9,0.0,ચાતુર્યથી
jovial,0.9,0.0,આનંદકારક
enthusiastically,0.9,0.0,ઉત્સાહથી
positive,0.9,0.0,હકારાત્મક
dumbfounded,0.9,0.0,મૂંઝાયેલું
immaculate,0.9,0.0,પવિત્ર
gratefully,0.9,0.0,કૃતજ્ .તાપૂર્વક
pure,0.9,0.0,શુદ્ધ
benevolence,0.9,0.0,પરોપકાર
grateful,0.9,0.0,આભારી
magnanimous,0.9,0.0,ભવ્ય
audible,0.9,0.0,શ્રાવ્ય
fantastic,0.9,0.0,વિચિત્ર
honoring,0.9,0.0,માન આપવું
exhilarate,0.9,0.0,આનંદિત
savvy,0.9,0.0,સમજશકિત
well-rounded,0.9,0.0,સારી રીતે ગોળાકાર
luxuriate,0.9,0.0,વૈભવી
long-lasting,0.9,0.0,લાંબા સમય સુધી ચાલે છે
straighten,0.9,0.0,સીધા કરો
friendliness,0.9,0.0,મિત્રતા
courage,0.9,0.0,હિંમત
ennoble,0.9,0.0,ennoble
agilely,0.9,0.0,ચપળતાથી
authentic,0.9,0.0,અધિકૃત
smoother,0.9,0.0,સરળ
miracles,0.9,0.0,ચમત્કારો
destiny,0.9,0.0,નિયતિ
influential,0.9,0.0,પ્રભાવશાળી
reconcile,0.9,0.0,સમાધાન
fav,0.9,0.0,તરફેણ
enrapture,0.9,0.0,ક્રોધ
eager,0.9,0.0,આતુર
entertains,0.9,0.0,મનોરંજન
integral,0.9,0.0,અભિન્ન
majesty,0.9,0.0,મહિમા
comfortably,0.9,0.0,નિરાંતે
vouch,0.9,0.0,વouચ
precisely,0.9,0.0,ચોક્કસપણે
excitedness,0.9,0.0,ઉત્સાહ
personalized,0.9,0.0,વ્યક્તિગત
faultless,0.9,0.0,દોષરહિત
better-than-expected,0.9,0.0,અપેક્ષિત કરતાં વધુ સારી
faster,0.9,0.0,ઝડપી
trusting,0.9,0.0,વિશ્વાસ
comfortable,0.9,0.0,આરામદાયક
respite,0.9,0.0,રાહત
elite,0.9,0.0,ભદ્ર
respectful,0.9,0.0,આદરણીય
rock-star,0.9,0.0,પ્રખ્યાત ગાયક
stylish,0.9,0.0,સ્ટાઇલિશ
endorses,0.9,0.0,સમર્થન
whooa,0.9,0.0,વૂઆ
modest,0.9,0.0,વિનમ્ર
gentlest,0.9,0.0,સજ્જન
swift,0.9,0.0,સ્વીફ્ટ
skillful,0.9,0.0,કુશળ
individualized,0.9,0.0,વ્યક્તિગત
remunerate,0.9,0.0,મહેનતાણું
advanced,0.9,0.0,અદ્યતન
contentment,0.9,0.0,સંતોષ
feisty,0.9,0.0,નારંગી
clear,0.9,0.0,ચોખ્ખુ
problem-solver,0.9,0.0,સમસ્યા હલ કરનાર
cleared,0.9,0.0,સાફ
solace,0.9,0.0,રાહત
abundance,0.9,0.0,વિપુલતા
bullish,0.9,0.0,તેજી
fascinate,0.9,0.0,મોહિત કરવું
positives,0.9,0.0,ધન
plentiful,0.9,0.0,પુષ્કળ
effusive,0.9,0.0,પ્રભાવી
loved,0.9,0.0,પ્રેમભર્યા
entranced,0.9,0.0,પ્રવેશદ્વાર
gentle,0.9,0.0,સૌમ્ય
brilliance,0.9,0.0,તેજ
stupendously,0.9,0.0,stupendously
intelligence,0.9,0.0,બુદ્ધિ
rockstar,0.9,0.0,પ્રખ્યાત ગાયક
proficiently,0.9,0.0,નિપુણતાથી
enthuse,0.9,0.0,લલચાવવું
luxurious,0.9,0.0,વૈભવી
adaptive,0.9,0.0,અનુકૂલનશીલ
complement,0.9,0.0,પૂરક
mercifully,0.9,0.0,દયાથી
lean,0.9,0.0,દુર્બળ
intimate,0.9,0.0,ઘનિષ્ઠ
beutifully,0.9,0.0,સુંદર રીતે
cleaner,0.9,0.0,ક્લીનર
freed,0.9,0.0,મુક્ત
gratified,0.9,0.0,પ્રસન્ન
ideal,0.9,0.0,આદર્શ
vouchsafe,0.9,0.0,વાઉચસેફ
ebulliently,0.9,0.0,ઉત્સાહથી
redemption,0.9,0.0,વિમોચન
cherish,0.9,0.0,વળગવું
whoooa,0.9,0.0,વ્હુઆઆ
stunningly,0.9,0.0,અદભૂત રીતે
gladly,0.9,0.0,રાજીખુશીથી
triumphant,0.9,0.0,વિજયી
dead-cheap,0.9,0.0,મૃત સસ્તી
illuminate,0.9,0.0,પ્રકાશિત કરવું
promising,0.9,0.0,આશાસ્પદ
abundant,0.9,0.0,વિપુલ પ્રમાણમાં
rejuvenate,0.9,0.0,કાયાકલ્પ કરવો
righten,0.9,0.0,સજ્જડ
diplomatic,0.9,0.0,રાજદ્વારી
exhilaratingly,0.9,0.0,ઉલ્લાસથી
resound,0.9,0.0,ફરી
glimmer,0.9,0.0,ઝગમગાટ
hooray,0.9,0.0,હુરે
faith,0.9,0.0,વિશ્વાસ
foremost,0.9,0.0,અગ્રણી
heros,0.9,0.0,હેરોસ
richness,0.9,0.0,સમૃદ્ધિ
sumptuous,0.9,0.0,મનોહર
excitedly,0.9,0.0,ઉત્સાહથી
adulation,0.9,0.0,અભિવ્યક્તિ
lavishly,0.9,0.0,ઉમદા
irresistible,0.9,0.0,અનિવાર્ય
valiantly,0.9,0.0,બહાદુરીથી
noiseless,0.9,0.0,અવાજ વિનાનું
record-setting,0.9,0.0,રેકોર્ડ સેટિંગ
openly,0.9,0.0,ખુલ્લેઆમ
idyllic,0.9,0.0,રુચિકર
coolest,0.9,0.0,શાનદાર
justly,0.9,0.0,ન્યાયી
clean,0.9,0.0,ચોખ્ખો
feat,0.9,0.0,પરાક્રમ
excites,0.9,0.0,ઉત્તેજના
fond,0.9,0.0,પૃષ્ઠભૂમિ
harmony,0.9,0.0,સંવાદિતા
recommend,0.9,0.0,ભલામણ
goodwill,0.9,0.0,શુભેચ્છા
excellant,0.9,0.0,ઉત્તમ
pardon,0.9,0.0,ક્ષમા
richer,0.9,0.0,સમૃદ્ધ
smiles,0.9,0.0,સ્મિત
indulgent,0.9,0.0,આનંદકારક
suave,0.9,0.0,નરમ
progressive,0.9,0.0,પ્રગતિશીલ
outsmart,0.9,0.0,આઉટસ્માર્ટ
conveniently,0.9,0.0,અનુકૂળ
gratify,0.9,0.0,પ્રસન્ન કરવું
steadfastness,0.9,0.0,અડગતા
rectify,0.9,0.0,સુધારવું
pros,0.9,0.0,ગુણ
trump,0.9,0.0,ટ્રમ્પ
exultation,0.9,0.0,ઉમંગ
thrive,0.9,0.0,ખીલે
generously,0.9,0.0,ઉદારતાથી
nourishment,0.9,0.0,પોષણ
momentous,0.9,0.0,ક્ષણિક
fortitude,0.9,0.0,ગૌરવ
verifiable,0.9,0.0,ચકાસી શકાય તેવું
supports,0.9,0.0,આધાર આપે છે
happily,0.9,0.0,ખુશીથી
adoring,0.9,0.0,પ્રિય
stainless,0.9,0.0,સ્ટેનલેસ
treasure,0.9,0.0,ખજાનો
endear,0.9,0.0,પ્રિય
enjoying,0.9,0.0,માણી
articulate,0.9,0.0,સ્પષ્ટ
beautify,0.9,0.0,સુંદર બનાવે છે
palatial,0.9,0.0,ભવ્ય
win,0.9,0.0,જીત
sincerely,0.9,0.0,નિષ્ઠાપૂર્વક
loyalty,0.9,0.0,નિષ્ઠા
strikingly,0.9,0.0,આશ્ચર્યજનક રીતે
rapid,0.9,0.0,ઝડપી
fortuitously,0.9,0.0,સળંગ
recommended,0.9,0.0,ભલામણ કરેલ
sharper,0.9,0.0,તીવ્ર
deft,0.9,0.0,કુશળ
pre-eminent,0.9,0.0,પૂર્વ-પ્રખ્યાત
reasonable,0.9,0.0,વાજબી
nifty,0.9,0.0,નિફ્ટી
warm,0.9,0.0,ગરમ
counter-attack,0.9,0.0,વળતો હુમલો
cajole,0.9,0.0,કાજોલ
imaginative,0.9,0.0,કાલ્પનિક
thrilling,0.9,0.0,રોમાંચક
issue-free,0.9,0.0,અંક મુક્ત
adore,0.9,0.0,પૂજવું
improves,0.9,0.0,સુધારે છે
wise,0.9,0.0,મુજબની
defeats,0.9,0.0,પરાજિત
smartly,0.9,0.0,હોશિયારીથી
proactive,0.9,0.0,સક્રિય
yay,0.9,0.0,નમવું
non-violence,0.9,0.0,અહિંસા
majestic,0.9,0.0,જાજરમાન
worthwhile,0.9,0.0,સાર્થક
euphoria,0.9,0.0,સુખબોધ
glow,0.9,0.0,ગ્લો
perfection,0.9,0.0,સંપૂર્ણતા
brightest,0.9,0.0,તેજસ્વી
evenly,0.9,0.0,સમાનરૂપે
excellent,0.9,0.0,ઉત્તમ
witty,0.9,0.0,વિનોદી
glitz,0.9,0.0,ગ્લિટ્ઝ
leverage,0.9,0.0,લાભ
prospros,0.9,0.0,પ્રોસપ્રોસ
fame,0.9,0.0,ખ્યાતિ
golden,0.9,0.0,સુવર્ણ
substantive,0.9,0.0,નોંધપાત્ર
accurately,0.9,0.0,સચોટ રીતે
seasoned,0.9,0.0,અનુભવી
stupendous,0.9,0.0,મૂર્ખ
inestimable,0.9,0.0,અમૂલ્ય
propitious,0.9,0.0,લાભકારક
fashionably,0.9,0.0,ફેશનેબલ
regal,0.9,0.0,નિયમિત
persevere,0.9,0.0,અડગ રહેવું
well-informed,0.9,0.0,સારી રીતે માહિતગાર
intrigue,0.9,0.0,ષડયંત્ર
jubilant,0.9,0.0,આનંદકારક
euphorically,0.9,0.0,આનંદથી
amiability,0.9,0.0,સુલભતા
suavely,0.9,0.0,સવેવલી
galore,0.9,0.0,પુષ્કળ
sturdy,0.9,0.0,ખડતલ
transparent,0.9,0.0,પારદર્શક
undamaged,0.9,0.0,અનડેડ
cohere,0.9,0.0,સુસંગત
danke,0.9,0.0,આભાર
elatedly,0.9,0.0,આનંદથી
benifits,0.9,0.0,benifits
achievements,0.9,0.0,સિદ્ધિઓ
shimmering,0.9,0.0,ઝબૂકવું
preferes,0.9,0.0,પસંદ
impartial,0.9,0.0,નિષ્પક્ષ
promise,0.9,0.0,વચન
spectacular,0.9,0.0,જોવાલાયક
efficacious,0.9,0.0,અસરકારક
passion,0.9,0.0,ઉત્કટ
enhances,0.9,0.0,વધારે છે
beckoning,0.9,0.0,ઇશારો કરવો
earnestly,0.9,0.0,નિષ્ઠાપૂર્વક
right,0.9,0.0,બરાબર
mightily,0.9,0.0,શક્તિથી
favor,0.9,0.0,તરફેણ
ingenious,0.9,0.0,બુદ્ધિશાળી
exuberantly,0.9,0.0,ખુશીથી
exuberance,0.9,0.0,ઉમંગ
magnificence,0.9,0.0,ભવ્યતા
cleanest,0.9,0.0,સ્વચ્છ
gaining,0.9,0.0,પ્રાપ્ત
fascinating,0.9,0.0,રસપ્રદ
support,0.9,0.0,આધાર
soothingly,0.9,0.0,સુખથી
flattering,0.9,0.0,ખુશામત
orderly,0.9,0.0,વ્યવસ્થિત
wonderfully,0.9,0.0,આશ્ચર્યજનક રીતે
equitable,0.9,0.0,સમાન
first-class,0.9,0.0,પ્રથમ વર્ગ
honored,0.9,0.0,સન્માનિત
sparkle,0.9,0.0,સ્પાર્કલ
adored,0.9,0.0,પ્રેમાળ
ease,0.9,0.0,સરળતા
enthrall,0.9,0.0,મોહિત
available,0.9,0.0,ઉપલબ્ધ
enliven,0.9,0.0,જીવંત
impressed,0.9,0.0,પ્રભાવિત
supported,0.9,0.0,આધારભૂત
pleasing,0.9,0.0,ખુશી
versatile,0.9,0.0,બહુમુખી
warmly,0.9,0.0,હૂંફથી
marvelled,0.9,0.0,આશ્ચર્યજનક
pretty,0.9,0.0,સુંદર
sprightly,0.9,0.0,સ્પષ્ટ રીતે
fascination,0.9,0.0,મોહ
fave,0.9,0.0,fave
reasonably,0.9,0.0,વ્યાજબી રીતે
ovation,0.9,0.0,ઉત્તેજના
speedy,0.9,0.0,ઝડપી
satisfy,0.9,0.0,સંતોષ
super,0.9,0.0,સુપર
privileged,0.9,0.0,વિશેષાધિકૃત
jaw-dropping,0.9,0.0,જડબાના છોડતા
better-known,0.9,0.0,વધુ જાણીતા
accomplishments,0.9,0.0,સિદ્ધિઓ
breakthroughs,0.9,0.0,પ્રગતિઓ
hilarious,0.9,0.0,આનંદી
pride,0.9,0.0,ગૌરવ
hail,0.9,0.0,કરા
gains,0.9,0.0,લાભ
rectification,0.9,0.0,સુધારણા
kudos,0.9,0.0,કુડોઝ
like,0.9,0.0,ગમે છે
masters,0.9,0.0,માસ્ટર
appreciable,0.9,0.0,પ્રશંસાપાત્ર
nicest,0.9,0.0,શ્રેષ્ઠ
frolic,0.9,0.0,ફ્રોલિક
safely,0.9,0.0,સુરક્ષિત રીતે
instrumental,0.9,0.0,વાદ્ય
spectacularly,0.9,0.0,જોવાલાયક
harmless,0.9,0.0,હાનિકારક
unity,0.9,0.0,એકતા
fast-paced,0.9,0.0,ઝડપી કેળવેલું
ecstasy,0.9,0.0,એક્સ્ટસી
enjoy,0.9,0.0,આનંદ
enhancement,0.9,0.0,વૃદ્ધિ
assuring,0.9,0.0,ખાતરી આપી
work,0.9,0.0,કામ
edify,0.9,0.0,સુધારવું
formidable,0.9,0.0,પ્રચંડ
instantly,0.9,0.0,તરત
righteously,0.9,0.0,પ્રામાણિકપણે
painlessly,0.9,0.0,પીડારહિત
comfy,0.9,0.0,આરામદાયક
fervidly,0.9,0.0,ઉત્સાહથી
approval,0.9,0.0,મંજૂરી
fertile,0.9,0.0,ફળદ્રુપ
easygoing,0.9,0.0,સરળ
admiration,0.9,0.0,પ્રશંસા
reward,0.9,0.0,પુરસ્કાર
promoter,0.9,0.0,પ્રમોટર
responsive,0.9,0.0,પ્રતિભાવ
rapt,0.9,0.0,rapt
wowing,0.9,0.0,વણવું
promptly,0.9,0.0,તરત
awestruck,0.9,0.0,ઓવરસ્ટ્રક
joyful,0.9,0.0,આનંદકારક
dominate,0.9,0.0,વર્ચસ્વ
capably,0.9,0.0,યોગ્ય રીતે
virtue,0.9,0.0,પુણ્ય
prompt,0.9,0.0,પ્રોમ્પ્ટ
willingly,0.9,0.0,સ્વેચ્છાએ
magical,0.9,0.0,જાદુઈ
famed,0.9,0.0,પ્રખ્યાત
angel,0.9,0.0,દેવદૂત
masterfully,0.9,0.0,કુશળ
amazing,0.9,0.0,સુંદર
convincing,0.9,0.0,મનાવવું
awsome,0.9,0.0,ઉત્તમ
reforming,0.9,0.0,સુધારણા
clever,0.9,0.0,હોંશિયાર
fervently,0.9,0.0,ઉત્સાહથી
harmoniously,0.9,0.0,શાંતિથી
compact,0.9,0.0,કોમ્પેક્ટ
enterprising,0.9,0.0,સાહસિક
intriguing,0.9,0.0,રસપ્રદ
aspire,0.9,0.0,મહાપ્રાણ
elegance,0.9,0.0,લાવણ્ય
delightful,0.9,0.0,આનંદકારક
maneuverable,0.9,0.0,દાવપેચ
friendly,0.9,0.0,મૈત્રીપૂર્ણ
gainfully,0.9,0.0,લાભકારક રીતે
ideally,0.9,0.0,આદર્શ રીતે
complements,0.9,0.0,પૂરક
hardy,0.9,0.0,સખત
unconditional,0.9,0.0,બિનશરતી
homage,0.9,0.0,શ્રદ્ધાંજલિ
talented,0.9,0.0,પ્રતિભાશાળી
stellarly,0.9,0.0,તારાત્મક રીતે
futurestic,0.9,0.0,ભાવિ
congratulation,0.9,0.0,અભિનંદન
soft,0.9,0.0,નરમ
glory,0.9,0.0,ગૌરવ
encouragingly,0.9,0.0,પ્રોત્સાહક
stylishly,0.9,0.0,સ્ટાઇલિશલી
afford,0.9,0.0,પરવડી
jollify,0.9,0.0,જોલીફાઇ કરો
skill,0.9,0.0,કુશળતા
reasoned,0.9,0.0,તર્ક
piety,0.9,0.0,ધર્મનિષ્ઠા
peaceful,0.9,0.0,શાંતિપૂર્ણ
warmhearted,0.9,0.0,પ્રેમાળ
endorsing,0.9,0.0,સમર્થન આપવું
impressively,0.9,0.0,પ્રભાવશાળી
bravo,0.9,0.0,બ્રાવો
improvement,0.9,0.0,સુધારો
sumptuously,0.9,0.0,suptuously
pamper,0.9,0.0,લાડ લડાવવા
avidly,0.9,0.0,ઉત્સુકતાથી
profusion,0.9,0.0,ભ્રાંતિ
tenaciously,0.9,0.0,કઠોરતાથી
glisten,0.9,0.0,ચમકવું
famously,0.9,0.0,પ્રખ્યાત
timely,0.9,0.0,સમયસર
well-known,0.9,0.0,જાણીતા
tranquil,0.9,0.0,શાંત
carefree,0.9,0.0,નચિંત
healthful,0.9,0.0,આરોગ્યપ્રદ
dignified,0.9,0.0,પ્રતિષ્ઠિત
elegant,0.9,0.0,ભવ્ય
easy,0.9,0.0,સરળ
excitingly,0.9,0.0,ઉત્તેજક રીતે
well-received,0.9,0.0,સારી રીતે પ્રાપ્ત
impressiveness,0.9,0.0,પ્રભાવશાળીતા
simplifies,0.9,0.0,સરળ બનાવે છે
thrift,0.9,0.0,કરકસર
willingness,0.9,0.0,ઇચ્છા
virtuous,0.9,0.0,સદ્ગુણ
outperforms,0.9,0.0,આઉટપર્ફોર્મ્સ
adroitly,0.9,0.0,adroitly
believable,0.9,0.0,વિશ્વાસપાત્ર
ecstasies,0.9,0.0,એક્સ્ટાસીઝ
glimmering,0.9,0.0,ઝગમગાટ
continuity,0.9,0.0,સાતત્ય
unaffected,0.9,0.0,અસરગ્રસ્ત
neatest,0.9,0.0,નેટેસ્ટ
prefered,0.9,0.0,પસંદ કરેલું
attraction,0.9,0.0,આકર્ષણ
kindly,0.9,0.0,માયાળુ
breeze,0.9,0.0,પવનની લહેર
amicable,0.9,0.0,સુખી
flatter,0.9,0.0,ચપળ
knowledgeable,0.9,0.0,જાણકાર
first-in-class,0.9,0.0,પ્રથમ વર્ગમાં
gratifyingly,0.9,0.0,કૃતજ્ .તાપૂર્વક
windfall,0.9,0.0,પવન
nicer,0.9,0.0,સરસ
dedicated,0.9,0.0,સમર્પિત
well-intentioned,0.9,0.0,સારી ઇરાદાપૂર્વક
autonomous,0.9,0.0,સ્વાયત
awed,0.9,0.0,ઓડ
promises,0.9,0.0,વચનો
lucrative,0.9,0.0,લાભકારક
compassionate,0.9,0.0,કરુણાશીલ
dependably,0.9,0.0,આધાર રાખે છે
handsome,0.9,0.0,ઉદાર
chic,0.9,0.0,છટાદાર
excited,0.9,0.0,ઉત્સાહિત
infallibly,0.9,0.0,અચૂક
proving,0.9,0.0,સાબિત
impresses,0.9,0.0,પ્રભાવિત કરે છે
interests,0.9,0.0,રૂચિ
enviably,0.9,0.0,ઈર્ષ્યાથી
dotingly,0.9,0.0,ડોટલી
superior,0.9,0.0,ચડિયાતું
pleasurable,0.9,0.0,આનંદદાયક
industrious,0.9,0.0,મહેનતુ
polite,0.9,0.0,નમ્ર
slick,0.9,0.0,ચપળ
compliant,0.9,0.0,સુસંગત
smile,0.9,0.0,સ્મિત
agreeably,0.9,0.0,સંમત
miraculousness,0.9,0.0,ચમત્કારિકતા
works,0.9,0.0,કામ કરે છે
reverent,0.9,0.0,આદરણીય
graciously,0.9,0.0,દયાથી
pinnacle,0.9,0.0,પરાકાષ્ઠા
risk-free,0.9,0.0,જોખમ મુક્ત
empathize,0.9,0.0,સહાનુભૂતિ
righteous,0.9,0.0,પ્રામાણિક
subsidize,0.9,0.0,સબસિડી
effusion,0.9,0.0,પ્રવાહ
unfazed,0.9,0.0,બેફામ
awarded,0.9,0.0,એનાયત
excelled,0.9,0.0,ઉત્તમ
beckon,0.9,0.0,ઇશારો કરવો
well-backlit,0.9,0.0,સારી રીતે બેકલાઇટ
law-abiding,0.9,0.0,કાયદાનું પાલન કરનાર
eased,0.9,0.0,હળવું
amusingly,0.9,0.0,રમૂજી રીતે
sensible,0.9,0.0,સમજુ
impeccable,0.9,0.0,દોષરહિત
awesomely,0.9,0.0,ભયાનક રીતે
competitive,0.9,0.0,સ્પર્ધાત્મક
bravery,0.9,0.0,બહાદુરી
distinction,0.9,0.0,ભેદ
sagacity,0.9,0.0,મુગ્ધતા
goood,0.9,0.0,ગુડ
properly,0.9,0.0,યોગ્ય રીતે
bloom,0.9,0.0,મોર
freshest,0.9,0.0,તાજી
richly,0.9,0.0,સમૃદ્ધપણે
well-wishers,0.9,0.0,શુભેચ્છકો
flawlessly,0.9,0.0,દોષરહિત
quaint,0.9,0.0,વિલક્ષણ
smartest,0.9,0.0,હોંશિયાર
gracious,0.9,0.0,દયાળુ
youthful,0.9,0.0,જુવાન
revolutionizes,0.9,0.0,ક્રાંતિ
eloquently,0.9,0.0,છટાદાર
beautiful,0.9,0.0,સુંદર
feasibly,0.9,0.0,શક્ય છે
relaxed,0.9,0.0,હળવા
succes,0.9,0.0,સફળતા
incredible,0.9,0.0,અતુલ્ય
recovery,0.9,0.0,પુન: પ્રાપ્તિ
wisely,0.9,0.0,સમજદારીપૂર્વક
effective,0.9,0.0,અસરકારક
merriment,0.9,0.0,આનંદ
low-risk,0.9,0.0,ઓછું જોખમ
affluence,0.9,0.0,સમૃધ્ધિ
admirable,0.9,0.0,વખાણવા યોગ્ય
inpressed,0.9,0.0,સંકુચિત
wows,0.9,0.0,વાહ
refine,0.9,0.0,શુદ્ધ કરવું
brave,0.9,0.0,બહાદુર
amity,0.9,0.0,માયા
benevolent,0.9,0.0,પરોપકારી
securely,0.9,0.0,સુરક્ષિત રીતે
improved,0.9,0.0,સુધારો થયો
desiring,0.9,0.0,ઇચ્છા
reform,0.9,0.0,સુધારા
romantically,0.9,0.0,રોમેન્ટિકલી
sporty,0.9,0.0,સ્પોર્ટી
reverence,0.9,0.0,આદર
invigorate,0.9,0.0,ઉત્સાહ
outstanding,0.9,0.0,બાકી
prefers,0.9,0.0,પસંદ કરે છે
magnificent,0.9,0.0,ભવ્ય
outperformed,0.9,0.0,આઉટપર્ફોર્મ
eminence,0.9,0.0,ખ્યાતિ
satisified,0.9,0.0,સંતોષ
enviousness,0.9,0.0,ઈર્ષ્યા
overjoyed,0.9,0.0,ખુશી
sophisticated,0.9,0.0,સુસંસ્કૃત
extol,0.9,0.0,સ્તુતિ
astonishingly,0.9,0.0,આશ્ચર્યજનક રીતે
world-famous,0.9,0.0,વિશ્વવિખ્યાત
gratitude,0.9,0.0,કૃતજ્ .તા
deservedly,0.9,0.0,લાયક
mesmerizingly,0.9,0.0,વહાલથી
unparalleled,0.9,0.0,અપ્રતિમ
gorgeously,0.9,0.0,ખૂબસૂરત
genial,0.9,0.0,મહાન
succeed,0.9,0.0,સફળ
beautifullly,0.9,0.0,સુંદર રીતે
faithfully,0.9,0.0,વિશ્વાસથી
priceless,0.9,0.0,અમૂલ્ય
exultant,0.9,0.0,નૃત્ય
thank,0.9,0.0,આભાર
thumbs-up,0.9,0.0,"ઉત્તમ, શ્રેષ્ઠ"
titillating,0.9,0.0,શીર્ષક
preferably,0.9,0.0,પ્રાધાન્ય
wonder,0.9,0.0,આશ્ચર્ય
jubilate,0.9,0.0,આનંદી
finest,0.9,0.0,શ્રેષ્ઠ
recommendation,0.9,0.0,ભલામણ
astonishing,0.9,0.0,આશ્ચર્યજનક
enrapt,0.9,0.0,enrapt
honesty,0.9,0.0,પ્રામાણિકતા
luxury,0.9,0.0,વૈભવી
futuristic,0.9,0.0,ભાવિ
important,0.9,0.0,મહત્વપૂર્ણ
gaily,0.9,0.0,ગેલી
smooth,0.9,0.0,સરળ
stronger,0.9,0.0,મજબૂત
high-spirited,0.9,0.0,ઉચ્ચ ઉત્સાહી
succeeding,0.9,0.0,સફળ
beloved,0.9,0.0,પ્રિય
beautifully,0.9,0.0,સુંદર રીતે
sustainable,0.9,0.0,ટકાઉ
staunch,0.9,0.0,કટ્ટર
nice,0.9,0.0,સરસ
acclamation,0.9,0.0,વખાણ
stellar,0.9,0.0,તારાઓની
favorited,0.9,0.0,મનપસંદ
zenith,0.9,0.0,ઝેનિથ
courteous,0.9,0.0,નમ્ર
heroically,0.9,0.0,વીરતાપૂર્વક
lucky,0.9,0.0,નસીબદાર
correctly,0.9,0.0,યોગ્ય રીતે
prudent,0.9,0.0,સમજદાર
success,0.9,0.0,સફળતા
lustrous,0.9,0.0,કામાતુર
non-violent,0.9,0.0,અહિંસક
fervid,0.9,0.0,પવિત્ર
gratifying,0.9,0.0,સંતોષકારક
statuesque,0.9,0.0,પ્રતિમા
heartening,0.9,0.0,આનંદકારક
unequivocally,0.9,0.0,અસ્પષ્ટ રીતે
brand-new,0.9,0.0,તદ્દન નવું
blockbuster,0.9,0.0,બ્લોકબસ્ટર
breathtaking,0.9,0.0,હંફાવવું
remission,0.9,0.0,માફી
heal,0.9,0.0,રૂઞ આવવી
accomodative,0.9,0.0,અનુકૂળ
ebullience,0.9,0.0,ઉદ્ભવ
rightness,0.9,0.0,ઉચિતતા
nobly,0.9,0.0,nobly
finer,0.9,0.0,સરસ
gaiety,0.9,0.0,ઉમદા
eagerly,0.9,0.0,આતુરતાથી
accessable,0.9,0.0,.ક્સેસિબલ
acclaim,0.9,0.0,પ્રશંસા
self-sufficient,0.9,0.0,આત્મનિર્ભર
adulatory,0.9,0.0,એડ્યુલેટરી
roomy,0.9,0.0,મો roomું
harmonious,0.9,0.0,નિર્દોષ
ecstatically,0.9,0.0,ઉત્સાહથી
relent,0.9,0.0,પ્રતિષ્ઠિત
impassioned,0.9,0.0,પ્રભાવિત
rectifying,0.9,0.0,સુધારણા
prize,0.9,0.0,ઇનામ
beauteous,0.9,0.0,સુંદર
confidence,0.9,0.0,આત્મવિશ્વાસ
cherished,0.9,0.0,પ્રિય છે
outstrip,0.9,0.0,પછાડવું
wieldy,0.9,0.0,વેલ્ડી
picturesque,0.9,0.0,મનોહર
educated,0.9,0.0,શિક્ષિત
dauntless,0.9,0.0,બેચેન
embolden,0.9,0.0,ઉત્સાહિત
reaffirmation,0.9,0.0,પુષ્ટિ
cost-saving,0.9,0.0,ખર્ચ બચત
brainy,0.9,0.0,બુદ્ધિશાળી
unencumbered,0.9,0.0,અવિરત
amenity,0.9,0.0,સગવડતા
valor,0.9,0.0,કિંમત
convience,0.9,0.0,ખાતરી
err-free,0.9,0.0,ભૂલ મુક્ત
hotcake,0.9,0.0,હોટકેક
delighted,0.9,0.0,આનંદ
prestigious,0.9,0.0,પ્રતિષ્ઠિત
amazingly,0.9,0.0,આશ્ચર્યજનક રીતે
encourage,0.9,0.0,પ્રોત્સાહન
liked,0.9,0.0,ગમ્યું
correct,0.9,0.0,સાચું
outdo,0.9,0.0,આઉટડો
helped,0.9,0.0,મદદ કરી
accolade,0.9,0.0,વખાણ
invulnerable,0.9,0.0,અભેદ્ય
defeating,0.9,0.0,હરાવવા
gems,0.9,0.0,રત્ન
low-priced,0.9,0.0,ઓછી કિંમતવાળી
patiently,0.9,0.0,ધીરજથી
dazzle,0.9,0.0,ઝાકઝમાળ
enviable,0.9,0.0,ઈર્ષાભાવપૂર્ણ
engaging,0.9,0.0,આકર્ષક
ingenuous,0.9,0.0,ચાતુર્ય
peach,0.9,0.0,આલૂ
gleefully,0.9,0.0,આનંદથી
supurbly,0.9,0.0,supurbly
refund,0.9,0.0,પરત કરેલી રકમ
lower-priced,0.9,0.0,નીચા ભાવે
patriotic,0.9,0.0,દેશભક્તિ
calmness,0.9,0.0,શાંતિ
irreplaceable,0.9,0.0,બદલી ન શકાય તેવું
fearlessly,0.9,0.0,નિર્ભયપણે
steadfastly,0.9,0.0,અડગ
exalting,0.9,0.0,ઉત્તમ
trustworthiness,0.9,0.0,વિશ્વસનીયતા
accommodative,0.9,0.0,અનુકૂળ
unrestricted,0.9,0.0,અનિયંત્રિત
affordably,0.9,0.0,પોસાય
appeal,0.9,0.0,અપીલ
integrated,0.9,0.0,સંકલિત
dead-on,0.9,0.0,મૃત-પર
remarkable,0.9,0.0,નોંધપાત્ર
brainiest,0.9,0.0,બુદ્ધિશાળી
