Term,PosScore,NegScore,Tamil
thrash,0.0,-0.9,thrash
despotism,0.0,-0.9,சர்வாதிகாரம்
offensively,0.0,-0.9,தாக்குதல்
damnably,0.0,-0.9,அடக்கமாக
absurd,0.0,-0.9,அபத்தமான
slur,0.0,-0.9,slur
impolitic,0.0,-0.9,அரசியல்
unfit,0.0,-0.9,தகுதியற்றது
vomits,0.0,-0.9,வாந்தி
bid-rigging,0.0,-0.9,ஏலம்-மோசடி
regrets,0.0,-0.9,வருந்துகிறது
destitute,0.0,-0.9,ஆதரவற்றவர்கள்
fool,0.0,-0.9,முட்டாள்
misaligns,0.0,-0.9,தவறான வடிவமைப்புகள்
terrorize,0.0,-0.9,பயங்கரவாதம்
illiterate,0.0,-0.9,படிப்பறிவில்லாத
villian,0.0,-0.9,வில்லியன்
zealous,0.0,-0.9,வைராக்கியம்
sucked,0.0,-0.9,உறிஞ்சப்பட்டது
despoiler,0.0,-0.9,despoiler
fanatically,0.0,-0.9,வெறித்தனமாக
swagger,0.0,-0.9,ஸ்வாகர்
waste,0.0,-0.9,கழிவு
mocks,0.0,-0.9,கேலி
scar,0.0,-0.9,வடு
provocation,0.0,-0.9,ஆத்திரமூட்டல்
lascivious,0.0,-0.9,காமவெறி
criticize,0.0,-0.9,விமர்சிக்கவும்
deplorable,0.0,-0.9,மோசமான
draconian,0.0,-0.9,கடுமையான
insignificantly,0.0,-0.9,முக்கியமற்றது
traitorous,0.0,-0.9,துரோகி
gibe,0.0,-0.9,இயக்கம்
intransigence,0.0,-0.9,intransigence
mystery,0.0,-0.9,மர்மம்
greedy,0.0,-0.9,பேராசை
misdirection,0.0,-0.9,தவறான வழிநடத்துதல்
grumpish,0.0,-0.9,எரிச்சலான
revengefully,0.0,-0.9,பழிவாங்கும்
impediment,0.0,-0.9,தடை
calamitously,0.0,-0.9,பேரழிவு
lose,0.0,-0.9,இழக்க
disquietingly,0.0,-0.9,சந்தேகத்திற்கு இடமின்றி
murderous,0.0,-0.9,கொலைகார
suspiciously,0.0,-0.9,சந்தேகத்துடன்
twists,0.0,-0.9,திருப்பங்கள்
downfallen,0.0,-0.9,கீழ்நோக்கி
spoon-feed,0.0,-0.9,ஸ்பூன்-தீவனம்
haughtily,0.0,-0.9,பெருமிதத்துடன்
cancer,0.0,-0.9,புற்றுநோய்
sore,0.0,-0.9,புண்
lament,0.0,-0.9,புலம்பல்
blather,0.0,-0.9,blather
foe,0.0,-0.9,எதிரி
counterproductive,0.0,-0.9,எதிர் உற்பத்தி
lied,0.0,-0.9,பொய் சொன்னார்
rollercoaster,0.0,-0.9,உருளைக்கிழங்கு
unfunded,0.0,-0.9,பணமளிக்காத
smack,0.0,-0.9,ஸ்மாக்
unprepared,0.0,-0.9,தயார் செய்யப்படாத
dishonest,0.0,-0.9,நேர்மையற்ற
extravagantly,0.0,-0.9,ஆடம்பரமாக
foolhardy,0.0,-0.9,மடத்தனமாக
obstructs,0.0,-0.9,தடை செய்கிறது
divergent,0.0,-0.9,மாறுபட்ட
devilish,0.0,-0.9,பிசாசு
revolt,0.0,-0.9,கிளர்ச்சி
warned,0.0,-0.9,எச்சரித்தார்
violator,0.0,-0.9,மீறுபவர்
pittance,0.0,-0.9,பரிதாபம்
debauchery,0.0,-0.9,துஷ்பிரயோகம்
misery,0.0,-0.9,துயரத்தின்
betray,0.0,-0.9,காட்டிக்கொடுப்பு
impurity,0.0,-0.9,தூய்மையற்றது
farcically,0.0,-0.9,farcically
stuttering,0.0,-0.9,திணறல்
outsider,0.0,-0.9,வெளிநாட்டவர்
monstrosity,0.0,-0.9,மான்ஸ்ட்ரோசிட்டி
audacity,0.0,-0.9,தைரியம்
delusion,0.0,-0.9,மாயை
uprising,0.0,-0.9,எழுச்சி
overzealously,0.0,-0.9,மிகைப்படுத்தி
worryingly,0.0,-0.9,கவலையுடன்
dunce,0.0,-0.9,dunce
dissappointed,0.0,-0.9,ஏமாற்றமடைந்தார்
intimidatingly,0.0,-0.9,அச்சுறுத்தும் வகையில்
blotchy,0.0,-0.9,கறைபடிந்த
demonizes,0.0,-0.9,அரக்கன்
heckle,0.0,-0.9,ஹெக்கிள்
ill-usage,0.0,-0.9,தவறான பயன்பாடு
devilishly,0.0,-0.9,பிசாசு
enemy,0.0,-0.9,எதிரி
catastrophies,0.0,-0.9,பேரழிவுகள்
bloodthirsty,0.0,-0.9,இரத்தவெறி
deform,0.0,-0.9,சிதைப்பது
distrusting,0.0,-0.9,அவநம்பிக்கை
fallaciously,0.0,-0.9,தவறாக
shit,0.0,-0.9,மலம்
ineffectualness,0.0,-0.9,பயனற்ற தன்மை
grapple,0.0,-0.9,கிராப்பிள்
censure,0.0,-0.9,தணிக்கை
disintegrate,0.0,-0.9,சிதைவு
lechery,0.0,-0.9,லெச்சரி
dissatisfactory,0.0,-0.9,அதிருப்தி
faithless,0.0,-0.9,நம்பிக்கையற்ற
earsplitting,0.0,-0.9,காதுகுத்தல்
run-down,0.0,-0.9,ரன்-டவுன்
bored,0.0,-0.9,சலித்துவிட்டது
bitter,0.0,-0.9,கசப்பான
baffling,0.0,-0.9,குழப்பம்
loss,0.0,-0.9,இழப்பு
alienation,0.0,-0.9,அந்நியப்படுதல்
disable,0.0,-0.9,முடக்கு
aggrivation,0.0,-0.9,திரட்டுதல்
disgruntled,0.0,-0.9,அதிருப்தி
flak,0.0,-0.9,flak
douchbag,0.0,-0.9,douchbag
egomania,0.0,-0.9,egomania
anger,0.0,-0.9,கோபம்
ill-formed,0.0,-0.9,தவறான உருவாக்கம்
violate,0.0,-0.9,மீறு
funky,0.0,-0.9,பங்கி
noisy,0.0,-0.9,சத்தம்
costlier,0.0,-0.9,விலை உயர்ந்தது
strangle,0.0,-0.9,கழுத்தை நெரிக்க
unkind,0.0,-0.9,இரக்கமற்ற
shortsightedness,0.0,-0.9,குறும்பார்வை
twisted,0.0,-0.9,முறுக்கப்பட்ட
feign,0.0,-0.9,feign
retard,0.0,-0.9,தாமதம்
seedy,0.0,-0.9,விதை
violation,0.0,-0.9,மீறல்
whore,0.0,-0.9,பரத்தையர்
downgrade,0.0,-0.9,தரமிறக்குதல்
hurt,0.0,-0.9,காயப்படுத்துகிறது
inopportune,0.0,-0.9,inopportune
retards,0.0,-0.9,தாமதங்கள்
clog,0.0,-0.9,தடை
unavoidably,0.0,-0.9,தவிர்க்க முடியாமல்
ridicule,0.0,-0.9,ஏளனம்
uncivil,0.0,-0.9,uncivil
quandary,0.0,-0.9,சிக்கலானது
subjugation,0.0,-0.9,அடிபணிதல்
worthless,0.0,-0.9,பயனற்றது
hysterics,0.0,-0.9,வெறி
negation,0.0,-0.9,மறுப்பு
preposterously,0.0,-0.9,முன்கூட்டியே
relentlessly,0.0,-0.9,இடைவிடாமல்
infected,0.0,-0.9,நோய்த்தொற்றுக்கு உள்ளானவர்
stupify,0.0,-0.9,முட்டாள்
incomplete,0.0,-0.9,முழுமையற்றது
angrily,0.0,-0.9,கோபமாக
diabolic,0.0,-0.9,டையபோலிக்
preposterous,0.0,-0.9,preposterous
sermonize,0.0,-0.9,சொற்பொழிவு
awkward,0.0,-0.9,விகாரமான
mire,0.0,-0.9,என்ன
startlingly,0.0,-0.9,திடுக்கிட வைக்கும்
sags,0.0,-0.9,வழக்கு
shirker,0.0,-0.9,shirker
stern,0.0,-0.9,கடுமையான
troublingly,0.0,-0.9,தொந்தரவாக
ineffectively,0.0,-0.9,பயனற்றதாக
thicker,0.0,-0.9,தடிமனாக
rabid,0.0,-0.9,வெறித்தனமான
frown,0.0,-0.9,கோபம்
insufferable,0.0,-0.9,தாங்கமுடியாதது
bore,0.0,-0.9,துளை
inadequacy,0.0,-0.9,போதாமை
infamous,0.0,-0.9,பிரபலமற்ற
dismalness,0.0,-0.9,மோசமான
lethargic,0.0,-0.9,சோம்பல்
wickedness,0.0,-0.9,துன்மார்க்கம்
unexplained,0.0,-0.9,விவரிக்கப்படாத
sag,0.0,-0.9,வழக்கு
devilry,0.0,-0.9,பிசாசு
contravene,0.0,-0.9,contravene
disbelieve,0.0,-0.9,நம்பாதீர்கள்
ambiguity,0.0,-0.9,தெளிவற்ற தன்மை
weak,0.0,-0.9,பலவீனமான
oddest,0.0,-0.9,ஒற்றைப்படை
peeved,0.0,-0.9,உரிக்கப்பட்டது
perfidity,0.0,-0.9,perfidity
uneconomical,0.0,-0.9,பொருளாதாரமற்றது
hardheaded,0.0,-0.9,கடினத் தலை
upsettingly,0.0,-0.9,வருத்தத்துடன்
bestial,0.0,-0.9,மிருகத்தனமான
brimstone,0.0,-0.9,கந்தகம்
misconceptions,0.0,-0.9,தவறான எண்ணங்கள்
hang,0.0,-0.9,செயலிழக்க
clumsy,0.0,-0.9,விகாரமான
combative,0.0,-0.9,போர்
delayed,0.0,-0.9,தாமதமாக
numb,0.0,-0.9,உணர்ச்சியற்ற
impossiblity,0.0,-0.9,சாத்தியமற்றது
snobs,0.0,-0.9,ஸ்னோப்ஸ்
unemployed,0.0,-0.9,வேலையில்லாதவர்கள்
corrosion,0.0,-0.9,அரிப்பு
trick,0.0,-0.9,தந்திரம்
inexpertly,0.0,-0.9,அனுபவமற்ற
acridly,0.0,-0.9,தீவிரமாக
uneven,0.0,-0.9,சீரற்றது
decline,0.0,-0.9,சரிவு
perverted,0.0,-0.9,வக்கிரமான
puzzled,0.0,-0.9,குழப்பமான
ricer,0.0,-0.9,பணக்காரர்
sardonically,0.0,-0.9,மன்னிப்பு
loathing,0.0,-0.9,வெறுப்பு
shocked,0.0,-0.9,அதிர்ச்சி
enervate,0.0,-0.9,enervate
intense,0.0,-0.9,தீவிரமானது
incitement,0.0,-0.9,தூண்டுதல்
isolation,0.0,-0.9,தனிமைப்படுத்துதல்
sneak,0.0,-0.9,பதுங்க
lethal,0.0,-0.9,ஆபத்தானது
untrustworthy,0.0,-0.9,நம்பிக்கைக்கு ஒவ்வாத
languorous,0.0,-0.9,சோர்வு
inflict,0.0,-0.9,இழை
unpleasantries,0.0,-0.9,விரும்பத்தகாதவை
revoke,0.0,-0.9,திரும்பப் பெறு
bonkers,0.0,-0.9,பதறியடித்துக்கொண்டு
erodes,0.0,-0.9,அரிக்கிறது
unfortunately,0.0,-0.9,எதிர்பாராதவிதமாக
baffled,0.0,-0.9,தடுமாறியது
disprove,0.0,-0.9,நிரூபிக்கவும்
over-hyped,0.0,-0.9,மிகைப்படுத்தப்பட்ட
rumors,0.0,-0.9,வதந்திகள்
scuffs,0.0,-0.9,scuffs
tout,0.0,-0.9,அனைத்தும்
embroilment,0.0,-0.9,embroilment
unacceptably,0.0,-0.9,ஏற்றுக்கொள்ள முடியாதது
grossly,0.0,-0.9,மொத்தமாக
hurting,0.0,-0.9,வலிக்கிறது
debts,0.0,-0.9,கடன்கள்
falter,0.0,-0.9,தடுமாற
futilely,0.0,-0.9,பயனற்றது
grumble,0.0,-0.9,முணுமுணுக்க
haze,0.0,-0.9,மூடுபனி
split,0.0,-0.9,பிளவு
irrationally,0.0,-0.9,பகுத்தறிவற்ற முறையில்
creeps,0.0,-0.9,க்ரீப்ஸ்
incorrigible,0.0,-0.9,மாற்றமுடியாத
unsettlingly,0.0,-0.9,அமைதியற்ற
din,0.0,-0.9,இருந்து
skeptically,0.0,-0.9,சந்தேகம்
greasy,0.0,-0.9,க்ரீஸ்
uproarously,0.0,-0.9,சலசலப்புடன்
detestable,0.0,-0.9,வெறுக்கத்தக்கது
murky,0.0,-0.9,இருண்ட
slug,0.0,-0.9,ஸ்லக்
crushing,0.0,-0.9,நசுக்குதல்
defunct,0.0,-0.9,செயலிழந்தது
massacres,0.0,-0.9,படுகொலைகள்
fever,0.0,-0.9,காய்ச்சல்
catastrophes,0.0,-0.9,பேரழிவுகள்
disgrace,0.0,-0.9,இழிவு
pinch,0.0,-0.9,கிள்ளுதல்
undependability,0.0,-0.9,நம்பத்தகாத தன்மை
unresolved,0.0,-0.9,தீர்க்கப்படாதது
beseech,0.0,-0.9,beseech
naïve,0.0,-0.9,அனுபவம் இன்றி
paradoxically,0.0,-0.9,முரண்பாடாக
handicapped,0.0,-0.9,ஊனமுற்றோர்
tanked,0.0,-0.9,தொட்டியில்
tarnish,0.0,-0.9,கெடு
ugly,0.0,-0.9,அசிங்கமான
idiotically,0.0,-0.9,முட்டாள்தனமாக
warped,0.0,-0.9,திசைதிருப்பப்பட்ட
scream,0.0,-0.9,அலறல்
propaganda,0.0,-0.9,பிரச்சாரம்
trap,0.0,-0.9,பொறி
trivial,0.0,-0.9,அற்பமானது
indelicate,0.0,-0.9,indelicate
mockingly,0.0,-0.9,கேலி செய்யும்
drained,0.0,-0.9,வடிகட்டப்பட்டது
pettifog,0.0,-0.9,pettifog
sin,0.0,-0.9,இல்லாமல்
inequality,0.0,-0.9,சமத்துவமின்மை
assult,0.0,-0.9,தாக்குதல்
upset,0.0,-0.9,வருத்தம்
overzealous,0.0,-0.9,அதிகப்படியான
malice,0.0,-0.9,தீமை
frustrates,0.0,-0.9,விரக்தியடைகிறது
mediocre,0.0,-0.9,சாதாரணமான
dumbfound,0.0,-0.9,dumbfound
overwhelmed,0.0,-0.9,அதிகமாக
farcical-yet-provocative,0.0,-0.9,farcical- இன்னும்-ஆத்திரமூட்டும்
overtaxed,0.0,-0.9,மிகைப்படுத்தப்பட்ட
scornfully,0.0,-0.9,கேவலமாக
spoilages,0.0,-0.9,கெடுக்கும்
swipe,0.0,-0.9,ஸ்வைப் செய்யவும்
intrusion,0.0,-0.9,ஊடுருவல்
barbaric,0.0,-0.9,காட்டுமிராண்டித்தனம்
manipulation,0.0,-0.9,கையாளுதல்
wrought,0.0,-0.9,செய்யப்பட்டது
concession,0.0,-0.9,சலுகை
shameful,0.0,-0.9,வெட்கக்கேடானது
imprudent,0.0,-0.9,விவேகமற்ற
crashed,0.0,-0.9,செயலிழந்தது
breach,0.0,-0.9,மீறல்
smelling,0.0,-0.9,வாசனை
tardy,0.0,-0.9,tardy
resigned,0.0,-0.9,ராஜினாமா செய்தார்
villainously,0.0,-0.9,வில்லத்தனமாக
gripes,0.0,-0.9,பிடிப்புகள்
self-coup,0.0,-0.9,சுய சதி
cunt,0.0,-0.9,கண்ட்
hypocrites,0.0,-0.9,நயவஞ்சகர்கள்
shamelessness,0.0,-0.9,வெட்கமற்ற தன்மை
ill-treated,0.0,-0.9,தவறான சிகிச்சை
extremist,0.0,-0.9,தீவிரவாதி
rubbish,0.0,-0.9,குப்பை
alienate,0.0,-0.9,அந்நியப்படுத்து
misunderstand,0.0,-0.9,தவறாக புரிந்து கொள்ளுங்கள்
disaffected,0.0,-0.9,அதிருப்தி
audaciously,0.0,-0.9,தைரியமாக
indignity,0.0,-0.9,கோபம்
intoxicate,0.0,-0.9,போதை
ill-favored,0.0,-0.9,தவறான விருப்பம்
snappishly,0.0,-0.9,snappishly
fallacious,0.0,-0.9,தவறான
forsake,0.0,-0.9,கைவிட
lugubrious,0.0,-0.9,நகைச்சுவையான
misgivings,0.0,-0.9,சந்தேகங்கள்
misinform,0.0,-0.9,தவறான தகவல்
nonsense,0.0,-0.9,முட்டாள்தனம்
frightfully,0.0,-0.9,பயத்துடன்
radical,0.0,-0.9,தீவிரமான
terribly,0.0,-0.9,மோசமாக
demonic,0.0,-0.9,பேய்
vindictively,0.0,-0.9,பழிவாங்கும் விதமாக
embarrassment,0.0,-0.9,சங்கடம்
dimmer,0.0,-0.9,மங்கலான
allegation,0.0,-0.9,குற்றச்சாட்டு
scratchy,0.0,-0.9,கீறல்
warlike,0.0,-0.9,போர்க்குணம்
lukewarm,0.0,-0.9,மந்தமான
disavow,0.0,-0.9,மறுக்க
clouding,0.0,-0.9,மேகமூட்டம்
encroach,0.0,-0.9,ஆக்கிரமிப்பு
exorbitant,0.0,-0.9,மிகைப்படுத்தப்பட்ட
lecher,0.0,-0.9,சுவைக்க
tiresome,0.0,-0.9,அலுப்பான
molest,0.0,-0.9,துன்புறுத்தல்
injudicious,0.0,-0.9,மோசமான
desperately,0.0,-0.9,தீவிரமாக
eyesore,0.0,-0.9,கண்கள்
plaything,0.0,-0.9,விளையாட்டு
thumb-down,0.0,-0.9,கட்டைவிரல்-கீழே
frustrate,0.0,-0.9,விரக்தி
remorselessly,0.0,-0.9,வருத்தமின்றி
sues,0.0,-0.9,வழக்கு
desolation,0.0,-0.9,பாழடைந்த
tantrum,0.0,-0.9,தந்திரம்
delusions,0.0,-0.9,மருட்சி
forceful,0.0,-0.9,பலமான
clamorous,0.0,-0.9,ஆரவாரமான
quarrellous,0.0,-0.9,சண்டை
refuted,0.0,-0.9,மறுக்கப்பட்டது
tenuously,0.0,-0.9,மெதுவாக
accusingly,0.0,-0.9,குற்றச்சாட்டுடன்
importunate,0.0,-0.9,இறக்குமதி
detesting,0.0,-0.9,வெறுக்கத்தக்கது
confession,0.0,-0.9,ஒப்புதல் வாக்குமூலம்
desiccate,0.0,-0.9,desiccate
spookiest,0.0,-0.9,பயமுறுத்தும்
haters,0.0,-0.9,வெறுப்பவர்கள்
aggravate,0.0,-0.9,மோசமடைய
untouched,0.0,-0.9,தீண்டத்தகாத
tyrannically,0.0,-0.9,கொடுங்கோன்மைக்கு
bewildering,0.0,-0.9,திகைப்பூட்டும்
calumniously,0.0,-0.9,அவதூறாக
mercilessly,0.0,-0.9,இரக்கமின்றி
disappointments,0.0,-0.9,ஏமாற்றங்கள்
disallow,0.0,-0.9,அனுமதிக்காதீர்கள்
attack,0.0,-0.9,தாக்குதல்
adulterier,0.0,-0.9,விபச்சாரம் செய்பவர்
wobble,0.0,-0.9,தள்ளாட்டம்
irragularity,0.0,-0.9,ஒழுங்கற்ற தன்மை
ripoff,0.0,-0.9,ரிப்போஃப்
wedge,0.0,-0.9,ஆப்பு
contemptuous,0.0,-0.9,அவமதிப்பு
inevitable,0.0,-0.9,தவிர்க்க முடியாதது
disquietude,0.0,-0.9,disquietude
sugarcoated,0.0,-0.9,சர்க்கரை பூசப்பட்ட
wretchedly,0.0,-0.9,மோசமாக
insociable,0.0,-0.9,பிரிக்கமுடியாத
damages,0.0,-0.9,சேதங்கள்
pauper,0.0,-0.9,pauper
inefficiently,0.0,-0.9,திறமையாக
scarcely,0.0,-0.9,அரிதாக
cataclysmal,0.0,-0.9,பேரழிவு
disastrously,0.0,-0.9,பேரழிவு தரும்
scoff,0.0,-0.9,கேலி
hacks,0.0,-0.9,ஹேக்ஸ்
impudently,0.0,-0.9,impudently
bothers,0.0,-0.9,தொந்தரவு செய்கிறது
desertion,0.0,-0.9,விலகல்
meager,0.0,-0.9,அற்பமானது
inconsequently,0.0,-0.9,தொடர்ச்சியாக
detested,0.0,-0.9,வெறுக்கத்தக்கது
selfinterested,0.0,-0.9,சுய அக்கறை
dissed,0.0,-0.9,கலைந்தது
unfaithful,0.0,-0.9,விசுவாசமற்ற
falsehood,0.0,-0.9,பொய்
slowly,0.0,-0.9,மெதுவாக
backbite,0.0,-0.9,முதுகெலும்பு
dusty,0.0,-0.9,தூசி நிறைந்த
freezes,0.0,-0.9,உறைகிறது
ominous,0.0,-0.9,அச்சுறுத்தும்
unskilled,0.0,-0.9,திறமையற்றவர்
unlikely,0.0,-0.9,சாத்தியமில்லை
sham,0.0,-0.9,ஷாம்
hiliarious,0.0,-0.9,பெருங்களிப்புடையது
tangle,0.0,-0.9,சிக்கல்
molestation,0.0,-0.9,துன்புறுத்தல்
ill-designed,0.0,-0.9,மோசமாக வடிவமைக்கப்பட்டுள்ளது
undetermined,0.0,-0.9,தீர்மானிக்கப்படாதது
caricature,0.0,-0.9,கேலிச்சித்திரம்
callous,0.0,-0.9,கடுமையான
fabricate,0.0,-0.9,தயாரிக்கப்பட்டது
bloody,0.0,-0.9,இரத்தக்களரி
friction,0.0,-0.9,உராய்வு
lacking,0.0,-0.9,இல்லாதது
unwise,0.0,-0.9,விவேகமற்ற
wreaks,0.0,-0.9,சிதைக்கிறது
debilitate,0.0,-0.9,பலவீனம்
peeve,0.0,-0.9,peeve
mistakes,0.0,-0.9,தவறுகள்
abominable,0.0,-0.9,அருவருப்பானது
vomit,0.0,-0.9,வாந்தி
pervert,0.0,-0.9,வக்கிரம்
prohibitive,0.0,-0.9,தடைசெய்யக்கூடியது
disadvantaged,0.0,-0.9,பின்தங்கிய
ingratitude,0.0,-0.9,நன்றியுணர்வு
bait,0.0,-0.9,துாண்டில்
hallucination,0.0,-0.9,மாயை
oversight,0.0,-0.9,மேற்பார்வை
so-cal,0.0,-0.9,so-cal
repetitive,0.0,-0.9,மீண்டும் மீண்டும்
stale,0.0,-0.9,இன்னும்
annoy,0.0,-0.9,தொந்தரவு
abusive,0.0,-0.9,தவறான
bothersome,0.0,-0.9,தொந்தரவு
disheartening,0.0,-0.9,மனச்சோர்வு
misbehave,0.0,-0.9,தவறாக நடந்து கொள்ளுங்கள்
nastily,0.0,-0.9,nastily
unintelligible,0.0,-0.9,புரியாத
protest,0.0,-0.9,எதிர்ப்பு
careless,0.0,-0.9,கவனக்குறைவு
infernal,0.0,-0.9,நரக
hardened,0.0,-0.9,கடினப்படுத்தப்பட்டது
mockery,0.0,-0.9,கேலி
insidious,0.0,-0.9,நயவஞ்சக
cringed,0.0,-0.9,பயமுறுத்தியது
disparage,0.0,-0.9,அவமதிப்பு
hotbeds,0.0,-0.9,hotbeds
indigent,0.0,-0.9,அசாதாரண
perish,0.0,-0.9,அழிந்து
bereft,0.0,-0.9,bereft
ridicules,0.0,-0.9,அபத்தமானது
diabolically,0.0,-0.9,diabolically
exagerate,0.0,-0.9,மிகைப்படுத்தப்பட்ட
inefficient,0.0,-0.9,திறமையற்றது
mangles,0.0,-0.9,mangles
evasive,0.0,-0.9,தவிர்க்கக்கூடிய
scarred,0.0,-0.9,வடு
commotion,0.0,-0.9,குழப்பம்
fell,0.0,-0.9,விழுந்தது
obliterated,0.0,-0.9,அழிக்கப்பட்டது
oppress,0.0,-0.9,அடக்கு
craftily,0.0,-0.9,வஞ்சகமாக
distorts,0.0,-0.9,சிதைக்கிறது
grim,0.0,-0.9,கடுமையான
gruesomely,0.0,-0.9,பயங்கரமாக
hype,0.0,-0.9,ஹைப்
dinky,0.0,-0.9,டிங்கி
senile,0.0,-0.9,வயதான
unlicensed,0.0,-0.9,உரிமம் பெறாதது
vengeful,0.0,-0.9,பழிவாங்கும்
ambivalence,0.0,-0.9,தெளிவற்ற தன்மை
invalidate,0.0,-0.9,செல்லாதது
perturb,0.0,-0.9,perturb
jealously,0.0,-0.9,பொறாமையுடன்
naive,0.0,-0.9,அனுபவம் இன்றி
obstructing,0.0,-0.9,தடுக்கும்
irreversible,0.0,-0.9,மாற்ற முடியாதது
regretful,0.0,-0.9,வருத்தத்துடன்
exploitation,0.0,-0.9,சுரண்டல்
impertinent,0.0,-0.9,imptertain
inconsolable,0.0,-0.9,பொருத்தமற்றது
incompatability,0.0,-0.9,பொருந்தாத தன்மை
warp,0.0,-0.9,போரிடு
destroy,0.0,-0.9,அழிக்க
affliction,0.0,-0.9,துன்பம்
devastation,0.0,-0.9,பேரழிவு
extravagant,0.0,-0.9,களியாட்டம்
poor,0.0,-0.9,ஏழை
stigmatize,0.0,-0.9,களங்கப்படுத்து
risk,0.0,-0.9,ஆபத்து
rocky,0.0,-0.9,பாறை
egotism,0.0,-0.9,அகங்காரம்
slanderer,0.0,-0.9,அவதூறு செய்பவர்
scowl,0.0,-0.9,scowl
slumpping,0.0,-0.9,சரிவு
stumbled,0.0,-0.9,தடுமாறின
devil,0.0,-0.9,பிசாசு
cutthroat,0.0,-0.9,கட்ரோட்
defamatory,0.0,-0.9,அவதூறு
remorselessness,0.0,-0.9,வருத்தம்
meanness,0.0,-0.9,அற்பத்தனம்
drones,0.0,-0.9,ட்ரோன்கள்
unworkable,0.0,-0.9,வேலை செய்ய முடியாதது
discomfititure,0.0,-0.9,discomfititure
fulminate,0.0,-0.9,ஃபுல்மினேட்
inattentive,0.0,-0.9,கவனக்குறைவு
invidiousness,0.0,-0.9,invidiousness
shortcomings,0.0,-0.9,குறைபாடுகள்
disapointment,0.0,-0.9,disapointment
doomsday,0.0,-0.9,டூம்ஸ்டே
immobilized,0.0,-0.9,அசையாதது
inconceivable,0.0,-0.9,நினைத்துப்பார்க்க முடியாதது
stressful,0.0,-0.9,மன அழுத்தம்
uncomfortable,0.0,-0.9,சங்கடமான
drain,0.0,-0.9,வடிகால்
crippled,0.0,-0.9,முடங்கிப்போனது
futile,0.0,-0.9,பயனற்றது
panicky,0.0,-0.9,பீதி
accuse,0.0,-0.9,குற்றம்
farfetched,0.0,-0.9,தொலைவில் உள்ளது
petrify,0.0,-0.9,petrify
morons,0.0,-0.9,முட்டாள்கள்
nervously,0.0,-0.9,பதட்டமாக
scandalous,0.0,-0.9,அவதூறு
flimflam,0.0,-0.9,flimflam
corruption,0.0,-0.9,ஊழல்
dirty,0.0,-0.9,அழுக்கு
outmoded,0.0,-0.9,காலாவதியானது
unrelenting,0.0,-0.9,இடைவிடாமல்
sub-par,0.0,-0.9,துணை-சம
trample,0.0,-0.9,மிதித்து
martyrdom,0.0,-0.9,தியாகம்
tank,0.0,-0.9,தொட்டி
outcast,0.0,-0.9,வெளியேற்றப்பட்ட
sadly,0.0,-0.9,துரதிர்ஷ்டவசமாக
liars,0.0,-0.9,பொய்யர்கள்
stark,0.0,-0.9,வலுவான
rremediable,0.0,-0.9,rremediable
latency,0.0,-0.9,தாமதம்
dissatisfies,0.0,-0.9,அதிருப்திகள்
straggle,0.0,-0.9,சிரமம்
wrinkle,0.0,-0.9,சுருக்கம்
barbarously,0.0,-0.9,காட்டுமிராண்டித்தனமாக
disastrous,0.0,-0.9,பேரழிவு தரும்
irretating,0.0,-0.9,எரிச்சலூட்டும்
repudiation,0.0,-0.9,நிராகரிப்பு
weird,0.0,-0.9,வித்தியாசமானது
woeful,0.0,-0.9,பரிதாபம்
dissatisfied,0.0,-0.9,அதிருப்தி
dissidents,0.0,-0.9,எதிர்ப்பாளர்கள்
fuss,0.0,-0.9,வம்பு
doubtful,0.0,-0.9,சந்தேகத்திற்குரியது
expensive,0.0,-0.9,விலை உயர்ந்தது
flimsy,0.0,-0.9,மெலிந்த
partisan,0.0,-0.9,பாகுபாடான
pest,0.0,-0.9,பூச்சி
superficially,0.0,-0.9,மேலோட்டமாக
rue,0.0,-0.9,தெரு
dogged,0.0,-0.9,நாய்க்குட்டி
impure,0.0,-0.9,தூய்மையற்ற
culpable,0.0,-0.9,குற்ற உணர்வு
erode,0.0,-0.9,அரிப்பு
sued,0.0,-0.9,வழக்கு
unauthentic,0.0,-0.9,அங்கீகரிக்கப்படாதது
tingled,0.0,-0.9,கூச்சம்
profanity,0.0,-0.9,அவதூறு
improbably,0.0,-0.9,சாத்தியமற்றது
shortage,0.0,-0.9,பற்றாக்குறை
brashly,0.0,-0.9,துணிச்சலாக
apprehensive,0.0,-0.9,பயம்
infiltrator,0.0,-0.9,ஊடுருவல்
savages,0.0,-0.9,காட்டுமிராண்டிகள்
demonized,0.0,-0.9,பேய் பிடித்தது
incivility,0.0,-0.9,இயலாமை
tricky,0.0,-0.9,தந்திரமான
recklessness,0.0,-0.9,பொறுப்பற்ற தன்மை
ding,0.0,-0.9,விஷயம்
imperfection,0.0,-0.9,அபூரணம்
cracked,0.0,-0.9,கிராக்
paralize,0.0,-0.9,முடக்கம்
frictions,0.0,-0.9,உராய்வுகள்
shun,0.0,-0.9,விலக்கு
calumnious,0.0,-0.9,கடினமான
cheat,0.0,-0.9,ஏமாற்று
casualty,0.0,-0.9,விபத்து
haste,0.0,-0.9,அவசரம்
little-known,0.0,-0.9,கொஞ்சம் அறியப்பட்ட
undocumented,0.0,-0.9,ஆவணமற்றது
grind,0.0,-0.9,அரைக்கவும்
spotty,0.0,-0.9,ஸ்பாட்டி
