Term,PosScore,NegScore,Bangla
immaculate,0.9,0.0,অনিন্দ্য
gratefully,0.9,0.0,কৃতজ্ঞচিত্তে
pure,0.9,0.0,বিশুদ্ধ
benevolence,0.9,0.0,দয়াশীলতা
grateful,0.9,0.0,কৃতজ্ঞ
magnanimous,0.9,0.0,মহানুভব
audible,0.9,0.0,শ্রবণযোগ্য
fantastic,0.9,0.0,চমত্কার
honoring,0.9,0.0,অনারিং
exhilarate,0.9,0.0,উল্লসিত করা
savvy,0.9,0.0,কাণ্ডজ্ঞান
well-rounded,0.9,0.0,ভাল ভিডিও
luxuriate,0.9,0.0,বিলাসী হত্তয়া
long-lasting,0.9,0.0,টেকসই
straighten,0.9,0.0,সোজা
friendliness,0.9,0.0,বন্ধুভাবাপন্নতা
courage,0.9,0.0,সাহস
ennoble,0.9,0.0,মর্যাদা-সম্পন্ন করা
agilely,0.9,0.0,agilely
authentic,0.9,0.0,খাঁটি
smoother,0.9,0.0,বাধামুক্ত
miracles,0.9,0.0,অলৌকিক
destiny,0.9,0.0,নিয়তি
influential,0.9,0.0,প্রভাবশালী
reconcile,0.9,0.0,পুনর্মিলিত করা
fav,0.9,0.0,পছন্দের
enrapture,0.9,0.0,আহ্লাদিত করা
eager,0.9,0.0,আগ্রহী
entertains,0.9,0.0,আনন্দ
integral,0.9,0.0,অখণ্ড
majesty,0.9,0.0,মহিমা
comfortably,0.9,0.0,সুখে
vouch,0.9,0.0,সাক্ষী হত্তয়া
precisely,0.9,0.0,অবিকল
excitedness,0.9,0.0,excitedness
personalized,0.9,0.0,ব্যক্তিগতকৃত
faultless,0.9,0.0,ত্রুটিহীন
better-than-expected,0.9,0.0,আশাতিরিক্ত
faster,0.9,0.0,দ্রুত
trusting,0.9,0.0,বিশ্বাস
comfortable,0.9,0.0,আরামপ্রদ
respite,0.9,0.0,অবকাশ
elite,0.9,0.0,অভিজাত
respectful,0.9,0.0,শ্রদ্ধাশীল
rock-star,0.9,0.0,সঙ্গীত তারকা
stylish,0.9,0.0,আড়ম্বরপূর্ণ
endorses,0.9,0.0,উপস্থাপনা করেন
whooa,0.9,0.0,whooa
modest,0.9,0.0,বিনয়ী
gentlest,0.9,0.0,gentlest
swift,0.9,0.0,দ্রুতগতি
skillful,0.9,0.0,দক্ষ
individualized,0.9,0.0,স্বতন্ত্র
remunerate,0.9,0.0,পুরস্কৃত করা
advanced,0.9,0.0,অগ্রসর
contentment,0.9,0.0,তৃপ্তি
feisty,0.9,0.0,কুস্বভাব
clear,0.9,0.0,স্পষ্ট
problem-solver,0.9,0.0,সমস্যা সমাধানকারী
cleared,0.9,0.0,সাফ
solace,0.9,0.0,সান্ত্বনা
abundance,0.9,0.0,প্রাচুর্য
bullish,0.9,0.0,বুলিশ
fascinate,0.9,0.0,Fascinate
positives,0.9,0.0,পজিটিভ
plentiful,0.9,0.0,প্রচুর
effusive,0.9,0.0,নির্গমনশীল
loved,0.9,0.0,পছন্দ
entranced,0.9,0.0,ভীষনভাবে
gentle,0.9,0.0,মৃদু
brilliance,0.9,0.0,প্রতিভা
stupendously,0.9,0.0,stupendously
intelligence,0.9,0.0,বুদ্ধিমত্তা
rockstar,0.9,0.0,সঙ্গীত তারকা
proficiently,0.9,0.0,দক্ষতার
enthuse,0.9,0.0,কৌতূহলী করান
luxurious,0.9,0.0,বিলাসী
adaptive,0.9,0.0,অভিযোজিত
complement,0.9,0.0,পরিপূর্ণ
mercifully,0.9,0.0,করুণার
lean,0.9,0.0,রোগা
intimate,0.9,0.0,অন্তরঙ্গ
beutifully,0.9,0.0,beutifully
cleaner,0.9,0.0,পরিষ্কারক
freed,0.9,0.0,বিমুক্ত
gratified,0.9,0.0,তৃপ্ত
ideal,0.9,0.0,আদর্শ
vouchsafe,0.9,0.0,স্বেচ্ছায় রাজী হত্তয়া
ebulliently,0.9,0.0,ebulliently
redemption,0.9,0.0,মুক্তি
cherish,0.9,0.0,Cherish
whoooa,0.9,0.0,whoooa
stunningly,0.9,0.0,অসম্ভব
gladly,0.9,0.0,সানন্দে
triumphant,0.9,0.0,জয়যুক্ত
dead-cheap,0.9,0.0,মৃত সস্তা
illuminate,0.9,0.0,জ্বালান
promising,0.9,0.0,প্রতিশ্রুতি
abundant,0.9,0.0,প্রচুর
rejuvenate,0.9,0.0,পুনর্যৌবন লাভ করা
righten,0.9,0.0,righten
diplomatic,0.9,0.0,কূটনীতিক
exhilaratingly,0.9,0.0,exhilaratingly
resound,0.9,0.0,প্রতিধ্বনিত করা
glimmer,0.9,0.0,আভাস
hooray,0.9,0.0,হুররে
faith,0.9,0.0,বিশ্বাস
foremost,0.9,0.0,সর্বপ্রথম
heros,0.9,0.0,নায়ক
richness,0.9,0.0,ঐশ্বর্য
sumptuous,0.9,0.0,অতীব ব্যয়বহুল
excitedly,0.9,0.0,ব্যস্ততাসহকারে
adulation,0.9,0.0,তোষণ
lavishly,0.9,0.0,প্রচুর পরিমাণে
irresistible,0.9,0.0,অনিবার্য
valiantly,0.9,0.0,বীরের
noiseless,0.9,0.0,চুপচাপ
record-setting,0.9,0.0,রেকর্ড সেটিং
openly,0.9,0.0,খোলাখুলি
idyllic,0.9,0.0,সরল শান্ত ত্ত মনোরম
coolest,0.9,0.0,কখনই
justly,0.9,0.0,যথাযথরূপে
clean,0.9,0.0,পরিষ্কার
feat,0.9,0.0,কৃতিত্ব
excites,0.9,0.0,উদ্দীপ্তও
fond,0.9,0.0,পটভূমি
harmony,0.9,0.0,সাদৃশ্য
recommend,0.9,0.0,সুপারিশ করা
goodwill,0.9,0.0,মঙ্গলকামনা
excellant,0.9,0.0,excellant
pardon,0.9,0.0,ক্ষমা
richer,0.9,0.0,গরীয়ান
smiles,0.9,0.0,হাসি
indulgent,0.9,0.0,অসংযত
suave,0.9,0.0,নরম
progressive,0.9,0.0,প্রগতিশীল
outsmart,0.9,0.0,ঘোল খাওয়ানো
conveniently,0.9,0.0,সুবিধামত
gratify,0.9,0.0,বাসনা চরিতার্থ করা
steadfastness,0.9,0.0,দৃঢ়তা
rectify,0.9,0.0,সংশোধন করা
pros,0.9,0.0,অনুকূল
trump,0.9,0.0,ভেরী
exultation,0.9,0.0,উল্লাস
thrive,0.9,0.0,উন্নতিলাভ করা
generously,0.9,0.0,উদার হস্তে
nourishment,0.9,0.0,পুষ্টি
momentous,0.9,0.0,গুরুত্বপূর্ণ
fortitude,0.9,0.0,মনোবল
verifiable,0.9,0.0,প্রতিপাদ্য
supports,0.9,0.0,সমর্থন
happily,0.9,0.0,সুখে
adoring,0.9,0.0,প্রেমপূর্ণ
stainless,0.9,0.0,বেদাগ
treasure,0.9,0.0,ধন
endear,0.9,0.0,প্রি় করা
enjoying,0.9,0.0,সেবন
articulate,0.9,0.0,স্পষ্ট
beautify,0.9,0.0,সুন্দর করুন
palatial,0.9,0.0,প্রাসাদতুল্য
win,0.9,0.0,জয়
sincerely,0.9,0.0,অকপটভাবে
loyalty,0.9,0.0,আনুগত্য
strikingly,0.9,0.0,অদ্ভূত
rapid,0.9,0.0,দ্রুত
fortuitously,0.9,0.0,দৈবাৎ
recommended,0.9,0.0,সুপারিশ করা
sharper,0.9,0.0,খর্পর
deft,0.9,0.0,কুশলী
pre-eminent,0.9,0.0,অগ্রগণ্য
reasonable,0.9,0.0,যৌক্তিক
nifty,0.9,0.0,ছিমছাম
warm,0.9,0.0,উষ্ণ
counter-attack,0.9,0.0,প্রতি আক্রমণ
cajole,0.9,0.0,ভুলান
imaginative,0.9,0.0,কল্পনাপ্রবণ
thrilling,0.9,0.0,রোমাঁচকর
issue-free,0.9,0.0,ইস্যু-মুক্ত
adore,0.9,0.0,পূজা
improves,0.9,0.0,উন্নত
wise,0.9,0.0,জ্ঞানী
defeats,0.9,0.0,পরাজয়
smartly,0.9,0.0,সুন্দর
proactive,0.9,0.0,প্ররোচক
yay,0.9,0.0,নম
non-violence,0.9,0.0,অহিংসার লক্ষ্যে
majestic,0.9,0.0,সৌম্য
worthwhile,0.9,0.0,উপযুক্ত
euphoria,0.9,0.0,রমরমা
glow,0.9,0.0,ভাস
perfection,0.9,0.0,পরিপূর্ণতা
brightest,0.9,0.0,উজ্জ্বল
evenly,0.9,0.0,সমান
excellent,0.9,0.0,চমত্কার
witty,0.9,0.0,বিদগ্ধ
glitz,0.9,0.0,চাকচিক্য
leverage,0.9,0.0,উদ্দেশ্যসাধনের উপায়
prospros,0.9,0.0,prospros
fame,0.9,0.0,খ্যাতি
golden,0.9,0.0,সোনালী
substantive,0.9,0.0,বাস্তব
accurately,0.9,0.0,সঠিক
seasoned,0.9,0.0,পাকা
stupendous,0.9,0.0,বিস্ময়কর
inestimable,0.9,0.0,অমুল্য
propitious,0.9,0.0,প্রসন্ন
fashionably,0.9,0.0,হার্ভার্ড
regal,0.9,0.0,রাজকীয়
persevere,0.9,0.0,সবর
well-informed,0.9,0.0,উত্তমরুপে ত্তয়াকিবহাল
intrigue,0.9,0.0,চক্রান্ত
jubilant,0.9,0.0,উল্লসিত
euphorically,0.9,0.0,euphorically
amiability,0.9,0.0,সহৃদয়তা
suavely,0.9,0.0,ভদ্রভাবে
galore,0.9,0.0,প্রচুর পরিমাণে
sturdy,0.9,0.0,বলিষ্ঠ
transparent,0.9,0.0,স্বচ্ছ
undamaged,0.9,0.0,অবিক্ষত
cohere,0.9,0.0,সংলগ্ন থাকা
danke,0.9,0.0,ধন্যবাদ
elatedly,0.9,0.0,elatedly
benifits,0.9,0.0,benifits
achievements,0.9,0.0,সাফল্য
shimmering,0.9,0.0,ধিকিধিকি
preferes,0.9,0.0,পছন্দের
impartial,0.9,0.0,নিরপেক্ষ
promise,0.9,0.0,প্রতিশ্রুতি
spectacular,0.9,0.0,দর্শনীয়
efficacious,0.9,0.0,ফলপ্রদ
passion,0.9,0.0,আবেগ
enhances,0.9,0.0,বাড়ায়
beckoning,0.9,0.0,ইশারা
earnestly,0.9,0.0,আন্তরিকভাবে
right,0.9,0.0,অধিকার
mightily,0.9,0.0,জোরে
favor,0.9,0.0,আনুকূল্য
ingenious,0.9,0.0,প্রতিভাশালী
exuberantly,0.9,0.0,exuberantly
exuberance,0.9,0.0,উদ্দীপনা
magnificence,0.9,0.0,বিশালতা
cleanest,0.9,0.0,পরিষ্কার
gaining,0.9,0.0,হত্তন
fascinating,0.9,0.0,চটুল
support,0.9,0.0,সমর্থন
soothingly,0.9,0.0,soothingly
flattering,0.9,0.0,চাটুকার
orderly,0.9,0.0,সুশৃঙ্খল
wonderfully,0.9,0.0,চমৎকার
equitable,0.9,0.0,ন্যায়সঙ্গত
first-class,0.9,0.0,প্রথম শ্রেণীর
honored,0.9,0.0,সম্মানিত
sparkle,0.9,0.0,ঝক্ঝক্
adored,0.9,0.0,নাপোলির
ease,0.9,0.0,আরাম
enthrall,0.9,0.0,দাসত্বে আবদ্ধ করা
available,0.9,0.0,সহজলভ্য
enliven,0.9,0.0,উদ্দীপ্ত করা
impressed,0.9,0.0,অঙ্কিত
supported,0.9,0.0,সমর্থিত
pleasing,0.9,0.0,আনন্দদায়ক
versatile,0.9,0.0,বহুমুখ কর্মশক্তিসম্পন্ন
warmly,0.9,0.0,উষ্ণভাবে
marvelled,0.9,0.0,আশ্চর্য
pretty,0.9,0.0,চমত্কার
sprightly,0.9,0.0,চট্পটে
fascination,0.9,0.0,মোহ
fave,0.9,0.0,Fave
reasonably,0.9,0.0,কারণপূর্ণভাবে
ovation,0.9,0.0,জয়জয়কার
speedy,0.9,0.0,দ্রুত
satisfy,0.9,0.0,পরিতৃপ্ত করা
super,0.9,0.0,সুপার
privileged,0.9,0.0,তৈরী
jaw-dropping,0.9,0.0,চোয়ালের বাতিল
better-known,0.9,0.0,ভাল পরিচিত
accomplishments,0.9,0.0,শিক্ষাদীক্ষা
breakthroughs,0.9,0.0,ক্রমশ
hilarious,0.9,0.0,অত্যধিক হাসিখুশি
pride,0.9,0.0,গর্ব
hail,0.9,0.0,শিলাবৃষ্টি
gains,0.9,0.0,লাভ
rectification,0.9,0.0,শুদ্ধি
kudos,0.9,0.0,খ্যাতি
like,0.9,0.0,মত
masters,0.9,0.0,কর্তা
appreciable,0.9,0.0,উপলব্ধিজনক
nicest,0.9,0.0,সুন্দরটি
frolic,0.9,0.0,কৌতুক
safely,0.9,0.0,নিরাপদে
instrumental,0.9,0.0,যান্ত্রিক
spectacularly,0.9,0.0,দর্শনীয়ভাবেই
harmless,0.9,0.0,নির্দোষ
unity,0.9,0.0,ঐক্য
fast-paced,0.9,0.0,দ্রুত বিন্যস্ত
ecstasy,0.9,0.0,পরমানন্দ
enjoy,0.9,0.0,উপভোগ
enhancement,0.9,0.0,বৃদ্ধি
assuring,0.9,0.0,আশ্বস্ত
work,0.9,0.0,কাজ
edify,0.9,0.0,নৈতিক করা
formidable,0.9,0.0,দুর্দান্ত
instantly,0.9,0.0,সঙ্গে সঙ্গে
righteously,0.9,0.0,সততার
painlessly,0.9,0.0,থাকুন
comfy,0.9,0.0,আরামদায়ক
fervidly,0.9,0.0,fervidly
approval,0.9,0.0,অনুমোদন
fertile,0.9,0.0,উর্বর
easygoing,0.9,0.0,স্বচ্ছন্দ
admiration,0.9,0.0,প্রশংসা
reward,0.9,0.0,পুরস্কার
promoter,0.9,0.0,প্রবর্তক
responsive,0.9,0.0,প্রতিক্রিয়াশীল
rapt,0.9,0.0,আবিষ্ট
wowing,0.9,0.0,wowing
promptly,0.9,0.0,শীঘ্র
awestruck,0.9,0.0,দেখে বিস্মিত
joyful,0.9,0.0,আনন্দদায়ক
dominate,0.9,0.0,আয়ত্ত করা
capably,0.9,0.0,দক্ষভাবে
virtue,0.9,0.0,পুণ্য
prompt,0.9,0.0,শীঘ্র
willingly,0.9,0.0,স্বেচ্ছায়
magical,0.9,0.0,ঐন্দ্রজালিক
famed,0.9,0.0,বিখ্যাত
angel,0.9,0.0,ফেরেশতা
masterfully,0.9,0.0,প্রতিভার সাথে
amazing,0.9,0.0,আশ্চর্যজনক
convincing,0.9,0.0,বিশ্বাসী
awsome,0.9,0.0,অসাধারণ সব
reforming,0.9,0.0,সংস্কারের
clever,0.9,0.0,চালাক
fervently,0.9,0.0,ঐকান্তকভাবে
harmoniously,0.9,0.0,harmoniously
compact,0.9,0.0,নিবিড়
enterprising,0.9,0.0,উদ্যমী
intriguing,0.9,0.0,কুচুটে
aspire,0.9,0.0,আকুলভাবে কামনা করা
elegance,0.9,0.0,কমনীয়তা
delightful,0.9,0.0,আনন্দদায়ক
maneuverable,0.9,0.0,হানতে
friendly,0.9,0.0,বন্ধুত্বপূর্ণ
gainfully,0.9,0.0,gainfully
ideally,0.9,0.0,আদর্শভাবে
complements,0.9,0.0,সম্পূরক সমূহ
hardy,0.9,0.0,কষ্টসহিষ্ণু
unconditional,0.9,0.0,শর্তহীন
homage,0.9,0.0,সম্মান
talented,0.9,0.0,প্রতিভাশালী
stellarly,0.9,0.0,stellarly
futurestic,0.9,0.0,futurestic
congratulation,0.9,0.0,অভিনঁদন
soft,0.9,0.0,নরম
glory,0.9,0.0,গরিমা
encouragingly,0.9,0.0,উৎসাহ
stylishly,0.9,0.0,stylishly
afford,0.9,0.0,সামর্থ্য
jollify,0.9,0.0,ক্রীড়াকৌতুক করা
skill,0.9,0.0,দক্ষতা
reasoned,0.9,0.0,কারণগত
piety,0.9,0.0,ভক্তি
peaceful,0.9,0.0,শান্তিপূর্ণ
warmhearted,0.9,0.0,warmhearted
endorsing,0.9,0.0,প্রচারে
impressively,0.9,0.0,আকর্ষণীয়
bravo,0.9,0.0,বলিহারি
improvement,0.9,0.0,উন্নতি
sumptuously,0.9,0.0,জাঁকাল
pamper,0.9,0.0,লাই দেত্তয়া
avidly,0.9,0.0,লোভার্তভাবে
profusion,0.9,0.0,প্রাচুর্য
tenaciously,0.9,0.0,নাছোড়বান্দা হইয়া
glisten,0.9,0.0,ঝলমল করা
famously,0.9,0.0,বিখ্যাত
timely,0.9,0.0,সময়োপযোগী
well-known,0.9,0.0,সুপরিচিত
tranquil,0.9,0.0,শান্ত
carefree,0.9,0.0,ভাবনাহীন
healthful,0.9,0.0,স্বাস্থ্যকর
dignified,0.9,0.0,মহৎ
elegant,0.9,0.0,মার্জিত
easy,0.9,0.0,সহজ
excitingly,0.9,0.0,excitingly
well-received,0.9,0.0,সুগৃহীত
impressiveness,0.9,0.0,চিত্তাকর্ষক
simplifies,0.9,0.0,সরলীকৃত
thrift,0.9,0.0,মিতব্যয়িতা
willingness,0.9,0.0,সম্মতি
virtuous,0.9,0.0,ধর্মচারী
outperforms,0.9,0.0,তূলনায়
adroitly,0.9,0.0,নিপুণভাবে
believable,0.9,0.0,বিশ্বাসযোগ্য
ecstasies,0.9,0.0,Ecstasies
glimmering,0.9,0.0,ক্ষীণ আলোক
continuity,0.9,0.0,ধারাবাহিকতা
unaffected,0.9,0.0,অপ্রভাবিত
neatest,0.9,0.0,neatest
prefered,0.9,0.0,prefered
attraction,0.9,0.0,আকর্ষণ
kindly,0.9,0.0,কল্যাণকামী
breeze,0.9,0.0,মৃদুমন্দ বাতাস
amicable,0.9,0.0,বন্ধুত্বপূর্ণ
flatter,0.9,0.0,সমতল
knowledgeable,0.9,0.0,বুদ্ধিমান
first-in-class,0.9,0.0,প্রথম শ্রেণীর
gratifyingly,0.9,0.0,দীর্ঘমেয়াদী
windfall,0.9,0.0,দৈবধন
nicer,0.9,0.0,সুন্দর
dedicated,0.9,0.0,নিবেদিত
well-intentioned,0.9,0.0,সদুদ্দেশ্যে কৃত
autonomous,0.9,0.0,স্বায়ত্তশাসিত
awed,0.9,0.0,তত বেশি সশ্রদ্ধ ভয়
promises,0.9,0.0,প্রতিশ্রুতি
lucrative,0.9,0.0,লাভজনক
compassionate,0.9,0.0,দয়াশীল
dependably,0.9,0.0,dependably
handsome,0.9,0.0,সুদর্শন
chic,0.9,0.0,চটকদার
excited,0.9,0.0,উত্তেজিত
infallibly,0.9,0.0,নিশ্চিতভাবে
proving,0.9,0.0,প্রতিপাদন
impresses,0.9,0.0,মুগ্ধ
interests,0.9,0.0,স্বার্থ
enviably,0.9,0.0,enviably
dotingly,0.9,0.0,dotingly
superior,0.9,0.0,উচ্চতর
pleasurable,0.9,0.0,আনন্দদায়ক
industrious,0.9,0.0,পরিশ্রমী
polite,0.9,0.0,ভদ্র
slick,0.9,0.0,বাক্পটুতাপূর্ণ
compliant,0.9,0.0,অনুযোগ
smile,0.9,0.0,হাসা
agreeably,0.9,0.0,প্রীতিকরভাবে
miraculousness,0.9,0.0,miraculousness
works,0.9,0.0,কাজ
reverent,0.9,0.0,সশ্রদ্ধ
graciously,0.9,0.0,অনুগ্রহপূর্বক
pinnacle,0.9,0.0,চূড়া
risk-free,0.9,0.0,ঝুঁকিমুক্ত
empathize,0.9,0.0,রাখেন
righteous,0.9,0.0,ধার্মিক
subsidize,0.9,0.0,ভর্তুকি
effusion,0.9,0.0,কবিতা
unfazed,0.9,0.0,unfazed
awarded,0.9,0.0,দত্ত
excelled,0.9,0.0,উৎকৃষ্ট
beckon,0.9,0.0,ইশারা করা
well-backlit,0.9,0.0,ভালভাবে ব্যাকলিট
law-abiding,0.9,0.0,আইনানুগ
eased,0.9,0.0,লাঘব
amusingly,0.9,0.0,amusingly
sensible,0.9,0.0,বিচক্ষণ
impeccable,0.9,0.0,অনবদ্য
awesomely,0.9,0.0,awesomely
competitive,0.9,0.0,প্রতিযোগিতামূলক
bravery,0.9,0.0,সাহস
distinction,0.9,0.0,পার্থক্য
sagacity,0.9,0.0,সদ্বিবেচনা
goood,0.9,0.0,শুভ
properly,0.9,0.0,সঠিকভাবে
bloom,0.9,0.0,পুষ্প
freshest,0.9,0.0,নবীনতম
richly,0.9,0.0,সমৃদ্ধিসহকারে
well-wishers,0.9,0.0,শোভাকাঙ্খ
flawlessly,0.9,0.0,flawlessly
quaint,0.9,0.0,উদ্ভট
smartest,0.9,0.0,বুদ্ধিমান
gracious,0.9,0.0,করুণাময়
youthful,0.9,0.0,তরূণ
revolutionizes,0.9,0.0,revolutionizes
eloquently,0.9,0.0,অলঙ্কারপূর্ণভাবে
beautiful,0.9,0.0,সুন্দর
feasibly,0.9,0.0,feasibly
relaxed,0.9,0.0,নিরুদ্বেগ
succes,0.9,0.0,সাফল্য
incredible,0.9,0.0,অবিশ্বাস্য
recovery,0.9,0.0,আরোগ্য
wisely,0.9,0.0,বিজ্ঞতার সঙ্গে
effective,0.9,0.0,কার্যকর
merriment,0.9,0.0,উল্লাস
low-risk,0.9,0.0,ঝুঁকি কম
affluence,0.9,0.0,সমৃদ্ধি
admirable,0.9,0.0,ধন্য
inpressed,0.9,0.0,inpressed
wows,0.9,0.0,wows
refine,0.9,0.0,পরিশোধন করা
brave,0.9,0.0,সাহসী
amity,0.9,0.0,বন্ধুত্ব
benevolent,0.9,0.0,হিতৈষী
securely,0.9,0.0,নিরাপদে
improved,0.9,0.0,উন্নত
desiring,0.9,0.0,প্রার্থীর
reform,0.9,0.0,সংশোধন
romantically,0.9,0.0,রোম্যান্টিক
sporty,0.9,0.0,খেলাধুলাপ্রি়
reverence,0.9,0.0,নিষ্ঠা
invigorate,0.9,0.0,বলাধান করা
outstanding,0.9,0.0,অনিষ্পন্ন
prefers,0.9,0.0,পছন্দ
magnificent,0.9,0.0,মহৎ
outperformed,0.9,0.0,ছাপিয়ে গিয়েছিল
eminence,0.9,0.0,সহত্ত্ব
satisified,0.9,0.0,satisified
enviousness,0.9,0.0,enviousness
overjoyed,0.9,0.0,আনন্দে আত্মহারা
sophisticated,0.9,0.0,বাস্তববুদ্ধিসম্পন্ন
extol,0.9,0.0,উচ্চপ্রশংসা করা
astonishingly,0.9,0.0,কাজে অবিশ্বাস্য
world-famous,0.9,0.0,বিশ্ব বিখ্যাত
gratitude,0.9,0.0,কৃতজ্ঞতা
deservedly,0.9,0.0,সমীচীনভাবে
mesmerizingly,0.9,0.0,mesmerizingly
unparalleled,0.9,0.0,অনুপম
gorgeously,0.9,0.0,দামী
genial,0.9,0.0,মহান
succeed,0.9,0.0,সফল
beautifullly,0.9,0.0,beautifullly
faithfully,0.9,0.0,নিখুঁতভাবে
priceless,0.9,0.0,অমূল্য
exultant,0.9,0.0,নাচতে
thank,0.9,0.0,ধন্যবাদ
thumbs-up,0.9,0.0,অঙ্গুষ্ঠ আপ
titillating,0.9,0.0,titillating
preferably,0.9,0.0,বাঞ্ছনীয়
wonder,0.9,0.0,আশ্চর্যের কিছু নেই
jubilate,0.9,0.0,আনন্দোত্সব করা
finest,0.9,0.0,শেখ
recommendation,0.9,0.0,সুপারিশ
astonishing,0.9,0.0,বিস্ময়কর
enrapt,0.9,0.0,enrapt
honesty,0.9,0.0,সততা
luxury,0.9,0.0,বিলাসিতা
futuristic,0.9,0.0,আধুনিক
important,0.9,0.0,গুরুত্বপূর্ণ
gaily,0.9,0.0,ফূর্তিতে
smooth,0.9,0.0,মসৃণ
stronger,0.9,0.0,শক্তিশালী
high-spirited,0.9,0.0,তেজস্বী
succeeding,0.9,0.0,পদানুবর্তী
beloved,0.9,0.0,দয়িত
beautifully,0.9,0.0,সুন্দর
sustainable,0.9,0.0,টেকসই
staunch,0.9,0.0,বায়ুরোধী
nice,0.9,0.0,চমৎকার
acclamation,0.9,0.0,প্রশংসা
stellar,0.9,0.0,নাক্ষত্রিক
favorited,0.9,0.0,পছন্দ
zenith,0.9,0.0,সুবিন্দু
courteous,0.9,0.0,বিনীত
heroically,0.9,0.0,বীরত্বের সাথে
lucky,0.9,0.0,ভাগ্যবান
correctly,0.9,0.0,সঠিকভাবে
prudent,0.9,0.0,বিচক্ষণ
success,0.9,0.0,সাফল্য
lustrous,0.9,0.0,চিকন
non-violent,0.9,0.0,অহিংস
fervid,0.9,0.0,তপ্ত
gratifying,0.9,0.0,সন্তোষজনক
statuesque,0.9,0.0,শিলারুপী
heartening,0.9,0.0,উৎসাহজনক
unequivocally,0.9,0.0,দ্ব্যর্থহীনভাবে
brand-new,0.9,0.0,আনকোরা
blockbuster,0.9,0.0,ব্লকবাস্টার
breathtaking,0.9,0.0,উত্তেজনাপূর্ণ
remission,0.9,0.0,উপশম
heal,0.9,0.0,আরোগ্য করা
accomodative,0.9,0.0,accomodative
ebullience,0.9,0.0,স্ফুটন
rightness,0.9,0.0,ন্যায্যতা
nobly,0.9,0.0,অভিজাত বংশে
finer,0.9,0.0,তীক্ষ্ণ স্বরূপ
gaiety,0.9,0.0,হর্ষ
eagerly,0.9,0.0,সাগ্রহে
accessable,0.9,0.0,accessable
acclaim,0.9,0.0,জয়ধ্বনি
self-sufficient,0.9,0.0,স্বয়ংসম্পূর্ণ
adulatory,0.9,0.0,সংপ্রশংসনীয়
roomy,0.9,0.0,প্রশস্ত
harmonious,0.9,0.0,সুরেলা
ecstatically,0.9,0.0,ecstatically
relent,0.9,0.0,নরম হত্তয়া
impassioned,0.9,0.0,আবেগপূর্ণ
rectifying,0.9,0.0,শোধক
prize,0.9,0.0,পুরস্কার
beauteous,0.9,0.0,সুন্দর
confidence,0.9,0.0,বিশ্বাস
cherished,0.9,0.0,লালিত
outstrip,0.9,0.0,বেরিয়ে যাত্তয়া
wieldy,0.9,0.0,wieldy
picturesque,0.9,0.0,চিত্রানুগ
educated,0.9,0.0,শিক্ষিত
dauntless,0.9,0.0,অভী
embolden,0.9,0.0,সাহসী করা
reaffirmation,0.9,0.0,পুনর্বাচন
cost-saving,0.9,0.0,খরচ বাঁচান
brainy,0.9,0.0,মাথাল
unencumbered,0.9,0.0,ভারমুক্ত
amenity,0.9,0.0,শিষ্টতা
valor,0.9,0.0,মান
convience,0.9,0.0,convience
err-free,0.9,0.0,মাত্রই ভুল করে-মুক্ত
hotcake,0.9,0.0,্রভগ
delighted,0.9,0.0,খুশি
prestigious,0.9,0.0,মর্যাদাপূর্ণ
amazingly,0.9,0.0,বিস্ময়করভাবে
encourage,0.9,0.0,উত্সাহিত করা
liked,0.9,0.0,পছন্দ
correct,0.9,0.0,ঠিক
outdo,0.9,0.0,অতিক্রম করা
helped,0.9,0.0,সাহায্য
accolade,0.9,0.0,প্রশংসা
invulnerable,0.9,0.0,অভেদ্য
defeating,0.9,0.0,ক্ষয়কারক
gems,0.9,0.0,রত্ন
low-priced,0.9,0.0,কম দামি
patiently,0.9,0.0,অকাতরে
dazzle,0.9,0.0,ঝলসানি
enviable,0.9,0.0,বাঁছনীয়
engaging,0.9,0.0,আকর্ষক
ingenuous,0.9,0.0,মনখোলা
peach,0.9,0.0,পীচ
gleefully,0.9,0.0,উল্লাসিতভাবে
supurbly,0.9,0.0,supurbly
refund,0.9,0.0,প্রত্যর্পণ
lower-priced,0.9,0.0,কম দামের
patriotic,0.9,0.0,স্বদেশপ্রেমী
calmness,0.9,0.0,নিস্তব্ধতা
irreplaceable,0.9,0.0,অপূরণীয়
fearlessly,0.9,0.0,নির্ভয়ে
steadfastly,0.9,0.0,অবিচলিতভাবে
exalting,0.9,0.0,exalting
trustworthiness,0.9,0.0,বিশ্বাসযোগ্যতা
accommodative,0.9,0.0,accommodative
unrestricted,0.9,0.0,অবাধ
affordably,0.9,0.0,সামর্থ্য অনুযায়ী
appeal,0.9,0.0,আবেদন
integrated,0.9,0.0,সমন্বিত
dead-on,0.9,0.0,মারা খাঁ
remarkable,0.9,0.0,অসাধারণ
brainiest,0.9,0.0,brainiest
time-honored,0.9,0.0,প্রাচিনতার দরূন সম্মানিত
savior,0.9,0.0,ত্রাণকর্তা
backbone,0.9,0.0,মেরুদন্ড
outstandingly,0.9,0.0,লক্ষণীয়ভাবে
amazement,0.9,0.0,আশ্চর্য
replaceable,0.9,0.0,প্রতিস্থাপনের যোগ্য
swankiest,0.9,0.0,swankiest
energy-saving,0.9,0.0,শক্তি সঞ্চয়
