Term,PosScore,NegScore,Punjabi
murderous,0.0,-0.9,ਕਾਤਲ
suspiciously,0.0,-0.9,ਸ਼ੱਕ ਨਾਲ
twists,0.0,-0.9,ਮਰੋੜ
downfallen,0.0,-0.9,ਡਾfਨਫਾਲਨ
spoon-feed,0.0,-0.9,ਚੱਮਚ-ਫੀਡ
haughtily,0.0,-0.9,ਹੰਕਾਰੀ
cancer,0.0,-0.9,ਕਸਰ
sore,0.0,-0.9,ਦੁਖਦਾਈ
lament,0.0,-0.9,ਵਿਰਲਾਪ
blather,0.0,-0.9,ਧੱਕਾ
foe,0.0,-0.9,ਦੁਸ਼ਮਣ
counterproductive,0.0,-0.9,ਵਿਰੋਧੀ
lied,0.0,-0.9,ਝੂਠ ਬੋਲਿਆ
rollercoaster,0.0,-0.9,ਰੌਲਰ ਕੋਸਟਰ
unfunded,0.0,-0.9,ਅਨਫੰਡਡ
smack,0.0,-0.9,ਸਮੈਕ
unprepared,0.0,-0.9,ਤਿਆਰੀ
dishonest,0.0,-0.9,ਬੇਈਮਾਨ
extravagantly,0.0,-0.9,ਅਤਿਕਥਨੀ
foolhardy,0.0,-0.9,ਬੇਵਕੂਫ
obstructs,0.0,-0.9,ਰੋਕਦਾ ਹੈ
divergent,0.0,-0.9,ਵੱਖਰੇ
devilish,0.0,-0.9,ਸ਼ੈਤਾਨ
revolt,0.0,-0.9,ਬਗਾਵਤ
warned,0.0,-0.9,ਚੇਤਾਵਨੀ ਦਿੱਤੀ
violator,0.0,-0.9,ਉਲੰਘਣਾ ਕਰਨ ਵਾਲਾ
pittance,0.0,-0.9,ਪਿਟੈਂਸ
debauchery,0.0,-0.9,ਧੋਖਾ
misery,0.0,-0.9,ਦੁੱਖ
betray,0.0,-0.9,ਧੋਖਾ
impurity,0.0,-0.9,ਅਪਵਿੱਤਰਤਾ
farcically,0.0,-0.9,ਦੂਰ ਤੱਕ
stuttering,0.0,-0.9,ਹਿਲਾਉਣਾ
outsider,0.0,-0.9,ਬਾਹਰੀ
monstrosity,0.0,-0.9,ਏਕਤਾ
audacity,0.0,-0.9,ਆਡਸਿਟੀ
delusion,0.0,-0.9,ਭੁਲੇਖਾ
uprising,0.0,-0.9,ਵਿਦਰੋਹ
overzealously,0.0,-0.9,ਵੱਧ
worryingly,0.0,-0.9,ਚਿੰਤਾ ਨਾਲ
dunce,0.0,-0.9,dunce
dissappointed,0.0,-0.9,ਨਿਰਾਸ਼
intimidatingly,0.0,-0.9,ਡਰਾਉਣਾ
blotchy,0.0,-0.9,ਧੁੰਦਲਾ
demonizes,0.0,-0.9,ਭੂਤ
heckle,0.0,-0.9,ਹੇਕਲ
ill-usage,0.0,-0.9,ਮਾੜੀ-ਵਰਤੋਂ
devilishly,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
enemy,0.0,-0.9,ਦੁਸ਼ਮਣ
catastrophies,0.0,-0.9,ਤਬਾਹੀ
bloodthirsty,0.0,-0.9,ਖੂਨੀ
deform,0.0,-0.9,ਖਰਾਬ
distrusting,0.0,-0.9,ਦ੍ਰਿੜਤਾ
fallaciously,0.0,-0.9,ਗਲਤ ਤਰੀਕੇ ਨਾਲ
shit,0.0,-0.9,ਕੂੜਾ
ineffectualness,0.0,-0.9,ਕੁਸ਼ਲਤਾ
grapple,0.0,-0.9,ਫੜ
censure,0.0,-0.9,ਸੈਂਸਰਸ਼ਿਪ
disintegrate,0.0,-0.9,ਟੁੱਟਣਾ
lechery,0.0,-0.9,ਲੈਕਚਰ
dissatisfactory,0.0,-0.9,ਅਸੰਤੁਸ਼ਟ
faithless,0.0,-0.9,ਨਿਹਚਾਵਾਨ
earsplitting,0.0,-0.9,ਈਅਰਸਪਲਿਟਿੰਗ
run-down,0.0,-0.9,ਭੱਜ ਕੇ ਜਾਣਾ
bored,0.0,-0.9,ਬੋਰ
bitter,0.0,-0.9,ਕੌੜਾ
baffling,0.0,-0.9,ਹੈਰਾਨ
loss,0.0,-0.9,ਨੁਕਸਾਨ
alienation,0.0,-0.9,ਪਰਦੇਸੀ
disable,0.0,-0.9,ਅਯੋਗ
aggrivation,0.0,-0.9,ਗੁੱਸੇ
disgruntled,0.0,-0.9,ਨਿਰਾਸ਼
flak,0.0,-0.9,ਫਲੈਕ
douchbag,0.0,-0.9,ਡੋਚਬੈਗ
egomania,0.0,-0.9,ਹਉਮੈਨੀਆ
anger,0.0,-0.9,ਗੁੱਸਾ
ill-formed,0.0,-0.9,ਦੁਸ਼ਟ-ਗਠਿਤ
violate,0.0,-0.9,ਉਲੰਘਣਾ
funky,0.0,-0.9,ਮਜ਼ੇਦਾਰ
noisy,0.0,-0.9,ਸ਼ੋਰ
costlier,0.0,-0.9,ਮਹਿੰਗਾ
strangle,0.0,-0.9,ਗਲਾ ਘੁੱਟਣਾ
unkind,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
shortsightedness,0.0,-0.9,ਛੋਟਾ
twisted,0.0,-0.9,ਮਰੋੜਿਆ ਹੋਇਆ
feign,0.0,-0.9,feign
retard,0.0,-0.9,ਦੇਰੀ
seedy,0.0,-0.9,ਬੀਜਿਆ
violation,0.0,-0.9,ਉਲੰਘਣਾ
whore,0.0,-0.9,ਵੇਸ਼ਵਾ
downgrade,0.0,-0.9,ਡਾngਨਗਰੇਡ
hurt,0.0,-0.9,ਦੁਖੀ
inopportune,0.0,-0.9,inopportune
retards,0.0,-0.9,ਦੇਰੀ
clog,0.0,-0.9,ਬੰਦ
unavoidably,0.0,-0.9,ਬੇਲੋੜੇ
ridicule,0.0,-0.9,ਮਖੌਲ
uncivil,0.0,-0.9,ਨਾਜਾਇਜ਼
quandary,0.0,-0.9,ਭਟਕਣਾ
subjugation,0.0,-0.9,ਅਧੀਨਤਾ
worthless,0.0,-0.9,ਬੇਕਾਰ
hysterics,0.0,-0.9,ਹਿੰਸਕ
negation,0.0,-0.9,ਨਕਾਰਾਤਮਕ
preposterously,0.0,-0.9,ਘਮੰਡ ਨਾਲ
relentlessly,0.0,-0.9,ਨਿਰੰਤਰ
infected,0.0,-0.9,ਸੰਕਰਮਿਤ
stupify,0.0,-0.9,ਮੂਰਖ
incomplete,0.0,-0.9,ਅਧੂਰਾ
angrily,0.0,-0.9,ਗੁੱਸੇ ਨਾਲ
diabolic,0.0,-0.9,ਸ਼ੂਗਰ
preposterous,0.0,-0.9,ਨਿਰਪੱਖ
sermonize,0.0,-0.9,ਉਪਦੇਸ਼
awkward,0.0,-0.9,ਅਜੀਬ
mire,0.0,-0.9,ਕੀ
startlingly,0.0,-0.9,ਹੈਰਾਨੀ ਨਾਲ
sags,0.0,-0.9,ਕੇਸ
shirker,0.0,-0.9,ਸ਼ਿਰਕਰ
stern,0.0,-0.9,ਸਖਤ
troublingly,0.0,-0.9,ਪਰੇਸ਼ਾਨ
ineffectively,0.0,-0.9,ਬੇਅਸਰ
thicker,0.0,-0.9,ਮੋਟਾ
rabid,0.0,-0.9,ਖੂਬਸੂਰਤ
frown,0.0,-0.9,ਫਰੋਨ
insufferable,0.0,-0.9,ਅਸਫਲ
bore,0.0,-0.9,ਬੋਰ
inadequacy,0.0,-0.9,ਅਯੋਗਤਾ
infamous,0.0,-0.9,ਬਦਨਾਮ
dismalness,0.0,-0.9,ਨਿਰਾਸ਼ਾ
lethargic,0.0,-0.9,ਸੁਸਤ
wickedness,0.0,-0.9,ਬੁਰਾਈ
unexplained,0.0,-0.9,ਅਣਜਾਣ
sag,0.0,-0.9,ਕੇਸ
devilry,0.0,-0.9,ਸ਼ੈਤਾਨੀ
contravene,0.0,-0.9,contravene
disbelieve,0.0,-0.9,ਅਵਿਸ਼ਵਾਸ
ambiguity,0.0,-0.9,ਅਸਪਸ਼ਟਤਾ
weak,0.0,-0.9,ਕਮਜ਼ੋਰ
oddest,0.0,-0.9,ਅਜੀਬ
peeved,0.0,-0.9,ਪੇਵਡ
perfidity,0.0,-0.9,ਸੰਪੂਰਨਤਾ
uneconomical,0.0,-0.9,ਗੈਰ-ਆਰਥਿਕ
hardheaded,0.0,-0.9,ਕਠੋਰ
upsettingly,0.0,-0.9,ਪਰੇਸ਼ਾਨ
bestial,0.0,-0.9,ਪਸ਼ੂ
brimstone,0.0,-0.9,ਗੰਧਕ
misconceptions,0.0,-0.9,ਭੁਲੇਖੇ
hang,0.0,-0.9,ਲਟਕ
clumsy,0.0,-0.9,ਬੇਈਮਾਨੀ
combative,0.0,-0.9,ਲੜਾਈ
delayed,0.0,-0.9,ਦੇਰੀ
numb,0.0,-0.9,ਸੁੰਨ
impossiblity,0.0,-0.9,ਅਣਹੋਣੀ
snobs,0.0,-0.9,ਸਨੋਬਜ਼
unemployed,0.0,-0.9,ਬੇਰੁਜ਼ਗਾਰ
corrosion,0.0,-0.9,ਖੋਰ
trick,0.0,-0.9,ਚਾਲ
inexpertly,0.0,-0.9,ਭੋਲੇ
acridly,0.0,-0.9,acritly
uneven,0.0,-0.9,ਅਸਮਾਨ
decline,0.0,-0.9,ਗਿਰਾਵਟ
perverted,0.0,-0.9,ਗੁੰਝਲਦਾਰ
puzzled,0.0,-0.9,ਹੈਰਾਨ
ricer,0.0,-0.9,ਅਮੀਰ
sardonically,0.0,-0.9,ਸੋਗ ਨਾਲ
loathing,0.0,-0.9,ਘਿਣਾਉਣਾ
shocked,0.0,-0.9,ਹੈਰਾਨ
enervate,0.0,-0.9,enervate
intense,0.0,-0.9,ਤੀਬਰ
incitement,0.0,-0.9,ਭੜਕਾਉਣਾ
isolation,0.0,-0.9,ਇਕਾਂਤਵਾਸ
sneak,0.0,-0.9,ਛਿਪੇ
lethal,0.0,-0.9,ਮਾਰੂ
untrustworthy,0.0,-0.9,ਨਾ ਭਰੋਸੇਯੋਗ
languorous,0.0,-0.9,ਰੋਚਕ
inflict,0.0,-0.9,ਪਹੁੰਚਾਉਣਾ
unpleasantries,0.0,-0.9,ਕੋਝਾ
revoke,0.0,-0.9,ਰੱਦ
bonkers,0.0,-0.9,ਬੋਨਕਰ
erodes,0.0,-0.9,ਖਤਮ ਹੋ ਗਿਆ
unfortunately,0.0,-0.9,ਬਦਕਿਸਮਤੀ ਨਾਲ
baffled,0.0,-0.9,ਹੈਰਾਨ
disprove,0.0,-0.9,ਅਸਵੀਕਾਰ
over-hyped,0.0,-0.9,ਬਹੁਤ ਜ਼ਿਆਦਾ
rumors,0.0,-0.9,ਅਫਵਾਹਾਂ
scuffs,0.0,-0.9,ਝਗੜੇ
tout,0.0,-0.9,ਸਭ
embroilment,0.0,-0.9,ਕroਾਈ
unacceptably,0.0,-0.9,ਅਸਵੀਕਾਰਨ
grossly,0.0,-0.9,ਘੋਰ
hurting,0.0,-0.9,ਦੁਖ
debts,0.0,-0.9,ਕਰਜ਼ੇ
falter,0.0,-0.9,ਝੂਠਾ
futilely,0.0,-0.9,ਵਿਅਰਥ
grumble,0.0,-0.9,ਬੁੜ ਬੁੜ
haze,0.0,-0.9,ਧੁੰਦ
split,0.0,-0.9,ਵੰਡ
irrationally,0.0,-0.9,ਤਰਕਹੀਣ
creeps,0.0,-0.9,ਕਰੈਪਸ
incorrigible,0.0,-0.9,ਅਯੋਗ
unsettlingly,0.0,-0.9,ਬੇਚੈਨ
din,0.0,-0.9,ਤੋਂ
skeptically,0.0,-0.9,ਸ਼ੱਕ
greasy,0.0,-0.9,ਚਿਕਨਾਈ
uproarously,0.0,-0.9,ਗੜਬੜ
detestable,0.0,-0.9,ਘਿਣਾਉਣੀ
murky,0.0,-0.9,ਗੰਦਾ
slug,0.0,-0.9,ਸਲਗ
crushing,0.0,-0.9,ਪਿੜਾਈ
defunct,0.0,-0.9,ਖਰਾਬ
massacres,0.0,-0.9,ਕਤਲੇਆਮ
fever,0.0,-0.9,ਬੁਖ਼ਾਰ
catastrophes,0.0,-0.9,ਤਬਾਹੀ
disgrace,0.0,-0.9,ਬਦਨਾਮੀ
pinch,0.0,-0.9,ਚੂੰਡੀ
undependability,0.0,-0.9,ਨਿਰਭਰਤਾ
unresolved,0.0,-0.9,ਅਣਸੁਲਝਿਆ
beseech,0.0,-0.9,ਬੇਨਤੀ
naïve,0.0,-0.9,ਭੋਲਾ
paradoxically,0.0,-0.9,ਵਿਗਾੜ
handicapped,0.0,-0.9,ਅਪਾਹਜ
tanked,0.0,-0.9,ਟੈਂਕਡ
tarnish,0.0,-0.9,ਖਰਾਬ
ugly,0.0,-0.9,ਬਦਸੂਰਤ
idiotically,0.0,-0.9,ਮੂਰਖਤਾ ਨਾਲ
warped,0.0,-0.9,warped
scream,0.0,-0.9,ਚੀਕ
propaganda,0.0,-0.9,ਪ੍ਰਚਾਰ
trap,0.0,-0.9,ਜਾਲ
trivial,0.0,-0.9,ਮਾਮੂਲੀ
indelicate,0.0,-0.9,indelicate
mockingly,0.0,-0.9,ਮਖੌਲ
drained,0.0,-0.9,ਨਿਕਾਸ
pettifog,0.0,-0.9,ਪੇਟੀਫੌਗ
sin,0.0,-0.9,ਬਿਨਾ
inequality,0.0,-0.9,ਅਸਮਾਨਤਾ
assult,0.0,-0.9,ਹਮਲਾ
upset,0.0,-0.9,ਅਸ਼ਾਂਤ
overzealous,0.0,-0.9,ਬਹੁਤ ਜ਼ਿਆਦਾ
malice,0.0,-0.9,ਬੁਰਾਈ
frustrates,0.0,-0.9,ਨਿਰਾਸ਼
mediocre,0.0,-0.9,ਦਰਮਿਆਨੀ
dumbfound,0.0,-0.9,ਗੂੰਗਾ
overwhelmed,0.0,-0.9,ਹਾਵੀ
farcical-yet-provocative,0.0,-0.9,farcical-yet- ਭੜਕਾ.
overtaxed,0.0,-0.9,ਓਵਰਟੈਕਸਡ
scornfully,0.0,-0.9,ਬੇਇੱਜ਼ਤੀ ਨਾਲ
spoilages,0.0,-0.9,ਲੁੱਟ
swipe,0.0,-0.9,ਸਵਾਈਪ
intrusion,0.0,-0.9,ਘੁਸਪੈਠ
barbaric,0.0,-0.9,ਬਰਬਰ
manipulation,0.0,-0.9,ਹੇਰਾਫੇਰੀ
wrought,0.0,-0.9,ਗਰਮ
concession,0.0,-0.9,ਰਿਆਇਤ
shameful,0.0,-0.9,ਸ਼ਰਮਨਾਕ
imprudent,0.0,-0.9,ਬੇਵਕੂਫ
crashed,0.0,-0.9,ਕਰੈਸ਼ ਹੋ ਗਿਆ
breach,0.0,-0.9,ਉਲੰਘਣਾ
smelling,0.0,-0.9,ਮਹਿਕ
tardy,0.0,-0.9,ਤੰਗ
resigned,0.0,-0.9,ਅਸਤੀਫਾ ਦੇ ਦਿੱਤਾ
villainously,0.0,-0.9,ਖੂਬਸੂਰਤ
gripes,0.0,-0.9,ਪਕੜ
self-coup,0.0,-0.9,ਸਵੈ-ਕੂਪ
cunt,0.0,-0.9,ਕੁੰਟ
hypocrites,0.0,-0.9,ਪਖੰਡੀ
shamelessness,0.0,-0.9,ਬੇਸ਼ਰਮੀ
ill-treated,0.0,-0.9,ਬਦਸਲੂਕੀ
extremist,0.0,-0.9,ਕੱਟੜਪੰਥੀ
rubbish,0.0,-0.9,ਕੂੜਾ ਕਰਕਟ
alienate,0.0,-0.9,ਦੂਰ
misunderstand,0.0,-0.9,ਗਲਤ ਸਮਝ
disaffected,0.0,-0.9,ਪ੍ਰਭਾਵਿਤ
audaciously,0.0,-0.9,ਦਲੇਰੀ ਨਾਲ
indignity,0.0,-0.9,ਗੁੱਸਾ
intoxicate,0.0,-0.9,ਨਸ਼ਾ
ill-favored,0.0,-0.9,ਬੁਰਾਈ
snappishly,0.0,-0.9,ਸਨੈਪਿਸ਼ਲੀ
fallacious,0.0,-0.9,ਗਲਤ
forsake,0.0,-0.9,ਤਿਆਗ
lugubrious,0.0,-0.9,ਹਾਸਾ
misgivings,0.0,-0.9,ਗ਼ਲਤਫ਼ਹਿਮੀ
misinform,0.0,-0.9,ਗਲਤ ਜਾਣਕਾਰੀ
nonsense,0.0,-0.9,ਬਕਵਾਸ
frightfully,0.0,-0.9,ਡਰਾਉਣਾ
radical,0.0,-0.9,ਰੈਡੀਕਲ
terribly,0.0,-0.9,ਬਹੁਤ
demonic,0.0,-0.9,ਭੂਤ
vindictively,0.0,-0.9,ਸਪਸ਼ਟ ਤੌਰ ਤੇ
embarrassment,0.0,-0.9,ਸ਼ਰਮਿੰਦਗੀ
dimmer,0.0,-0.9,ਮੱਧਮ
allegation,0.0,-0.9,ਇਲਜ਼ਾਮ
scratchy,0.0,-0.9,ਖੁਰਕ
warlike,0.0,-0.9,ਲੜਾਈ ਵਰਗਾ
lukewarm,0.0,-0.9,ਕੋਮਲ
disavow,0.0,-0.9,ਨਾਮਨਜ਼ੂਰ
clouding,0.0,-0.9,ਬੱਦਲ
encroach,0.0,-0.9,ਕਬਜ਼ਾ
exorbitant,0.0,-0.9,ਬਹੁਤ ਜ਼ਿਆਦਾ
lecher,0.0,-0.9,ਚੱਟੋ
tiresome,0.0,-0.9,ਥਕਾਵਟ
molest,0.0,-0.9,ਛੇੜਛਾੜ
injudicious,0.0,-0.9,ਜ਼ਖਮੀ
desperately,0.0,-0.9,ਹਤਾਸ਼
eyesore,0.0,-0.9,ਨਜ਼ਰ
plaything,0.0,-0.9,ਖੇਡਣ
thumb-down,0.0,-0.9,ਥੰਮ ਥੱਲੇ
frustrate,0.0,-0.9,ਨਿਰਾਸ਼
remorselessly,0.0,-0.9,ਪਛਤਾਵਾ
sues,0.0,-0.9,ਮੁਕੱਦਮਾ
desolation,0.0,-0.9,ਉਜਾੜ
tantrum,0.0,-0.9,ਗੁੱਸਾ
delusions,0.0,-0.9,ਭੁਲੇਖੇ
forceful,0.0,-0.9,ਜ਼ਬਰਦਸਤ
clamorous,0.0,-0.9,ਚਾਪਲੂਸ
quarrellous,0.0,-0.9,ਝਗੜਾ
refuted,0.0,-0.9,ਖਾਰਜ
tenuously,0.0,-0.9,ਤਨਦੇਹੀ ਨਾਲ
accusingly,0.0,-0.9,ਦੋਸ਼ ਦੇ ਕੇ
importunate,0.0,-0.9,ਆਯਾਤ
detesting,0.0,-0.9,ਘਿਣਾਉਣੀ
confession,0.0,-0.9,ਇਕਬਾਲ
desiccate,0.0,-0.9,ਉਜਾੜ
spookiest,0.0,-0.9,ਸਪੋਕੈਸਟ
haters,0.0,-0.9,ਵੈਰ
aggravate,0.0,-0.9,ਵੱਧ
untouched,0.0,-0.9,ਅਛੂਤ
tyrannically,0.0,-0.9,ਜ਼ਾਲਮ
bewildering,0.0,-0.9,ਹੈਰਾਨ
calumniously,0.0,-0.9,ਨਿੰਦਿਆ
mercilessly,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
disappointments,0.0,-0.9,ਨਿਰਾਸ਼ਾ
disallow,0.0,-0.9,ਮਨ੍ਹਾ ਕਰੋ
attack,0.0,-0.9,ਹਮਲਾ
adulterier,0.0,-0.9,ਬਦਕਾਰੀ
wobble,0.0,-0.9,ਕੰਬਣੀ
irragularity,0.0,-0.9,ਬੇਈਮਾਨੀ
ripoff,0.0,-0.9,ਚੀਰ ਦੇਵੋ
wedge,0.0,-0.9,ਪਾੜਾ
contemptuous,0.0,-0.9,ਅਪਮਾਨਜਨਕ
inevitable,0.0,-0.9,ਅਟੱਲ
disquietude,0.0,-0.9,ਬੇਚੈਨੀ
sugarcoated,0.0,-0.9,ਖੰਡ
wretchedly,0.0,-0.9,ਦੁਖਦਾਈ
insociable,0.0,-0.9,insociable
damages,0.0,-0.9,ਹਰਜਾਨੇ
pauper,0.0,-0.9,pauper
inefficiently,0.0,-0.9,ਕੁਸ਼ਲਤਾ ਨਾਲ
scarcely,0.0,-0.9,ਬਹੁਤ ਘੱਟ
cataclysmal,0.0,-0.9,ਘਾਤਕ
disastrously,0.0,-0.9,ਵਿਨਾਸ਼ਕਾਰੀ
scoff,0.0,-0.9,ਮਖੌਲ
hacks,0.0,-0.9,ਹੈਕ
impudently,0.0,-0.9,ਬੇਵਕੂਫੀ ਨਾਲ
bothers,0.0,-0.9,ਪਰੇਸ਼ਾਨ
desertion,0.0,-0.9,ਉਜਾੜ
meager,0.0,-0.9,ਮਾਮੂਲੀ
inconsequently,0.0,-0.9,ਬੇਅੰਤ
detested,0.0,-0.9,ਨਫ਼ਰਤ ਹੈ
selfinterested,0.0,-0.9,ਖ਼ੁਦਗਰਜ਼ੀ
dissed,0.0,-0.9,ਭੰਗ
unfaithful,0.0,-0.9,ਬੇਵਫਾ
falsehood,0.0,-0.9,ਝੂਠ
slowly,0.0,-0.9,ਹੌਲੀ ਹੌਲੀ
backbite,0.0,-0.9,backbite
dusty,0.0,-0.9,ਮਿੱਟੀ ਵਾਲਾ
freezes,0.0,-0.9,ਜੰਮ ਜਾਂਦਾ ਹੈ
ominous,0.0,-0.9,ਅਸ਼ੁੱਧ
unskilled,0.0,-0.9,ਅਕਹਿ
unlikely,0.0,-0.9,ਸੰਭਾਵਨਾ
sham,0.0,-0.9,ਸ਼ਰਮ
hiliarious,0.0,-0.9,ਜਾਣੂ
tangle,0.0,-0.9,ਗੁੰਝਲਦਾਰ
molestation,0.0,-0.9,ਛੇੜਛਾੜ
ill-designed,0.0,-0.9,ਭੈੜੀ-ਡਿਜ਼ਾਇਨ ਕੀਤੀ
undetermined,0.0,-0.9,ਨਿਰਧਾਰਤ
caricature,0.0,-0.9,ਕੈਰੀਕੇਚਰ
callous,0.0,-0.9,ਕਠੋਰ
fabricate,0.0,-0.9,ਨਿਰਮਿਤ
bloody,0.0,-0.9,ਖੂਨੀ
friction,0.0,-0.9,ਰਗੜ
lacking,0.0,-0.9,ਘਾਟ
unwise,0.0,-0.9,ਸਮਝਦਾਰੀ ਨਾਲ
wreaks,0.0,-0.9,ਬਰਬਾਦੀ
debilitate,0.0,-0.9,ਕਮਜ਼ੋਰੀ
peeve,0.0,-0.9,ਪੀਵ
mistakes,0.0,-0.9,ਗਲਤੀਆਂ
abominable,0.0,-0.9,ਘ੍ਰਿਣਾਯੋਗ
vomit,0.0,-0.9,ਉਲਟੀ
pervert,0.0,-0.9,ਵਿਗਾੜ
prohibitive,0.0,-0.9,ਵਰਜਿਤ
disadvantaged,0.0,-0.9,ਵਾਂਝਾ
ingratitude,0.0,-0.9,ਸ਼ੁਕਰਗੁਜ਼ਾਰ
bait,0.0,-0.9,ਦਾਣਾ
hallucination,0.0,-0.9,ਭਰਮ
oversight,0.0,-0.9,ਨਿਗਰਾਨੀ
so-cal,0.0,-0.9,ਕੈਲ
repetitive,0.0,-0.9,ਦੁਹਰਾਉਣਾ
stale,0.0,-0.9,ਅਜੇ ਵੀ
annoy,0.0,-0.9,ਤੰਗ ਕਰੋ
abusive,0.0,-0.9,ਅਪਮਾਨਜਨਕ
bothersome,0.0,-0.9,ਤੰਗ
disheartening,0.0,-0.9,ਨਿਰਾਸ਼ਾਜਨਕ
misbehave,0.0,-0.9,ਦੁਰਵਿਵਹਾਰ
nastily,0.0,-0.9,nastily
unintelligible,0.0,-0.9,ਸਮਝਣਯੋਗ ਨਹੀਂ
protest,0.0,-0.9,ਵਿਰੋਧ
careless,0.0,-0.9,ਲਾਪਰਵਾਹ
infernal,0.0,-0.9,ਸਵਰਗ
hardened,0.0,-0.9,ਕਠੋਰ
mockery,0.0,-0.9,ਮਖੌਲ
insidious,0.0,-0.9,ਧੋਖੇਬਾਜ਼
cringed,0.0,-0.9,ਕੁਰਕਿਆ ਹੋਇਆ
disparage,0.0,-0.9,ਨਾਰਾਜ਼ਗੀ
hotbeds,0.0,-0.9,ਹਾਟਬੇਡਸ
indigent,0.0,-0.9,ਅੰਨਦਾਤਾ
perish,0.0,-0.9,ਨਾਸ ਹੋ ਜਾਣਾ
bereft,0.0,-0.9,ਸਬਰ
ridicules,0.0,-0.9,ਹਾਸੋਹੀਣੇ
diabolically,0.0,-0.9,diabolically
exagerate,0.0,-0.9,ਅਤਿਕਥਨੀ
inefficient,0.0,-0.9,ਅਯੋਗ
mangles,0.0,-0.9,ਮੰਗਲ
evasive,0.0,-0.9,ਬੇਵਕੂਫ
scarred,0.0,-0.9,ਦਾਗ਼
commotion,0.0,-0.9,ਪਰੇਸ਼ਾਨੀ
fell,0.0,-0.9,ਡਿੱਗ ਗਿਆ
obliterated,0.0,-0.9,ਖ਼ਤਮ
oppress,0.0,-0.9,ਜ਼ੁਲਮ
craftily,0.0,-0.9,ਚਲਾਕੀ ਨਾਲ
distorts,0.0,-0.9,ਖਰਾਬ
grim,0.0,-0.9,ਗੰਭੀਰ
gruesomely,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
hype,0.0,-0.9,hype
dinky,0.0,-0.9,ਗਿੱਲਾ
senile,0.0,-0.9,ਸਮਝਦਾਰ
unlicensed,0.0,-0.9,ਬਿਨਾਂ ਲਾਇਸੈਂਸ
vengeful,0.0,-0.9,ਬਦਲਾ ਲੈਣ ਵਾਲਾ
ambivalence,0.0,-0.9,ਦੁਬਿਧਾ
invalidate,0.0,-0.9,ਗਲਤ
perturb,0.0,-0.9,ਪਰੇਸ਼ਾਨ
jealously,0.0,-0.9,ਈਰਖਾ ਨਾਲ
naive,0.0,-0.9,ਭੋਲਾ
obstructing,0.0,-0.9,ਰੁਕਾਵਟ
irreversible,0.0,-0.9,ਬਦਲਾ
regretful,0.0,-0.9,ਅਫਸੋਸ ਹੈ
exploitation,0.0,-0.9,ਸ਼ੋਸ਼ਣ
impertinent,0.0,-0.9,ਬੇਅੰਤ
inconsolable,0.0,-0.9,ਬੇਕਾਬੂ
incompatability,0.0,-0.9,ਅਸੰਗਤਤਾ
warp,0.0,-0.9,ਤਾਰ
destroy,0.0,-0.9,ਨਸ਼ਟ ਕਰੋ
affliction,0.0,-0.9,ਦੁੱਖ
devastation,0.0,-0.9,ਤਬਾਹੀ
extravagant,0.0,-0.9,ਅਤਿਕਥਨੀ
poor,0.0,-0.9,ਗਰੀਬ
stigmatize,0.0,-0.9,ਕਲੰਕਿਤ ਕਰੋ
risk,0.0,-0.9,ਜੋਖਮ
rocky,0.0,-0.9,ਪੱਥਰ ਵਾਲਾ
egotism,0.0,-0.9,ਹੰਕਾਰ
slanderer,0.0,-0.9,ਬਦਨਾਮੀ
scowl,0.0,-0.9,ਝਿੱਲੀ
slumpping,0.0,-0.9,ਤਿਲਕਣ
stumbled,0.0,-0.9,ਠੋਕਰ ਖਾ ਗਈ
devil,0.0,-0.9,ਸ਼ੈਤਾਨ
cutthroat,0.0,-0.9,ਕੱਟ
defamatory,0.0,-0.9,ਬਦਨਾਮੀ
remorselessness,0.0,-0.9,ਪਛਤਾਵਾ
meanness,0.0,-0.9,ਮਤਲਬ
drones,0.0,-0.9,ਡਰੋਨ
unworkable,0.0,-0.9,ਕੰਮ ਨਾ ਕਰਨ ਯੋਗ
discomfititure,0.0,-0.9,ਬੇਅਰਾਮੀ
fulminate,0.0,-0.9,ਮੁਕੰਮਲ
inattentive,0.0,-0.9,ਬੇਪਰਵਾਹ
invidiousness,0.0,-0.9,ਹਮਲਾਵਰਤਾ
shortcomings,0.0,-0.9,ਕਮੀਆਂ
disapointment,0.0,-0.9,ਨਿਰਾਸ਼ਾ
doomsday,0.0,-0.9,ਕਿਆਮਤ ਦਾ ਦਿਨ
immobilized,0.0,-0.9,ਨਿਰੰਤਰ
inconceivable,0.0,-0.9,ਕਲਪਨਾਯੋਗ
stressful,0.0,-0.9,ਤਣਾਅਪੂਰਨ
uncomfortable,0.0,-0.9,ਬੇਚੈਨ
drain,0.0,-0.9,ਡਰੇਨ
crippled,0.0,-0.9,ਅਪੰਗ
futile,0.0,-0.9,ਵਿਅਰਥ
panicky,0.0,-0.9,ਘਬਰਾਹਟ
accuse,0.0,-0.9,ਦੋਸ਼
farfetched,0.0,-0.9,ਦੂਰ
petrify,0.0,-0.9,ਡਰਾਉਣਾ
morons,0.0,-0.9,morons
