Term,PosScore,NegScore,Malayalam
finely,0.9,0.0,നന്നായി
intelligent,0.9,0.0,ബുദ്ധിമാൻ
lush,0.9,0.0,സമൃദ്ധമായ
thoughtfulness,0.9,0.0,ചിന്താശേഷി
feature-rich,0.9,0.0,സവിശേഷത നിറഞ്ഞത്
rock-stars,0.9,0.0,റോക്ക്-സ്റ്റാർസ്
morality,0.9,0.0,ധാർമ്മികത
qualify,0.9,0.0,യോഗ്യത
durable,0.9,0.0,മോടിയുള്ള
realizable,0.9,0.0,തിരിച്ചറിയാൻ കഴിയുന്ന
glistening,0.9,0.0,തിളങ്ങുന്നു
upscale,0.9,0.0,ഉയർന്ന നിലവാരം
well-regarded,0.9,0.0,നന്നായി പരിഗണിക്കപ്പെടുന്നു
fantastically,0.9,0.0,അതിശയകരമായി
thinner,0.9,0.0,നേർത്ത
lead,0.9,0.0,ലീഡ്
profuse,0.9,0.0,സമൃദ്ധമായി
jaw-droping,0.9,0.0,താടിയെല്ല്
reliably,0.9,0.0,വിശ്വസനീയമായി
clarity,0.9,0.0,വ്യക്തത
award,0.9,0.0,അവാർഡ്
relish,0.9,0.0,ആഹ്ലാദിക്കുക
wonderously,0.9,0.0,അത്ഭുതകരമായി
faithfulness,0.9,0.0,വിശ്വസ്തത
invigorating,0.9,0.0,ഉത്തേജനം
believeable,0.9,0.0,വിശ്വസനീയമാണ്
breakthrough,0.9,0.0,വഴിത്തിരിവ്
master,0.9,0.0,മാസ്റ്റർ
boost,0.9,0.0,ബൂസ്റ്റ്
flutter,0.9,0.0,പറക്കുക
illuminati,0.9,0.0,illuminati
dominated,0.9,0.0,ആധിപത്യം
inviolable,0.9,0.0,ലംഘിക്കാനാവാത്ത
delightfully,0.9,0.0,സന്തോഷത്തോടെ
ethical,0.9,0.0,നൈതിക
precious,0.9,0.0,വിലയേറിയ
dazzled,0.9,0.0,മിഴിവുറ്റത്
fast,0.9,0.0,വേഗത്തിൽ
tantalize,0.9,0.0,തന്ത്രപ്രധാനമാക്കുക
respect,0.9,0.0,ബഹുമാനം
reputation,0.9,0.0,മതിപ്പ്
precise,0.9,0.0,കൃത്യമായ
credence,0.9,0.0,വിശ്വാസ്യത
divinely,0.9,0.0,ദിവ്യമായി
benefits,0.9,0.0,ആനുകൂല്യങ്ങൾ
eye-catching,0.9,0.0,ശ്രദ്ധ ആകർഷിക്കുന്നു
adventuresome,0.9,0.0,സാഹസികത
impressive,0.9,0.0,ശ്രദ്ധേയമാണ്
facilitate,0.9,0.0,സുഗമമാക്കുക
well,0.9,0.0,നന്നായി
immense,0.9,0.0,അപാരമായത്
inestimably,0.9,0.0,നിശ്ചയമായും
well-connected,0.9,0.0,നന്നായി ബന്ധിപ്പിച്ചിരിക്കുന്നു
convenient,0.9,0.0,സൗകര്യപ്രദമാണ്
solidarity,0.9,0.0,ഐക്യദാർ ity ്യം
affirmation,0.9,0.0,സ്ഥിരീകരണം
hospitable,0.9,0.0,ആതിഥ്യമര്യാദ
commendably,0.9,0.0,അഭിനന്ദനാർഹമാണ്
exemplary,0.9,0.0,മാതൃകാപരമായ
thumb-up,0.9,0.0,തമ്പ്-അപ്പ്
thrifty,0.9,0.0,മിതവ്യയം
patience,0.9,0.0,ക്ഷമ
pep,0.9,0.0,pep
defeat,0.9,0.0,പരാജയം
trustworthy,0.9,0.0,വിശ്വാസയോഗ്യമായ
affability,0.9,0.0,ബാധ്യത
prosper,0.9,0.0,അഭിവൃദ്ധി പ്രാപിക്കുക
sharp,0.9,0.0,മൂർച്ചയുള്ളത്
traction,0.9,0.0,ട്രാക്ഷൻ
elevate,0.9,0.0,ഉയർത്തുക
festive,0.9,0.0,ഉത്സവം
superbly,0.9,0.0,അതിശയകരമായി
upgraded,0.9,0.0,നവീകരിച്ചു
glamorous,0.9,0.0,ഗ്ലാമറസ്
lively,0.9,0.0,ജീവസ്സുറ്റ
peerless,0.9,0.0,പിയർ‌ലെസ്സ്
bliss,0.9,0.0,പരമാനന്ദം
revere,0.9,0.0,ബഹുമാനിക്കുക
affectionate,0.9,0.0,വാത്സല്യമുള്ള
brilliant,0.9,0.0,ബുദ്ധിമാനായ
shine,0.9,0.0,തിളങ്ങുക
idolize,0.9,0.0,വിഗ്രഹാരാധന നടത്തുക
self-respect,0.9,0.0,സ്വയം ആദരവ്
suffice,0.9,0.0,മതി
exhilaration,0.9,0.0,ആഹ്ളാദം
fancy,0.9,0.0,ഫാൻസി
purposeful,0.9,0.0,ലക്ഷ്യബോധമുള്ള
wow,0.9,0.0,വൗ
diversified,0.9,0.0,വൈവിധ്യവൽക്കരിച്ചു
famous,0.9,0.0,പ്രസിദ്ധം
assurances,0.9,0.0,ഇൻഷുറൻസ്
slammin,0.9,0.0,സ്ലമ്മിൻ
love,0.9,0.0,സ്നേഹം
unlimited,0.9,0.0,പരിധിയില്ലാത്തത്
benefactor,0.9,0.0,ഗുണഭോക്താവ്
navigable,0.9,0.0,സഞ്ചാരയോഗ്യമാണ്
satisfied,0.9,0.0,സംതൃപ്തനായി
gush,0.9,0.0,ഗുഷ്
delightfulness,0.9,0.0,ആനന്ദം
fascinatingly,0.9,0.0,കൗതുകകരമായി
leads,0.9,0.0,ലീഡുകൾ
expeditiously,0.9,0.0,വേഗത്തിൽ
humour,0.9,0.0,നർമ്മം
reputable,0.9,0.0,മാന്യൻ
shimmeringly,0.9,0.0,തിളങ്ങുന്നു
genius,0.9,0.0,പ്രതിഭ
streamlined,0.9,0.0,കാര്യക്ഷമമാക്കി
unmatched,0.9,0.0,സമാനതകളില്ലാത്ത
boundless,0.9,0.0,അതിരുകളില്ലാത്ത
effortlessly,0.9,0.0,അനായാസമായി
lyrical,0.9,0.0,ഗാനരചയിതാവ്
reconciliation,0.9,0.0,അനുരഞ്ജനം
proper,0.9,0.0,ഉചിതമായത്
amuse,0.9,0.0,രസിപ്പിച്ചു
infallible,0.9,0.0,തെറ്റായ
immaculately,0.9,0.0,കുറ്റമറ്റ രീതിയിൽ
spellbindingly,0.9,0.0,അക്ഷരപ്പിശക്
cohesive,0.9,0.0,ഏകീകൃത
sweet,0.9,0.0,മധുരം
dominates,0.9,0.0,ആധിപത്യം പുലർത്തുന്നു
exceptional,0.9,0.0,അസാധാരണമായ
productively,0.9,0.0,ഉൽ‌പാദനപരമായി
successes,0.9,0.0,വിജയങ്ങൾ
pampered,0.9,0.0,ഓർമപ്പെടുത്തി
beneficiary,0.9,0.0,ഗുണഭോക്താവ്
supreme,0.9,0.0,പരമമായ
foresight,0.9,0.0,ദൂരക്കാഴ്ച
pleasantly,0.9,0.0,സന്തോഷത്തോടെ
conciliatory,0.9,0.0,അനുരഞ്ജനം
endorsement,0.9,0.0,അംഗീകാരം
outperforming,0.9,0.0,മികച്ച പ്രകടനം
assure,0.9,0.0,ഉറപ്പുതരുന്നു
mighty,0.9,0.0,വീരനായ
deserving,0.9,0.0,അർഹതയുള്ളവർ
colorful,0.9,0.0,വർണ്ണാഭമായ
enjoys,0.9,0.0,ആസ്വദിക്കുന്നു
sustainability,0.9,0.0,സുസ്ഥിരത
everlasting,0.9,0.0,നിത്യം
mesmerized,0.9,0.0,മയപ്പെടുത്തി
praise,0.9,0.0,സ്തുതി
togetherness,0.9,0.0,ഒരുമ
delight,0.9,0.0,ആനന്ദിക്കുക
vigilance,0.9,0.0,ജാഗ്രത
adjustable,0.9,0.0,ക്രമീകരിക്കാവുന്ന
extraordinary,0.9,0.0,അസാധാരണമായത്
memorable,0.9,0.0,അവിസ്മരണീയമായ
enlightenment,0.9,0.0,പ്രബുദ്ധത
swiftness,0.9,0.0,വേഗത
enchanted,0.9,0.0,മോഹിപ്പിക്കുന്ന
acumen,0.9,0.0,ചതുരശ്ര
unabashedly,0.9,0.0,നിഷ്‌കരുണം
fresher,0.9,0.0,പുതുമയുള്ളത്
joyously,0.9,0.0,സന്തോഷത്തോടെ
adroit,0.9,0.0,നൈപുണ്യമുള്ള
receptive,0.9,0.0,സ്വീകാര്യമായ
calming,0.9,0.0,ശാന്തമാക്കുന്നു
gallant,0.9,0.0,ധീരൻ
renowned,0.9,0.0,പ്രശസ്തൻ
fervent,0.9,0.0,തീക്ഷ്ണമായ
painless,0.9,0.0,വേദനയില്ലാത്ത
rapport,0.9,0.0,റിപ്പോർട്ട്
expansive,0.9,0.0,വിപുലമായ
raptureous,0.9,0.0,പരസംഗം
optimal,0.9,0.0,ഒപ്റ്റിമൽ
heroize,0.9,0.0,നായകനാക്കുക
thrillingly,0.9,0.0,ആവേശകരമായി
remarkably,0.9,0.0,ശ്രദ്ധേയമായി
eases,0.9,0.0,എളുപ്പമാക്കുന്നു
smart,0.9,0.0,സ്മാർട്ട്
amenable,0.9,0.0,പ്രയോജനകരമാണ്
dummy-proof,0.9,0.0,ഡമ്മി പ്രൂഫ്
overtook,0.9,0.0,മറികടന്നു
astounding,0.9,0.0,അമ്പരപ്പിക്കുന്ന
congratulatory,0.9,0.0,അഭിനന്ദനം
glowing,0.9,0.0,തിളങ്ങുന്ന
simplified,0.9,0.0,ലളിതമാക്കി
honor,0.9,0.0,ബഹുമാനം
detachable,0.9,0.0,വേർപെടുത്താവുന്ന
evocative,0.9,0.0,പ്രകോപനപരമായ
secure,0.9,0.0,സുരക്ഷിത
envy,0.9,0.0,അസൂയ
darling,0.9,0.0,ഡാർലിംഗ്
playful,0.9,0.0,കളിയായ
wonderous,0.9,0.0,അത്ഭുതകരമായ
paradise,0.9,0.0,പറുദീസ
lucid,0.9,0.0,വ്യക്തമായ
reachable,0.9,0.0,എത്തിച്ചേരാവുന്ന
gratifies,0.9,0.0,തൃപ്തിപ്പെടുത്തുന്നു
exult,0.9,0.0,ആനന്ദിക്കുക
splendor,0.9,0.0,ശോഭ
outshone,0.9,0.0,outs ട്ട്‌ഫോൺ
refreshed,0.9,0.0,പുതുക്കി
revel,0.9,0.0,ആനന്ദിക്കുക
revolutionize,0.9,0.0,വിപ്ലവം
brighter,0.9,0.0,തെളിച്ചമുള്ള
celebratory,0.9,0.0,ആഘോഷം
crisper,0.9,0.0,ക്രിസ്പർ
consistently,0.9,0.0,സ്ഥിരമായി
encouragement,0.9,0.0,പ്രോത്സാഹനം
workable,0.9,0.0,പ്രവർത്തനക്ഷമമാണ്
pleasure,0.9,0.0,ആനന്ദം
uphold,0.9,0.0,ഉയർത്തിപ്പിടിക്കുക
decency,0.9,0.0,മര്യാദ
trendy,0.9,0.0,ട്രെൻഡി
exaltingly,0.9,0.0,ഉയർത്തുന്നു
preferable,0.9,0.0,അഭികാമ്യം
problem-free,0.9,0.0,പ്രശ്നരഹിതം
accurate,0.9,0.0,കൃത്യം
ingenuously,0.9,0.0,സമർത്ഥമായി
jovial,0.9,0.0,സന്തോഷം
enthusiastically,0.9,0.0,ആവേശത്തോടെ
positive,0.9,0.0,പോസിറ്റീവ്
dumbfounded,0.9,0.0,ഭീമൻ
immaculate,0.9,0.0,കുറ്റമറ്റ
gratefully,0.9,0.0,നന്ദിയോടെ
pure,0.9,0.0,ശുദ്ധം
benevolence,0.9,0.0,ദയ
grateful,0.9,0.0,നന്ദിയുള്ളവർ
magnanimous,0.9,0.0,മഹത്തായ
audible,0.9,0.0,കേൾക്കാവുന്ന
fantastic,0.9,0.0,അതിശയകരമായത്
honoring,0.9,0.0,ബഹുമാനിക്കുന്നു
exhilarate,0.9,0.0,ആഹ്ലാദിക്കുക
savvy,0.9,0.0,വിദഗ്ദ്ധൻ
well-rounded,0.9,0.0,നന്നായി വൃത്താകൃതിയിലുള്ള
luxuriate,0.9,0.0,ആഡംബര
long-lasting,0.9,0.0,വളരെക്കാലം ഈടുനില്ക്കുന്ന
straighten,0.9,0.0,നേരെയാക്കുക
friendliness,0.9,0.0,സൗഹൃദം
courage,0.9,0.0,ധൈര്യം
ennoble,0.9,0.0,ennoble
agilely,0.9,0.0,ചടുലമായി
authentic,0.9,0.0,ആധികാരികം
smoother,0.9,0.0,സുഗമമായ
miracles,0.9,0.0,അത്ഭുതങ്ങൾ
destiny,0.9,0.0,വിധി
influential,0.9,0.0,സ്വാധീനമുള്ള
reconcile,0.9,0.0,അനുരഞ്ജനം
fav,0.9,0.0,fav
enrapture,0.9,0.0,enrapture
eager,0.9,0.0,ആകാംക്ഷയോടെ
entertains,0.9,0.0,രസിപ്പിക്കുന്നു
integral,0.9,0.0,അവിഭാജ്യ
majesty,0.9,0.0,മഹിമ
comfortably,0.9,0.0,സുഖമായി
vouch,0.9,0.0,വൗച്ച്
precisely,0.9,0.0,കൃത്യമായും
excitedness,0.9,0.0,ആവേശം
personalized,0.9,0.0,വ്യക്തിഗതമാക്കി
faultless,0.9,0.0,കുറ്റമറ്റത്
better-than-expected,0.9,0.0,പ്രതീക്ഷിച്ചതിലും മികച്ചത്
faster,0.9,0.0,വേഗത്തിൽ
trusting,0.9,0.0,വിശ്വസിക്കുന്നു
comfortable,0.9,0.0,സുഖകരമാണ്
respite,0.9,0.0,അവധി
elite,0.9,0.0,വരേണ്യവർഗം
respectful,0.9,0.0,മാന്യമായ
rock-star,0.9,0.0,റോക്ക് സ്റ്റാർ
stylish,0.9,0.0,സ്റ്റൈലിഷ്
endorses,0.9,0.0,അംഗീകരിക്കുന്നു
whooa,0.9,0.0,ഹൂവ
modest,0.9,0.0,എളിമ
gentlest,0.9,0.0,ശാന്തൻ
swift,0.9,0.0,സ്വിഫ്റ്റ്
skillful,0.9,0.0,നൈപുണ്യമുള്ള
individualized,0.9,0.0,വ്യക്തിഗതമാക്കി
remunerate,0.9,0.0,പ്രതിഫലം
advanced,0.9,0.0,വിപുലമായത്
contentment,0.9,0.0,സംതൃപ്‌തി
feisty,0.9,0.0,ഭയങ്കര
clear,0.9,0.0,വ്യക്തമാണ്
problem-solver,0.9,0.0,പ്രശ്നപരിഹാരി
cleared,0.9,0.0,മായ്ച്ചു
solace,0.9,0.0,സാന്ത്വനം
abundance,0.9,0.0,സമൃദ്ധി
bullish,0.9,0.0,ബുള്ളിഷ്
fascinate,0.9,0.0,മോഹിപ്പിക്കുക
positives,0.9,0.0,പോസിറ്റീവ്
plentiful,0.9,0.0,ധാരാളം
effusive,0.9,0.0,എഫ്യൂസീവ്
loved,0.9,0.0,സ്നേഹിച്ചു
entranced,0.9,0.0,പ്രവേശിച്ചു
gentle,0.9,0.0,സ gentle മ്യത
brilliance,0.9,0.0,ദീപ്തി
stupendously,0.9,0.0,വിഡ് .ിത്തമായി
intelligence,0.9,0.0,ബുദ്ധി
rockstar,0.9,0.0,റോക്ക്സ്റ്റാർ
proficiently,0.9,0.0,പ്രാവീണ്യത്തോടെ
enthuse,0.9,0.0,ഉത്സാഹം
luxurious,0.9,0.0,ആഡംബര
adaptive,0.9,0.0,അഡാപ്റ്റീവ്
complement,0.9,0.0,പൂരകമാക്കുക
mercifully,0.9,0.0,കരുണാമയനായി
lean,0.9,0.0,മെലിഞ്ഞ
intimate,0.9,0.0,അടുപ്പം
beutifully,0.9,0.0,ഭംഗിയായി
cleaner,0.9,0.0,ക്ലീനർ
freed,0.9,0.0,മോചിപ്പിച്ചു
gratified,0.9,0.0,തൃപ്‌തിപ്പെടുത്തി
ideal,0.9,0.0,അനുയോജ്യമായത്
vouchsafe,0.9,0.0,vouchsafe
ebulliently,0.9,0.0,സമർത്ഥമായി
redemption,0.9,0.0,വീണ്ടെടുപ്പ്
cherish,0.9,0.0,പരിപാലിക്കുക
whoooa,0.9,0.0,ഹൂവ
stunningly,0.9,0.0,അതിശയകരമാംവിധം
gladly,0.9,0.0,സന്തോഷത്തോടെ
triumphant,0.9,0.0,വിജയകരമായ
dead-cheap,0.9,0.0,ചത്ത-വിലകുറഞ്ഞ
illuminate,0.9,0.0,പ്രകാശിപ്പിക്കുക
promising,0.9,0.0,വാഗ്ദാനം ചെയ്യുന്നു
abundant,0.9,0.0,സമൃദ്ധമായ
rejuvenate,0.9,0.0,പുനരുജ്ജീവിപ്പിക്കുക
righten,0.9,0.0,ശരി
diplomatic,0.9,0.0,നയതന്ത്ര
exhilaratingly,0.9,0.0,ആഹ്ലാദകരമായ
resound,0.9,0.0,പുനരാരംഭിക്കുക
glimmer,0.9,0.0,തിളക്കം
hooray,0.9,0.0,ഹൂറേ
faith,0.9,0.0,വിശ്വാസം
foremost,0.9,0.0,ഏറ്റവും പ്രധാനം
heros,0.9,0.0,വീരന്മാർ
richness,0.9,0.0,സമൃദ്ധി
sumptuous,0.9,0.0,അതിശയകരമായ
excitedly,0.9,0.0,ആവേശത്തോടെ
adulation,0.9,0.0,പ്രശംസ
lavishly,0.9,0.0,ഗംഭീരമായി
irresistible,0.9,0.0,അപ്രതിരോധ്യമായ
valiantly,0.9,0.0,ധീരമായി
noiseless,0.9,0.0,ശബ്‌ദമില്ലാത്ത
record-setting,0.9,0.0,റെക്കോർഡ് ക്രമീകരണം
openly,0.9,0.0,പരസ്യമായി
idyllic,0.9,0.0,മന്ദബുദ്ധിയായ
coolest,0.9,0.0,ഏറ്റവും മികച്ചത്
justly,0.9,0.0,നീതിപൂർവ്വം
clean,0.9,0.0,വൃത്തിയായി
feat,0.9,0.0,നേട്ടം
excites,0.9,0.0,ആവേശം
fond,0.9,0.0,പശ്ചാത്തലം
harmony,0.9,0.0,ഐക്യം
recommend,0.9,0.0,ശുപാർശ ചെയ്യുക
goodwill,0.9,0.0,സ w ഹാർദ്ദം
excellant,0.9,0.0,മികവ്
pardon,0.9,0.0,മാപ്പ്
richer,0.9,0.0,സമ്പന്നൻ
smiles,0.9,0.0,പുഞ്ചിരിക്കുന്നു
indulgent,0.9,0.0,ആഹ്ലാദകരമായ
suave,0.9,0.0,മൃദുവായ
progressive,0.9,0.0,പുരോഗമനപരമായ
outsmart,0.9,0.0,out ട്ട്‌മാർട്ട്
conveniently,0.9,0.0,സൗകര്യപ്രദമായി
gratify,0.9,0.0,തൃപ്തിപ്പെടുത്തുക
steadfastness,0.9,0.0,സ്ഥിരത
rectify,0.9,0.0,നേരെയാക്കുക
pros,0.9,0.0,നേട്ടം
trump,0.9,0.0,ട്രംപ്
exultation,0.9,0.0,ആനന്ദം
thrive,0.9,0.0,അഭിവൃദ്ധിപ്പെടുത്തുക
generously,0.9,0.0,ഉദാരമായി
nourishment,0.9,0.0,ആഹാരം
momentous,0.9,0.0,സുപ്രധാനം
fortitude,0.9,0.0,മനോഭാവം
verifiable,0.9,0.0,പരിശോധിക്കാവുന്ന
supports,0.9,0.0,പിന്തുണയ്ക്കുന്നു
happily,0.9,0.0,സന്തോഷത്തോടെ
adoring,0.9,0.0,ആരാധിക്കുന്നു
stainless,0.9,0.0,സ്റ്റെയിൻ‌ലെസ്
treasure,0.9,0.0,നിധി
endear,0.9,0.0,പ്രിയ
enjoying,0.9,0.0,ആസ്വദിക്കുന്നു
articulate,0.9,0.0,കൂട്ടിച്ചേര്ക്കുക
beautify,0.9,0.0,മനോഹരമാക്കുക
palatial,0.9,0.0,കൊട്ടാരം
win,0.9,0.0,ജയിക്കുക
sincerely,0.9,0.0,ആത്മാർത്ഥതയോടെ
loyalty,0.9,0.0,സത്യസന്ധത
strikingly,0.9,0.0,ശ്രദ്ധേയമായി
rapid,0.9,0.0,ദ്രുതഗതിയിലുള്ളത്
fortuitously,0.9,0.0,ഭാഗ്യവശാൽ
recommended,0.9,0.0,ശുപാർശ ചെയ്ത
sharper,0.9,0.0,മൂർച്ചയുള്ള
deft,0.9,0.0,deft
pre-eminent,0.9,0.0,മുൻ‌നിരയിലുള്ളവർ
reasonable,0.9,0.0,ന്യായമായ
nifty,0.9,0.0,നിഫ്റ്റി
warm,0.9,0.0,.ഷ്മളമായ
counter-attack,0.9,0.0,തിരിച്ചടി
cajole,0.9,0.0,കാജോൾ
imaginative,0.9,0.0,ഭാവനാത്മക
thrilling,0.9,0.0,കുളിര്മഴയായി
issue-free,0.9,0.0,പ്രശ്നരഹിതം
adore,0.9,0.0,ആരാധിക്കുക
improves,0.9,0.0,മെച്ചപ്പെടുത്തുന്നു
wise,0.9,0.0,ജ്ഞാനമുള്ളവൻ
defeats,0.9,0.0,തോൽവികൾ
smartly,0.9,0.0,സമർത്ഥമായി
proactive,0.9,0.0,സജീവമാണ്
yay,0.9,0.0,വില്ലു
non-violence,0.9,0.0,അഹിംസ
majestic,0.9,0.0,ഗാംഭീര്യമുള്ളത്
worthwhile,0.9,0.0,മൂല്യവത്തായ
euphoria,0.9,0.0,ഉന്മേഷം
glow,0.9,0.0,തിളക്കം
perfection,0.9,0.0,പൂർണത
brightest,0.9,0.0,ഏറ്റവും തിളക്കമുള്ളത്
evenly,0.9,0.0,തുല്യമായി
excellent,0.9,0.0,മികച്ചത്
witty,0.9,0.0,നർമ്മം
glitz,0.9,0.0,ഗ്ലിറ്റ്സ്
leverage,0.9,0.0,കുതിപ്പ്
prospros,0.9,0.0,പ്രോസ്പ്രോസ്
fame,0.9,0.0,പ്രശസ്തി
golden,0.9,0.0,സ്വർണ്ണം
substantive,0.9,0.0,കാര്യമായ
accurately,0.9,0.0,കൃത്യമായി
seasoned,0.9,0.0,മസാല
stupendous,0.9,0.0,അതിശയകരമായത്
inestimable,0.9,0.0,വിലമതിക്കാനാവാത്ത
propitious,0.9,0.0,ഉചിതം
fashionably,0.9,0.0,ഫാഷനായി
regal,0.9,0.0,regal
persevere,0.9,0.0,സ്ഥിരോത്സാഹം
well-informed,0.9,0.0,നന്നായി അറിവുള്ളവർ
intrigue,0.9,0.0,ഗൂ ri ാലോചന
jubilant,0.9,0.0,സന്തോഷം
euphorically,0.9,0.0,ആദരവോടെ
amiability,0.9,0.0,സൗഹാർദ്ദം
suavely,0.9,0.0,സ്വയമേവ
galore,0.9,0.0,ഗംഭീരമായി
sturdy,0.9,0.0,ആരോഗ്യമുള്ള
transparent,0.9,0.0,സുതാര്യമാണ്
undamaged,0.9,0.0,കേടുപാടുകൾ സംഭവിച്ചിട്ടില്ല
cohere,0.9,0.0,cohere
danke,0.9,0.0,നന്ദി
elatedly,0.9,0.0,സന്തോഷത്തോടെ
benifits,0.9,0.0,ബെനിഫിറ്റുകൾ
achievements,0.9,0.0,നേട്ടങ്ങൾ
shimmering,0.9,0.0,തിളങ്ങുന്നു
preferes,0.9,0.0,മുൻ‌ഗണന
impartial,0.9,0.0,നിഷ്പക്ഷ
promise,0.9,0.0,വാഗ്ദാനം
spectacular,0.9,0.0,കൗതുകദൃശം
efficacious,0.9,0.0,ഫലപ്രദമാണ്
passion,0.9,0.0,അഭിനിവേശം
enhances,0.9,0.0,മെച്ചപ്പെടുത്തുന്നു
beckoning,0.9,0.0,മുന്നറിയിപ്പ്
earnestly,0.9,0.0,ആത്മാർത്ഥമായി
right,0.9,0.0,ശരി
mightily,0.9,0.0,ശക്തമായി
favor,0.9,0.0,പ്രീതി
ingenious,0.9,0.0,ചാതുര്യം
exuberantly,0.9,0.0,ആഹ്ലാദത്തോടെ
exuberance,0.9,0.0,ആദരവ്
magnificence,0.9,0.0,മഹത്വം
cleanest,0.9,0.0,ഏറ്റവും വൃത്തിയുള്ളത്
gaining,0.9,0.0,നേടുന്നു
fascinating,0.9,0.0,ക in തുകകരമായ
support,0.9,0.0,പിന്തുണ
soothingly,0.9,0.0,ശാന്തമായി
flattering,0.9,0.0,മുഖസ്തുതി
orderly,0.9,0.0,ചിട്ടയോടെ
wonderfully,0.9,0.0,അത്ഭുതകരമായി
equitable,0.9,0.0,നീതി
first-class,0.9,0.0,ഒന്നാം തരം
honored,0.9,0.0,ബഹുമാനിക്കപ്പെട്ടു
sparkle,0.9,0.0,തിളക്കം
adored,0.9,0.0,ആരാധിക്കുന്നു
ease,0.9,0.0,അനായാസം
enthrall,0.9,0.0,ആകർഷിക്കുക
available,0.9,0.0,ലഭ്യമാണ്
enliven,0.9,0.0,ജീവൻ
impressed,0.9,0.0,മതിപ്പുളവാക്കി
supported,0.9,0.0,പിന്തുണയ്‌ക്കുന്നു
pleasing,0.9,0.0,പ്രസാദകരമാണ്
versatile,0.9,0.0,വൈവിധ്യമാർന്ന
warmly,0.9,0.0,ly ഷ്മളമായി
marvelled,0.9,0.0,ആശ്ചര്യപ്പെട്ടു
pretty,0.9,0.0,സുന്ദരി
sprightly,0.9,0.0,ഭയത്തോടെ
fascination,0.9,0.0,മോഹം
fave,0.9,0.0,fave
reasonably,0.9,0.0,ന്യായമായും
ovation,0.9,0.0,ആദരവ്
speedy,0.9,0.0,വേഗതയുള്ളത്
satisfy,0.9,0.0,തൃപ്തിപ്പെടുത്തുക
super,0.9,0.0,സൂപ്പർ
privileged,0.9,0.0,പൂർവികർ
jaw-dropping,0.9,0.0,താടിയെല്ല്
better-known,0.9,0.0,നന്നായി അറിയപ്പെടുന്ന
accomplishments,0.9,0.0,നേട്ടങ്ങൾ
breakthroughs,0.9,0.0,മുന്നേറ്റങ്ങൾ
hilarious,0.9,0.0,നിലനില്ക്കുകയും
pride,0.9,0.0,അഹംഭാവം
hail,0.9,0.0,ആലിപ്പഴം
gains,0.9,0.0,നേട്ടങ്ങൾ
rectification,0.9,0.0,തിരുത്തൽ
kudos,0.9,0.0,പ്രശസ്തി
like,0.9,0.0,പോലെ
masters,0.9,0.0,യജമാനന്മാർ
appreciable,0.9,0.0,വിലമതിക്കാനാവാത്ത
nicest,0.9,0.0,ഏറ്റവും നല്ലത്
frolic,0.9,0.0,ഉല്ലാസം
safely,0.9,0.0,സുരക്ഷിതമായി
instrumental,0.9,0.0,ഇൻസ്ട്രുമെന്റൽ
spectacularly,0.9,0.0,ഗംഭീരമായി
harmless,0.9,0.0,നിരുപദ്രവകാരിയായ
unity,0.9,0.0,ഐക്യം
fast-paced,0.9,0.0,വേഗതയേറിയത്
ecstasy,0.9,0.0,എക്സ്റ്റസി
enjoy,0.9,0.0,ആസ്വദിക്കൂ
enhancement,0.9,0.0,മെച്ചപ്പെടുത്തൽ
assuring,0.9,0.0,ഉറപ്പ്
work,0.9,0.0,ജോലി
edify,0.9,0.0,എഡിറ്റുചെയ്യുക
formidable,0.9,0.0,ഭയങ്കര
instantly,0.9,0.0,തൽക്ഷണം
righteously,0.9,0.0,നീതിയോടെ
painlessly,0.9,0.0,വേദനയില്ലാതെ
comfy,0.9,0.0,സുഖപ്രദമായ
fervidly,0.9,0.0,തീക്ഷ്ണമായി
approval,0.9,0.0,അംഗീകാരം
fertile,0.9,0.0,ഫലഭൂയിഷ്ഠമായ
easygoing,0.9,0.0,ഈസി ഗോയിംഗ്
admiration,0.9,0.0,പ്രശംസ
reward,0.9,0.0,പ്രതിഫലം
promoter,0.9,0.0,പ്രൊമോട്ടർ
responsive,0.9,0.0,പ്രതികരിക്കുന്നു
rapt,0.9,0.0,റാപ്റ്റ്
wowing,0.9,0.0,wowing
promptly,0.9,0.0,ഉടനടി
awestruck,0.9,0.0,awestruck
joyful,0.9,0.0,സന്തോഷകരമായ
dominate,0.9,0.0,ആധിപത്യം സ്ഥാപിക്കുക
capably,0.9,0.0,സാധ്യമാണ്
virtue,0.9,0.0,പുണ്യം
prompt,0.9,0.0,പ്രോംപ്റ്റ്
willingly,0.9,0.0,മനസ്സോടെ
magical,0.9,0.0,മാന്ത്രികം
famed,0.9,0.0,പ്രശസ്തി
angel,0.9,0.0,മാലാഖ
masterfully,0.9,0.0,സമർത്ഥമായി
amazing,0.9,0.0,അത്ഭുതകരമായ
convincing,0.9,0.0,ബോധ്യപ്പെടുത്തുന്ന
awsome,0.9,0.0,ഭയങ്കര
reforming,0.9,0.0,പരിഷ്കരണം
clever,0.9,0.0,വിരുതുള്ള
fervently,0.9,0.0,തീക്ഷ്ണമായി
harmoniously,0.9,0.0,സ്വരച്ചേർച്ചയോടെ
compact,0.9,0.0,ഒതുക്കമുള്ള
enterprising,0.9,0.0,സംരംഭം
intriguing,0.9,0.0,ക ri തുകകരമായ
