Term,PosScore,NegScore,Bangla
retards,0.0,-0.9,বিলম্ব
clog,0.0,-0.9,খড়ম
unavoidably,0.0,-0.9,অনিবার্য
ridicule,0.0,-0.9,উপহাস
uncivil,0.0,-0.9,অভদ্র
quandary,0.0,-0.9,মুশকিল
subjugation,0.0,-0.9,আরতি
worthless,0.0,-0.9,মূল্যহীন
hysterics,0.0,-0.9,পেঁচো
negation,0.0,-0.9,অস্বীকৃতি
preposterously,0.0,-0.9,অসংগতি
relentlessly,0.0,-0.9,নিরলসভাবে
infected,0.0,-0.9,সংক্রামিত
stupify,0.0,-0.9,stupify
incomplete,0.0,-0.9,অসম্পূর্ণ
angrily,0.0,-0.9,ক্রুদ্ধ
diabolic,0.0,-0.9,শয়তানসুলভ
preposterous,0.0,-0.9,ভ্রান্ত
sermonize,0.0,-0.9,রচনা করা
awkward,0.0,-0.9,বিশ্রী
mire,0.0,-0.9,কি
startlingly,0.0,-0.9,তার হ্যারির মত উজ্জ্বল
sags,0.0,-0.9,কেস
shirker,0.0,-0.9,shirker
stern,0.0,-0.9,কঠোর
troublingly,0.0,-0.9,troublingly
ineffectively,0.0,-0.9,ব্যর্থ
thicker,0.0,-0.9,ঘন
rabid,0.0,-0.9,ক্ষিপ্তবৎ
frown,0.0,-0.9,ভ্রূকুটি
insufferable,0.0,-0.9,অসহনীয়
bore,0.0,-0.9,বিরক্ত
inadequacy,0.0,-0.9,অপ্রাচুর্য
infamous,0.0,-0.9,কুখ্যাত
dismalness,0.0,-0.9,dismalness
lethargic,0.0,-0.9,অলস
wickedness,0.0,-0.9,পাপা
unexplained,0.0,-0.9,অব্যাখ্যাত
sag,0.0,-0.9,কেস
devilry,0.0,-0.9,শয়তানি
contravene,0.0,-0.9,লঙ্ঘন করা
disbelieve,0.0,-0.9,অমান্য
ambiguity,0.0,-0.9,অস্পষ্টতা
weak,0.0,-0.9,দুর্বল
oddest,0.0,-0.9,oddest
peeved,0.0,-0.9,বিরক্ত
perfidity,0.0,-0.9,perfidity
uneconomical,0.0,-0.9,প্রয়োজনাতিরিক্ত
hardheaded,0.0,-0.9,শক্ত নেতৃত্বে
upsettingly,0.0,-0.9,upsettingly
bestial,0.0,-0.9,পাশব
brimstone,0.0,-0.9,গন্ধক
misconceptions,0.0,-0.9,ভ্রান্ত ধারনা
hang,0.0,-0.9,ফাঁসি দেত্তয়া
clumsy,0.0,-0.9,কদাকার
combative,0.0,-0.9,রণশীল
delayed,0.0,-0.9,বিলম্বিত
numb,0.0,-0.9,অসাড়
impossiblity,0.0,-0.9,impossiblity
snobs,0.0,-0.9,snobs
unemployed,0.0,-0.9,বেকার
corrosion,0.0,-0.9,জারা
trick,0.0,-0.9,কৌতুক
inexpertly,0.0,-0.9,inexpertly
acridly,0.0,-0.9,acridly
uneven,0.0,-0.9,অমসৃণ
decline,0.0,-0.9,পতন
perverted,0.0,-0.9,বিকৃত
puzzled,0.0,-0.9,হতভম্ব
ricer,0.0,-0.9,ricer
sardonically,0.0,-0.9,অবজ্ঞার সাথে
loathing,0.0,-0.9,ঘৃণাকারী
shocked,0.0,-0.9,বিস্মিত
enervate,0.0,-0.9,শক্তিহীন করা
intense,0.0,-0.9,তীব্র
incitement,0.0,-0.9,প্রবর্তনা
isolation,0.0,-0.9,আলাদা করা
sneak,0.0,-0.9,ছিঁচকে চোর
lethal,0.0,-0.9,মারাত্মক
untrustworthy,0.0,-0.9,অবিশ্বাসযোগ্য
languorous,0.0,-0.9,নির্জীব
inflict,0.0,-0.9,হানা
unpleasantries,0.0,-0.9,unpleasantries
revoke,0.0,-0.9,রদ করা
bonkers,0.0,-0.9,পাগলাটে
erodes,0.0,-0.9,অবক্ষয় ঘটায়
unfortunately,0.0,-0.9,দুর্ভাগ্যবশত
baffled,0.0,-0.9,হতবুদ্ধি
disprove,0.0,-0.9,খণ্ডন করা
over-hyped,0.0,-0.9,ওভার কৃত্রিম উপায়ে উত্তেজিত
rumors,0.0,-0.9,গুজব
scuffs,0.0,-0.9,scuffs
tout,0.0,-0.9,সব
embroilment,0.0,-0.9,বিরক্তি
unacceptably,0.0,-0.9,অপ্রত্যাশিতভাবে
grossly,0.0,-0.9,প্রবলভাবে
hurting,0.0,-0.9,আঘাত
debts,0.0,-0.9,ঋণ
falter,0.0,-0.9,তোতলান
futilely,0.0,-0.9,futilely
grumble,0.0,-0.9,নালিশ
haze,0.0,-0.9,আবছায়া
split,0.0,-0.9,বিভক্ত করা
irrationally,0.0,-0.9,irrationally
creeps,0.0,-0.9,শরীর শির্শির করা
incorrigible,0.0,-0.9,সংশোধনাতীত
unsettlingly,0.0,-0.9,unsettlingly
din,0.0,-0.9,থেকে
skeptically,0.0,-0.9,সন্দেহের চোখে
greasy,0.0,-0.9,চর্বিযুক্ত
uproarously,0.0,-0.9,uproarously
detestable,0.0,-0.9,ঘৃণিত
murky,0.0,-0.9,অস্পষ্ট
slug,0.0,-0.9,স্লাগ্
crushing,0.0,-0.9,নিষ্পেষণ
defunct,0.0,-0.9,বিলুপ্ত
massacres,0.0,-0.9,গণহত্যার
fever,0.0,-0.9,জ্বর
catastrophes,0.0,-0.9,দুর্যোগ
disgrace,0.0,-0.9,মর্যাদাহানি
pinch,0.0,-0.9,চিমটি কাটা
undependability,0.0,-0.9,undependability
unresolved,0.0,-0.9,অমীমাংসিত
beseech,0.0,-0.9,সাগ্রহে প্রার্থনা করা
naïve,0.0,-0.9,সাদাসিধা
paradoxically,0.0,-0.9,আপাতদৃষ্টে বিপরীত মনে হলেও
handicapped,0.0,-0.9,বিকলাঙ্গ
tanked,0.0,-0.9,পানোন্মত্ত
tarnish,0.0,-0.9,কলঙ্কিত
ugly,0.0,-0.9,অরুপ
idiotically,0.0,-0.9,idiotically
warped,0.0,-0.9,warped
scream,0.0,-0.9,আর্তনাদ
propaganda,0.0,-0.9,প্রচারণার
trap,0.0,-0.9,ফাঁদ
trivial,0.0,-0.9,নগণ্য
indelicate,0.0,-0.9,স্থূল
mockingly,0.0,-0.9,বিদ্রূপাত্মক
drained,0.0,-0.9,আপীত
pettifog,0.0,-0.9,বাজে উকিলের মত ধাপ্পাবাজি
sin,0.0,-0.9,ছাড়া
inequality,0.0,-0.9,অসাম্য
assult,0.0,-0.9,assult
upset,0.0,-0.9,মর্মাহত
overzealous,0.0,-0.9,overzealous
malice,0.0,-0.9,আক্রোশ
frustrates,0.0,-0.9,বিফল
mediocre,0.0,-0.9,মাঝারি
dumbfound,0.0,-0.9,বিহ্বল করা
overwhelmed,0.0,-0.9,বিহ্বল
farcical-yet-provocative,0.0,-0.9,প্রহসনের এখনো-উত্তেজক
overtaxed,0.0,-0.9,overtaxed
scornfully,0.0,-0.9,ঘৃণাপূর্ণভাবে
spoilages,0.0,-0.9,spoilages
swipe,0.0,-0.9,সোয়াইপ
intrusion,0.0,-0.9,অনধিকারপ্রবেশ
barbaric,0.0,-0.9,আদিম
manipulation,0.0,-0.9,দক্ষতা সহকারে হস্তচালন
wrought,0.0,-0.9,পেটা
concession,0.0,-0.9,অনুমোদন
shameful,0.0,-0.9,লজ্জাজনক
imprudent,0.0,-0.9,হঠকারী
crashed,0.0,-0.9,ক্র্যাশ
breach,0.0,-0.9,ভঙ্গ
smelling,0.0,-0.9,ঘ্রাণ
tardy,0.0,-0.9,শ্লথ
resigned,0.0,-0.9,পদত্যাগ
villainously,0.0,-0.9,বদমাইশি
gripes,0.0,-0.9,পিত্তশূল বেদনা
self-coup,0.0,-0.9,স্ব-অভ্যুত্থান
cunt,0.0,-0.9,কান্ট
hypocrites,0.0,-0.9,মুনাফিকদেরকে
shamelessness,0.0,-0.9,ঢিটপনা
ill-treated,0.0,-0.9,দুর্ব্যবহার
extremist,0.0,-0.9,চরমপন্থী
rubbish,0.0,-0.9,আবর্জনা
alienate,0.0,-0.9,হস্তান্তর করিয়া দেত্তয়া
misunderstand,0.0,-0.9,ভুল বুঝা
disaffected,0.0,-0.9,বিরক্ত
audaciously,0.0,-0.9,তারা মুর্শিদাবাদের
indignity,0.0,-0.9,অসম্মান
intoxicate,0.0,-0.9,মত্ত
ill-favored,0.0,-0.9,বিশ্রী
snappishly,0.0,-0.9,snappishly
fallacious,0.0,-0.9,প্রতারণাপূর্ণ
forsake,0.0,-0.9,পরিত্যাগ করা
lugubrious,0.0,-0.9,নিরানন্দ
misgivings,0.0,-0.9,সন্দেহ
misinform,0.0,-0.9,ভুল সংবাদ
nonsense,0.0,-0.9,আজেবাজে কথা
frightfully,0.0,-0.9,সাঙ্ঘাতিক ভাবে
radical,0.0,-0.9,ভিত্তিগত
terribly,0.0,-0.9,ভয়ঙ্কর
demonic,0.0,-0.9,দুষ্ট
vindictively,0.0,-0.9,vindictively
embarrassment,0.0,-0.9,বিব্রত অবস্থা
dimmer,0.0,-0.9,অপেক্ষারত গাড়ির ছোটো আলো
allegation,0.0,-0.9,অভিযোগ
scratchy,0.0,-0.9,খর্খরে
warlike,0.0,-0.9,সামরিক
lukewarm,0.0,-0.9,অল্প গরম
disavow,0.0,-0.9,disavow
clouding,0.0,-0.9,clouding
encroach,0.0,-0.9,সীমালঙ্ঘন করা
exorbitant,0.0,-0.9,গলাকাটা
lecher,0.0,-0.9,লেহন
tiresome,0.0,-0.9,ক্লান্তিকর
molest,0.0,-0.9,উত্ত্যক্ত করা
injudicious,0.0,-0.9,অবিমৃষ্য
desperately,0.0,-0.9,নিদারুণভাবে
eyesore,0.0,-0.9,চক্ষুশূল
plaything,0.0,-0.9,খেলনা
thumb-down,0.0,-0.9,থাম্ব-ডাউন
frustrate,0.0,-0.9,হতাশ
remorselessly,0.0,-0.9,remorselessly
sues,0.0,-0.9,বিরুদ্ধে মামলা
desolation,0.0,-0.9,নির্জনতা
tantrum,0.0,-0.9,দুর্বার ক্রোধ
delusions,0.0,-0.9,বিভ্রম
forceful,0.0,-0.9,জবরদস্ত
clamorous,0.0,-0.9,উচ্চশব্দকারী
quarrellous,0.0,-0.9,quarrellous
refuted,0.0,-0.9,খণ্ডন
tenuously,0.0,-0.9,অতি সূক্ষ্মভাবে
accusingly,0.0,-0.9,অভিযোগ করে
importunate,0.0,-0.9,নাছোড়বান্দা
detesting,0.0,-0.9,detesting
confession,0.0,-0.9,স্বীকারোক্তি
desiccate,0.0,-0.9,শুকান
spookiest,0.0,-0.9,spookiest
haters,0.0,-0.9,ঘৃণা
aggravate,0.0,-0.9,বাড়া
untouched,0.0,-0.9,অস্পৃষ্ট
tyrannically,0.0,-0.9,স্বৈরাচারী
bewildering,0.0,-0.9,বুদ্ধিভ্রংশজনক
calumniously,0.0,-0.9,slanderously
mercilessly,0.0,-0.9,ক্ষমাহীনভাবে
disappointments,0.0,-0.9,হতাশা
disallow,0.0,-0.9,অননুমোদিত
attack,0.0,-0.9,আক্রমণ
adulterier,0.0,-0.9,অগম্যাগামী
wobble,0.0,-0.9,কমি্পত হত্তয়া
irragularity,0.0,-0.9,irragularity
ripoff,0.0,-0.9,ripoff
wedge,0.0,-0.9,কীলক
contemptuous,0.0,-0.9,ঘৃণাপূর্ণ
inevitable,0.0,-0.9,অনিবার্য
disquietude,0.0,-0.9,disquietude
sugarcoated,0.0,-0.9,লেপা চিনি
wretchedly,0.0,-0.9,দীনভাবে
insociable,0.0,-0.9,insociable
damages,0.0,-0.9,ক্ষতিটি
pauper,0.0,-0.9,কাঙ্গাল
inefficiently,0.0,-0.9,inefficiently
scarcely,0.0,-0.9,সবে মাত্র
cataclysmal,0.0,-0.9,cataclysmal
disastrously,0.0,-0.9,disastrously
scoff,0.0,-0.9,অবহেলা করবে
hacks,0.0,-0.9,হ্যাক
impudently,0.0,-0.9,পুরোপুরি
bothers,0.0,-0.9,বিরক্তির
desertion,0.0,-0.9,ছলনা
meager,0.0,-0.9,অনুর্বর
inconsequently,0.0,-0.9,inconsequently
detested,0.0,-0.9,অবজ্ঞাজনক
selfinterested,0.0,-0.9,selfinterested
dissed,0.0,-0.9,dissed
unfaithful,0.0,-0.9,অবিশ্বস্ত
falsehood,0.0,-0.9,মিথ্যা
slowly,0.0,-0.9,ধীরে ধীরে
backbite,0.0,-0.9,নিন্দা করা
dusty,0.0,-0.9,ধূলিমলিন
freezes,0.0,-0.9,স্থির
ominous,0.0,-0.9,অশুভ
unskilled,0.0,-0.9,অদক্ষ
unlikely,0.0,-0.9,অসম্ভাব্য
sham,0.0,-0.9,মিথ্যা
hiliarious,0.0,-0.9,hiliarious
tangle,0.0,-0.9,জট
molestation,0.0,-0.9,বিরক্তি
ill-designed,0.0,-0.9,অসুস্থ ডিজাইন
undetermined,0.0,-0.9,অনির্ধারিত
caricature,0.0,-0.9,ব্যঙ্গচিত্র
callous,0.0,-0.9,অনুভূতিহীন
fabricate,0.0,-0.9,শিল্পজাত
bloody,0.0,-0.9,রক্তাক্ত
friction,0.0,-0.9,ঘর্ষণ
lacking,0.0,-0.9,উদাসীন
unwise,0.0,-0.9,মূর্খতাপূর্ণ
wreaks,0.0,-0.9,wreaks
debilitate,0.0,-0.9,দুর্বলতা
peeve,0.0,-0.9,অপমান
mistakes,0.0,-0.9,ভুল
abominable,0.0,-0.9,জঘন্য
vomit,0.0,-0.9,বমি
pervert,0.0,-0.9,বিকৃত করা
prohibitive,0.0,-0.9,বাধাদায়ক
disadvantaged,0.0,-0.9,অনগ্রসর
ingratitude,0.0,-0.9,অকৃতজ্ঞতা
bait,0.0,-0.9,টোপ
hallucination,0.0,-0.9,অমূলপ্রত্যক্ষ
oversight,0.0,-0.9,ভুল
so-cal,0.0,-0.9,এত ক্যালোরি
repetitive,0.0,-0.9,পুনরাবৃত্তিমূলক
stale,0.0,-0.9,এখনো
annoy,0.0,-0.9,বিরক্ত করা
abusive,0.0,-0.9,অবমাননাকর
bothersome,0.0,-0.9,বিরক্তিকর
disheartening,0.0,-0.9,disheartening
misbehave,0.0,-0.9,অসদাচরণ করা
nastily,0.0,-0.9,কদর্যভাবে
unintelligible,0.0,-0.9,অপাচ্য
protest,0.0,-0.9,আপত্তি
careless,0.0,-0.9,উদ্বেগহীন
infernal,0.0,-0.9,নারকী
hardened,0.0,-0.9,কঠিনীভূত
mockery,0.0,-0.9,উপহাস
insidious,0.0,-0.9,প্রতারণাপূর্ণ
cringed,0.0,-0.9,নতি
disparage,0.0,-0.9,অবজ্ঞা করা
hotbeds,0.0,-0.9,hotbeds
indigent,0.0,-0.9,অভাবী
perish,0.0,-0.9,বিনষ্ট
bereft,0.0,-0.9,প্রি়জন-নিয়োগবিধুর
ridicules,0.0,-0.9,হাস্যকর
diabolically,0.0,-0.9,বিরক্তিকরভাবে বারবার
exagerate,0.0,-0.9,ক্ষতিকারক
inefficient,0.0,-0.9,অদক্ষ
mangles,0.0,-0.9,mangle করা
evasive,0.0,-0.9,অসরল
scarred,0.0,-0.9,বিক্ষত
commotion,0.0,-0.9,তোলপাড়
fell,0.0,-0.9,খোলস
obliterated,0.0,-0.9,ধ্বংস
oppress,0.0,-0.9,অত্যাচার করতে
craftily,0.0,-0.9,ছলনা করিয়া
distorts,0.0,-0.9,বিকৃত
grim,0.0,-0.9,ভয়ানক
gruesomely,0.0,-0.9,gruesomely
hype,0.0,-0.9,প্রতারণা
dinky,0.0,-0.9,ফুটফুটে
senile,0.0,-0.9,বার্ধক্যজনিত
unlicensed,0.0,-0.9,অনধিকার
vengeful,0.0,-0.9,প্রতিহিংসাপরায়ণ
ambivalence,0.0,-0.9,বিরোধ
invalidate,0.0,-0.9,বাতিল করা
perturb,0.0,-0.9,বিহ্বল করা
jealously,0.0,-0.9,ঈর্ষা
naive,0.0,-0.9,সাদাসিধা
obstructing,0.0,-0.9,প্রতিরোধক
irreversible,0.0,-0.9,অপরিবর্তনীয়
regretful,0.0,-0.9,নির্বিণ্ণ
exploitation,0.0,-0.9,শোষণ
impertinent,0.0,-0.9,অপ্রাসঙ্গিক
inconsolable,0.0,-0.9,অবুঝ
incompatability,0.0,-0.9,incompatability
warp,0.0,-0.9,টানা
destroy,0.0,-0.9,ধ্বংস
affliction,0.0,-0.9,দু: খ
devastation,0.0,-0.9,বিধ্বংস
extravagant,0.0,-0.9,অসংযত
poor,0.0,-0.9,দরিদ্র
stigmatize,0.0,-0.9,কলঙ্কপূর্ণ করা
risk,0.0,-0.9,ঝুঁকি
rocky,0.0,-0.9,শিলাময়
egotism,0.0,-0.9,অস্মিতা
slanderer,0.0,-0.9,পরনিন্দক
scowl,0.0,-0.9,চোখ রাঙ্গান
slumpping,0.0,-0.9,slumpping
stumbled,0.0,-0.9,পদস্খলিত
devil,0.0,-0.9,শয়তান
cutthroat,0.0,-0.9,গলাকাটা
defamatory,0.0,-0.9,মানহানিকর
remorselessness,0.0,-0.9,remorselessness
meanness,0.0,-0.9,নীচতা
drones,0.0,-0.9,ড্রোন
unworkable,0.0,-0.9,অকার্যকর
discomfititure,0.0,-0.9,discomfititure
fulminate,0.0,-0.9,বিস্ফোরিত হত্তয়া
inattentive,0.0,-0.9,অমনোযোগী
invidiousness,0.0,-0.9,invidiousness
shortcomings,0.0,-0.9,ভুলত্রুটি
disapointment,0.0,-0.9,disapointment
doomsday,0.0,-0.9,শেষবিচারের দিন
immobilized,0.0,-0.9,immobilized
inconceivable,0.0,-0.9,ধারণাতীত
stressful,0.0,-0.9,চাপ
uncomfortable,0.0,-0.9,অস্বচ্ছন্দ
drain,0.0,-0.9,ড্রেন
crippled,0.0,-0.9,বিকলাঙ্গ
futile,0.0,-0.9,বৃথা
panicky,0.0,-0.9,আতঙ্কিত
accuse,0.0,-0.9,অভিযুক্ত করা
farfetched,0.0,-0.9,অসম্ভব বলে
petrify,0.0,-0.9,শিলীভূত করা
morons,0.0,-0.9,নির্বোধ
nervously,0.0,-0.9,ঘাবড়ে
scandalous,0.0,-0.9,মানহানিকর
flimflam,0.0,-0.9,বাজে ব্যাপার
corruption,0.0,-0.9,দুর্নীতি
dirty,0.0,-0.9,মলিন
outmoded,0.0,-0.9,সেকেলে
unrelenting,0.0,-0.9,অকরূণ
sub-par,0.0,-0.9,উপ-সমাবস্থা
trample,0.0,-0.9,দৃঢ়ভাবে আচরণ করা
martyrdom,0.0,-0.9,শহীদের যন্ত্রণা
tank,0.0,-0.9,ট্যাংক
outcast,0.0,-0.9,নির্বাসিত
sadly,0.0,-0.9,দুঃখিতভাবে
liars,0.0,-0.9,মিথ্যাবাদী
stark,0.0,-0.9,শক্তিশালী
rremediable,0.0,-0.9,rremediable
latency,0.0,-0.9,অদৃশ্যতা
dissatisfies,0.0,-0.9,dissatisfies
straggle,0.0,-0.9,পথভ্রষ্ট হওয়া
wrinkle,0.0,-0.9,বলি
barbarously,0.0,-0.9,barbarously
disastrous,0.0,-0.9,সর্বনাশা
irretating,0.0,-0.9,irretating
repudiation,0.0,-0.9,পরিত্যাগ
weird,0.0,-0.9,অদ্ভুত
woeful,0.0,-0.9,শোচনীয়
dissatisfied,0.0,-0.9,অসন্তুষ্ট
dissidents,0.0,-0.9,বিদ্রোহীদের
fuss,0.0,-0.9,হইচই
doubtful,0.0,-0.9,সন্দিহান
expensive,0.0,-0.9,ব্যয়বহুল
flimsy,0.0,-0.9,ক্ষীণ
partisan,0.0,-0.9,তরফদার
pest,0.0,-0.9,কীটপতঙ্গ
superficially,0.0,-0.9,ভাসা-ভাসাভাবে
rue,0.0,-0.9,রাস্তা
dogged,0.0,-0.9,জিদি
impure,0.0,-0.9,অপবিত্র
culpable,0.0,-0.9,দোষী
erode,0.0,-0.9,ক্ষয় করা
sued,0.0,-0.9,বিরুদ্ধে মামলা দায়ের
unauthentic,0.0,-0.9,অপ্রামাণিক
tingled,0.0,-0.9,রণিত
profanity,0.0,-0.9,অপবিত্রতা
improbably,0.0,-0.9,improbably
shortage,0.0,-0.9,স্বল্পতা
brashly,0.0,-0.9,brashly
apprehensive,0.0,-0.9,সহজে বুঝিতে সক্ষম
infiltrator,0.0,-0.9,অনুপ্রবেশকারী
savages,0.0,-0.9,অসভ্য
demonized,0.0,-0.9,ভূতে
incivility,0.0,-0.9,অভদ্রতা
tricky,0.0,-0.9,কৌশলী
recklessness,0.0,-0.9,অদূরদর্শিতা
ding,0.0,-0.9,জিনিস
imperfection,0.0,-0.9,অসম্পূর্ণতা
cracked,0.0,-0.9,কর্কশ
paralize,0.0,-0.9,পক্ষাঘাত
frictions,0.0,-0.9,frictions
shun,0.0,-0.9,পরিহার করা
calumnious,0.0,-0.9,নিন্দাসূচক
cheat,0.0,-0.9,প্রতারণা
casualty,0.0,-0.9,দুর্ঘটনা
haste,0.0,-0.9,ত্বরা
little-known,0.0,-0.9,সামান্য বিখ্যাত
undocumented,0.0,-0.9,অনথিভুক্ত
grind,0.0,-0.9,চূর্ণনশব্দ
spotty,0.0,-0.9,তিলকিত
fret,0.0,-0.9,জ্বালাতন
miss,0.0,-0.9,হারানো
tragic,0.0,-0.9,মৃতু্যঘটিত
exasperatingly,0.0,-0.9,exasperatingly
uneasily,0.0,-0.9,অস্বচ্ছন্দভাবে
strident,0.0,-0.9,উচ্চনাদ
irrecoverablenesses,0.0,-0.9,irrecoverablenesses
defy,0.0,-0.9,দ্বন্দ্বে আহ্বান করা
annoyingly,0.0,-0.9,annoyingly
madder,0.0,-0.9,স্যান্ডউইচ
mistrust,0.0,-0.9,অবিশ্বাস
selfish,0.0,-0.9,স্বার্থপর
overwhelming,0.0,-0.9,অপ্রতিরোধ্য
appal,0.0,-0.9,ভীত
cruelest,0.0,-0.9,নিষ্ঠুরতম
penalty,0.0,-0.9,শাস্তি
crime,0.0,-0.9,অপরাধ
upseting,0.0,-0.9,upseting
beggar,0.0,-0.9,ভিক্ষুক
egotistical,0.0,-0.9,আত্মম্ভরি
languor,0.0,-0.9,গ্লানি
cumbersome,0.0,-0.9,কষ্টকর
implausible,0.0,-0.9,অকল্পনীয়
quarrel,0.0,-0.9,ঝগড়া
unwieldy,0.0,-0.9,জবরজং
insanity,0.0,-0.9,বাতুলতা
impetuous,0.0,-0.9,বেগবান
hurts,0.0,-0.9,ব্যাথা
clueless,0.0,-0.9,পুনের
recalcitrant,0.0,-0.9,বিরুপ
wail,0.0,-0.9,দু: খপ্রকাশ
ruffian,0.0,-0.9,অত্যাচারী লোক
decayed,0.0,-0.9,ক্ষীণতা
gibberish,0.0,-0.9,অর্থহীন কথা
infuriating,0.0,-0.9,ক্রুদ্ধ করা
exasperate,0.0,-0.9,ক্রুদ্ধ করা
totalitarian,0.0,-0.9,সর্বগ্রাসী
atrocious,0.0,-0.9,নৃশংস
misrepresent,0.0,-0.9,ভুল বর্ণনা করা
hypocritical,0.0,-0.9,কুটিল
ignorant,0.0,-0.9,অজ্ঞ
ill-tempered,0.0,-0.9,কুস্বভাব
trivialize,0.0,-0.9,trivialize
depressions,0.0,-0.9,নিম্নচাপ
barbarity,0.0,-0.9,বর্বরতা
diametrically,0.0,-0.9,সম্পূর্ণভাবে
disdainfully,0.0,-0.9,ঘৃণাপূর্ণভাবে
fawningly,0.0,-0.9,fawningly
overturn,0.0,-0.9,উল্টে দেওয়া
broke,0.0,-0.9,ভেঙে
jarring,0.0,-0.9,শ্রুতিকটু
demolisher,0.0,-0.9,demolisher
unreasonable,0.0,-0.9,অযৌক্তিক
peeled,0.0,-0.9,peeled
shatter,0.0,-0.9,চূর্ণবিচূর্ণ
static,0.0,-0.9,স্থির
junky,0.0,-0.9,মাদকাসক্ত ব্যক্তি
apathy,0.0,-0.9,ঔদাসীন্য
sweaty,0.0,-0.9,ঘর্মাক্ত
discordant,0.0,-0.9,বিবদমান
abominate,0.0,-0.9,ঘৃণায় পরিহার করা
disorient,0.0,-0.9,চিনিতে না দেত্তয়া
eccentric,0.0,-0.9,অদ্ভুতস্বভাব
hazard,0.0,-0.9,বিপত্তি
intimidate,0.0,-0.9,ভয় দেখান
slut,0.0,-0.9,চূড়ান্ত
distraught,0.0,-0.9,বিক্ষিপ্ত
unsettling,0.0,-0.9,স্থানান্তর
reproachful,0.0,-0.9,কলঙ্কর
crashes,0.0,-0.9,বিপর্যস্ত
finicky,0.0,-0.9,খুঁতখুঁতে
coarse,0.0,-0.9,মোটা
fatty,0.0,-0.9,মোটা
unaccustomed,0.0,-0.9,অনভ্যস্ত
sour,0.0,-0.9,টক
lemon,0.0,-0.9,লেবু
misinterpret,0.0,-0.9,অপব্যাখ্যা করে
sinfully,0.0,-0.9,পাপ পন্থায়
difficulties,0.0,-0.9,অসুবিধা
exhaustion,0.0,-0.9,অবসাদ
inefficacy,0.0,-0.9,নিষ্ফলতা
snarky,0.0,-0.9,snarky
dastard,0.0,-0.9,কাপুরূষ
humiliating,0.0,-0.9,অপমানকর
perplex,0.0,-0.9,কিংকর্তব্যবিমূঢ়
disaccord,0.0,-0.9,অননুমোদন
oversights,0.0,-0.9,oversights
anxiously,0.0,-0.9,জোরে
wallow,0.0,-0.9,অধ: পতন
matte,0.0,-0.9,ম্যাট
concern,0.0,-0.9,উদ্বেগ
blurring,0.0,-0.9,অস্পষ্টতা
culprit,0.0,-0.9,অভিযুক্ত ব্যক্তি
stupidly,0.0,-0.9,বোকার মত
contort,0.0,-0.9,মুচড়ান
erroneously,0.0,-0.9,ভ্রান্তভাবে
sloww,0.0,-0.9,sloww
pitiable,0.0,-0.9,অভাগা
inimically,0.0,-0.9,inimically
lonesome,0.0,-0.9,একাকী
gutter,0.0,-0.9,ছেলেদের
recession,0.0,-0.9,মন্দা
unfairly,0.0,-0.9,অন্যায়ভাবে
indiscriminate,0.0,-0.9,বাছবিচারহীন
acrimoniously,0.0,-0.9,acrimoniously
inflammatory,0.0,-0.9,প্রদাহী
undermining,0.0,-0.9,নষ্ট
disturbing,0.0,-0.9,ধকল
pitifully,0.0,-0.9,pitifully
faults,0.0,-0.9,ফল্ট
neurotic,0.0,-0.9,বায়ুগ্রস্ত
shortcoming,0.0,-0.9,ক্রটি
protested,0.0,-0.9,প্রতিবাদ
burned,0.0,-0.9,পোড়া
sack,0.0,-0.9,ছালা
unlucky,0.0,-0.9,হতভাগ্য
yawn,0.0,-0.9,হাই তোলা
assassinate,0.0,-0.9,গুপ্তহত্যা করা
marginally,0.0,-0.9,সীমিতভাবে
clash,0.0,-0.9,সংঘর্ষ
chaff,0.0,-0.9,তুষ
scars,0.0,-0.9,ক্ষত
whimper,0.0,-0.9,ঘ্যানঘ্যান
pleas,0.0,-0.9,আবেদন
loud,0.0,-0.9,অট্ট
freaking,0.0,-0.9,freaking
fibber,0.0,-0.9,গুলবাজ
downfall,0.0,-0.9,পতন
castigate,0.0,-0.9,ওঁন
hypocrisy,0.0,-0.9,ভণ্ডামি
dehumanization,0.0,-0.9,অমানবীকরণ
protracted,0.0,-0.9,দীর্ঘায়িত
seriousness,0.0,-0.9,গুরুত্ব
gross,0.0,-0.9,স্থূল
coldly,0.0,-0.9,ঠাণ্ডাভাবে
dumped,0.0,-0.9,ডাম্প
smoldering,0.0,-0.9,ধিকিধিকি
villains,0.0,-0.9,ভিলেন
blur,0.0,-0.9,দাগ
deploring,0.0,-0.9,deploring
unwisely,0.0,-0.9,মূর্খতাপূর্ণভাবে
disagreeable,0.0,-0.9,ভিন্নমত
dishonesty,0.0,-0.9,অসাধুতা
distract,0.0,-0.9,বিভ্রান্ত করা
foreboding,0.0,-0.9,পূর্বলক্ষণ
genocide,0.0,-0.9,গণহত্যা
wild,0.0,-0.9,বন্য
condescending,0.0,-0.9,ক্ষমশীল
d*mn,0.0,-0.9,ডি * এমএন
hating,0.0,-0.9,ঘৃণা
disconsolation,0.0,-0.9,disconsolation
unusual,0.0,-0.9,অস্বাভাবিক
whips,0.0,-0.9,চাবুক
stall,0.0,-0.9,থামা
unforgiving,0.0,-0.9,ক্ষমাহীন
unscrupulous,0.0,-0.9,বিবেকবর্জিত
deformed,0.0,-0.9,বিকৃত
