Term,PosScore,NegScore,Malayalam
smack,0.0,-0.9,സ്മാക്ക്
unprepared,0.0,-0.9,തയ്യാറാകാത്ത
dishonest,0.0,-0.9,സത്യസന്ധമല്ലാത്ത
extravagantly,0.0,-0.9,അതിരുകടന്നത്
foolhardy,0.0,-0.9,വിഡ് har ിത്തം
obstructs,0.0,-0.9,തടസ്സപ്പെടുത്തുന്നു
divergent,0.0,-0.9,വ്യത്യസ്‌ത
devilish,0.0,-0.9,പിശാച്
revolt,0.0,-0.9,കലാപം
warned,0.0,-0.9,മുന്നറിയിപ്പ് നൽകി
violator,0.0,-0.9,ലംഘകൻ
pittance,0.0,-0.9,ചെറിയ തുക
debauchery,0.0,-0.9,ധിക്കാരം
misery,0.0,-0.9,ദുരിതം
betray,0.0,-0.9,ഒറ്റിക്കൊടുക്കുക
impurity,0.0,-0.9,അശുദ്ധി
farcically,0.0,-0.9,പരിഹാസ്യമായി
stuttering,0.0,-0.9,കുത്തൊഴുക്ക്
outsider,0.0,-0.9,പുറത്തുള്ളയാൾ
monstrosity,0.0,-0.9,മോൺട്രോസിറ്റി
audacity,0.0,-0.9,ധൈര്യം
delusion,0.0,-0.9,വഞ്ചന
uprising,0.0,-0.9,പ്രക്ഷോഭം
overzealously,0.0,-0.9,അമിതമായി
worryingly,0.0,-0.9,വിഷമത്തോടെ
dunce,0.0,-0.9,dunce
dissappointed,0.0,-0.9,നിരാശരായി
intimidatingly,0.0,-0.9,ഭയപ്പെടുത്തുന്ന രീതിയിൽ
blotchy,0.0,-0.9,മങ്ങിയത്
demonizes,0.0,-0.9,പൈശാചികവൽക്കരിക്കുന്നു
heckle,0.0,-0.9,ഹെക്കിൾ
ill-usage,0.0,-0.9,മോശം ഉപയോഗം
devilishly,0.0,-0.9,പിശാചായി
enemy,0.0,-0.9,ശത്രു
catastrophies,0.0,-0.9,ദുരന്തങ്ങൾ
bloodthirsty,0.0,-0.9,രക്തദാഹം
deform,0.0,-0.9,രൂപഭേദം വരുത്തുക
distrusting,0.0,-0.9,അവിശ്വസനീയമാണ്
fallaciously,0.0,-0.9,തെറ്റായി
shit,0.0,-0.9,ഉണ്ണി
ineffectualness,0.0,-0.9,ഫലപ്രദമല്ലാത്തത്
grapple,0.0,-0.9,പിടിമുറുക്കുക
censure,0.0,-0.9,സെൻസർഷിപ്പ്
disintegrate,0.0,-0.9,വിഘടിക്കുക
lechery,0.0,-0.9,ലെച്ചറി
dissatisfactory,0.0,-0.9,അസംതൃപ്തി
faithless,0.0,-0.9,വിശ്വസ്തൻ
earsplitting,0.0,-0.9,ഇയർസ്‌പ്ലിറ്റിംഗ്
run-down,0.0,-0.9,ഇടിച്ചുവീഴ്ത്തുക
bored,0.0,-0.9,ബോറടിക്കുന്നു
bitter,0.0,-0.9,കയ്പേറിയ
baffling,0.0,-0.9,തടസ്സപ്പെടുത്തൽ
loss,0.0,-0.9,നഷ്ടം
alienation,0.0,-0.9,അന്യവൽക്കരണം
disable,0.0,-0.9,പ്രവർത്തനരഹിതമാക്കുക
aggrivation,0.0,-0.9,സമാഹരണം
disgruntled,0.0,-0.9,അസംതൃപ്തൻ
flak,0.0,-0.9,അടയാളം
douchbag,0.0,-0.9,douchbag
egomania,0.0,-0.9,അഹംഭാവം
anger,0.0,-0.9,കോപം
ill-formed,0.0,-0.9,മോശമായി രൂപപ്പെട്ടു
violate,0.0,-0.9,ലംഘിക്കുക
funky,0.0,-0.9,തമാശയുള്ള
noisy,0.0,-0.9,ഗൗരവമുള്ള
costlier,0.0,-0.9,ചെലവേറിയത്
strangle,0.0,-0.9,കഴുത്തു ഞെരിച്ച് കൊല്ലുക
unkind,0.0,-0.9,നിര്ദ്ദയമായ
shortsightedness,0.0,-0.9,ഷോർട്ട്‌സൈറ്റ്നെസ്സ്
twisted,0.0,-0.9,വളച്ചൊടിച്ച
feign,0.0,-0.9,feign
retard,0.0,-0.9,കാലതാമസം
seedy,0.0,-0.9,വിത്ത്
violation,0.0,-0.9,ലംഘനം
whore,0.0,-0.9,വേശ്യ
downgrade,0.0,-0.9,തരംതാഴ്ത്തുക
hurt,0.0,-0.9,വേദനിപ്പിച്ചു
inopportune,0.0,-0.9,inopportune
retards,0.0,-0.9,കാലതാമസം
clog,0.0,-0.9,അടഞ്ഞുപോകുക
unavoidably,0.0,-0.9,ഒഴിവാക്കാനാവില്ല
ridicule,0.0,-0.9,പരിഹസിക്കുക
uncivil,0.0,-0.9,അനിശ്ചിതത്വം
quandary,0.0,-0.9,പ്രതിസന്ധി
subjugation,0.0,-0.9,കീഴ്പ്പെടുത്തൽ
worthless,0.0,-0.9,വിലകെട്ട
hysterics,0.0,-0.9,ഹിസ്റ്ററിക്സ്
negation,0.0,-0.9,നിരസിക്കൽ
preposterously,0.0,-0.9,മുൻ‌കൂട്ടി
relentlessly,0.0,-0.9,ഇടതടവില്ലാതെ
infected,0.0,-0.9,അണുബാധയുണ്ടായി
stupify,0.0,-0.9,വിഡ് up ിത്തം
incomplete,0.0,-0.9,അപൂർണ്ണമാണ്
angrily,0.0,-0.9,ദേഷ്യത്തോടെ
diabolic,0.0,-0.9,ഡയബോളിക്
preposterous,0.0,-0.9,അസംബന്ധം
sermonize,0.0,-0.9,പ്രസംഗിക്കുക
awkward,0.0,-0.9,മോശം
mire,0.0,-0.9,എന്ത്
startlingly,0.0,-0.9,ഞെട്ടിപ്പിക്കുന്ന
sags,0.0,-0.9,കേസ്
shirker,0.0,-0.9,ശിർക്കർ
stern,0.0,-0.9,കർശനമായ
troublingly,0.0,-0.9,അസ്വസ്ഥത
ineffectively,0.0,-0.9,ഫലപ്രദമായി
thicker,0.0,-0.9,കട്ടികൂടിയ
rabid,0.0,-0.9,ക്രൂരമായ
frown,0.0,-0.9,മുഖം ചുളിച്ചു
insufferable,0.0,-0.9,അസഹനീയമാണ്
bore,0.0,-0.9,ബോറടിക്കുന്നു
inadequacy,0.0,-0.9,അപര്യാപ്തത
infamous,0.0,-0.9,കുപ്രസിദ്ധമായ
dismalness,0.0,-0.9,ദയനീയത
lethargic,0.0,-0.9,അലസത
wickedness,0.0,-0.9,ദുഷ്ടത
unexplained,0.0,-0.9,വിശദീകരിക്കാത്ത
sag,0.0,-0.9,കേസ്
devilry,0.0,-0.9,പിശാച്
contravene,0.0,-0.9,contravene
disbelieve,0.0,-0.9,അവിശ്വസിക്കുക
ambiguity,0.0,-0.9,അവ്യക്തത
weak,0.0,-0.9,ദുർബലമാണ്
oddest,0.0,-0.9,വിചിത്രമായത്
peeved,0.0,-0.9,തൊലിയുരിച്ചു
perfidity,0.0,-0.9,കൃത്യത
uneconomical,0.0,-0.9,സാമ്പത്തികേതര
hardheaded,0.0,-0.9,കഠിനഹൃദയമുള്ള
upsettingly,0.0,-0.9,അസ്വസ്ഥതയോടെ
bestial,0.0,-0.9,മൃഗീയ
brimstone,0.0,-0.9,ഗന്ധകം
misconceptions,0.0,-0.9,തെറ്റിദ്ധാരണകൾ
hang,0.0,-0.9,തീർക്കുക
clumsy,0.0,-0.9,വൃത്തികെട്ട
combative,0.0,-0.9,പോരാട്ടം
delayed,0.0,-0.9,വൈകി
numb,0.0,-0.9,മരവിപ്പ്
impossiblity,0.0,-0.9,അസാധ്യത
snobs,0.0,-0.9,സ്നോബ്സ്
unemployed,0.0,-0.9,തൊഴിലില്ലാത്തവർ
corrosion,0.0,-0.9,നാശം
trick,0.0,-0.9,തന്ത്രം
inexpertly,0.0,-0.9,നിഷ്കളങ്കമായി
acridly,0.0,-0.9,കഠിനമായി
uneven,0.0,-0.9,അസമമായ
decline,0.0,-0.9,ഇടിവ്
perverted,0.0,-0.9,വളച്ചൊടിച്ച
puzzled,0.0,-0.9,അമ്പരന്നു
ricer,0.0,-0.9,ധനികൻ
sardonically,0.0,-0.9,മാപ്പുപറയുന്നു
loathing,0.0,-0.9,വെറുപ്പ്
shocked,0.0,-0.9,ഞെട്ടിപ്പോയി
enervate,0.0,-0.9,enervate
intense,0.0,-0.9,തീവ്രമായ
incitement,0.0,-0.9,പ്രേരിപ്പിക്കൽ
isolation,0.0,-0.9,ഐസൊലേഷൻ
sneak,0.0,-0.9,ഒളിച്ചുനടക്കുക
lethal,0.0,-0.9,മാരകമായ
untrustworthy,0.0,-0.9,അവിശ്വസനീയമാണ്
languorous,0.0,-0.9,ക്ഷീണിതൻ
inflict,0.0,-0.9,വരുത്തുക
unpleasantries,0.0,-0.9,അസുഖകരമായ
revoke,0.0,-0.9,അസാധുവാക്കുക
bonkers,0.0,-0.9,ബോങ്കർമാർ
erodes,0.0,-0.9,ഇല്ലാതാകുന്നു
unfortunately,0.0,-0.9,നിർഭാഗ്യവശാൽ
baffled,0.0,-0.9,തടസ്സപ്പെട്ടു
disprove,0.0,-0.9,നിരാകരിക്കുക
over-hyped,0.0,-0.9,അമിതമായി ചർച്ചചെയ്യപ്പെടുന്നു
rumors,0.0,-0.9,കിംവദന്തികൾ
scuffs,0.0,-0.9,സ്‌കഫുകൾ
tout,0.0,-0.9,എല്ലാം
embroilment,0.0,-0.9,എംബ്രോയ്‌മെന്റ്
unacceptably,0.0,-0.9,അസ്വീകാര്യമായി
grossly,0.0,-0.9,മൊത്തത്തിൽ
hurting,0.0,-0.9,വേദനിപ്പിക്കുന്നു
debts,0.0,-0.9,കടങ്ങൾ
falter,0.0,-0.9,തെറ്റുക
futilely,0.0,-0.9,വ്യർത്ഥമായി
grumble,0.0,-0.9,പിറുപിറുക്കുക
haze,0.0,-0.9,മൂടൽമഞ്ഞ്
split,0.0,-0.9,രണ്ടായി പിരിയുക
irrationally,0.0,-0.9,യുക്തിരഹിതമായി
creeps,0.0,-0.9,ഇഴജന്തുക്കൾ
incorrigible,0.0,-0.9,തിരുത്താനാവില്ല
unsettlingly,0.0,-0.9,അസ്വസ്ഥതയോടെ
din,0.0,-0.9,മുതൽ
skeptically,0.0,-0.9,സംശയത്തോടെ
greasy,0.0,-0.9,വഴുവഴുപ്പുള്ള
uproarously,0.0,-0.9,കോലാഹലമായി
detestable,0.0,-0.9,വെറുപ്പുളവാക്കുന്ന
murky,0.0,-0.9,മർകി
slug,0.0,-0.9,സ്ലഗ്
crushing,0.0,-0.9,തകർക്കുന്നു
defunct,0.0,-0.9,പ്രവർത്തനരഹിതമാണ്
massacres,0.0,-0.9,കൂട്ടക്കൊലകൾ
fever,0.0,-0.9,പനി
catastrophes,0.0,-0.9,ദുരന്തങ്ങൾ
disgrace,0.0,-0.9,അപമാനം
pinch,0.0,-0.9,പിഞ്ച് ചെയ്യുക
undependability,0.0,-0.9,ആശ്രിതത്വം
unresolved,0.0,-0.9,പരിഹരിക്കപ്പെടാത്ത
beseech,0.0,-0.9,അഭ്യർത്ഥിക്കുക
naïve,0.0,-0.9,നിഷ്കളങ്കം
paradoxically,0.0,-0.9,വിരോധാഭാസമെന്നു പറയട്ടെ
handicapped,0.0,-0.9,വികലാംഗർ
tanked,0.0,-0.9,ടാങ്ക് ചെയ്തു
tarnish,0.0,-0.9,കളങ്കപ്പെടുത്തുക
ugly,0.0,-0.9,വൃത്തികെട്ട
idiotically,0.0,-0.9,വിഡ് ly ിത്തമായി
warped,0.0,-0.9,വാർ‌പ്പ്
scream,0.0,-0.9,നിലവിളി
propaganda,0.0,-0.9,പ്രചാരണം
trap,0.0,-0.9,കെണി
trivial,0.0,-0.9,തുച്ഛമാണ്
indelicate,0.0,-0.9,indelicate
mockingly,0.0,-0.9,പരിഹാസ്യമായി
drained,0.0,-0.9,വറ്റിച്ചു
pettifog,0.0,-0.9,പെറ്റിഫോഗ്
sin,0.0,-0.9,കൂടാതെ
inequality,0.0,-0.9,അസമത്വം
assult,0.0,-0.9,ആക്രമണം
upset,0.0,-0.9,അപ്സെറ്റ്
overzealous,0.0,-0.9,അമിത
malice,0.0,-0.9,ക്ഷുദ്രം
frustrates,0.0,-0.9,നിരാശപ്പെടുത്തുന്നു
mediocre,0.0,-0.9,ശരാശരി
dumbfound,0.0,-0.9,ഓർമ
overwhelmed,0.0,-0.9,ക്ഷീണിച്ചു
farcical-yet-provocative,0.0,-0.9,പ്രകോപനപരവും എന്നാൽ പ്രകോപനപരവുമാണ്
overtaxed,0.0,-0.9,ഓവർടാക്സ് ചെയ്തു
scornfully,0.0,-0.9,പരിഹാസത്തോടെ
spoilages,0.0,-0.9,കൊള്ളയടിക്കുന്നു
swipe,0.0,-0.9,സ്വൈപ്പ്
intrusion,0.0,-0.9,നുഴഞ്ഞുകയറ്റം
barbaric,0.0,-0.9,നിഷ്ഠൂരൻ
manipulation,0.0,-0.9,കൃത്രിമം
wrought,0.0,-0.9,നിർമ്മിച്ചത്
concession,0.0,-0.9,ഇളവ്
shameful,0.0,-0.9,ലജ്ജാകരമാണ്
imprudent,0.0,-0.9,വിവേകമില്ലാത്ത
crashed,0.0,-0.9,തകർന്നു
breach,0.0,-0.9,ലംഘനം
smelling,0.0,-0.9,മണം
tardy,0.0,-0.9,തളർച്ച
resigned,0.0,-0.9,രാജിവെച്ചിരുന്നു
villainously,0.0,-0.9,വില്ലനായി
gripes,0.0,-0.9,പിടി
self-coup,0.0,-0.9,സ്വയം അട്ടിമറി
cunt,0.0,-0.9,കന്റ്
hypocrites,0.0,-0.9,കപടവിശ്വാസികൾ
shamelessness,0.0,-0.9,ലജ്ജയില്ലായ്മ
ill-treated,0.0,-0.9,മോശം ചികിത്സ
extremist,0.0,-0.9,തീവ്രവാദി
rubbish,0.0,-0.9,മാലിന്യങ്ങൾ
alienate,0.0,-0.9,അന്യമാക്കുക
misunderstand,0.0,-0.9,തെറ്റിദ്ധരിക്കുക
disaffected,0.0,-0.9,അസംതൃപ്തൻ
audaciously,0.0,-0.9,ധൈര്യത്തോടെ
indignity,0.0,-0.9,നീരസം
intoxicate,0.0,-0.9,ലഹരി
ill-favored,0.0,-0.9,മോശം അനുകൂലമായ
snappishly,0.0,-0.9,snappishly
fallacious,0.0,-0.9,തെറ്റായ
forsake,0.0,-0.9,ഉപേക്ഷിക്കുക
lugubrious,0.0,-0.9,പരിഹാസ്യമായ
misgivings,0.0,-0.9,സംശയങ്ങൾ
misinform,0.0,-0.9,തെറ്റായ വിവരങ്ങൾ
nonsense,0.0,-0.9,അസംബന്ധം
frightfully,0.0,-0.9,ഭയത്തോടെ
radical,0.0,-0.9,സമൂലമായ
terribly,0.0,-0.9,ഭയങ്കര
demonic,0.0,-0.9,പൈശാചിക
vindictively,0.0,-0.9,പ്രതികാരപരമായി
embarrassment,0.0,-0.9,നാണക്കേട്
dimmer,0.0,-0.9,മങ്ങിയത്
allegation,0.0,-0.9,ആരോപണം
scratchy,0.0,-0.9,പോറലുകൾ
warlike,0.0,-0.9,യുദ്ധസമാനമായ
lukewarm,0.0,-0.9,ഇളം ചൂട്
disavow,0.0,-0.9,നിരസിക്കുക
clouding,0.0,-0.9,മേഘം
encroach,0.0,-0.9,കയ്യേറ്റം
exorbitant,0.0,-0.9,അതിരുകടന്നത്
lecher,0.0,-0.9,നക്ക്
tiresome,0.0,-0.9,മടുപ്പിക്കുന്ന
molest,0.0,-0.9,ഉപദ്രവം
injudicious,0.0,-0.9,നിന്ദ്യമായ
desperately,0.0,-0.9,തീക്ഷ്ണമായി
eyesore,0.0,-0.9,കാഴ്ച
plaything,0.0,-0.9,പ്ലേയിംഗ്
thumb-down,0.0,-0.9,തമ്പ്-ഡ .ൺ
frustrate,0.0,-0.9,നിരാശപ്പെടുത്തുക
remorselessly,0.0,-0.9,അനുതാപമില്ലാതെ
sues,0.0,-0.9,സ്യൂസ്
desolation,0.0,-0.9,ശൂന്യത
tantrum,0.0,-0.9,തന്ത്രം
delusions,0.0,-0.9,വഞ്ചന
forceful,0.0,-0.9,ബലപ്രയോഗം
clamorous,0.0,-0.9,കോലാഹലം
quarrellous,0.0,-0.9,കലഹം
refuted,0.0,-0.9,നിരസിച്ചു
tenuously,0.0,-0.9,പതുക്കെ
accusingly,0.0,-0.9,ആരോപണവിധേയമായി
importunate,0.0,-0.9,ഇറക്കുമതി ചെയ്യുക
detesting,0.0,-0.9,വെറുക്കുന്നു
confession,0.0,-0.9,കുമ്പസാരം
desiccate,0.0,-0.9,ഡെസിക്കേറ്റ്
spookiest,0.0,-0.9,സ്പൂക്കിസ്റ്റ്
haters,0.0,-0.9,വെറുക്കുന്നവർ
aggravate,0.0,-0.9,വഷളാക്കുക
untouched,0.0,-0.9,തൊട്ടുകൂടാത്ത
tyrannically,0.0,-0.9,സ്വേച്ഛാധിപത്യപരമായി
bewildering,0.0,-0.9,അമ്പരപ്പിക്കുന്ന
calumniously,0.0,-0.9,അപവാദം
mercilessly,0.0,-0.9,നിഷ്കരുണം
disappointments,0.0,-0.9,നിരാശകൾ
disallow,0.0,-0.9,അനുവദിക്കരുത്
attack,0.0,-0.9,ആക്രമണം
adulterier,0.0,-0.9,വ്യഭിചാരിണി
wobble,0.0,-0.9,ചലിപ്പിക്കൽ
irragularity,0.0,-0.9,ക്രമക്കേട്
ripoff,0.0,-0.9,ആശയങ്ങൾ മോഷ്ടിക്കുക
wedge,0.0,-0.9,വെഡ്ജ്
contemptuous,0.0,-0.9,നിന്ദ
inevitable,0.0,-0.9,അനിവാര്യമാണ്
disquietude,0.0,-0.9,അസ്വസ്ഥത
sugarcoated,0.0,-0.9,പഞ്ചസാര
wretchedly,0.0,-0.9,നികൃഷ്ടമായി
insociable,0.0,-0.9,നിരുപാധികം
damages,0.0,-0.9,നാശനഷ്ടങ്ങൾ
pauper,0.0,-0.9,pauper
inefficiently,0.0,-0.9,കാര്യക്ഷമമായി
scarcely,0.0,-0.9,വിരളമാണ്
cataclysmal,0.0,-0.9,മഹാദുരന്തം
disastrously,0.0,-0.9,വിനാശകരമായി
scoff,0.0,-0.9,പരിഹസിക്കുക
hacks,0.0,-0.9,ഹാക്കുകൾ
impudently,0.0,-0.9,വിവേകപൂർവ്വം
bothers,0.0,-0.9,ശല്യപ്പെടുത്തുന്നു
desertion,0.0,-0.9,ഉപേക്ഷിക്കൽ
meager,0.0,-0.9,തുച്ഛം
inconsequently,0.0,-0.9,അനന്തരഫലമായി
detested,0.0,-0.9,വെറുത്തു
selfinterested,0.0,-0.9,സ്വാർത്ഥതയില്ലാത്ത
dissed,0.0,-0.9,വിഭജിച്ചു
unfaithful,0.0,-0.9,അവിശ്വസ്തൻ
falsehood,0.0,-0.9,അസത്യം
slowly,0.0,-0.9,പതുക്കെ
backbite,0.0,-0.9,ബാക്ക്ബൈറ്റ്
dusty,0.0,-0.9,പൊടിനിറഞ്ഞ
freezes,0.0,-0.9,മരവിപ്പിക്കുന്നു
ominous,0.0,-0.9,ominous
unskilled,0.0,-0.9,അവിദഗ്ദ്ധൻ
unlikely,0.0,-0.9,സാധ്യതയില്ല
sham,0.0,-0.9,ഷാം
hiliarious,0.0,-0.9,ഉല്ലാസകരമായ
tangle,0.0,-0.9,കുഴപ്പം
molestation,0.0,-0.9,ഉപദ്രവിക്കൽ
ill-designed,0.0,-0.9,മോശമായി രൂപകൽപ്പന ചെയ്‌തത്
undetermined,0.0,-0.9,നിർണ്ണയിക്കപ്പെട്ടിട്ടില്ല
caricature,0.0,-0.9,കാരിക്കേച്ചർ
callous,0.0,-0.9,നിഷ്‌കരുണം
fabricate,0.0,-0.9,നിർമ്മിച്ചത്
bloody,0.0,-0.9,രക്തരൂക്ഷിതമായ
friction,0.0,-0.9,സംഘർഷം
lacking,0.0,-0.9,കുറവാണ്
unwise,0.0,-0.9,വിവേകമില്ലാത്ത
wreaks,0.0,-0.9,നാശങ്ങൾ
debilitate,0.0,-0.9,ബലഹീനത
peeve,0.0,-0.9,peeve
mistakes,0.0,-0.9,തെറ്റുകൾ
abominable,0.0,-0.9,മ്ലേച്ഛമാണ്
vomit,0.0,-0.9,ഛർദ്ദി
pervert,0.0,-0.9,വക്രത
prohibitive,0.0,-0.9,നിരോധിത
disadvantaged,0.0,-0.9,പിന്നാക്കം
ingratitude,0.0,-0.9,നന്ദികേട്
bait,0.0,-0.9,ഭോഗം
hallucination,0.0,-0.9,ഭ്രമം
oversight,0.0,-0.9,മേൽനോട്ടം
so-cal,0.0,-0.9,so-cal
repetitive,0.0,-0.9,ആവർത്തിച്ചുള്ള
stale,0.0,-0.9,നിശ്ചലമായ
annoy,0.0,-0.9,ശല്യപ്പെടുത്തുക
abusive,0.0,-0.9,ദുരുപയോഗം ചെയ്യുന്ന
bothersome,0.0,-0.9,ശല്യപ്പെടുത്തുന്ന
disheartening,0.0,-0.9,നിരാശാജനകമാണ്
misbehave,0.0,-0.9,മോശമായി പെരുമാറുക
nastily,0.0,-0.9,മോശമായി
unintelligible,0.0,-0.9,മനസിലാക്കാൻ കഴിയാത്ത
protest,0.0,-0.9,പ്രതിഷേധം
careless,0.0,-0.9,അശ്രദ്ധ
infernal,0.0,-0.9,നരകം
hardened,0.0,-0.9,കഠിനമാക്കി
mockery,0.0,-0.9,പരിഹാസം
insidious,0.0,-0.9,വഞ്ചനാപരമായ
cringed,0.0,-0.9,ഞെരുങ്ങി
disparage,0.0,-0.9,അപമാനം
hotbeds,0.0,-0.9,ഹോട്ട്‌ബെഡുകൾ
indigent,0.0,-0.9,ദരിദ്രൻ
perish,0.0,-0.9,നശിക്കുക
bereft,0.0,-0.9,നഷ്ടപ്പെട്ടു
ridicules,0.0,-0.9,പരിഹാസ്യമാണ്
diabolically,0.0,-0.9,ഡയബോളിക്കായി
exagerate,0.0,-0.9,അതിശയോക്തി
inefficient,0.0,-0.9,കാര്യക്ഷമമല്ല
mangles,0.0,-0.9,മംഗൾസ്
evasive,0.0,-0.9,ഒഴിവാക്കൽ
scarred,0.0,-0.9,വടു
commotion,0.0,-0.9,കലഹം
fell,0.0,-0.9,വീണു
obliterated,0.0,-0.9,ഇല്ലാതാക്കി
oppress,0.0,-0.9,പീഡിപ്പിക്കുക
craftily,0.0,-0.9,തന്ത്രപരമായി
distorts,0.0,-0.9,വളച്ചൊടിക്കുന്നു
grim,0.0,-0.9,കഠിനമാണ്
gruesomely,0.0,-0.9,ഭയാനകമായി
hype,0.0,-0.9,ഹൈപ്പ്
dinky,0.0,-0.9,ഡിങ്കി
senile,0.0,-0.9,മുതിർന്നവർ
unlicensed,0.0,-0.9,ലൈസൻസില്ലാത്ത
vengeful,0.0,-0.9,പ്രതികാരം
ambivalence,0.0,-0.9,അവ്യക്തത
invalidate,0.0,-0.9,അസാധുവാക്കുക
perturb,0.0,-0.9,പെർ‌ടർബ്
jealously,0.0,-0.9,അസൂയയോടെ
naive,0.0,-0.9,നിഷ്കളങ്കം
obstructing,0.0,-0.9,തടസ്സപ്പെടുത്തുന്നു
irreversible,0.0,-0.9,മാറ്റാനാവാത്ത
regretful,0.0,-0.9,ഖേദിക്കുന്നു
exploitation,0.0,-0.9,ചൂഷണം
impertinent,0.0,-0.9,പ്രധാനം
inconsolable,0.0,-0.9,അദൃശ്യമായ
incompatability,0.0,-0.9,പൊരുത്തക്കേട്
warp,0.0,-0.9,വാർപ്പ്
destroy,0.0,-0.9,നശിപ്പിക്കുക
affliction,0.0,-0.9,കഷ്ടത
devastation,0.0,-0.9,നാശം
extravagant,0.0,-0.9,അതിരുകടന്നത്
poor,0.0,-0.9,ദരിദ്രർ
stigmatize,0.0,-0.9,കളങ്കപ്പെടുത്തുക
risk,0.0,-0.9,അപകടസാധ്യത
rocky,0.0,-0.9,പാറ
egotism,0.0,-0.9,അഹംഭാവം
slanderer,0.0,-0.9,അപവാദം
scowl,0.0,-0.9,തലയോട്ടി
slumpping,0.0,-0.9,മന്ദഗതി
stumbled,0.0,-0.9,ഇടറി
devil,0.0,-0.9,പിശാച്
cutthroat,0.0,-0.9,കട്ട്‌ത്രോട്ട്
defamatory,0.0,-0.9,അപകീർത്തിപ്പെടുത്തുന്ന
remorselessness,0.0,-0.9,അനുതാപമില്ലായ്മ
meanness,0.0,-0.9,അർത്ഥം
drones,0.0,-0.9,ഡ്രോണുകൾ
unworkable,0.0,-0.9,പ്രവർത്തിക്കാനാകില്ല
discomfititure,0.0,-0.9,അസ്വാരസ്യം
fulminate,0.0,-0.9,പൂരിപ്പിക്കുക
inattentive,0.0,-0.9,അശ്രദ്ധ
invidiousness,0.0,-0.9,നിരുപദ്രവകരമായത്
shortcomings,0.0,-0.9,പോരായ്മകൾ
disapointment,0.0,-0.9,നിരാശ
doomsday,0.0,-0.9,ഡൂംസ്ഡേ
immobilized,0.0,-0.9,നിശ്ചലമായി
inconceivable,0.0,-0.9,അചിന്തനീയമാണ്
stressful,0.0,-0.9,സമ്മർദ്ദം
uncomfortable,0.0,-0.9,അസുഖകരമായ
drain,0.0,-0.9,കളയുക
crippled,0.0,-0.9,മുടങ്ങി
futile,0.0,-0.9,വ്യർത്ഥമാണ്
panicky,0.0,-0.9,പരിഭ്രാന്തി
accuse,0.0,-0.9,ബോധിപ്പിക്കുന്ന
farfetched,0.0,-0.9,ദൂരെയുള്ള
petrify,0.0,-0.9,petrify
morons,0.0,-0.9,മോറോണുകൾ
nervously,0.0,-0.9,പരിഭ്രാന്തരായി
scandalous,0.0,-0.9,അപകീർത്തികരമായ
flimflam,0.0,-0.9,flimflam
corruption,0.0,-0.9,അഴിമതി
dirty,0.0,-0.9,അഴുക്കായ
outmoded,0.0,-0.9,കാലഹരണപ്പെട്ടു
unrelenting,0.0,-0.9,തടസ്സമില്ലാത്ത
sub-par,0.0,-0.9,ഉപ-പാര
trample,0.0,-0.9,ചവിട്ടിമെതിക്കുക
martyrdom,0.0,-0.9,രക്തസാക്ഷിത്വം
tank,0.0,-0.9,ടാങ്ക്
outcast,0.0,-0.9,പുറത്താക്കപ്പെട്ടു
sadly,0.0,-0.9,സങ്കടകരമാണ്
liars,0.0,-0.9,നുണയന്മാർ
stark,0.0,-0.9,ശക്തമായ
rremediable,0.0,-0.9,റിറെമെഡബിൾ
latency,0.0,-0.9,ലേറ്റൻസി
dissatisfies,0.0,-0.9,അസംതൃപ്തി
straggle,0.0,-0.9,ഞെരുക്കുക
wrinkle,0.0,-0.9,ചുളുക്ക്
barbarously,0.0,-0.9,നിഷ്ഠൂരമായി
disastrous,0.0,-0.9,വിനാശകരമായ
irretating,0.0,-0.9,അസ്വസ്ഥത
repudiation,0.0,-0.9,നിരസിക്കൽ
weird,0.0,-0.9,വിചിത്രമായത്
woeful,0.0,-0.9,കഷ്ടം
dissatisfied,0.0,-0.9,അസംതൃപ്തൻ
dissidents,0.0,-0.9,വിമതർ
fuss,0.0,-0.9,കലഹിക്കുക
doubtful,0.0,-0.9,സംശയം
expensive,0.0,-0.9,ചെലവേറിയത്
flimsy,0.0,-0.9,ദുർബലമായ
partisan,0.0,-0.9,പക്ഷപാതം
pest,0.0,-0.9,കീടങ്ങളെ
superficially,0.0,-0.9,ഉപരിപ്ലവമായി
rue,0.0,-0.9,തെരുവ്
dogged,0.0,-0.9,ഡോഗ്ഡ്
impure,0.0,-0.9,അശുദ്ധം
culpable,0.0,-0.9,കുറ്റവാളി
erode,0.0,-0.9,മണ്ണൊലിപ്പ്
sued,0.0,-0.9,കേസെടുത്തു
unauthentic,0.0,-0.9,പ്രാമാണികമല്ലാത്തത്
tingled,0.0,-0.9,ഇളകി
profanity,0.0,-0.9,അശ്ലീലം
improbably,0.0,-0.9,ഒരുപക്ഷേ
shortage,0.0,-0.9,ക്ഷാമം
brashly,0.0,-0.9,ധീരമായി
apprehensive,0.0,-0.9,ഭയപ്പെടുത്തുന്നു
infiltrator,0.0,-0.9,നുഴഞ്ഞുകയറ്റക്കാരൻ
savages,0.0,-0.9,ക്രൂരന്മാർ
demonized,0.0,-0.9,പൈശാചികവൽക്കരിക്കപ്പെട്ടു
incivility,0.0,-0.9,കഴിവില്ലായ്മ
tricky,0.0,-0.9,ട്രിക്കി
