Term,PosScore,NegScore,Oriya
traitorous,0.0,-0.9,ଦେଶଦ୍ରୋହୀ
gibe,0.0,-0.9,ଗତି
intransigence,0.0,-0.9,ଆନ୍ତରିକତା |
mystery,0.0,-0.9,ରହସ୍ୟ
greedy,0.0,-0.9,ଲୋଭୀ
misdirection,0.0,-0.9,ଭୁଲ୍ ନିର୍ଦ୍ଦେଶ
grumpish,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
revengefully,0.0,-0.9,ପ୍ରତିଶୋଧପରାୟଣ
impediment,0.0,-0.9,ପ୍ରତିବନ୍ଧକ
calamitously,0.0,-0.9,ବିପର୍ଯ୍ୟସ୍ତ ଭାବରେ |
lose,0.0,-0.9,ହାରିଯାଅ |
disquietingly,0.0,-0.9,ଅସନ୍ତୋଷ
murderous,0.0,-0.9,ହତ୍ୟାକାରୀ
suspiciously,0.0,-0.9,ସନ୍ଦେହରେ |
twists,0.0,-0.9,ମୋଡ଼
downfallen,0.0,-0.9,ଖସିବା
spoon-feed,0.0,-0.9,ଚାମଚ-ଫିଡ୍ |
haughtily,0.0,-0.9,ଅହଂକାର
cancer,0.0,-0.9,କର୍କଟ
sore,0.0,-0.9,ଘା ’
lament,0.0,-0.9,ବିଳାପ
blather,0.0,-0.9,ବ୍ଲାଟର୍ |
foe,0.0,-0.9,ଶତ୍ରୁ
counterproductive,0.0,-0.9,ପ୍ରତିକ୍ରିୟାଶୀଳ
lied,0.0,-0.9,ମିଛ
rollercoaster,0.0,-0.9,ରୋଲର୍ କୋଷ୍ଟର୍
unfunded,0.0,-0.9,ଅନାବଶ୍ୟକ |
smack,0.0,-0.9,ସ୍ମାକ୍
unprepared,0.0,-0.9,ପ୍ରସ୍ତୁତ ନୁହେଁ
dishonest,0.0,-0.9,ଅସାଧୁ
extravagantly,0.0,-0.9,ଅତ୍ୟଧିକ ଭାବରେ
foolhardy,0.0,-0.9,ମୂର୍ଖ
obstructs,0.0,-0.9,ବାଧା
divergent,0.0,-0.9,ବିବିଧ
devilish,0.0,-0.9,ଶୟତାନ
revolt,0.0,-0.9,ବିଦ୍ରୋହ
warned,0.0,-0.9,ଚେତାବନୀ
violator,0.0,-0.9,ଉଲ୍ଲଂଘନକାରୀ |
pittance,0.0,-0.9,ପିଟାନ୍ସ
debauchery,0.0,-0.9,ଦୁଷ୍କର୍ମ
misery,0.0,-0.9,ଦୁ y ଖ
betray,0.0,-0.9,ବିଶ୍ୱାସଘାତକତା
impurity,0.0,-0.9,ଅଶୁଦ୍ଧତା
farcically,0.0,-0.9,ଦୂରରୁ
stuttering,0.0,-0.9,ut ୁଣ୍ଟିବା
outsider,0.0,-0.9,ବାହାର ଲୋକ
monstrosity,0.0,-0.9,ରାକ୍ଷସ
audacity,0.0,-0.9,ଅଦମ୍ୟତା |
delusion,0.0,-0.9,ଭ୍ରାନ୍ତି |
uprising,0.0,-0.9,ବିଦ୍ରୋହ
overzealously,0.0,-0.9,ଅତ୍ୟଧିକ
worryingly,0.0,-0.9,ଚିନ୍ତାଜନକ
dunce,0.0,-0.9,ଦୁନିଆ
dissappointed,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
intimidatingly,0.0,-0.9,ଭୟଭୀତ
blotchy,0.0,-0.9,blotchy
demonizes,0.0,-0.9,ଭୂତ
heckle,0.0,-0.9,ହେକ୍ଲେ |
ill-usage,0.0,-0.9,ଖରାପ ବ୍ୟବହାର
devilishly,0.0,-0.9,ଶୟତାନ
enemy,0.0,-0.9,ଶତ୍ରୁ
catastrophies,0.0,-0.9,ବିପର୍ଯ୍ୟୟ |
bloodthirsty,0.0,-0.9,ରକ୍ତହୀନ
deform,0.0,-0.9,ବିକଳାଙ୍ଗ
distrusting,0.0,-0.9,ଅବିଶ୍ୱାସ
fallaciously,0.0,-0.9,ଖରାପ
shit,0.0,-0.9,ଚିଟ୍
ineffectualness,0.0,-0.9,ଅପାରଗତା |
grapple,0.0,-0.9,ଗ୍ରାପଲ୍ |
censure,0.0,-0.9,ସେନ୍ସର
disintegrate,0.0,-0.9,ବିଚ୍ଛିନ୍ନ
lechery,0.0,-0.9,ଲେଚେରୀ |
dissatisfactory,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
faithless,0.0,-0.9,ଅବିଶ୍ୱାସୀ
earsplitting,0.0,-0.9,କାନଫୁଲ
run-down,0.0,-0.9,ରନ୍-ଡାଉନ୍ |
bored,0.0,-0.9,ବିରକ୍ତ
bitter,0.0,-0.9,ତିକ୍ତ
baffling,0.0,-0.9,ହତାଶ |
loss,0.0,-0.9,କ୍ଷତି
alienation,0.0,-0.9,ବିଚ୍ଛିନ୍ନତା
disable,0.0,-0.9,ଅକ୍ଷମ କରନ୍ତୁ |
aggrivation,0.0,-0.9,ବୃଦ୍ଧି
disgruntled,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
flak,0.0,-0.9,ଫ୍ଲାକ୍
douchbag,0.0,-0.9,ଡଚ୍ ବ୍ୟାଗ୍ |
egomania,0.0,-0.9,egomania
anger,0.0,-0.9,କ୍ରୋଧ
ill-formed,0.0,-0.9,ଅସୁସ୍ଥ
violate,0.0,-0.9,ଉଲ୍ଲଂଘନ କରନ୍ତୁ |
funky,0.0,-0.9,କ fun ତୁକିଆ
noisy,0.0,-0.9,କୋଳାହଳ
costlier,0.0,-0.9,ମହଙ୍ଗା
strangle,0.0,-0.9,ଗଳାବାଟ
unkind,0.0,-0.9,ଦୟାଳୁ
shortsightedness,0.0,-0.9,ଦୂରଦୃଷ୍ଟି
twisted,0.0,-0.9,ମୋଡ଼
feign,0.0,-0.9,feign
retard,0.0,-0.9,ବିଳମ୍ବ
seedy,0.0,-0.9,ବୀଜ
violation,0.0,-0.9,ଉଲ୍ଲଂଘନ |
whore,0.0,-0.9,ବେଶ୍ୟା
downgrade,0.0,-0.9,ଡାଉନଗ୍ରେଡ୍
hurt,0.0,-0.9,ଆଘାତ
inopportune,0.0,-0.9,ଅପାରଗତା |
retards,0.0,-0.9,ବିଳମ୍ବ
clog,0.0,-0.9,କ୍ଲଗ୍
unavoidably,0.0,-0.9,ଅବଶ୍ୟ
ridicule,0.0,-0.9,ପରିହାସ
uncivil,0.0,-0.9,ଅନିଭିଲ୍ |
quandary,0.0,-0.9,ବିବାଦ
subjugation,0.0,-0.9,ଅଧୀନତା |
worthless,0.0,-0.9,ମୂଲ୍ୟହୀନ
hysterics,0.0,-0.9,ହିଷ୍ଟେରିକ୍ସ
negation,0.0,-0.9,ଅବନତି
preposterously,0.0,-0.9,ପୂର୍ବାବଲୋକନ
relentlessly,0.0,-0.9,ନିରନ୍ତର |
infected,0.0,-0.9,ସଂକ୍ରମିତ
stupify,0.0,-0.9,stupify
incomplete,0.0,-0.9,ଅସମ୍ପୂର୍ଣ୍ଣ
angrily,0.0,-0.9,କ୍ରୋଧରେ
diabolic,0.0,-0.9,ମଧୁମେହ
preposterous,0.0,-0.9,ପ୍ରିପୋଷ୍ଟରସ୍ |
sermonize,0.0,-0.9,ଉପଦେଶ ଦିଅ |
awkward,0.0,-0.9,ଅଶୁଭ
mire,0.0,-0.9,କଣ
startlingly,0.0,-0.9,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
sags,0.0,-0.9,କେସ୍
shirker,0.0,-0.9,ଶିର୍କର୍
stern,0.0,-0.9,କଠୋର
troublingly,0.0,-0.9,ଅସୁବିଧାଜନକ
ineffectively,0.0,-0.9,ପ୍ରଭାବହୀନ
thicker,0.0,-0.9,ମୋଟା |
rabid,0.0,-0.9,ରାଗି
frown,0.0,-0.9,ଭ୍ରାନ୍ତ |
insufferable,0.0,-0.9,ଅସହଯୋଗୀ |
bore,0.0,-0.9,ଜନ୍ମ
inadequacy,0.0,-0.9,ଅପାରଗତା |
infamous,0.0,-0.9,କୁଖ୍ୟାତ
dismalness,0.0,-0.9,ଅଶୁଭତା |
lethargic,0.0,-0.9,ସାଂଘାତିକ |
wickedness,0.0,-0.9,ଦୁଷ୍ଟତା
unexplained,0.0,-0.9,ଅସ୍ପଷ୍ଟ
sag,0.0,-0.9,କେସ୍
devilry,0.0,-0.9,ଶୟତାନ
contravene,0.0,-0.9,ପ୍ରତିବାଦ
disbelieve,0.0,-0.9,ଅବିଶ୍ୱାସ କର
ambiguity,0.0,-0.9,ଅସ୍ପଷ୍ଟତା |
weak,0.0,-0.9,ଦୁର୍ବଳ
oddest,0.0,-0.9,ଅଦ୍ଭୁତ
peeved,0.0,-0.9,peeved
perfidity,0.0,-0.9,ସୁଗମତା
uneconomical,0.0,-0.9,ଅର୍ଥନ ical ତିକ
hardheaded,0.0,-0.9,କଠିନ
upsettingly,0.0,-0.9,ଅସନ୍ତୋଷ
bestial,0.0,-0.9,ବେଷ୍ଟିଆଲ୍ |
brimstone,0.0,-0.9,ଗନ୍ଧକ
misconceptions,0.0,-0.9,ଭୁଲ ଧାରଣା
hang,0.0,-0.9,ଟାଙ୍ଗନ୍ତୁ |
clumsy,0.0,-0.9,ଅସ୍ପଷ୍ଟ |
combative,0.0,-0.9,ଯୁଗ୍ମ
delayed,0.0,-0.9,ବିଳମ୍ବ
numb,0.0,-0.9,ନିର୍ବୋଧ
impossiblity,0.0,-0.9,ଅସମ୍ଭବତା |
snobs,0.0,-0.9,ସ୍ନୋବସ୍ |
unemployed,0.0,-0.9,ବେକାର
corrosion,0.0,-0.9,କ୍ଷୟ
trick,0.0,-0.9,କୌଶଳ
inexpertly,0.0,-0.9,ଅଜ୍ଞାତରେ |
acridly,0.0,-0.9,acridly
uneven,0.0,-0.9,ଅସମାନ
decline,0.0,-0.9,ହ୍ରାସ
perverted,0.0,-0.9,ବିକୃତ
puzzled,0.0,-0.9,ବିସ୍ମିତ |
ricer,0.0,-0.9,ଅଧିକ ଧନୀ
sardonically,0.0,-0.9,ଦୁ ard ଖରେ
loathing,0.0,-0.9,ଘୃଣା
shocked,0.0,-0.9,ଚକିତ
enervate,0.0,-0.9,ସଂରକ୍ଷଣ କରନ୍ତୁ |
intense,0.0,-0.9,ତୀବ୍ର
incitement,0.0,-0.9,ଉତ୍ତେଜନା
isolation,0.0,-0.9,ବିଚ୍ଛିନ୍ନତା
sneak,0.0,-0.9,ଚୋରି
lethal,0.0,-0.9,ସାଂଘାତିକ |
untrustworthy,0.0,-0.9,ଅବିଶ୍ୱସନୀୟ
languorous,0.0,-0.9,କ୍ଳାନ୍ତ
inflict,0.0,-0.9,ଆଘାତ
unpleasantries,0.0,-0.9,ଅପ୍ରୀତିକର
revoke,0.0,-0.9,ପ୍ରତ୍ୟାହାର
bonkers,0.0,-0.9,bonkers
erodes,0.0,-0.9,କ୍ଷୟ ହୁଏ |
unfortunately,0.0,-0.9,ଦୁର୍ଭାଗ୍ୟବଶତ। |
baffled,0.0,-0.9,ବିସ୍ମିତ
disprove,0.0,-0.9,ଅସ୍ୱୀକାର କର |
over-hyped,0.0,-0.9,ଅତ୍ୟଧିକ ହାଇପେଡ୍ |
rumors,0.0,-0.9,ଗୁଜବ
scuffs,0.0,-0.9,scuffs
tout,0.0,-0.9,ସମସ୍ତ
embroilment,0.0,-0.9,ଭ୍ରୁଣ
unacceptably,0.0,-0.9,ଗ୍ରହଣଯୋଗ୍ୟ ନୁହେଁ
grossly,0.0,-0.9,ମୋଟାମୋଟି
hurting,0.0,-0.9,ଆଘାତ
debts,0.0,-0.9,ts ଣ
falter,0.0,-0.9,ଫାଲ୍ଟର୍ |
futilely,0.0,-0.9,ବୃଥା
grumble,0.0,-0.9,ଅଭିଯୋଗ
haze,0.0,-0.9,କୁହୁଡି
split,0.0,-0.9,ବିଭାଜନ
irrationally,0.0,-0.9,ଅଯ irr କ୍ତିକ ଭାବରେ |
creeps,0.0,-0.9,କ୍ରିପ୍
incorrigible,0.0,-0.9,ଅବିସ୍ମରଣୀୟ |
unsettlingly,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
din,0.0,-0.9,ଠାରୁ
skeptically,0.0,-0.9,ସନ୍ଦେହରେ |
greasy,0.0,-0.9,ତେଲିଆ
uproarously,0.0,-0.9,ଉତ୍ତେଜିତ
detestable,0.0,-0.9,ଘୃଣ୍ୟ
murky,0.0,-0.9,ଅସ୍ପଷ୍ଟ
slug,0.0,-0.9,ସ୍ଲଗ୍
crushing,0.0,-0.9,ଚୂର୍ଣ୍ଣ
defunct,0.0,-0.9,ତ୍ରୁଟି
massacres,0.0,-0.9,ହତ୍ୟାକାଣ୍ଡ |
fever,0.0,-0.9,ଜ୍ୱର
catastrophes,0.0,-0.9,ବିପର୍ଯ୍ୟୟ |
disgrace,0.0,-0.9,ଅପମାନ
pinch,0.0,-0.9,ଚୁନା
undependability,0.0,-0.9,ନିର୍ଭରଶୀଳତା |
unresolved,0.0,-0.9,ସମାଧାନ ହୋଇନାହିଁ
beseech,0.0,-0.9,ବିନତି
naïve,0.0,-0.9,ନାଭି
paradoxically,0.0,-0.9,ବିସ୍ମୟକର ଭାବରେ |
handicapped,0.0,-0.9,ଭିନ୍ନକ୍ଷମ
tanked,0.0,-0.9,ଟ୍ୟାଙ୍କ ହୋଇଛି |
tarnish,0.0,-0.9,କଳଙ୍କିତ |
ugly,0.0,-0.9,ଅସୁନ୍ଦର
idiotically,0.0,-0.9,ମୂର୍ଖ ଭାବରେ
warped,0.0,-0.9,ଯୁଦ୍ଧ
scream,0.0,-0.9,ଚିତ୍କାର
propaganda,0.0,-0.9,ପ୍ରଚାର
trap,0.0,-0.9,ଜାଲ
trivial,0.0,-0.9,ତୁଚ୍ଛ
indelicate,0.0,-0.9,ଅଜ୍ଞାତ |
mockingly,0.0,-0.9,ପରିହାସ
drained,0.0,-0.9,ନିଷ୍କାସିତ
pettifog,0.0,-0.9,ପେଟିଫୋଗ୍ |
sin,0.0,-0.9,ବିନା
inequality,0.0,-0.9,ଅସମାନତା |
assult,0.0,-0.9,assult
upset,0.0,-0.9,ବିରକ୍ତ
overzealous,0.0,-0.9,ଅତ୍ୟଧିକ
malice,0.0,-0.9,ଦୁଷ୍କର୍ମ
frustrates,0.0,-0.9,ହତାଶ |
mediocre,0.0,-0.9,ମଧ୍ୟସ୍ଥ
dumbfound,0.0,-0.9,ମୂକ
overwhelmed,0.0,-0.9,ଅଭିଭୂତ
farcical-yet-provocative,0.0,-0.9,farcical-yet-provocative |
overtaxed,0.0,-0.9,ଓଭରଟାକ୍ସଡ୍ |
scornfully,0.0,-0.9,ନିନ୍ଦନୀୟ
spoilages,0.0,-0.9,ଲୁଣ୍ଠନ
swipe,0.0,-0.9,ସ୍ୱାଇପ୍ କରନ୍ତୁ |
intrusion,0.0,-0.9,ଅନୁପ୍ରବେଶ
barbaric,0.0,-0.9,ବର୍ବର
manipulation,0.0,-0.9,ମନିପୁଲେସନ୍ |
wrought,0.0,-0.9,କାମ
concession,0.0,-0.9,ରିହାତି
shameful,0.0,-0.9,ଲଜ୍ଜାଜନକ
imprudent,0.0,-0.9,ଅସ୍ପଷ୍ଟ
crashed,0.0,-0.9,ଦୁର୍ଘଟଣାଗ୍ରସ୍ତ
breach,0.0,-0.9,ଉଲ୍ଲଂଘନ
smelling,0.0,-0.9,ଗନ୍ଧ
tardy,0.0,-0.9,tardy
resigned,0.0,-0.9,ଇସ୍ତଫା ଦେଇଛନ୍ତି
villainously,0.0,-0.9,ଖରାପ
gripes,0.0,-0.9,ଗ୍ରାଇପ୍
self-coup,0.0,-0.9,ଆତ୍ମ-ପୁଲୱାମା ଆକ୍ରମଣ |
cunt,0.0,-0.9,କଣ୍ଟ
hypocrites,0.0,-0.9,କପଟୀ
shamelessness,0.0,-0.9,ଲଜ୍ଜା
ill-treated,0.0,-0.9,ଅସଦାଚରଣ
extremist,0.0,-0.9,ଉଗ୍ରବାଦୀ
rubbish,0.0,-0.9,ନିରର୍ଥକ
alienate,0.0,-0.9,ବିଚ୍ଛିନ୍ନ
misunderstand,0.0,-0.9,ଭୁଲ ବୁ stand ାମଣା
disaffected,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
audaciously,0.0,-0.9,ଅହେତୁକ ଭାବରେ
indignity,0.0,-0.9,କ୍ରୋଧ
intoxicate,0.0,-0.9,ମଦ୍ୟପାନ
ill-favored,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
snappishly,0.0,-0.9,ସ୍ନାପିସ୍ଲି |
fallacious,0.0,-0.9,ଖରାପ
forsake,0.0,-0.9,ପରିତ୍ୟାଗ କର
lugubrious,0.0,-0.9,lugubrious
misgivings,0.0,-0.9,ଭୁଲ୍
misinform,0.0,-0.9,ଭୁଲ ସୂଚନା
nonsense,0.0,-0.9,ନିର୍ବୋଧ
frightfully,0.0,-0.9,ଭୟଭୀତ
radical,0.0,-0.9,ମ radical ଳିକ
terribly,0.0,-0.9,ଭୟଙ୍କର
demonic,0.0,-0.9,ଭୂତ
vindictively,0.0,-0.9,ପ୍ରତିଶୋଧ ପରାୟଣ |
embarrassment,0.0,-0.9,ଲଜ୍ଜା
dimmer,0.0,-0.9,ଅନ୍ଧକାର
allegation,0.0,-0.9,ଅଭିଯୋଗ
scratchy,0.0,-0.9,scratchy
warlike,0.0,-0.9,ଯୁଦ୍ଧ ଭଳି |
lukewarm,0.0,-0.9,ଉଷ୍ମ
disavow,0.0,-0.9,ଅସ୍ୱୀକାର
clouding,0.0,-0.9,ମେଘୁଆ
encroach,0.0,-0.9,ଏନକାଉଣ୍ଟର |
exorbitant,0.0,-0.9,ଅତ୍ୟଧିକ
lecher,0.0,-0.9,ଲିକ୍
tiresome,0.0,-0.9,କ୍ଳାନ୍ତ
molest,0.0,-0.9,ନିର୍ଯାତନା
injudicious,0.0,-0.9,ଅନିଷ୍ଟକାରୀ |
desperately,0.0,-0.9,ହତାଶ ହୋଇ |
eyesore,0.0,-0.9,ଆଖିଦୃଶିଆ |
plaything,0.0,-0.9,ଖେଳିବା
thumb-down,0.0,-0.9,ଆଙ୍ଗୁଠି-ତଳ |
frustrate,0.0,-0.9,ନିରାଶ
remorselessly,0.0,-0.9,ଦୁ orse ଖରେ
sues,0.0,-0.9,ମକଦ୍ଦମା ଦାୟର
desolation,0.0,-0.9,ଧ୍ୱଂସ
tantrum,0.0,-0.9,ଟାଣ୍ଟ୍ରମ୍ |
delusions,0.0,-0.9,ଭ୍ରାନ୍ତି |
forceful,0.0,-0.9,ବଳବାନ
clamorous,0.0,-0.9,ଚିତ୍କାର
quarrellous,0.0,-0.9,ବିବାଦୀୟ
refuted,0.0,-0.9,ପ୍ରତ୍ୟାଖ୍ୟାନ
tenuously,0.0,-0.9,ଦଶହରା
accusingly,0.0,-0.9,ଅଭିଯୋଗ
importunate,0.0,-0.9,ଆମଦାନି କରନ୍ତୁ |
detesting,0.0,-0.9,ଘୃଣ୍ୟ
confession,0.0,-0.9,ସ୍ୱୀକାର
desiccate,0.0,-0.9,ଡେସିକେଟ୍ |
spookiest,0.0,-0.9,spookiest
haters,0.0,-0.9,ଘୃଣାକାରୀ
aggravate,0.0,-0.9,ବୃଦ୍ଧି କର |
untouched,0.0,-0.9,ଅସ୍ପୃଶ୍ୟ |
tyrannically,0.0,-0.9,ଅତ୍ୟାଚାର
bewildering,0.0,-0.9,ବିସ୍ମିତ |
calumniously,0.0,-0.9,ନିନ୍ଦା
mercilessly,0.0,-0.9,ନିର୍ଦ୍ଦୟ ଭାବରେ
disappointments,0.0,-0.9,ନିରାଶା
disallow,0.0,-0.9,ଅନୁମତି ଦିଅନ୍ତୁ
attack,0.0,-0.9,ଆକ୍ରମଣ
adulterier,0.0,-0.9,ବ୍ୟଭିଚାରକାରୀ
wobble,0.0,-0.9,wobble
irragularity,0.0,-0.9,ଅନିୟମିତତା |
ripoff,0.0,-0.9,ରିପଫ୍ |
wedge,0.0,-0.9,ୱେଜ୍
contemptuous,0.0,-0.9,ଅବମାନନା
inevitable,0.0,-0.9,ଅପରିହାର୍ଯ୍ୟ |
disquietude,0.0,-0.9,ଅଶାନ୍ତି |
sugarcoated,0.0,-0.9,ଚିନି
wretchedly,0.0,-0.9,ଦୁର୍ଭାଗ୍ୟବଶତ
insociable,0.0,-0.9,ଅବିସ୍ମରଣୀୟ |
damages,0.0,-0.9,କ୍ଷତି
pauper,0.0,-0.9,ପପୁର୍ |
inefficiently,0.0,-0.9,ଅପାରଗ ଭାବରେ |
scarcely,0.0,-0.9,କ୍ୱଚିତ୍ |
cataclysmal,0.0,-0.9,cataclysmal
disastrously,0.0,-0.9,ବିପର୍ଯ୍ୟସ୍ତ
scoff,0.0,-0.9,ପରିହାସ
hacks,0.0,-0.9,ହ୍ୟାକ୍ |
impudently,0.0,-0.9,ଅଜ୍ଞାତ ଭାବରେ |
bothers,0.0,-0.9,ହଇରାଣ କରେ |
desertion,0.0,-0.9,ତ୍ୟାଗ
meager,0.0,-0.9,ଅଳ୍ପ
inconsequently,0.0,-0.9,ଅପ୍ରତ୍ୟାଶିତ ଭାବରେ |
detested,0.0,-0.9,ଘୃଣିତ
selfinterested,0.0,-0.9,ସ୍ୱାର୍ଥପର
dissed,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
unfaithful,0.0,-0.9,ଅବିଶ୍ୱାସୀ
falsehood,0.0,-0.9,ମିଥ୍ୟା
slowly,0.0,-0.9,ଧୀରେ
backbite,0.0,-0.9,ବ୍ୟାକବାଇଟ୍ |
dusty,0.0,-0.9,ଧୂଳି
freezes,0.0,-0.9,ଫ୍ରିଜ୍
ominous,0.0,-0.9,ଅଶୁଭ
unskilled,0.0,-0.9,ଅଜ୍ଞ
unlikely,0.0,-0.9,ସମ୍ଭବ ନୁହେଁ
sham,0.0,-0.9,ଶ୍ୟାମ
hiliarious,0.0,-0.9,ବିଭିନ୍ନ ପ୍ରକାରର |
tangle,0.0,-0.9,ଟାଙ୍ଗଲ୍
molestation,0.0,-0.9,ନିର୍ଯାତନା
ill-designed,0.0,-0.9,ଖରାପ ପରିକଳ୍ପିତ |
undetermined,0.0,-0.9,ନିର୍ଦ୍ଦିଷ୍ଟ |
caricature,0.0,-0.9,ବ୍ୟଙ୍ଗ
callous,0.0,-0.9,କଲ୍
fabricate,0.0,-0.9,ଉତ୍ପାଦିତ |
bloody,0.0,-0.9,ରକ୍ତାକ୍ତ
friction,0.0,-0.9,ଘର୍ଷଣ
lacking,0.0,-0.9,ଅଭାବ |
unwise,0.0,-0.9,ଅଜ୍ଞାନ
wreaks,0.0,-0.9,wreaks
debilitate,0.0,-0.9,ଦୁର୍ବଳତା
peeve,0.0,-0.9,peeve
mistakes,0.0,-0.9,ତ୍ରୁଟି
abominable,0.0,-0.9,ଘୃଣ୍ୟ
vomit,0.0,-0.9,ବାନ୍ତି
pervert,0.0,-0.9,ବିକୃତ
prohibitive,0.0,-0.9,ନିଷେଧ |
disadvantaged,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
ingratitude,0.0,-0.9,କୃତଜ୍ଞତା
bait,0.0,-0.9,ଟୋପି
hallucination,0.0,-0.9,ହାଲୁସିନାସନ୍ |
oversight,0.0,-0.9,ତଦାରଖ
so-cal,0.0,-0.9,so-cal
repetitive,0.0,-0.9,ପୁନରାବୃତ୍ତି
stale,0.0,-0.9,ତଥାପି
annoy,0.0,-0.9,ବିରକ୍ତ
abusive,0.0,-0.9,ଅପମାନ
bothersome,0.0,-0.9,କଷ୍ଟଦାୟକ
disheartening,0.0,-0.9,ନିରାଶା
misbehave,0.0,-0.9,ଅସଦାଚରଣ
nastily,0.0,-0.9,ନାସ୍ତିରେ |
unintelligible,0.0,-0.9,ଅଜ୍ଞାତ
protest,0.0,-0.9,ବିରୋଧ
careless,0.0,-0.9,ଅସାବଧାନତା |
infernal,0.0,-0.9,ଅନ୍ତର୍ନିହିତ
hardened,0.0,-0.9,କଠିନ
mockery,0.0,-0.9,ଉପହାସ
insidious,0.0,-0.9,ଗୁପ୍ତ
cringed,0.0,-0.9,କ୍ରନ୍ଦନ
disparage,0.0,-0.9,ଭେଦଭାବ
hotbeds,0.0,-0.9,ହଟ୍ ବେଡ୍ |
indigent,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
perish,0.0,-0.9,ବିନଷ୍ଟ ହୁଅ
bereft,0.0,-0.9,bereft
ridicules,0.0,-0.9,ହାସ୍ୟାସ୍ପଦ
diabolically,0.0,-0.9,ମଧୁମେହ
exagerate,0.0,-0.9,ଅତ୍ୟଧିକ
inefficient,0.0,-0.9,ଅପାରଗ |
mangles,0.0,-0.9,mangles
evasive,0.0,-0.9,ପଳାୟନକାରୀ |
scarred,0.0,-0.9,କ୍ଷତବିକ୍ଷତ |
commotion,0.0,-0.9,ଉତ୍ତେଜନା |
fell,0.0,-0.9,ପଡିଲା |
obliterated,0.0,-0.9,ବିଲୋପ
oppress,0.0,-0.9,ଅତ୍ୟାଚାର
craftily,0.0,-0.9,ଚତୁରତାର ସହିତ |
distorts,0.0,-0.9,ବିକୃତ
grim,0.0,-0.9,ଦୁ im ଖ
gruesomely,0.0,-0.9,ଅତି ଭୟଙ୍କର
hype,0.0,-0.9,ହାଇପ୍ରୋଫାଇଲ୍ |
dinky,0.0,-0.9,dinky
senile,0.0,-0.9,ବୃଦ୍ଧ
unlicensed,0.0,-0.9,ଲାଇସେନ୍ସପ୍ରାପ୍ତ
vengeful,0.0,-0.9,ପ୍ରତିଶୋଧପରାୟଣ
ambivalence,0.0,-0.9,ଅସ୍ପଷ୍ଟତା |
invalidate,0.0,-0.9,ଅବ inv ଧ
perturb,0.0,-0.9,ବିଚଳିତ |
jealously,0.0,-0.9,ealous ର୍ଷାପରାୟଣ
naive,0.0,-0.9,ନିର୍ବୋଧ
obstructing,0.0,-0.9,ବାଧା
irreversible,0.0,-0.9,ଅଦଳବଦଳ
regretful,0.0,-0.9,ଦୁ regret ଖିତ
exploitation,0.0,-0.9,ଶୋଷଣ
impertinent,0.0,-0.9,ଅପାରଗ |
inconsolable,0.0,-0.9,ଅସହ୍ୟ
incompatability,0.0,-0.9,ଅସଙ୍ଗତି
warp,0.0,-0.9,warp
destroy,0.0,-0.9,ବିନାଶ କର |
affliction,0.0,-0.9,ଦୁ l ଖ
devastation,0.0,-0.9,ବିନାଶ
extravagant,0.0,-0.9,ଅପ୍ରତ୍ୟାଶିତ |
poor,0.0,-0.9,ଗରିବ
stigmatize,0.0,-0.9,କଳଙ୍କିତ
risk,0.0,-0.9,ବିପଦ
rocky,0.0,-0.9,ପଥର
egotism,0.0,-0.9,ଅହଂକାର
slanderer,0.0,-0.9,ନିନ୍ଦା
scowl,0.0,-0.9,scowl
slumpping,0.0,-0.9,sl ୁଲା
stumbled,0.0,-0.9,umb ୁଣ୍ଟି ପଡ଼ିଲା |
devil,0.0,-0.9,ଶୟତାନ
cutthroat,0.0,-0.9,କଟକ
defamatory,0.0,-0.9,ବଦନାମ
remorselessness,0.0,-0.9,ଅନୁତାପ
meanness,0.0,-0.9,ଅର୍ଥ
drones,0.0,-0.9,ଡ୍ରୋନ୍
unworkable,0.0,-0.9,କାର୍ଯ୍ୟକ୍ଷମ ନୁହେଁ
discomfititure,0.0,-0.9,ଅସନ୍ତୋଷ |
fulminate,0.0,-0.9,ପୂର୍ଣ୍ଣ
inattentive,0.0,-0.9,ଅସାବଧାନତା |
invidiousness,0.0,-0.9,ଅଦୃଶ୍ୟତା |
shortcomings,0.0,-0.9,ତ୍ରୁଟି
disapointment,0.0,-0.9,ନିରାଶା
doomsday,0.0,-0.9,ଶେଷ ଦିନ
immobilized,0.0,-0.9,ଅସ୍ଥିର
inconceivable,0.0,-0.9,ଅସମ୍ଭବ
stressful,0.0,-0.9,ଚାପଗ୍ରସ୍ତ
uncomfortable,0.0,-0.9,ଅସହଜ |
drain,0.0,-0.9,ନାଳି
crippled,0.0,-0.9,ପଙ୍ଗୁ
