Term,PosScore,NegScore,Telugu
over-hyped,0.0,-0.9,ఓవర్ హైప్
rumors,0.0,-0.9,పుకార్లు
scuffs,0.0,-0.9,scuffs
tout,0.0,-0.9,అన్ని
embroilment,0.0,-0.9,కలవపెట్టడం
unacceptably,0.0,-0.9,స్వయంగా అంగీకరించారు
grossly,0.0,-0.9,స్థూలంగా
hurting,0.0,-0.9,దెబ్బతీయకుండా
debts,0.0,-0.9,అప్పులు
falter,0.0,-0.9,తోట్రుపడు
futilely,0.0,-0.9,futilely
grumble,0.0,-0.9,చిలిపి పేచీలు వేయు
haze,0.0,-0.9,పొగమంచు
split,0.0,-0.9,స్ప్లిట్
irrationally,0.0,-0.9,అహేతుకంగా
creeps,0.0,-0.9,క్రీప్స్
incorrigible,0.0,-0.9,సరిద్ధడానికి
unsettlingly,0.0,-0.9,unsettlingly
din,0.0,-0.9,నుండి
skeptically,0.0,-0.9,skeptically
greasy,0.0,-0.9,వస
uproarously,0.0,-0.9,uproarously
detestable,0.0,-0.9,హేయములు
murky,0.0,-0.9,murky
slug,0.0,-0.9,స్లగ్
crushing,0.0,-0.9,అణిచివేయడం
defunct,0.0,-0.9,వాడుకలోలేని
massacres,0.0,-0.9,సామూహిక
fever,0.0,-0.9,జ్వరం
catastrophes,0.0,-0.9,వైపరీత్యాలు
disgrace,0.0,-0.9,అవమానకర
pinch,0.0,-0.9,చిటికెడు
undependability,0.0,-0.9,undependability
unresolved,0.0,-0.9,పరిష్కరించని
beseech,0.0,-0.9,బతిమాలుకొనుచున్నాను
naïve,0.0,-0.9,అమాయక
paradoxically,0.0,-0.9,వైరుధ్యంగా
handicapped,0.0,-0.9,వికలాంగ
tanked,0.0,-0.9,టాంక్డ్
tarnish,0.0,-0.9,మట్టుపెట్టాలని
ugly,0.0,-0.9,అందములేని
idiotically,0.0,-0.9,idiotically
warped,0.0,-0.9,వార్పేడ్
scream,0.0,-0.9,స్క్రీం
propaganda,0.0,-0.9,ప్రచార
trap,0.0,-0.9,ఉచ్చు
trivial,0.0,-0.9,చిన్నవిషయం
indelicate,0.0,-0.9,నాజూకు
mockingly,0.0,-0.9,ఎగతాళిగా
drained,0.0,-0.9,ఖాళీ
pettifog,0.0,-0.9,pettifog
sin,0.0,-0.9,లేకుండా
inequality,0.0,-0.9,అసమానత
assult,0.0,-0.9,assult
upset,0.0,-0.9,కలత
overzealous,0.0,-0.9,overzealous
malice,0.0,-0.9,అసూయ
frustrates,0.0,-0.9,విసిగిస్తాడు
mediocre,0.0,-0.9,మధ్యస్థమైన
dumbfound,0.0,-0.9,మూగబోయిన
overwhelmed,0.0,-0.9,నిష్ఫలంగా
farcical-yet-provocative,0.0,-0.9,అసభ్యకర-ఇప్పటి రెచ్చగొట్టే
overtaxed,0.0,-0.9,overtaxed
scornfully,0.0,-0.9,scornfully
spoilages,0.0,-0.9,spoilages
swipe,0.0,-0.9,తుడుపు
intrusion,0.0,-0.9,చొరబాట్లను
barbaric,0.0,-0.9,మొరటు
manipulation,0.0,-0.9,తారుమారు
wrought,0.0,-0.9,చేత
concession,0.0,-0.9,రాయితీని
shameful,0.0,-0.9,సిగ్గు
imprudent,0.0,-0.9,విచక్షణ
crashed,0.0,-0.9,క్రాష్
breach,0.0,-0.9,మించే
smelling,0.0,-0.9,స్మెల్లింగ్
tardy,0.0,-0.9,జాప్యం
resigned,0.0,-0.9,రాజీనామా
villainously,0.0,-0.9,villainously
gripes,0.0,-0.9,బిగబట్టినట్లు నొప్పులు
self-coup,0.0,-0.9,స్వీయ తిరుగుబాటు
cunt,0.0,-0.9,కంట్
hypocrites,0.0,-0.9,hypocrites
shamelessness,0.0,-0.9,సిగ్గుమాలిన
ill-treated,0.0,-0.9,అనారోగ్యంతో చికిత్స
extremist,0.0,-0.9,అతివాద
rubbish,0.0,-0.9,చెత్త
alienate,0.0,-0.9,దూరమవుతారు
misunderstand,0.0,-0.9,తప్పుగా అర్థం
disaffected,0.0,-0.9,మనశ్శాంతి లేని
audaciously,0.0,-0.9,audaciously
indignity,0.0,-0.9,అవమానం
intoxicate,0.0,-0.9,మత్తులో
ill-favored,0.0,-0.9,అనారోగ్యంతో అభిమానించిన
snappishly,0.0,-0.9,snappishly
fallacious,0.0,-0.9,మిధ్యాహేతు వైన
forsake,0.0,-0.9,విడిచిపెట్టు
lugubrious,0.0,-0.9,విచారకరమైన
misgivings,0.0,-0.9,అనుమానాలు
misinform,0.0,-0.9,తప్పు సమాచార మందించు
nonsense,0.0,-0.9,అర్ధంలేని
frightfully,0.0,-0.9,వికారముగా
radical,0.0,-0.9,రాడికల్
terribly,0.0,-0.9,భయంకరమైన
demonic,0.0,-0.9,దెయ్యాల
vindictively,0.0,-0.9,vindictively
embarrassment,0.0,-0.9,ఇబ్బంది
dimmer,0.0,-0.9,మసకబారిన
allegation,0.0,-0.9,ఆరోపణలను
scratchy,0.0,-0.9,నిలకడలేని
warlike,0.0,-0.9,యుద్ధం తరహాలో
lukewarm,0.0,-0.9,మోస్తరు
disavow,0.0,-0.9,బాధ్యతను నిరాకరించు
clouding,0.0,-0.9,మసక
encroach,0.0,-0.9,చొచ్చుకురావడం
exorbitant,0.0,-0.9,అన్యాయమైన
lecher,0.0,-0.9,నాకు
tiresome,0.0,-0.9,శ్రమతో కూడిన
molest,0.0,-0.9,అత్యాచారయత్నం
injudicious,0.0,-0.9,బుద్ధిలేని
desperately,0.0,-0.9,నిర్విరామంగా
eyesore,0.0,-0.9,వికారము
plaything,0.0,-0.9,ప్లేతింగ్
thumb-down,0.0,-0.9,thumb-డౌన్
frustrate,0.0,-0.9,నిరాశ
remorselessly,0.0,-0.9,remorselessly
sues,0.0,-0.9,స్యూస్
desolation,0.0,-0.9,నిర్జనమై
tantrum,0.0,-0.9,ప్రకోపము
delusions,0.0,-0.9,భ్రమలు
forceful,0.0,-0.9,శక్తివంతంగా
clamorous,0.0,-0.9,clamorous
quarrellous,0.0,-0.9,quarrellous
refuted,0.0,-0.9,తిప్పికొట్టింది
tenuously,0.0,-0.9,సూక్ష్మంగా
accusingly,0.0,-0.9,నిందించే
importunate,0.0,-0.9,importunate
detesting,0.0,-0.9,detesting
confession,0.0,-0.9,ఒప్పుకోలు
desiccate,0.0,-0.9,కాండాలను ఎండబెట్టడం
spookiest,0.0,-0.9,spookiest
haters,0.0,-0.9,ప్రత్యర్ధులు
aggravate,0.0,-0.9,వేగవంతం
untouched,0.0,-0.9,తాకిడికి
tyrannically,0.0,-0.9,నిరంకుశరీతిలో
bewildering,0.0,-0.9,ఆశ్చర్యం కలిగించే
calumniously,0.0,-0.9,slanderously
mercilessly,0.0,-0.9,కనికరం
disappointments,0.0,-0.9,నిరుత్సాహాలు
disallow,0.0,-0.9,నిరాకరించు
attack,0.0,-0.9,దాడి
adulterier,0.0,-0.9,వ్యభిచారి
wobble,0.0,-0.9,చలించు
irragularity,0.0,-0.9,irragularity
ripoff,0.0,-0.9,వాదించింది
wedge,0.0,-0.9,చీలిక
contemptuous,0.0,-0.9,ధిక్కరిస్తూ
inevitable,0.0,-0.9,అనివార్యమైన
disquietude,0.0,-0.9,disquietude
sugarcoated,0.0,-0.9,చక్కర పూత వేసిన
wretchedly,0.0,-0.9,wretchedly
insociable,0.0,-0.9,insociable
damages,0.0,-0.9,నష్టపరిహారం
pauper,0.0,-0.9,భిక్షగాడు
inefficiently,0.0,-0.9,inefficiently
scarcely,0.0,-0.9,దాదాపుగా
cataclysmal,0.0,-0.9,cataclysmal
disastrously,0.0,-0.9,ఆపత్కరముగా
scoff,0.0,-0.9,వెక్కిరించు
hacks,0.0,-0.9,హక్స్
impudently,0.0,-0.9,impudently
bothers,0.0,-0.9,సోదరుల
desertion,0.0,-0.9,పారిపోవటం
meager,0.0,-0.9,అతికొద్ది
inconsequently,0.0,-0.9,inconsequently
detested,0.0,-0.9,నచ్చని
selfinterested,0.0,-0.9,selfinterested
dissed,0.0,-0.9,dissed
unfaithful,0.0,-0.9,ద్రోహం
falsehood,0.0,-0.9,అబద్ధము
slowly,0.0,-0.9,నెమ్మదిగా
backbite,0.0,-0.9,చాడిచెప్పు
dusty,0.0,-0.9,మురికి
freezes,0.0,-0.9,గడ్డకట్టుకుపోయే
ominous,0.0,-0.9,అరిష్ట
unskilled,0.0,-0.9,నైపుణ్యం లేని
unlikely,0.0,-0.9,అవకాశం
sham,0.0,-0.9,మోసం
hiliarious,0.0,-0.9,hiliarious
tangle,0.0,-0.9,చిక్కు
molestation,0.0,-0.9,వేధింపుల
ill-designed,0.0,-0.9,అనారోగ్యంతో రూపొందించిన
undetermined,0.0,-0.9,వివరించలేని ప్రాంతంనుండి
caricature,0.0,-0.9,వ్యంగ్య
callous,0.0,-0.9,విచక్షణాజ్ఞానం
fabricate,0.0,-0.9,తయారు
bloody,0.0,-0.9,బ్లడీ
friction,0.0,-0.9,ఘర్షణ
lacking,0.0,-0.9,లేకపోవడంపై
unwise,0.0,-0.9,తెలివితక్కువతనం
wreaks,0.0,-0.9,wreaks
debilitate,0.0,-0.9,బలహీనత
peeve,0.0,-0.9,విసిగించు
mistakes,0.0,-0.9,తప్పులు
abominable,0.0,-0.9,హేయమైన
vomit,0.0,-0.9,వాంతి
pervert,0.0,-0.9,తప్పు దారి
prohibitive,0.0,-0.9,నిషేదించ
disadvantaged,0.0,-0.9,వెనుకబడిన
ingratitude,0.0,-0.9,కృతఘ్నత
bait,0.0,-0.9,ఎరగా
hallucination,0.0,-0.9,భ్రాంతి
oversight,0.0,-0.9,పర్యవేక్షణ
so-cal,0.0,-0.9,కాబట్టి కాల్
repetitive,0.0,-0.9,పునరావృత
stale,0.0,-0.9,ఇప్పటికీ
annoy,0.0,-0.9,బాధించు
abusive,0.0,-0.9,అసంబద్ధం
bothersome,0.0,-0.9,ఇబ్బందికరమైన
disheartening,0.0,-0.9,బాధాకరమైన
misbehave,0.0,-0.9,తప్పుడు ప్రవర్తన
nastily,0.0,-0.9,రోతగా
unintelligible,0.0,-0.9,అపారదర్శక
protest,0.0,-0.9,నిరసన
careless,0.0,-0.9,అజాగ్రత్త
infernal,0.0,-0.9,నరకపు
hardened,0.0,-0.9,గట్టిపడిన
mockery,0.0,-0.9,పరిహాసం
insidious,0.0,-0.9,కృత్రిమ
cringed,0.0,-0.9,cringed
disparage,0.0,-0.9,అప్రతిష్ట
hotbeds,0.0,-0.9,కేంద్రాల్లో
indigent,0.0,-0.9,పేదల
perish,0.0,-0.9,నశించు
bereft,0.0,-0.9,ఆమడ
ridicules,0.0,-0.9,హాస్యాస్పదంగా
diabolically,0.0,-0.9,diabolically
exagerate,0.0,-0.9,అతిశయోక్తి
inefficient,0.0,-0.9,అసమర్థంగా
mangles,0.0,-0.9,వంచించి
evasive,0.0,-0.9,చెబుతూ
scarred,0.0,-0.9,మచ్చలు
commotion,0.0,-0.9,కల్లోలం
fell,0.0,-0.9,పడిపోయింది
obliterated,0.0,-0.9,నాశనం చేసింది
oppress,0.0,-0.9,హింసించు
craftily,0.0,-0.9,craftily
distorts,0.0,-0.9,రూపాంతరం
grim,0.0,-0.9,భయంకరమైన
gruesomely,0.0,-0.9,gruesomely
hype,0.0,-0.9,ప్రచారం
dinky,0.0,-0.9,పరిశుభ్రంగా
senile,0.0,-0.9,వృద్ధాప్యము
unlicensed,0.0,-0.9,లైసెన్స్ లేని
vengeful,0.0,-0.9,ప్రతీకార
ambivalence,0.0,-0.9,అనిశ్చితి
invalidate,0.0,-0.9,చెల్లుబాటు
perturb,0.0,-0.9,పరచు
jealously,0.0,-0.9,అసూయతో
naive,0.0,-0.9,సరళ
obstructing,0.0,-0.9,అడ్డుకోవడం
irreversible,0.0,-0.9,పూడ్చలేని
regretful,0.0,-0.9,పశ్చాతాపంతో
exploitation,0.0,-0.9,దోపిడీ
impertinent,0.0,-0.9,మోటైన
inconsolable,0.0,-0.9,ఓదార్చటానికి
incompatability,0.0,-0.9,incompatability
warp,0.0,-0.9,వార్ప్
destroy,0.0,-0.9,నాశనం
affliction,0.0,-0.9,శ్రమను
devastation,0.0,-0.9,వినాశనం
extravagant,0.0,-0.9,విపరీత
poor,0.0,-0.9,పేద
stigmatize,0.0,-0.9,stigmatize
risk,0.0,-0.9,ప్రమాదం
rocky,0.0,-0.9,రాతి
egotism,0.0,-0.9,అహంకారాలను
slanderer,0.0,-0.9,లోకము
scowl,0.0,-0.9,కోపం ప్రదర్శించు
slumpping,0.0,-0.9,slumpping
stumbled,0.0,-0.9,డెక్కన్ ఛార్జర్స్
devil,0.0,-0.9,డెవిల్
cutthroat,0.0,-0.9,కట్ త్రోట్
defamatory,0.0,-0.9,అపవాదు
remorselessness,0.0,-0.9,remorselessness
meanness,0.0,-0.9,meanness
drones,0.0,-0.9,డ్రోన్లు
unworkable,0.0,-0.9,నిష్ప్రయోజనమైనదిగా
discomfititure,0.0,-0.9,discomfititure
fulminate,0.0,-0.9,నిందించు
inattentive,0.0,-0.9,విస్మరించవచ్చు
invidiousness,0.0,-0.9,invidiousness
shortcomings,0.0,-0.9,లోపాలను
disapointment,0.0,-0.9,disapointment
doomsday,0.0,-0.9,డూమ్స్డే
immobilized,0.0,-0.9,కదలిక లేకుండా
inconceivable,0.0,-0.9,అనూహ్యమైన
stressful,0.0,-0.9,ఒత్తిడితో
uncomfortable,0.0,-0.9,అసౌకర్యంగా
drain,0.0,-0.9,హరించడం
crippled,0.0,-0.9,వికలాంగులను
futile,0.0,-0.9,వారించటానికి
panicky,0.0,-0.9,బెదిరిపోతుంటాయి
accuse,0.0,-0.9,నిందిస్తారు
farfetched,0.0,-0.9,అసాధ్య
petrify,0.0,-0.9,శిలగా మారు
morons,0.0,-0.9,పోస్ట్పోన్ మీటింగ్స్ విత్
nervously,0.0,-0.9,nervously
scandalous,0.0,-0.9,స్కాండలస్
flimflam,0.0,-0.9,అనర్ధకము
corruption,0.0,-0.9,అవినీతి
dirty,0.0,-0.9,మురికి
outmoded,0.0,-0.9,outmoded
unrelenting,0.0,-0.9,క్రూరంగా
sub-par,0.0,-0.9,ఉప పార్
trample,0.0,-0.9,కాలితో నలుపు
martyrdom,0.0,-0.9,బలిదానం
tank,0.0,-0.9,ట్యాంక్
outcast,0.0,-0.9,వెళ్లగొట్టినట్లు
sadly,0.0,-0.9,పాపం
liars,0.0,-0.9,దగాకోరులుగా
stark,0.0,-0.9,బలమైన
rremediable,0.0,-0.9,rremediable
latency,0.0,-0.9,అంతర్గతాన్ని
dissatisfies,0.0,-0.9,dissatisfies
straggle,0.0,-0.9,చెల్లచెదురుగా తిరుగు
wrinkle,0.0,-0.9,ముడుతలు
barbarously,0.0,-0.9,అతిక్రూరంగా
disastrous,0.0,-0.9,ఘోరమైన
irretating,0.0,-0.9,irretating
repudiation,0.0,-0.9,అసక్తత
weird,0.0,-0.9,అసహజ
woeful,0.0,-0.9,woeful
dissatisfied,0.0,-0.9,అసంతృప్తి
dissidents,0.0,-0.9,నిరసనకారుల
fuss,0.0,-0.9,ఫస్
doubtful,0.0,-0.9,సందేహాస్పదంగా
expensive,0.0,-0.9,ఖరీదైన
flimsy,0.0,-0.9,సారహీనమైన
partisan,0.0,-0.9,పక్షపాత
pest,0.0,-0.9,పెస్ట్
superficially,0.0,-0.9,పైపై
rue,0.0,-0.9,వీధి
dogged,0.0,-0.9,కష్టసాధ్యమైంది
impure,0.0,-0.9,మలినాలతో
culpable,0.0,-0.9,నేరాన్ని
erode,0.0,-0.9,ఎరోడ్
sued,0.0,-0.9,దావా వేసారు
unauthentic,0.0,-0.9,కానట్టి
tingled,0.0,-0.9,tingled
profanity,0.0,-0.9,అశ్లీల
improbably,0.0,-0.9,improbably
shortage,0.0,-0.9,కొరత
brashly,0.0,-0.9,brashly
apprehensive,0.0,-0.9,ఆందోళన
infiltrator,0.0,-0.9,Infiltrator
savages,0.0,-0.9,క్రూరులు
demonized,0.0,-0.9,demonized
incivility,0.0,-0.9,అమర్యాద
tricky,0.0,-0.9,గమ్మత్తైన
recklessness,0.0,-0.9,నిర్లక్ష్యంగా
ding,0.0,-0.9,విషయం
imperfection,0.0,-0.9,అసంపూర్ణ
cracked,0.0,-0.9,పగుళ్లు
paralize,0.0,-0.9,పక్షవాతం
frictions,0.0,-0.9,frictions
shun,0.0,-0.9,షున్
calumnious,0.0,-0.9,calumnious
cheat,0.0,-0.9,మోసం
casualty,0.0,-0.9,ప్రమాద
haste,0.0,-0.9,త్వర
little-known,0.0,-0.9,అంతగా
undocumented,0.0,-0.9,నమోదుకాని
grind,0.0,-0.9,గ్రైండ్
spotty,0.0,-0.9,స్పాటీ
fret,0.0,-0.9,కోపము
miss,0.0,-0.9,మిస్
tragic,0.0,-0.9,విషాద
exasperatingly,0.0,-0.9,exasperatingly
uneasily,0.0,-0.9,uneasily
strident,0.0,-0.9,కఠోరమైన
irrecoverablenesses,0.0,-0.9,irrecoverablenesses
defy,0.0,-0.9,అంగీకరించని
annoyingly,0.0,-0.9,annoyingly
madder,0.0,-0.9,శాండ్విచ్లు
mistrust,0.0,-0.9,అవిశ్వాసం
selfish,0.0,-0.9,స్వార్థ
overwhelming,0.0,-0.9,అధిక
appal,0.0,-0.9,భయపెట్టు
cruelest,0.0,-0.9,cruelest
penalty,0.0,-0.9,పెనాల్టీ
crime,0.0,-0.9,నేర
upseting,0.0,-0.9,upseting
beggar,0.0,-0.9,బిచ్చగత్తె
egotistical,0.0,-0.9,అహంభావి
languor,0.0,-0.9,అలసట
cumbersome,0.0,-0.9,గజిబిజిగా
implausible,0.0,-0.9,హేతు బద్దంగా
quarrel,0.0,-0.9,వైరం
unwieldy,0.0,-0.9,అతిపెద్దదైన
insanity,0.0,-0.9,పిచ్చితనం
impetuous,0.0,-0.9,అనాలోచిత
hurts,0.0,-0.9,బాధిస్తుంది
clueless,0.0,-0.9,క్లూలెస్
recalcitrant,0.0,-0.9,అవిధేయత
wail,0.0,-0.9,విలపించు
ruffian,0.0,-0.9,దౌర్జన్యుడు
decayed,0.0,-0.9,పుచ్చిన
gibberish,0.0,-0.9,వికారమైన
infuriating,0.0,-0.9,కోపాన్ని తెప్పించింది
exasperate,0.0,-0.9,రెచ్చగొట్టు
totalitarian,0.0,-0.9,నిరంకుశ
atrocious,0.0,-0.9,దారుణమైన
misrepresent,0.0,-0.9,తప్పుగా సూచించడం
hypocritical,0.0,-0.9,కపట
ignorant,0.0,-0.9,అమాయకులకు
ill-tempered,0.0,-0.9,అశాంతి
trivialize,0.0,-0.9,trivialize
depressions,0.0,-0.9,సంక్షోభాల
barbarity,0.0,-0.9,చూచిన
diametrically,0.0,-0.9,కోణాలు
disdainfully,0.0,-0.9,disdainfully
fawningly,0.0,-0.9,ఇచ్చకమైన
overturn,0.0,-0.9,తారుమారు
broke,0.0,-0.9,విరిగింది
jarring,0.0,-0.9,jarring
demolisher,0.0,-0.9,నాశనం చేయువాడు
unreasonable,0.0,-0.9,అసమంజసమైన
peeled,0.0,-0.9,ఒలిచిన
shatter,0.0,-0.9,పడగొట్టుట
static,0.0,-0.9,స్టాటిక్
junky,0.0,-0.9,junky
apathy,0.0,-0.9,ఉదాసీనత
sweaty,0.0,-0.9,చెమటతో
discordant,0.0,-0.9,ప్రతిగత
abominate,0.0,-0.9,abominate
disorient,0.0,-0.9,నిశ్చేష్టులను
eccentric,0.0,-0.9,అసాధారణ
hazard,0.0,-0.9,విపత్తులను
intimidate,0.0,-0.9,భయపెట్టడానికి
slut,0.0,-0.9,చివరి
distraught,0.0,-0.9,విషాదంలో
unsettling,0.0,-0.9,కలవరపెట్టే
reproachful,0.0,-0.9,దూష్యమైన
crashes,0.0,-0.9,క్రాష్లు
finicky,0.0,-0.9,చాదస్త
coarse,0.0,-0.9,ముతక
fatty,0.0,-0.9,కొవ్వు
unaccustomed,0.0,-0.9,అలవాటులేని
sour,0.0,-0.9,సోర్
lemon,0.0,-0.9,నిమ్మకాయ
misinterpret,0.0,-0.9,అపార్థం
sinfully,0.0,-0.9,Sinfully
difficulties,0.0,-0.9,ఇబ్బందులు
exhaustion,0.0,-0.9,అలసట
inefficacy,0.0,-0.9,inefficacy
snarky,0.0,-0.9,snarky
dastard,0.0,-0.9,పిరికితనం గల
humiliating,0.0,-0.9,అవమానకర
perplex,0.0,-0.9,కలవరపడ్డాడు
disaccord,0.0,-0.9,అసమ్మతి
oversights,0.0,-0.9,పరిశీలనలు
anxiously,0.0,-0.9,ఆత్రుతగా
wallow,0.0,-0.9,పడిదొర్లు
matte,0.0,-0.9,మాట్టే
concern,0.0,-0.9,ఆందోళన
blurring,0.0,-0.9,గొడవ
culprit,0.0,-0.9,అపరాధి
stupidly,0.0,-0.9,stupidly
contort,0.0,-0.9,కాలమానాన్ని
erroneously,0.0,-0.9,పొరపాటుగా
sloww,0.0,-0.9,sloww
pitiable,0.0,-0.9,దయనీయమైన
inimically,0.0,-0.9,inimically
lonesome,0.0,-0.9,ఈ జలేశ్వర్
gutter,0.0,-0.9,అబ్బాయిలు
recession,0.0,-0.9,మాంద్యం
unfairly,0.0,-0.9,అన్యాయంగా
indiscriminate,0.0,-0.9,విచక్షణారహిత
acrimoniously,0.0,-0.9,క్రూరంగా
inflammatory,0.0,-0.9,తాపజనక
undermining,0.0,-0.9,తగ్గించినందుకు
disturbing,0.0,-0.9,కలవరం
pitifully,0.0,-0.9,pitifully
faults,0.0,-0.9,లోపాలుగా
neurotic,0.0,-0.9,నరాల
shortcoming,0.0,-0.9,లోపం
protested,0.0,-0.9,నిరసన
burned,0.0,-0.9,బూడిద
sack,0.0,-0.9,కధనంలో
unlucky,0.0,-0.9,దురదృష్టవంతులైన
yawn,0.0,-0.9,ఆవలింత
assassinate,0.0,-0.9,హత్య
marginally,0.0,-0.9,స్వల్పంగా
clash,0.0,-0.9,క్లాష్
chaff,0.0,-0.9,చాఫ్
scars,0.0,-0.9,మచ్చలు
whimper,0.0,-0.9,whimper
pleas,0.0,-0.9,అభ్యర్ధనను
loud,0.0,-0.9,బిగ్గరగా
freaking,0.0,-0.9,freaking
fibber,0.0,-0.9,కల్లరి
downfall,0.0,-0.9,పతనానికి
castigate,0.0,-0.9,గెలిచింది
hypocrisy,0.0,-0.9,వేషధారణను
dehumanization,0.0,-0.9,అమానవీయత
protracted,0.0,-0.9,దీర్ఘకాలిక
seriousness,0.0,-0.9,తీవ్రత
gross,0.0,-0.9,స్థూల
coldly,0.0,-0.9,coldly
dumped,0.0,-0.9,వేసారు
smoldering,0.0,-0.9,smoldering
villains,0.0,-0.9,ప్రతినాయకులు
blur,0.0,-0.9,బ్లర్
deploring,0.0,-0.9,deploring
unwisely,0.0,-0.9,తెలివి
disagreeable,0.0,-0.9,అసమ్మతత్వము
dishonesty,0.0,-0.9,దగా
distract,0.0,-0.9,దృష్టి
foreboding,0.0,-0.9,foreboding
genocide,0.0,-0.9,మారణహోమం
wild,0.0,-0.9,అడవి
condescending,0.0,-0.9,దిగజారిన
d*mn,0.0,-0.9,d * mn
hating,0.0,-0.9,అసహ్యించుకుంటూ ఉంటాడని
disconsolation,0.0,-0.9,disconsolation
unusual,0.0,-0.9,అసాధారణ
whips,0.0,-0.9,కొరడాలు
stall,0.0,-0.9,దుకాణము
unforgiving,0.0,-0.9,క్షమించే గుణం
unscrupulous,0.0,-0.9,యోగ్యత లేని
deformed,0.0,-0.9,వైకల్యంతో
indignantly,0.0,-0.9,indignantly
belittle,0.0,-0.9,belittle
untested,0.0,-0.9,పరీక్షించని
unimaginable,0.0,-0.9,అనూహ్యమైన
stiff,0.0,-0.9,గట్టి
zap,0.0,-0.9,చంపి వేయు
laggy,0.0,-0.9,laggy
lapsed,0.0,-0.9,పిల్లలు
subtract,0.0,-0.9,వ్యవకలనం
vice,0.0,-0.9,వైస్
extinguish,0.0,-0.9,ఆరిపోయేందుకు
unhappily,0.0,-0.9,unhappily
anarchistic,0.0,-0.9,anarchistic
bruising,0.0,-0.9,గాయాల
ironies,0.0,-0.9,వ్యంగ్యాస్త్రాలు
exile,0.0,-0.9,ప్రవాస
fat,0.0,-0.9,కొవ్వు
stagnant,0.0,-0.9,చోటనే
thoughtlessness,0.0,-0.9,జాగ్రత్త
dissuade,0.0,-0.9,విరమింపచేయడానికి
senselessly,0.0,-0.9,విచక్షణ లేని
obstinate,0.0,-0.9,వదలని
inaccurate,0.0,-0.9,సరికాని
poorly,0.0,-0.9,పేలవంగా
execrate,0.0,-0.9,శపించు
confined,0.0,-0.9,పరిమితమై
over-awe,0.0,-0.9,బెదిరించు
lacked,0.0,-0.9,కరువైంది
stridently,0.0,-0.9,stridently
unnoticed,0.0,-0.9,గుర్తించబడదు
dissension,0.0,-0.9,అసమ్మతిని
ghosting,0.0,-0.9,అనుసరణ
freakish,0.0,-0.9,చంచలమైన
insinuate,0.0,-0.9,పరోక్షంగా ఆరోపించు
irritated,0.0,-0.9,విసుగు
uneventful,0.0,-0.9,పొందలేదు
insinuation,0.0,-0.9,పరోక్షనింద
grouch,0.0,-0.9,గ్రౌచ్
parasite,0.0,-0.9,పరాన్న
imprecise,0.0,-0.9,అస్పష్టమైన
nonexistent,0.0,-0.9,ఉనికిలో లేనివి
overweight,0.0,-0.9,అధిక బరువు
spank,0.0,-0.9,వేగంగా కదిలించు
mudslinging,0.0,-0.9,mudslinging
avarice,0.0,-0.9,దురాశ
disagreed,0.0,-0.9,విభేదించాడు
garbage,0.0,-0.9,చెత్త
fallen,0.0,-0.9,పడిపోయిన
fatal,0.0,-0.9,ప్రాణాంతకమైన
isolate,0.0,-0.9,వియుక్తం
overbalanced,0.0,-0.9,overbalanced
inadverently,0.0,-0.9,inadverently
irrationality,0.0,-0.9,అహేతుకమైన
backwoods,0.0,-0.9,బ్యాక్వుడ్స్
implausibly,0.0,-0.9,implausibly
unobserved,0.0,-0.9,పరిశీలన
petty,0.0,-0.9,చిరు
obscurity,0.0,-0.9,అంధకారంలో
slack,0.0,-0.9,మందగింపు
decry,0.0,-0.9,ఖండిస్తారు
loathsome,0.0,-0.9,అసహ్యమైన
overlook,0.0,-0.9,అభిముఖంగా
whining,0.0,-0.9,whining
qualm,0.0,-0.9,పొగ
desultory,0.0,-0.9,అనవసరం
froze,0.0,-0.9,స్తంభించిపోవడంతో
bug,0.0,-0.9,బగ్
dishearteningly,0.0,-0.9,dishearteningly
inaptitude,0.0,-0.9,వైకల్యాన్ని
insular,0.0,-0.9,దీవులకు
leer,0.0,-0.9,చదవండి
discrimination,0.0,-0.9,వివక్ష
objections,0.0,-0.9,అభ్యంతరాలు
exasperation,0.0,-0.9,రెచ్చగొట్టడం
sorrowfully,0.0,-0.9,sorrowfully
unsustainable,0.0,-0.9,భరించలేని
incautious,0.0,-0.9,తొందరయిన
judder,0.0,-0.9,ద్వని చేస్తూ తీవ్రంగా కంపించు
divisiveness,0.0,-0.9,విభజన
subjection,0.0,-0.9,విధేయతను
bizarre,0.0,-0.9,వికారమైన
scariest,0.0,-0.9,భయంకరమైన
uncontrolled,0.0,-0.9,అనియంత్రిత
virulence,0.0,-0.9,తీవ్రత
fictional,0.0,-0.9,కల్పిత
detracted,0.0,-0.9,అనుమానాలు
watered-down,0.0,-0.9,నీరు కారిపోయింది డౌన్
betraying,0.0,-0.9,నమ్మకద్రోహం
embarrass,0.0,-0.9,ఇబ్బంది
grisly,0.0,-0.9,భీకరమైన
hissed,0.0,-0.9,మహాసముద్రాన్ని
invalidity,0.0,-0.9,invalidity
paranoid,0.0,-0.9,అనుమానాస్పద
fierce,0.0,-0.9,తీవ్ర
discourteously,0.0,-0.9,discourteously
dismayed,0.0,-0.9,దిగులు
disappoints,0.0,-0.9,disappoints
dumps,0.0,-0.9,డంపుల
coercion,0.0,-0.9,బలాత్కారానికి
fist,0.0,-0.9,ముష్టి
inconsequentially,0.0,-0.9,inconsequentially
