Term,PosScore,NegScore,Telugu
magnanimous,0.9,0.0,ఉదారమైన
audible,0.9,0.0,వినిపించే
fantastic,0.9,0.0,అద్భుతమైన
honoring,0.9,0.0,గౌరవించే
exhilarate,0.9,0.0,ఉల్లాసపరచు
savvy,0.9,0.0,అవగాహన ఉన్న
well-rounded,0.9,0.0,బాగా గుండ్రని
luxuriate,0.9,0.0,రాజభోగమైన
long-lasting,0.9,0.0,దీర్ఘకాలం
straighten,0.9,0.0,నిఠారుగా
friendliness,0.9,0.0,అనుకూలతలు
courage,0.9,0.0,ధైర్యం
ennoble,0.9,0.0,గౌరవపరచు
agilely,0.9,0.0,agilely
authentic,0.9,0.0,ప్రామాణికమైన
smoother,0.9,0.0,సున్నితమైన
miracles,0.9,0.0,అద్భుతాలు
destiny,0.9,0.0,గమ్యం
influential,0.9,0.0,ప్రభావవంతమైన
reconcile,0.9,0.0,పునరుద్దరించటానికి
fav,0.9,0.0,fav
enrapture,0.9,0.0,enrapture
eager,0.9,0.0,ఆసక్తి
entertains,0.9,0.0,అలరిస్తాడు
integral,0.9,0.0,సమగ్ర
majesty,0.9,0.0,ఘనత
comfortably,0.9,0.0,హాయిగా
vouch,0.9,0.0,హమీ
precisely,0.9,0.0,ఖచ్చితంగా
excitedness,0.9,0.0,excitedness
personalized,0.9,0.0,వ్యక్తిగతీకరించిన
faultless,0.9,0.0,నిర్దోషమైన
better-than-expected,0.9,0.0,అనుకున్న దాని కంటే
faster,0.9,0.0,వేగంగా
trusting,0.9,0.0,నమ్ముతూ
comfortable,0.9,0.0,సౌకర్యవంతమైన
respite,0.9,0.0,ఉపశమనం
elite,0.9,0.0,ఉన్నత
respectful,0.9,0.0,గౌరవప్రదమైన
rock-star,0.9,0.0,సంగీత తార
stylish,0.9,0.0,స్టైలిష్
endorses,0.9,0.0,ప్రచారకర్త
whooa,0.9,0.0,whooa
modest,0.9,0.0,నమ్రత
gentlest,0.9,0.0,gentlest
swift,0.9,0.0,స్విఫ్ట్
skillful,0.9,0.0,నైపుణ్యంతో
individualized,0.9,0.0,వ్యక్తిగత
remunerate,0.9,0.0,ఫలితము
advanced,0.9,0.0,ఆధునిక
contentment,0.9,0.0,కంటెంట్మెంట్
feisty,0.9,0.0,ఉద్రేకపూర్వక
clear,0.9,0.0,స్పష్టమైన
problem-solver,0.9,0.0,సమస్యని పరిష్కరించేవాడు
cleared,0.9,0.0,క్లియర్
solace,0.9,0.0,ఓదార్పు
abundance,0.9,0.0,సమృద్ధి
bullish,0.9,0.0,బుల్లిష్
fascinate,0.9,0.0,Fascinate
positives,0.9,0.0,పాజిటివ్
plentiful,0.9,0.0,అపార
effusive,0.9,0.0,డాంబిక
loved,0.9,0.0,ప్రియమైన
entranced,0.9,0.0,పరవశుడైన
gentle,0.9,0.0,సాధువైన
brilliance,0.9,0.0,ప్రకాశం
stupendously,0.9,0.0,stupendously
intelligence,0.9,0.0,మేధస్సు
rockstar,0.9,0.0,సంగీత తార
proficiently,0.9,0.0,proficiently
enthuse,0.9,0.0,ఆ ఉత్తేజితుడవ్వు
luxurious,0.9,0.0,విలాసవంతమైన
adaptive,0.9,0.0,అనుకూల
complement,0.9,0.0,పూర్తి
mercifully,0.9,0.0,దయతో
lean,0.9,0.0,లీన్
intimate,0.9,0.0,సన్నిహిత
beutifully,0.9,0.0,beutifully
cleaner,0.9,0.0,క్లీనర్
freed,0.9,0.0,విముక్తి
gratified,0.9,0.0,తృప్తిపొందిన
ideal,0.9,0.0,ఆదర్శ
vouchsafe,0.9,0.0,vouchsafe
ebulliently,0.9,0.0,ebulliently
redemption,0.9,0.0,విముక్తి
cherish,0.9,0.0,చెరిష్
whoooa,0.9,0.0,whoooa
stunningly,0.9,0.0,stunningly
gladly,0.9,0.0,సంతోషముగా
triumphant,0.9,0.0,విజయవంతమైన
dead-cheap,0.9,0.0,గతించిన చౌకగా
illuminate,0.9,0.0,ప్రకాశత్వం
promising,0.9,0.0,ఆశాజనకంగా
abundant,0.9,0.0,సమృద్ధిగా
rejuvenate,0.9,0.0,చైతన్యం నింపు
righten,0.9,0.0,righten
diplomatic,0.9,0.0,దౌత్య
exhilaratingly,0.9,0.0,exhilaratingly
resound,0.9,0.0,ప్రతిధ్వనిస్తాయి
glimmer,0.9,0.0,గ్లిమ్మెర్
hooray,0.9,0.0,హుర్రే
faith,0.9,0.0,విశ్వాసం
foremost,0.9,0.0,అన్నిటికంటే
heros,0.9,0.0,heros
richness,0.9,0.0,గొప్పతనాన్ని
sumptuous,0.9,0.0,దివ్యమైన
excitedly,0.9,0.0,ఉత్సాహంగా
adulation,0.9,0.0,ముఖస్తుతి
lavishly,0.9,0.0,సుందరంగా
irresistible,0.9,0.0,ఎదురులేని
valiantly,0.9,0.0,valiantly
noiseless,0.9,0.0,నిశ్శబ్దముగా వుండే
record-setting,0.9,0.0,రికార్డు నెలకొల్పే
openly,0.9,0.0,బహిరంగంగా
idyllic,0.9,0.0,కావ్యంలాగా సాగిపోతూ
coolest,0.9,0.0,చక్కనైన
justly,0.9,0.0,వేళ
clean,0.9,0.0,శుభ్రంగా
feat,0.9,0.0,ఫీట్
excites,0.9,0.0,పట్టినట్టు
fond,0.9,0.0,నేపథ్య
harmony,0.9,0.0,సామరస్యం
recommend,0.9,0.0,సిఫార్సు
goodwill,0.9,0.0,సౌహార్ద
excellant,0.9,0.0,excellant
pardon,0.9,0.0,క్షమాభిక్ష
richer,0.9,0.0,ధనిక
smiles,0.9,0.0,నవ్వి
indulgent,0.9,0.0,తీర్చే
suave,0.9,0.0,సాఫ్ట్
progressive,0.9,0.0,ప్రగతిశీల
outsmart,0.9,0.0,అవుట్మార్ట్
conveniently,0.9,0.0,సౌకర్యవంతంగా
gratify,0.9,0.0,ఆనందం కలిగించు
steadfastness,0.9,0.0,దృఢత్వంచే
rectify,0.9,0.0,అడ్డుకోవడానికి
pros,0.9,0.0,ప్రోస్
trump,0.9,0.0,ట్రంప్
exultation,0.9,0.0,ఆనందము
thrive,0.9,0.0,వృద్ధి
generously,0.9,0.0,దాతృత్వముగా
nourishment,0.9,0.0,పోషణ
momentous,0.9,0.0,చిరస్మరణీయ
fortitude,0.9,0.0,పౌరుషము
verifiable,0.9,0.0,పరిశీలనా
supports,0.9,0.0,మద్దతు
happily,0.9,0.0,సంతోషంగా
adoring,0.9,0.0,adoring
stainless,0.9,0.0,స్టెయిన్లెస్
treasure,0.9,0.0,ట్రెజర్
endear,0.9,0.0,దూరం
enjoying,0.9,0.0,ఆనందించే
articulate,0.9,0.0,ఉచ్చరించు
beautify,0.9,0.0,అందంగా
palatial,0.9,0.0,ఘనమైన
win,0.9,0.0,గెలుపు
sincerely,0.9,0.0,హృదయపూర్వకమైన
loyalty,0.9,0.0,విధేయత
strikingly,0.9,0.0,గమనించదగిన
rapid,0.9,0.0,వేగవంతమైన
fortuitously,0.9,0.0,fortuitously
recommended,0.9,0.0,సిఫార్సు
sharper,0.9,0.0,పదును
deft,0.9,0.0,తెలివిగల
pre-eminent,0.9,0.0,ముందు ప్రముఖ
reasonable,0.9,0.0,సమంజసం
nifty,0.9,0.0,నిఫ్టీ
warm,0.9,0.0,వెచ్చని
counter-attack,0.9,0.0,ఎదురు దాడి
cajole,0.9,0.0,బుజ్జగించు
imaginative,0.9,0.0,ఊహా
thrilling,0.9,0.0,థ్రిల్లింగ్
issue-free,0.9,0.0,సమస్య లేని
adore,0.9,0.0,ఆరాధించు
improves,0.9,0.0,మెరుగుపరుస్తుంది
wise,0.9,0.0,తెలివైన
defeats,0.9,0.0,పరాజయాలను
smartly,0.9,0.0,తెలివిగా నడిపిన
proactive,0.9,0.0,క్రియాశీలకంగా
yay,0.9,0.0,విల్లు
non-violence,0.9,0.0,అహింస
majestic,0.9,0.0,మనోహరంగా
worthwhile,0.9,0.0,విలువైనదే
euphoria,0.9,0.0,ఆనందాతిరేకం
glow,0.9,0.0,మిణుగురు
perfection,0.9,0.0,పరిపూర్ణత
brightest,0.9,0.0,ప్రకాశవంతమైన
evenly,0.9,0.0,సమానంగా
excellent,0.9,0.0,అద్భుతమైన
witty,0.9,0.0,చమత్కారమైన
glitz,0.9,0.0,భారీతనం
leverage,0.9,0.0,పరపతి
prospros,0.9,0.0,prospros
fame,0.9,0.0,కీర్తి
golden,0.9,0.0,బంగారు
substantive,0.9,0.0,యదార్థమైన
accurately,0.9,0.0,కచ్చితంగా
seasoned,0.9,0.0,రుచికోసం
stupendous,0.9,0.0,బ్రహ్మాండమైన
inestimable,0.9,0.0,వెలలేని
propitious,0.9,0.0,ప్రసన్నమైన
fashionably,0.9,0.0,సొగసుగా
regal,0.9,0.0,రీగల్
persevere,0.9,0.0,పట్టుదలతో
well-informed,0.9,0.0,బాగా చదువుకొన్న
intrigue,0.9,0.0,కుట్ర
jubilant,0.9,0.0,ఆనందోత్సాహాలతో కూడిన
euphorically,0.9,0.0,euphorically
amiability,0.9,0.0,మంచితనం
suavely,0.9,0.0,suavely
galore,0.9,0.0,galore
sturdy,0.9,0.0,గట్టి
transparent,0.9,0.0,పారదర్శక
undamaged,0.9,0.0,undamaged
cohere,0.9,0.0,హేతుబద్ధమైన
danke,0.9,0.0,ధన్యవాదాలు
elatedly,0.9,0.0,elatedly
benifits,0.9,0.0,benifits
achievements,0.9,0.0,విజయాలు
shimmering,0.9,0.0,shimmering
preferes,0.9,0.0,ఇష్టపడే
impartial,0.9,0.0,నిష్పాక్షిక
promise,0.9,0.0,వాగ్దానం
spectacular,0.9,0.0,అద్భుతమైన
efficacious,0.9,0.0,ప్రాభావం
passion,0.9,0.0,అభిరుచి
enhances,0.9,0.0,మెరుగుపరచు
beckoning,0.9,0.0,బెకనింగ్
earnestly,0.9,0.0,ధృఢంగా
right,0.9,0.0,కుడి
mightily,0.9,0.0,mightily
favor,0.9,0.0,అనుకూలంగా
ingenious,0.9,0.0,తెలివిగల
exuberantly,0.9,0.0,అవధులు లేని ఆనందంతో
exuberance,0.9,0.0,అతిశయోక్తి
magnificence,0.9,0.0,వైభవం
cleanest,0.9,0.0,పరిశుభ్రమైన
gaining,0.9,0.0,పొంది
fascinating,0.9,0.0,మనోహరమైన
support,0.9,0.0,మద్దతు
soothingly,0.9,0.0,soothingly
flattering,0.9,0.0,పొగిడే
orderly,0.9,0.0,సక్రమమైన
wonderfully,0.9,0.0,అద్భుతంగా
equitable,0.9,0.0,సమాన
first-class,0.9,0.0,మొదటి తరగతి
honored,0.9,0.0,సన్మానించారు
sparkle,0.9,0.0,మరుపు
adored,0.9,0.0,పూజ్యమైన
ease,0.9,0.0,సులభం
enthrall,0.9,0.0,ఆకర్షించే
available,0.9,0.0,అందుబాటులో
enliven,0.9,0.0,ఎన్లివెన్
impressed,0.9,0.0,ఆకట్టుకున్నాయి
supported,0.9,0.0,మద్దతు
pleasing,0.9,0.0,ఆనందము
versatile,0.9,0.0,బహుముఖ
warmly,0.9,0.0,warmly
marvelled,0.9,0.0,ఆశ్చర్యం
pretty,0.9,0.0,చక్కని
sprightly,0.9,0.0,హుషారైన
fascination,0.9,0.0,మోహం
fave,0.9,0.0,fave
reasonably,0.9,0.0,సహేతుక
ovation,0.9,0.0,మర్యాద
speedy,0.9,0.0,వేగవంతమైన
satisfy,0.9,0.0,సంతృప్తి
super,0.9,0.0,సూపర్
privileged,0.9,0.0,విశేష
jaw-dropping,0.9,0.0,దవడ-జారవిడిచిన
better-known,0.9,0.0,పేరొందిన
accomplishments,0.9,0.0,విజయాల
breakthroughs,0.9,0.0,పరిణామాల్లో
hilarious,0.9,0.0,ఉల్లాసంగా
pride,0.9,0.0,అహంకారం
hail,0.9,0.0,వడగళ్ళు
gains,0.9,0.0,లాభాలు
rectification,0.9,0.0,దిద్దుబాటు
kudos,0.9,0.0,వైభవము
like,0.9,0.0,వంటి
masters,0.9,0.0,మాస్టర్స్
appreciable,0.9,0.0,ఇలా చెప్పుకోతగ్గ
nicest,0.9,0.0,nicest
frolic,0.9,0.0,ఉల్లాసంగా
safely,0.9,0.0,సురక్షితంగా
instrumental,0.9,0.0,వాయిద్య
spectacularly,0.9,0.0,అనూహ్యంగా
harmless,0.9,0.0,హానిచేయని
unity,0.9,0.0,ఐక్యత
fast-paced,0.9,0.0,వేగమైన
ecstasy,0.9,0.0,పారవశ్య
enjoy,0.9,0.0,ఆనందించండి
enhancement,0.9,0.0,వృద్ది
assuring,0.9,0.0,చేయడమనేది
work,0.9,0.0,పని
edify,0.9,0.0,నిష్టకలుగ చెయ్యి
formidable,0.9,0.0,బలీయమైన
instantly,0.9,0.0,తక్షణమే
righteously,0.9,0.0,righteously
painlessly,0.9,0.0,నొప్పి లేకుండా
comfy,0.9,0.0,comfy
fervidly,0.9,0.0,అత్యాదరముగా
approval,0.9,0.0,అనుమతి
fertile,0.9,0.0,సారవంతమైన
easygoing,0.9,0.0,సులభంగా అనుసరించు
admiration,0.9,0.0,ప్రశంస
reward,0.9,0.0,బహుమతి
promoter,0.9,0.0,ప్రమోటర్
responsive,0.9,0.0,బాధ్యతాయుతంగా
rapt,0.9,0.0,నిమగ్నమైన
wowing,0.9,0.0,wowing
promptly,0.9,0.0,వెంటనే
awestruck,0.9,0.0,awestruck
joyful,0.9,0.0,ఆనందం
dominate,0.9,0.0,ఆధిపత్యం
capably,0.9,0.0,నిర్వహించేది
virtue,0.9,0.0,ధర్మం
prompt,0.9,0.0,ప్రాంప్ట్
willingly,0.9,0.0,ఇష్టపూర్వకంగా
magical,0.9,0.0,మాయా
famed,0.9,0.0,ప్రఖ్యాత
angel,0.9,0.0,దూత
masterfully,0.9,0.0,masterfully
amazing,0.9,0.0,అద్భుతమైన
convincing,0.9,0.0,ఆమోదయోగ్యమైన
awsome,0.9,0.0,awsome
reforming,0.9,0.0,సంస్కరణలు
clever,0.9,0.0,తెలివైన
fervently,0.9,0.0,తీవ్రంగా
harmoniously,0.9,0.0,శాంతియుతంగా
compact,0.9,0.0,కాంపాక్ట్
enterprising,0.9,0.0,ఔత్సాహిక
intriguing,0.9,0.0,రహస్య
aspire,0.9,0.0,ఆస్పైర్
elegance,0.9,0.0,చక్కదనం
delightful,0.9,0.0,చూడముచ్చటగా
maneuverable,0.9,0.0,విన్యాసాలు
friendly,0.9,0.0,స్నేహపూర్వక
gainfully,0.9,0.0,gainfully
ideally,0.9,0.0,ఆదర్శంగా
complements,0.9,0.0,జంటగా
hardy,0.9,0.0,హార్డీ
unconditional,0.9,0.0,షరతులు
homage,0.9,0.0,మర్యాదగా
talented,0.9,0.0,ప్రతిభావంతులైన
stellarly,0.9,0.0,stellarly
futurestic,0.9,0.0,futurestic
congratulation,0.9,0.0,అభినందన
soft,0.9,0.0,సాఫ్ట్
glory,0.9,0.0,గ్లోరీ
encouragingly,0.9,0.0,ప్రోత్సాహకరంగా
stylishly,0.9,0.0,stylishly
afford,0.9,0.0,స్థోమత
jollify,0.9,0.0,jollify
skill,0.9,0.0,నైపుణ్యం
reasoned,0.9,0.0,కారణం
piety,0.9,0.0,భక్తి
peaceful,0.9,0.0,శాంతియుత
warmhearted,0.9,0.0,warmhearted
endorsing,0.9,0.0,ఎండార్స్
impressively,0.9,0.0,గుర్తుతెలియని
bravo,0.9,0.0,బ్రావో
improvement,0.9,0.0,మెరుగుదల
sumptuously,0.9,0.0,sumptuously
pamper,0.9,0.0,అతిగారాబం
avidly,0.9,0.0,అత్యాశతో
profusion,0.9,0.0,అపరిమిత
tenaciously,0.9,0.0,బిరుసైన
glisten,0.9,0.0,తళుక్కున మెరయు
famously,0.9,0.0,ప్రముఖంగా
timely,0.9,0.0,సకాలంలో
well-known,0.9,0.0,ప్రసిద్ధ
tranquil,0.9,0.0,ప్రశాంత
carefree,0.9,0.0,నిర్లక్ష్య
healthful,0.9,0.0,ఆరోగ్యకరమైన
dignified,0.9,0.0,గౌరవప్రదంగా
elegant,0.9,0.0,సొగసైన
easy,0.9,0.0,సులభంగా
excitingly,0.9,0.0,excitingly
well-received,0.9,0.0,మంచి స్పందన
impressiveness,0.9,0.0,impressiveness
simplifies,0.9,0.0,సరళంగా
thrift,0.9,0.0,పొదుపు
willingness,0.9,0.0,అంగీకారం
virtuous,0.9,0.0,ధర్మపరులుగా
outperforms,0.9,0.0,outperforms
adroitly,0.9,0.0,చమత్కారంగా
believable,0.9,0.0,నమ్మశక్యంగా
ecstasies,0.9,0.0,ecstasies
glimmering,0.9,0.0,మిణుకు
continuity,0.9,0.0,కొనసాగింపు
unaffected,0.9,0.0,చెక్కుచెదరక
neatest,0.9,0.0,neatest
prefered,0.9,0.0,prefered
attraction,0.9,0.0,ఆకర్షణ
kindly,0.9,0.0,kindly
breeze,0.9,0.0,గాలి
amicable,0.9,0.0,స్నేహపూర్వకమైన
flatter,0.9,0.0,బల్లపరుపుగా
knowledgeable,0.9,0.0,పరిజ్ఞానం
first-in-class,0.9,0.0,మొదటగా తరగతి
gratifyingly,0.9,0.0,gratifyingly
windfall,0.9,0.0,windfall
nicer,0.9,0.0,కలుపుకొని
dedicated,0.9,0.0,ప్రత్యేక
well-intentioned,0.9,0.0,సదుద్దేశంకల
autonomous,0.9,0.0,స్వతంత్ర
awed,0.9,0.0,భయపెట్టిన
promises,0.9,0.0,వాగ్దానాలు
lucrative,0.9,0.0,లాభదాయకమైన
compassionate,0.9,0.0,కారుణ్య
dependably,0.9,0.0,dependably
handsome,0.9,0.0,అందగాడు
chic,0.9,0.0,చిక్
excited,0.9,0.0,సంతోషిస్తున్నాము
infallibly,0.9,0.0,అమోఘమైన
proving,0.9,0.0,ప్రూవింగ్
impresses,0.9,0.0,ప్రేక్షకాదరణ
interests,0.9,0.0,అభిరుచులు
enviably,0.9,0.0,enviably
dotingly,0.9,0.0,dotingly
superior,0.9,0.0,ఉన్నతమైన
pleasurable,0.9,0.0,మనోహరమైనది
industrious,0.9,0.0,కష్టపడి
polite,0.9,0.0,మర్యాద
slick,0.9,0.0,వివేక
compliant,0.9,0.0,కంప్లైంట్
smile,0.9,0.0,చిరునవ్వు
agreeably,0.9,0.0,సమ్మతంగా
miraculousness,0.9,0.0,miraculousness
works,0.9,0.0,పనిచేస్తుంది
reverent,0.9,0.0,భక్తి
graciously,0.9,0.0,దయగా
pinnacle,0.9,0.0,పరాకాష్ట
risk-free,0.9,0.0,ప్రమాద రహిత
empathize,0.9,0.0,empathize
righteous,0.9,0.0,న్యాయంగా
subsidize,0.9,0.0,ప్రోత్సహాకాలు
effusion,0.9,0.0,ద్రవం
unfazed,0.9,0.0,ప్రభావితం కాలేదు
awarded,0.9,0.0,ప్రదానం
excelled,0.9,0.0,రాణించారు
beckon,0.9,0.0,హెచ్చరించు
well-backlit,0.9,0.0,బాగా బ్యాక్లిట్
law-abiding,0.9,0.0,చట్టాన్ని గౌరవించే
eased,0.9,0.0,సడలించి
amusingly,0.9,0.0,phenomenas వివరిస్తుంది amusingly
sensible,0.9,0.0,సరైన
impeccable,0.9,0.0,తప్పుపట్టలేని
awesomely,0.9,0.0,awesomely
competitive,0.9,0.0,పోటీ
bravery,0.9,0.0,శౌర్యం
distinction,0.9,0.0,విలక్షణత
sagacity,0.9,0.0,చురుకుదనం
goood,0.9,0.0,goood
properly,0.9,0.0,సరిగా
bloom,0.9,0.0,వికసించిన
freshest,0.9,0.0,తాజా
richly,0.9,0.0,ఘనంగా
well-wishers,0.9,0.0,శ్రేయోభిలాషులకు
flawlessly,0.9,0.0,దోషపూరితంగా
quaint,0.9,0.0,quaint
smartest,0.9,0.0,ఆకర్షణీయ
gracious,0.9,0.0,దయతో
youthful,0.9,0.0,యవ్వన
revolutionizes,0.9,0.0,revolutionizes
eloquently,0.9,0.0,అనర్గళమైన
beautiful,0.9,0.0,అందమైన
feasibly,0.9,0.0,తగిన విధముగా
relaxed,0.9,0.0,సడలించింది
succes,0.9,0.0,విజయం
incredible,0.9,0.0,నమ్మశక్యం
recovery,0.9,0.0,రికవరీ
wisely,0.9,0.0,తెలివిగా
effective,0.9,0.0,సమర్థవంతమైన
merriment,0.9,0.0,ఆనందం
low-risk,0.9,0.0,తక్కువ ప్రమాదం
affluence,0.9,0.0,సంపద
admirable,0.9,0.0,ప్రశంసనీయం
inpressed,0.9,0.0,inpressed
wows,0.9,0.0,వౌలు
refine,0.9,0.0,శుద్ధి
brave,0.9,0.0,ధైర్య
amity,0.9,0.0,అమిటీ
benevolent,0.9,0.0,సహనశీలి
securely,0.9,0.0,సురక్షితంగా
improved,0.9,0.0,మెరుగైన
desiring,0.9,0.0,Desiring
reform,0.9,0.0,సంస్కరణ
romantically,0.9,0.0,శృంగారపరంగా
sporty,0.9,0.0,స్పోర్టి
reverence,0.9,0.0,భక్తి
invigorate,0.9,0.0,కలుగజేయు
outstanding,0.9,0.0,అసాధారణ
prefers,0.9,0.0,ఇష్టపడతాడు
magnificent,0.9,0.0,అద్భుతమైన
outperformed,0.9,0.0,చేశాయని
eminence,0.9,0.0,ఘనత వహించిన
satisified,0.9,0.0,satisified
enviousness,0.9,0.0,enviousness
overjoyed,0.9,0.0,సంతోషించారు
sophisticated,0.9,0.0,అధునాతన
extol,0.9,0.0,పొగుడు
astonishingly,0.9,0.0,ఆశ్చర్యంగా
world-famous,0.9,0.0,ప్రపంచ ప్రఖ్యాత
gratitude,0.9,0.0,కృతజ్ఞతా
deservedly,0.9,0.0,deservedly
mesmerizingly,0.9,0.0,mesmerizingly
unparalleled,0.9,0.0,అసమాన
gorgeously,0.9,0.0,gorgeously
genial,0.9,0.0,గొప్ప
succeed,0.9,0.0,విజయవంతం
beautifullly,0.9,0.0,beautifullly
faithfully,0.9,0.0,విధేయతతో
priceless,0.9,0.0,వెలకట్టలేని
exultant,0.9,0.0,నృత్యం
thank,0.9,0.0,ధన్యవాదాలు
thumbs-up,0.9,0.0,బ్రొటనవేళ్లు అప్
titillating,0.9,0.0,titillating
preferably,0.9,0.0,ప్రాధాన్యంగా
wonder,0.9,0.0,వండర్
jubilate,0.9,0.0,jubilate
finest,0.9,0.0,అత్యుత్తమ
recommendation,0.9,0.0,సిఫార్సు
astonishing,0.9,0.0,అద్భుతంగా
enrapt,0.9,0.0,పరవశుడైన
honesty,0.9,0.0,నిజాయితీ
luxury,0.9,0.0,లగ్జరీ
futuristic,0.9,0.0,భవిష్యత్
important,0.9,0.0,ముఖ్యమైన
gaily,0.9,0.0,ఉల్లాసముగా
smooth,0.9,0.0,సున్నితంగా
stronger,0.9,0.0,బలమైన
high-spirited,0.9,0.0,అధిక ఉత్సాహముతో
succeeding,0.9,0.0,విజయవంతమయ్యారు
beloved,0.9,0.0,ప్రియమైన
beautifully,0.9,0.0,అందంగా
sustainable,0.9,0.0,స్థిరమైన
staunch,0.9,0.0,ధృడమైన
nice,0.9,0.0,నైస్
acclamation,0.9,0.0,ధ్వానాల
stellar,0.9,0.0,నక్షత్ర
favorited,0.9,0.0,ఇష్టమైన
zenith,0.9,0.0,అత్యున్నత
courteous,0.9,0.0,మర్యాదపూర్వకమైన
heroically,0.9,0.0,వీరోచితంగా
lucky,0.9,0.0,అదృష్ట
correctly,0.9,0.0,సరిగ్గా
prudent,0.9,0.0,వివేకం
success,0.9,0.0,విజయం
lustrous,0.9,0.0,నునుపుగా
non-violent,0.9,0.0,హింసాత్మక
fervid,0.9,0.0,వేడిగావుండే
gratifying,0.9,0.0,సంతోషకర
statuesque,0.9,0.0,శిల్పం
heartening,0.9,0.0,heartening
unequivocally,0.9,0.0,సాక్ష్యంలో
brand-new,0.9,0.0,సరికొత్త
blockbuster,0.9,0.0,బ్లాక్బస్టర్
breathtaking,0.9,0.0,ఉత్కంఠభరితమైన
remission,0.9,0.0,ఉపశమనం
heal,0.9,0.0,నయం
accomodative,0.9,0.0,accomodative
ebullience,0.9,0.0,ebullience
rightness,0.9,0.0,సత్ప్రవర్తన
nobly,0.9,0.0,ఘనముగా
finer,0.9,0.0,నాణ్యమైన
gaiety,0.9,0.0,వినోదం
eagerly,0.9,0.0,ఆత్రంగా
accessable,0.9,0.0,accessable
acclaim,0.9,0.0,ప్రశంసలు
self-sufficient,0.9,0.0,స్వయం ప్రతిపత్తి
adulatory,0.9,0.0,బుజ్జగింపైన
roomy,0.9,0.0,రూమి
harmonious,0.9,0.0,శ్రావ్యంగా
ecstatically,0.9,0.0,ecstatically
relent,0.9,0.0,కాఠిన్యం
impassioned,0.9,0.0,ఉద్రేకపరిచే
rectifying,0.9,0.0,దిద్దుకునేందుకు
prize,0.9,0.0,బహుమతి
beauteous,0.9,0.0,అందమైన
confidence,0.9,0.0,విశ్వాసం
cherished,0.9,0.0,ప్రతిష్టాత్మకమైన
outstrip,0.9,0.0,ప్రీతిని
wieldy,0.9,0.0,wieldy
picturesque,0.9,0.0,సుందరమైన
educated,0.9,0.0,చదువుకున్న
dauntless,0.9,0.0,డాంట్లెస్
embolden,0.9,0.0,మనోధైర్యం కలుగుతుందని
reaffirmation,0.9,0.0,reaffirmation
cost-saving,0.9,0.0,ఖర్చు ఆదా
brainy,0.9,0.0,మేధాసంపత్తికలవాడు
unencumbered,0.9,0.0,స్పష్టమైన
amenity,0.9,0.0,వసతి
valor,0.9,0.0,విలువ
convience,0.9,0.0,convience
err-free,0.9,0.0,తప్పు లేని
hotcake,0.9,0.0,వేడి కేక్
delighted,0.9,0.0,ఆనందపరిచింది
prestigious,0.9,0.0,ప్రతిష్టాత్మక
amazingly,0.9,0.0,అద్భుతంగా
encourage,0.9,0.0,ప్రోత్సహిస్తున్నాము
liked,0.9,0.0,ఇష్టపడ్డారు
correct,0.9,0.0,సరైన
outdo,0.9,0.0,అధిగమించాలని
helped,0.9,0.0,సహాయపడింది
accolade,0.9,0.0,పురస్కారం
invulnerable,0.9,0.0,దుర్భేద్యంగా
defeating,0.9,0.0,ఓడించి
gems,0.9,0.0,రత్నాలు
low-priced,0.9,0.0,తక్కువ ధరతో
patiently,0.9,0.0,ఓపికగా
dazzle,0.9,0.0,సమ్మోహనం
enviable,0.9,0.0,ఆశించదగిన
engaging,0.9,0.0,మనసుకు
ingenuous,0.9,0.0,అమాయకమైన
peach,0.9,0.0,పీచు
gleefully,0.9,0.0,gleefully
supurbly,0.9,0.0,supurbly
refund,0.9,0.0,వాపసు
lower-priced,0.9,0.0,స్వల్ప-ధర
patriotic,0.9,0.0,దేశభక్తి
calmness,0.9,0.0,ప్రశాంతతలో
irreplaceable,0.9,0.0,చేయలేని
fearlessly,0.9,0.0,నిర్భయముగా
steadfastly,0.9,0.0,నిష్కర్షగా
exalting,0.9,0.0,exalting
trustworthiness,0.9,0.0,విశ్వసనీయత
accommodative,0.9,0.0,సర్దుబాటు
unrestricted,0.9,0.0,అనియంత్రిత
affordably,0.9,0.0,తక్కువ ఖర్చుతో
appeal,0.9,0.0,అప్పీల్
integrated,0.9,0.0,ఇంటిగ్రేటెడ్
dead-on,0.9,0.0,డెడ్ ఆన్
remarkable,0.9,0.0,చెప్పుకోదగిన
brainiest,0.9,0.0,brainiest
time-honored,0.9,0.0,సమయం అనాటి ప్రఖ్యాత
savior,0.9,0.0,రక్షకుని
backbone,0.9,0.0,వెన్నెముక
outstandingly,0.9,0.0,outstandingly
amazement,0.9,0.0,ఆశ్చర్యపోయిన
replaceable,0.9,0.0,మార్చగల
swankiest,0.9,0.0,swankiest
energy-saving,0.9,0.0,విద్యుత్ను పొదుపు
prodigious,0.9,0.0,అద్భుత
amicably,0.9,0.0,స్నేహపూర్వకంగా
guarantee,0.9,0.0,హామీ
simplifying,0.9,0.0,సరళతరం
supremacy,0.9,0.0,ఆధిపత్యం
softer,0.9,0.0,మృదువైన
honest,0.9,0.0,నిజాయితీ
covenant,0.9,0.0,ఒడంబడిక
striking,0.9,0.0,అద్భుతమైన
sensitive,0.9,0.0,సున్నితమైన
attractively,0.9,0.0,ఆకర్షణీయంగా
