Term,PosScore,NegScore,Kannada
rightfully,0.9,0.0,ನ್ಯಾಯಸಮ್ಮತವಾಗಿ
wins,0.9,0.0,ಗೆಲ್ಲುತ್ತದೆ
refined,0.9,0.0,ಸಂಸ್ಕರಿಸಿದ
charitable,0.9,0.0,ದತ್ತಿ
poise,0.9,0.0,ಸಮತೋಲನ
gooood,0.9,0.0,ಗೂಡ್
agreeable,0.9,0.0,ಒಪ್ಪಬಹುದಾದ
dexterous,0.9,0.0,ಕೌಶಲ್ಯಪೂರ್ಣ
well-established,0.9,0.0,ಸುಸ್ಥಾಪಿತ
amiable,0.9,0.0,ಸೌಹಾರ್ದಯುತ
brisk,0.9,0.0,ಚುರುಕಾದ
sincerity,0.9,0.0,ಪ್ರಾಮಾಣಿಕತೆ
beauty,0.9,0.0,ಸೌಂದರ್ಯ
advocates,0.9,0.0,ವಕೀಲರು
concise,0.9,0.0,ಸಂಕ್ಷಿಪ್ತ
prudently,0.9,0.0,ವಿವೇಕದಿಂದ
revelation,0.9,0.0,ಬಹಿರಂಗ
ultra-crisp,0.9,0.0,ಅಲ್ಟ್ರಾ-ಗರಿಗರಿಯಾದ
revitalize,0.9,0.0,ಪುನರುಜ್ಜೀವನಗೊಳಿಸಿ
talent,0.9,0.0,ಪ್ರತಿಭೆ
wondrous,0.9,0.0,ಅದ್ಭುತ
helpful,0.9,0.0,ಸಹಾಯಕವಾಗಿದೆ
fervor,0.9,0.0,ಉತ್ಸಾಹ
swankier,0.9,0.0,ಸ್ವಾಂಕಿಯರ್
graceful,0.9,0.0,ಸುಲಲಿತ
trustingly,0.9,0.0,ವಿಶ್ವಾಸಾರ್ಹವಾಗಿ
extraordinarily,0.9,0.0,ಅಸಾಧಾರಣ
deginified,0.9,0.0,deginified
attractive,0.9,0.0,ಆಕರ್ಷಕ
powerful,0.9,0.0,ಶಕ್ತಿಯುತ
stimulating,0.9,0.0,ಉತ್ತೇಜಿಸುವ
empathy,0.9,0.0,ಅನುಭೂತಿ
suitable,0.9,0.0,ಸೂಕ್ತವಾಗಿದೆ
eye-catch,0.9,0.0,ಕಣ್ಣಿನ ಹಿಡಿಯುವಿಕೆ
tempt,0.9,0.0,ಪ್ರಲೋಭನೆ
auspicious,0.9,0.0,ಶುಭ
enthralled,0.9,0.0,ಮೋಹಗೊಂಡ
triumphantly,0.9,0.0,ವಿಜಯಶಾಲಿಯಾಗಿ
beneficent,0.9,0.0,ಫಲಾನುಭವಿ
good,0.9,0.0,ಒಳ್ಳೆಯದು
exceptionally,0.9,0.0,ಅಸಾಧಾರಣವಾಗಿ
dexterously,0.9,0.0,ಕೌಶಲ್ಯದಿಂದ
survival,0.9,0.0,ಬದುಕುಳಿಯುವಿಕೆ
maturely,0.9,0.0,ಪ್ರಬುದ್ಧವಾಗಿ
impartiality,0.9,0.0,ನಿಷ್ಪಕ್ಷಪಾತತೆ
relief,0.9,0.0,ಪರಿಹಾರ
earnestness,0.9,0.0,ಶ್ರದ್ಧೆ
trusted,0.9,0.0,ವಿಶ್ವಾಸಾರ್ಹ
peacekeepers,0.9,0.0,ಶಾಂತಿಪಾಲಕರು
endorsed,0.9,0.0,ಅನುಮೋದಿಸಲಾಗಿದೆ
diligently,0.9,0.0,ಶ್ರದ್ಧೆಯಿಂದ
accomplished,0.9,0.0,ಸಾಧಿಸಲಾಗಿದೆ
entertain,0.9,0.0,ಮನರಂಜನೆ
tougher,0.9,0.0,ಕಠಿಣ
reforms,0.9,0.0,ಸುಧಾರಣೆಗಳು
wellbeing,0.9,0.0,ಯೋಗಕ್ಷೇಮ
guiltless,0.9,0.0,ತಪ್ಪಿತಸ್ಥ
stimulative,0.9,0.0,ಉತ್ತೇಜಕ
flawless,0.9,0.0,ದೋಷರಹಿತ
spacious,0.9,0.0,ವಿಶಾಲವಾದ
gracefully,0.9,0.0,ಮನೋಹರವಾಗಿ
surmount,0.9,0.0,ಸರ್ಮೌಂಟ್
poetic,0.9,0.0,ಕಾವ್ಯಾತ್ಮಕ
reaffirm,0.9,0.0,ಪುನಃ ದೃ irm ೀಕರಿಸಿ
productive,0.9,0.0,ಉತ್ಪಾದಕ
advantageously,0.9,0.0,ಅನುಕೂಲಕರವಾಗಿ
better,0.9,0.0,ಉತ್ತಮ
temptingly,0.9,0.0,ಪ್ರಲೋಭನಕಾರಿ
passionately,0.9,0.0,ಉತ್ಸಾಹದಿಂದ
rational,0.9,0.0,ತರ್ಕಬದ್ಧ
breathtakingly,0.9,0.0,ಉಸಿರುಕಟ್ಟುವ ರೀತಿಯಲ್ಲಿ
unquestionable,0.9,0.0,ಪ್ರಶ್ನಾತೀತ
fashionable,0.9,0.0,ಫ್ಯಾಶನ್
uplift,0.9,0.0,ಉನ್ನತಿ
sharpest,0.9,0.0,ತೀಕ್ಷ್ಣವಾದ
charming,0.9,0.0,ಆಕರ್ಷಕ
agile,0.9,0.0,ಚುರುಕುಬುದ್ಧಿಯ
elated,0.9,0.0,ಉಲ್ಲಾಸಗೊಂಡಿದೆ
enrichment,0.9,0.0,ಪುಷ್ಟೀಕರಣ
considerate,0.9,0.0,ಪರಿಗಣಿಸಲಾಗಿದೆ
cleverly,0.9,0.0,ಜಾಣತನದಿಂದ
prefer,0.9,0.0,ಆದ್ಯತೆ ನೀಡಿ
privilege,0.9,0.0,ಸವಲತ್ತು
astounded,0.9,0.0,ಬೆರಗಾದ
trophy,0.9,0.0,ಟ್ರೋಫಿ
exceeds,0.9,0.0,ಮೀರಿದೆ
cheery,0.9,0.0,ಹರ್ಷಚಿತ್ತದಿಂದ
acclaimed,0.9,0.0,ಮೆಚ್ಚುಗೆ
geekier,0.9,0.0,ಗೀಕಿಯರ್
charm,0.9,0.0,ಮೋಡಿ
smiling,0.9,0.0,ನಗುತ್ತಿರುವ
glitter,0.9,0.0,ಮಿನುಗು
admiring,0.9,0.0,ಮೆಚ್ಚುವ
invaluable,0.9,0.0,ಅಮೂಲ್ಯ
magic,0.9,0.0,ಮ್ಯಾಜಿಕ್
fastest-growing,0.9,0.0,ವೇಗವಾಗಿ ಬೆಳೆಯುತ್ತಿದೆ
easier,0.9,0.0,ಸುಲಭ
revive,0.9,0.0,ಪುನರುಜ್ಜೀವನಗೊಳಿಸಿ
commend,0.9,0.0,ಪ್ರಶಂಸಿಸಿ
prodigy,0.9,0.0,ಪ್ರಾಡಿಜಿ
fearless,0.9,0.0,ನಿರ್ಭೀತ
convient,0.9,0.0,ಸೂಕ್ತವಾಗಿದೆ
savings,0.9,0.0,ಉಳಿತಾಯ
appreciates,0.9,0.0,ಮೆಚ್ಚುತ್ತದೆ
hardier,0.9,0.0,ಕಠಿಣ
zippy,0.9,0.0,ipp ಿಪ್ಪಿ
ebullient,0.9,0.0,ಎಬುಲಿಯಂಟ್
examplary,0.9,0.0,ಪರೀಕ್ಷಾ
prolific,0.9,0.0,ಸಮೃದ್ಧ
gallantly,0.9,0.0,ಧೈರ್ಯದಿಂದ
manageable,0.9,0.0,ನಿರ್ವಹಿಸಬಲ್ಲ
protective,0.9,0.0,ರಕ್ಷಣಾತ್ಮಕ
politeness,0.9,0.0,ಸಭ್ಯತೆ
optimistic,0.9,0.0,ಆಶಾವಾದಿ
sane,0.9,0.0,ವಿವೇಕ
fortunate,0.9,0.0,ಅದೃಷ್ಟ
doubtless,0.9,0.0,ನಿಸ್ಸಂದೇಹವಾಗಿ
conscientious,0.9,0.0,ಆತ್ಮಸಾಕ್ಷಿಯ
invincible,0.9,0.0,ಅಜೇಯ
restructured,0.9,0.0,ಪುನರ್ರಚಿಸಲಾಗಿದೆ
fiery,0.9,0.0,ಉರಿಯುತ್ತಿರುವ
irresistibly,0.9,0.0,ತಡೆಯಲಾಗದೆ
welcome,0.9,0.0,ಸ್ವಾಗತ
smilingly,0.9,0.0,ನಗುತ್ತಾ
rapture,0.9,0.0,ರ್ಯಾಪ್ಚರ್
tantalizing,0.9,0.0,ಪ್ರಲೋಭನೆ
inspiring,0.9,0.0,ಸ್ಪೂರ್ತಿದಾಯಕ
luminous,0.9,0.0,ಪ್ರಕಾಶಕ
luck,0.9,0.0,ಅದೃಷ್ಟ
efficiently,0.9,0.0,ಪರಿಣಾಮಕಾರಿಯಾಗಿ
recomend,0.9,0.0,ಮರು ಶಿಫಾರಸು ಮಾಡಿ
beneficial,0.9,0.0,ಪ್ರಯೋಜನಕಾರಿ
spontaneous,0.9,0.0,ಸ್ವಯಂಪ್ರೇರಿತ
feasible,0.9,0.0,ಕಾರ್ಯಸಾಧ್ಯ
cheer,0.9,0.0,ಮೆರಗು
strong,0.9,0.0,ಬಲವಾದ
variety,0.9,0.0,ವೈವಿಧ್ಯ
prudence,0.9,0.0,ಎಚ್ಚರಿಕೆ
romantic,0.9,0.0,ರೋಮ್ಯಾಂಟಿಕ್
marvel,0.9,0.0,ಅದ್ಭುತ
upgradable,0.9,0.0,ನವೀಕರಿಸಬಹುದಾದ
likes,0.9,0.0,ಇಷ್ಟಗಳು
cooperative,0.9,0.0,ಸಹಕಾರಿ
idolized,0.9,0.0,ವಿಗ್ರಹಾರಾಧನೆ
positively,0.9,0.0,ಧನಾತ್ಮಕವಾಗಿ
gain,0.9,0.0,ಲಾಭ
eyecatch,0.9,0.0,ಐಕಾಚ್
flatteringly,0.9,0.0,ಹೊಗಳುವಂತೆ
heroic,0.9,0.0,ವೀರ
zest,0.9,0.0,ರುಚಿಕಾರಕ
attentive,0.9,0.0,ಗಮನ
glorify,0.9,0.0,ವೈಭವೀಕರಿಸು
prosperity,0.9,0.0,ಸಮೃದ್ಧಿ
smoothly,0.9,0.0,ಸರಾಗವಾಗಿ
authoritative,0.9,0.0,ಅಧಿಕೃತ
meticulously,0.9,0.0,ನಿಖರವಾಗಿ
principled,0.9,0.0,ತತ್ವಬದ್ಧ
dignify,0.9,0.0,ಘನತೆ
eyecatching,0.9,0.0,ಕಣ್ಣುಗುಡ್ಡೆ
excelent,0.9,0.0,ಅತ್ಯುತ್ತಮ
vibrantly,0.9,0.0,ರೋಮಾಂಚಕವಾಗಿ
advocated,0.9,0.0,ಪ್ರತಿಪಾದಿಸಿದರು
desirous,0.9,0.0,ಅಪೇಕ್ಷಿತ
excite,0.9,0.0,ಪ್ರಚೋದಿಸಿ
proves,0.9,0.0,ಸಾಬೀತುಪಡಿಸುತ್ತದೆ
trouble-free,0.9,0.0,ತೊಂದರೆ ಮುಕ್ತ
exuberant,0.9,0.0,ಉತ್ಸಾಹಭರಿತ
promised,0.9,0.0,ಭರವಸೆ
noteworthy,0.9,0.0,ಗಮನಾರ್ಹ
upliftment,0.9,0.0,ಉನ್ನತಿ
wisdom,0.9,0.0,ಬುದ್ಧಿವಂತಿಕೆ
judicious,0.9,0.0,ನ್ಯಾಯಯುತ
personages,0.9,0.0,ಅಕ್ಷರಗಳು
blissful,0.9,0.0,ಆನಂದಮಯ
rosy,0.9,0.0,ಗುಲಾಬಿ
stately,0.9,0.0,ಹಳ್ಳಿಗಾಡಿನ
fancier,0.9,0.0,ಅಭಿಮಾನಿ
finely,0.9,0.0,ನುಣ್ಣಗೆ
intelligent,0.9,0.0,ಬುದ್ಧಿವಂತ
lush,0.9,0.0,ಸೊಂಪಾದ
thoughtfulness,0.9,0.0,ಚಿಂತನಶೀಲತೆ
feature-rich,0.9,0.0,ವೈಶಿಷ್ಟ್ಯ-ಸಮೃದ್ಧ
rock-stars,0.9,0.0,ರಾಕ್-ಸ್ಟಾರ್ಸ್
morality,0.9,0.0,ನೈತಿಕತೆ
qualify,0.9,0.0,ಅರ್ಹತೆ
durable,0.9,0.0,ಬಾಳಿಕೆ ಬರುವ
realizable,0.9,0.0,ನಿಜವಾದ
glistening,0.9,0.0,ಹೊಳೆಯುವ
upscale,0.9,0.0,ದುಬಾರಿ
well-regarded,0.9,0.0,ಚೆನ್ನಾಗಿ ಪರಿಗಣಿಸಲ್ಪಟ್ಟಿದೆ
fantastically,0.9,0.0,ಅದ್ಭುತ
thinner,0.9,0.0,ತೆಳ್ಳಗೆ
lead,0.9,0.0,ಸೀಸ
profuse,0.9,0.0,ಸಮೃದ್ಧ
jaw-droping,0.9,0.0,ದವಡೆ ಬೀಳುವಿಕೆ
reliably,0.9,0.0,ವಿಶ್ವಾಸಾರ್ಹವಾಗಿ
clarity,0.9,0.0,ಸ್ಪಷ್ಟತೆ
award,0.9,0.0,ಪ್ರಶಸ್ತಿ
relish,0.9,0.0,ಆನಂದಿಸಿ
wonderously,0.9,0.0,ಅದ್ಭುತ
faithfulness,0.9,0.0,ನಿಷ್ಠೆ
invigorating,0.9,0.0,ಉತ್ತೇಜಕ
believeable,0.9,0.0,ನಂಬಲರ್ಹ
breakthrough,0.9,0.0,ಪ್ರಗತಿ
master,0.9,0.0,ಮಾಸ್ಟರ್
boost,0.9,0.0,ವರ್ಧಕ
flutter,0.9,0.0,ಬೀಸು
illuminati,0.9,0.0,ಪ್ರಕಾಶಮಾನ
dominated,0.9,0.0,ಪ್ರಾಬಲ್ಯ
inviolable,0.9,0.0,ಉಲ್ಲಂಘಿಸಲಾಗದ
delightfully,0.9,0.0,ಸಂತೋಷದಿಂದ
ethical,0.9,0.0,ನೈತಿಕ
precious,0.9,0.0,ಅತ್ಯಮೂಲ್ಯ
dazzled,0.9,0.0,ಬೆರಗುಗೊಳಿಸಿದ
fast,0.9,0.0,ವೇಗವಾಗಿ
tantalize,0.9,0.0,ಪ್ರಲೋಭನೆಗೊಳಿಸು
respect,0.9,0.0,ಗೌರವ
reputation,0.9,0.0,ಖ್ಯಾತಿ
precise,0.9,0.0,ನಿಖರ
credence,0.9,0.0,ವಿಶ್ವಾಸಾರ್ಹತೆ
divinely,0.9,0.0,ದೈವಿಕವಾಗಿ
benefits,0.9,0.0,ಪ್ರಯೋಜನಗಳು
eye-catching,0.9,0.0,ಕಣ್ಣಿಗೆ ಕಟ್ಟುವ
adventuresome,0.9,0.0,ಸಾಹಸಮಯ
impressive,0.9,0.0,ಪ್ರಭಾವಶಾಲಿ
facilitate,0.9,0.0,ಸುಗಮಗೊಳಿಸಿ
well,0.9,0.0,ಚೆನ್ನಾಗಿ
immense,0.9,0.0,ಅಪಾರ
inestimably,0.9,0.0,ಅನಿವಾರ್ಯವಾಗಿ
well-connected,0.9,0.0,ಉತ್ತಮವಾಗಿ ಸಂಪರ್ಕ ಹೊಂದಿದೆ
convenient,0.9,0.0,ಅನುಕೂಲಕರ
solidarity,0.9,0.0,ಒಗ್ಗಟ್ಟು
affirmation,0.9,0.0,ದೃ ir ೀಕರಣ
hospitable,0.9,0.0,ಆತಿಥ್ಯ
commendably,0.9,0.0,ಶ್ಲಾಘನೀಯ
exemplary,0.9,0.0,ಅನುಕರಣೀಯ
thumb-up,0.9,0.0,ಹೆಬ್ಬೆರಳು
thrifty,0.9,0.0,ಮಿತವ್ಯಯ
patience,0.9,0.0,ತಾಳ್ಮೆ
pep,0.9,0.0,ಪೆಪ್
defeat,0.9,0.0,ಸೋಲು
trustworthy,0.9,0.0,ವಿಶ್ವಾಸಾರ್ಹ
affability,0.9,0.0,ಸಾಮರ್ಥ್ಯ
prosper,0.9,0.0,ಏಳಿಗೆ
sharp,0.9,0.0,ತೀಕ್ಷ್ಣವಾದ
traction,0.9,0.0,ಎಳೆತ
elevate,0.9,0.0,ಎತ್ತರಿಸಿ
festive,0.9,0.0,ಹಬ್ಬ
superbly,0.9,0.0,ಅದ್ಭುತವಾಗಿ
upgraded,0.9,0.0,ನವೀಕರಿಸಲಾಗಿದೆ
glamorous,0.9,0.0,ಮನಮೋಹಕ
lively,0.9,0.0,ಉತ್ಸಾಹಭರಿತ
peerless,0.9,0.0,ಪೀರ್ಲೆಸ್
bliss,0.9,0.0,ಆನಂದ
revere,0.9,0.0,ಪೂಜ್ಯ
affectionate,0.9,0.0,ಪ್ರೀತಿಯ
brilliant,0.9,0.0,ಅದ್ಭುತ
shine,0.9,0.0,ಹೊಳೆಯಿರಿ
idolize,0.9,0.0,ಆರಾಧಿಸು
self-respect,0.9,0.0,ಸ್ವಯಂ ಗೌರವ
suffice,0.9,0.0,ಸಾಕು
exhilaration,0.9,0.0,ಉಲ್ಲಾಸ
fancy,0.9,0.0,ಅಲಂಕಾರಿಕ
purposeful,0.9,0.0,ಉದ್ದೇಶಪೂರ್ವಕ
wow,0.9,0.0,ಅದ್ಭುತ
diversified,0.9,0.0,ವೈವಿಧ್ಯಮಯ
famous,0.9,0.0,ಖ್ಯಾತ
assurances,0.9,0.0,ವಿಮೆ
slammin,0.9,0.0,ಸ್ಲ್ಯಾಮ್ಮಿನ್
love,0.9,0.0,ಪ್ರೀತಿ
unlimited,0.9,0.0,ಅನಿಯಮಿತ
benefactor,0.9,0.0,ಫಲಾನುಭವಿ
navigable,0.9,0.0,ಸಂಚರಿಸಬಹುದಾದ
satisfied,0.9,0.0,ತೃಪ್ತಿ
gush,0.9,0.0,ಗುಶ್
delightfulness,0.9,0.0,ಸಂತೋಷಕರ
fascinatingly,0.9,0.0,ಆಕರ್ಷಕವಾಗಿ
leads,0.9,0.0,ಲೀಡ್ಸ್
expeditiously,0.9,0.0,ತ್ವರಿತವಾಗಿ
humour,0.9,0.0,ಹಾಸ್ಯ
reputable,0.9,0.0,ಪ್ರತಿಷ್ಠಿತ
shimmeringly,0.9,0.0,ಮಿನುಗುವಂತೆ
genius,0.9,0.0,ಪ್ರತಿಭೆ
streamlined,0.9,0.0,ಸುವ್ಯವಸ್ಥಿತವಾಗಿದೆ
unmatched,0.9,0.0,ಸಾಟಿಯಿಲ್ಲದ
boundless,0.9,0.0,ಮಿತಿಯಿಲ್ಲದ
effortlessly,0.9,0.0,ಸಲೀಸಾಗಿ
lyrical,0.9,0.0,ಭಾವಗೀತಾತ್ಮಕ
reconciliation,0.9,0.0,ಸಾಮರಸ್ಯ
proper,0.9,0.0,ಸರಿಯಾದ
amuse,0.9,0.0,ವಿನೋದಮಯ
infallible,0.9,0.0,ದೋಷರಹಿತ
immaculately,0.9,0.0,ಪರಿಶುದ್ಧವಾಗಿ
spellbindingly,0.9,0.0,ಕಾಗುಣಿತ
cohesive,0.9,0.0,ಸಂಘಟನೆಯಿಂದ
sweet,0.9,0.0,ಸಿಹಿ
dominates,0.9,0.0,ಪ್ರಾಬಲ್ಯ
exceptional,0.9,0.0,ಅಸಾಧಾರಣ
productively,0.9,0.0,ಉತ್ಪಾದಕವಾಗಿ
successes,0.9,0.0,ಯಶಸ್ಸು
pampered,0.9,0.0,ಮುದ್ದು
beneficiary,0.9,0.0,ಫಲಾನುಭವಿ
supreme,0.9,0.0,ಸರ್ವೋಚ್ಚ
foresight,0.9,0.0,ದೂರದೃಷ್ಟಿ
pleasantly,0.9,0.0,ಆಹ್ಲಾದಕರವಾಗಿ
conciliatory,0.9,0.0,ಸಮಾಲೋಚನೆ
endorsement,0.9,0.0,ಅನುಮೋದನೆ
outperforming,0.9,0.0,ಮೀರಿಸುವಿಕೆ
assure,0.9,0.0,ಭರವಸೆ
mighty,0.9,0.0,ಪ್ರಬಲ
deserving,0.9,0.0,ಅರ್ಹರು
colorful,0.9,0.0,ವರ್ಣರಂಜಿತ
enjoys,0.9,0.0,ಆನಂದಿಸುತ್ತದೆ
sustainability,0.9,0.0,ಸುಸ್ಥಿರತೆ
everlasting,0.9,0.0,ಶಾಶ್ವತ
mesmerized,0.9,0.0,ಸಮ್ಮೋಹನಗೊಂಡಿದೆ
praise,0.9,0.0,ಮೆಚ್ಚುಗೆ
togetherness,0.9,0.0,ಒಗ್ಗೂಡಿಸುವಿಕೆ
delight,0.9,0.0,ಸಂತೋಷ
vigilance,0.9,0.0,ಜಾಗರೂಕತೆ
adjustable,0.9,0.0,ಹೊಂದಾಣಿಕೆ
extraordinary,0.9,0.0,ಅಸಾಮಾನ್ಯ
memorable,0.9,0.0,ಸ್ಮರಣೀಯ
enlightenment,0.9,0.0,ಜ್ಞಾನೋದಯ
swiftness,0.9,0.0,ವೇಗ
enchanted,0.9,0.0,ಮೋಡಿಮಾಡಿದ
acumen,0.9,0.0,ಕುಶಾಗ್ರಮತಿ
unabashedly,0.9,0.0,ನಿರ್ಭಯವಾಗಿ
fresher,0.9,0.0,ಹೊಸತು
joyously,0.9,0.0,ಸಂತೋಷದಿಂದ
adroit,0.9,0.0,ಕೌಶಲ್ಯಪೂರ್ಣ
receptive,0.9,0.0,ಗ್ರಹಿಸುವ
calming,0.9,0.0,ಶಾಂತಗೊಳಿಸುವ
gallant,0.9,0.0,ಧೀರ
renowned,0.9,0.0,ಹೆಸರಾಂತ
fervent,0.9,0.0,ಉತ್ಸಾಹಭರಿತ
painless,0.9,0.0,ನೋವುರಹಿತ
rapport,0.9,0.0,ವರದಿ
expansive,0.9,0.0,ವಿಸ್ತಾರವಾದ
raptureous,0.9,0.0,ರ್ಯಾಪ್ಚರ್
optimal,0.9,0.0,ಸೂಕ್ತ
heroize,0.9,0.0,ವೀರರಸ
thrillingly,0.9,0.0,ರೋಮಾಂಚನಕಾರಿ
remarkably,0.9,0.0,ಗಮನಾರ್ಹವಾಗಿ
eases,0.9,0.0,ಸರಾಗಗೊಳಿಸುತ್ತದೆ
smart,0.9,0.0,ಸ್ಮಾರ್ಟ್
amenable,0.9,0.0,ಅನುಕೂಲಕರ
dummy-proof,0.9,0.0,ಡಮ್ಮಿ-ಪ್ರೂಫ್
overtook,0.9,0.0,ಹಿಂದಿಕ್ಕಿದೆ
astounding,0.9,0.0,ಬೆರಗುಗೊಳಿಸುವ
congratulatory,0.9,0.0,ಅಭಿನಂದನಾ
glowing,0.9,0.0,ಪ್ರಜ್ವಲಿಸುವ
simplified,0.9,0.0,ಸರಳೀಕರಿಸಲಾಗಿದೆ
honor,0.9,0.0,ಗೌರವ
detachable,0.9,0.0,ಡಿಟ್ಯಾಚೇಬಲ್
evocative,0.9,0.0,ಎಬ್ಬಿಸುವ
secure,0.9,0.0,ಸುರಕ್ಷಿತ
envy,0.9,0.0,ಅಸೂಯೆ
darling,0.9,0.0,ಪ್ರಿಯತಮೆ
playful,0.9,0.0,ತಮಾಷೆಯ
wonderous,0.9,0.0,ಅದ್ಭುತ
paradise,0.9,0.0,ಸ್ವರ್ಗ
lucid,0.9,0.0,ಸ್ಪಷ್ಟ
reachable,0.9,0.0,ತಲುಪಬಹುದು
gratifies,0.9,0.0,ಸಂತೋಷಪಡಿಸುತ್ತದೆ
exult,0.9,0.0,ಸಂತೋಷ
splendor,0.9,0.0,ವೈಭವ
outshone,0.9,0.0,ಹೊರಗಡೆ
refreshed,0.9,0.0,ರಿಫ್ರೆಶ್ ಆಗಿದೆ
revel,0.9,0.0,ರಿವೆಲ್
revolutionize,0.9,0.0,ಕ್ರಾಂತಿಗೊಳಿಸು
brighter,0.9,0.0,ಪ್ರಕಾಶಮಾನವಾಗಿದೆ
celebratory,0.9,0.0,ಸಂಭ್ರಮಾಚರಣೆ
crisper,0.9,0.0,ಗರಿಗರಿಯಾದ
consistently,0.9,0.0,ಸ್ಥಿರವಾಗಿ
encouragement,0.9,0.0,ಪ್ರೋತ್ಸಾಹ
workable,0.9,0.0,ಕಾರ್ಯಸಾಧ್ಯ
pleasure,0.9,0.0,ಸಂತೋಷ
uphold,0.9,0.0,ಎತ್ತಿಹಿಡಿಯಲು
decency,0.9,0.0,ಸಭ್ಯತೆ
trendy,0.9,0.0,ಟ್ರೆಂಡಿ
exaltingly,0.9,0.0,ಉದಾತ್ತವಾಗಿ
preferable,0.9,0.0,ಯೋಗ್ಯವಾಗಿದೆ
problem-free,0.9,0.0,ಸಮಸ್ಯೆ ಮುಕ್ತ
accurate,0.9,0.0,ನಿಖರವಾದ
ingenuously,0.9,0.0,ಚತುರತೆಯಿಂದ
jovial,0.9,0.0,ಖುಷಿ
enthusiastically,0.9,0.0,ಉತ್ಸಾಹದಿಂದ
positive,0.9,0.0,ಧನಾತ್ಮಕ
dumbfounded,0.9,0.0,ಮೂಕ
immaculate,0.9,0.0,ಪರಿಶುದ್ಧ
gratefully,0.9,0.0,ಕೃತಜ್ಞತೆಯಿಂದ
pure,0.9,0.0,ಶುದ್ಧ
benevolence,0.9,0.0,ಉಪಕಾರ
grateful,0.9,0.0,ಕೃತಜ್ಞರಾಗಿರಬೇಕು
magnanimous,0.9,0.0,ದೊಡ್ಡದು
audible,0.9,0.0,ಶ್ರವ್ಯ
fantastic,0.9,0.0,ಅದ್ಭುತ
honoring,0.9,0.0,ಗೌರವ
exhilarate,0.9,0.0,ಉಲ್ಲಾಸ
savvy,0.9,0.0,ಬುದ್ಧಿವಂತ
well-rounded,0.9,0.0,ಚೆನ್ನಾಗಿ ದುಂಡಾದ
luxuriate,0.9,0.0,ಐಷಾರಾಮಿ
long-lasting,0.9,0.0,ದೀರ್ಘಾವಧಿ
straighten,0.9,0.0,ನೇರಗೊಳಿಸಿ
friendliness,0.9,0.0,ಸ್ನೇಹಪರತೆ
courage,0.9,0.0,ಧೈರ್ಯ
ennoble,0.9,0.0,ennoble
agilely,0.9,0.0,ಚುರುಕಾಗಿ
authentic,0.9,0.0,ಅಧಿಕೃತ
smoother,0.9,0.0,ಸುಗಮ
miracles,0.9,0.0,ಪವಾಡಗಳು
destiny,0.9,0.0,ಡೆಸ್ಟಿನಿ
influential,0.9,0.0,ಪ್ರಭಾವಶಾಲಿ
reconcile,0.9,0.0,ರಾಜಿ
fav,0.9,0.0,fav
enrapture,0.9,0.0,ಎನ್ರಾಪ್ಚರ್
eager,0.9,0.0,ಉತ್ಸಾಹಿ
entertains,0.9,0.0,ಮನರಂಜನೆ
integral,0.9,0.0,ಅವಿಭಾಜ್ಯ
majesty,0.9,0.0,ಮಹಿಮೆ
comfortably,0.9,0.0,ಆರಾಮವಾಗಿ
vouch,0.9,0.0,ಚೀಟಿ
precisely,0.9,0.0,ನಿಖರವಾಗಿ
excitedness,0.9,0.0,ಉತ್ಸಾಹ
personalized,0.9,0.0,ವೈಯಕ್ತೀಕರಿಸಲಾಗಿದೆ
faultless,0.9,0.0,ದೋಷರಹಿತ
better-than-expected,0.9,0.0,ನಿರೀಕ್ಷೆಗಿಂತ ಉತ್ತಮವಾಗಿದೆ
faster,0.9,0.0,ವೇಗವಾಗಿ
trusting,0.9,0.0,ನಂಬಿಕೆ
comfortable,0.9,0.0,ಆರಾಮದಾಯಕ
respite,0.9,0.0,ಬಿಡುವು
elite,0.9,0.0,ಗಣ್ಯರು
respectful,0.9,0.0,ಗೌರವಾನ್ವಿತ
rock-star,0.9,0.0,ರಾಕ್ ಸ್ಟಾರ್
stylish,0.9,0.0,ಸೊಗಸಾದ
endorses,0.9,0.0,ಅನುಮೋದಿಸುತ್ತದೆ
whooa,0.9,0.0,ಓಹ್
modest,0.9,0.0,ಸಾಧಾರಣ
gentlest,0.9,0.0,ಶಾಂತ
swift,0.9,0.0,ಸ್ವಿಫ್ಟ್
skillful,0.9,0.0,ಕೌಶಲ್ಯಪೂರ್ಣ
individualized,0.9,0.0,ವೈಯಕ್ತಿಕಗೊಳಿಸಲಾಗಿದೆ
remunerate,0.9,0.0,ಸಂಭಾವನೆ
advanced,0.9,0.0,ಸುಧಾರಿತ
contentment,0.9,0.0,ಸಂತೃಪ್ತಿ
feisty,0.9,0.0,ಉದ್ರಿಕ್ತ
clear,0.9,0.0,ಸ್ಪಷ್ಟ
problem-solver,0.9,0.0,ಸಮಸ್ಯೆ-ಪರಿಹಾರಕ
cleared,0.9,0.0,ತೆರವುಗೊಳಿಸಲಾಗಿದೆ
solace,0.9,0.0,ಸಾಂತ್ವನ
abundance,0.9,0.0,ಸಮೃದ್ಧಿ
bullish,0.9,0.0,ಬುಲಿಷ್
fascinate,0.9,0.0,ಮೋಹಿಸು
positives,0.9,0.0,ಧನಾತ್ಮಕ
