Term,PosScore,NegScore,Marathi
decrepit,0.0,-0.9,क्षीण
hatefully,0.0,-0.9,तिरस्कारपूर्वक
aground,0.0,-0.9,वाढवणे
sloooooooooooooow,0.0,-0.9,sloooooooooooooow
unuseable,0.0,-0.9,निरुपयोगी
venom,0.0,-0.9,विष
pretend,0.0,-0.9,ढोंग
torture,0.0,-0.9,छळ
pricey,0.0,-0.9,मौल्यवान
vomited,0.0,-0.9,उलट्या
exasperated,0.0,-0.9,निराश
brutalizing,0.0,-0.9,क्रूर करणे
contaminates,0.0,-0.9,दूषित करते
tainted,0.0,-0.9,कलंकित
goading,0.0,-0.9,गॉडिंग
insufficiently,0.0,-0.9,अपुरी
leakages,0.0,-0.9,गळती
saggy,0.0,-0.9,सॅगी
dies,0.0,-0.9,हे
unsteadiness,0.0,-0.9,अस्थिरता
incendiary,0.0,-0.9,आग लावणारा
mistified,0.0,-0.9,चुकीचे
obsess,0.0,-0.9,वेड
anti-american,0.0,-0.9,अमेरिकन विरोधी
destabilisation,0.0,-0.9,अस्थिरता
terribleness,0.0,-0.9,भयानकपणा
tired,0.0,-0.9,थकलेले
struggling,0.0,-0.9,संघर्ष करत आहे
smear,0.0,-0.9,डाग
miscreant,0.0,-0.9,गैरवर्तन
horrid,0.0,-0.9,भयानक
painfull,0.0,-0.9,वेदनादायक
equivocal,0.0,-0.9,सर्वत्र
trash,0.0,-0.9,कचरा
boring,0.0,-0.9,कंटाळवाणा
depressingly,0.0,-0.9,उदासीनपणे
repugn,0.0,-0.9,repugn
delinquency,0.0,-0.9,अपराधीपणा
fateful,0.0,-0.9,भयंकर
dictator,0.0,-0.9,हुकूमशहा
leech,0.0,-0.9,जळू
harridan,0.0,-0.9,हॅरिडन
perplexed,0.0,-0.9,गोंधळलेला
disintegration,0.0,-0.9,विघटन
unmoved,0.0,-0.9,बिनधास्त
gripe,0.0,-0.9,फ्लू
restless,0.0,-0.9,अस्वस्थ
offending,0.0,-0.9,आक्षेपार्ह
thrash,0.0,-0.9,फेकणे
despotism,0.0,-0.9,हुकूमशाही
offensively,0.0,-0.9,आक्षेपार्ह
damnably,0.0,-0.9,धिक्कार
absurd,0.0,-0.9,हास्यास्पद
slur,0.0,-0.9,गोंधळ
impolitic,0.0,-0.9,अविचारी
unfit,0.0,-0.9,अयोग्य
vomits,0.0,-0.9,उलट्या होणे
bid-rigging,0.0,-0.9,बिड-रिग
regrets,0.0,-0.9,पश्चात्ताप
destitute,0.0,-0.9,निराधार
fool,0.0,-0.9,मूर्ख
misaligns,0.0,-0.9,मिसलइन
terrorize,0.0,-0.9,दहशत
illiterate,0.0,-0.9,अशिक्षित
villian,0.0,-0.9,व्हिलियन
zealous,0.0,-0.9,उत्साही
sucked,0.0,-0.9,शोषून घेतले
despoiler,0.0,-0.9,निराश करणारा
fanatically,0.0,-0.9,धर्मांधपणे
swagger,0.0,-0.9,स्वैगर
waste,0.0,-0.9,कचरा
mocks,0.0,-0.9,विनोद
scar,0.0,-0.9,डाग
provocation,0.0,-0.9,चिथावणी देणे
lascivious,0.0,-0.9,लहरी
criticize,0.0,-0.9,टीका
deplorable,0.0,-0.9,दु: खी
draconian,0.0,-0.9,कडक
insignificantly,0.0,-0.9,क्षुल्लक
traitorous,0.0,-0.9,गद्दार
gibe,0.0,-0.9,चळवळ
intransigence,0.0,-0.9,अंतर्मुखता
mystery,0.0,-0.9,गूढ
greedy,0.0,-0.9,लोभी
misdirection,0.0,-0.9,चुकीच्या दिशेने
grumpish,0.0,-0.9,कुरकुरीत
revengefully,0.0,-0.9,सूडबुद्धीने
impediment,0.0,-0.9,अडथळा
calamitously,0.0,-0.9,त्रासदायकपणे
lose,0.0,-0.9,गमावणे
disquietingly,0.0,-0.9,विचित्रपणे
murderous,0.0,-0.9,खुनी
suspiciously,0.0,-0.9,संशयास्पदपणे
twists,0.0,-0.9,पिळणे
downfallen,0.0,-0.9,डाउनफॅलन
spoon-feed,0.0,-0.9,चमच्याने खाद्य
haughtily,0.0,-0.9,अभिमानाने
cancer,0.0,-0.9,कर्करोग
sore,0.0,-0.9,घसा
lament,0.0,-0.9,विलाप
blather,0.0,-0.9,निर्लज्ज
foe,0.0,-0.9,शत्रू
counterproductive,0.0,-0.9,प्रतिउत्पादक
lied,0.0,-0.9,खोटे बोललो
rollercoaster,0.0,-0.9,रोलरकोस्टर
unfunded,0.0,-0.9,निराधार
smack,0.0,-0.9,चापटी
unprepared,0.0,-0.9,अप्रस्तुत
dishonest,0.0,-0.9,बेईमान
extravagantly,0.0,-0.9,अवास्तव
foolhardy,0.0,-0.9,मूर्खपणा
obstructs,0.0,-0.9,अडथळा आणतो
divergent,0.0,-0.9,भिन्न
devilish,0.0,-0.9,आसुरी
revolt,0.0,-0.9,बंड
warned,0.0,-0.9,चेतावणी दिली
violator,0.0,-0.9,उल्लंघन करणारा
pittance,0.0,-0.9,भांडण
debauchery,0.0,-0.9,लबाडी
misery,0.0,-0.9,दु: ख
betray,0.0,-0.9,विश्वासघात
impurity,0.0,-0.9,अशुद्धता
farcically,0.0,-0.9,दूरदृष्ट्या
stuttering,0.0,-0.9,तोतरेपणा
outsider,0.0,-0.9,बाहेरील
monstrosity,0.0,-0.9,एकाधिकार
audacity,0.0,-0.9,धैर्य
delusion,0.0,-0.9,भ्रम
uprising,0.0,-0.9,उठाव
overzealously,0.0,-0.9,मोठ्या प्रमाणावर
worryingly,0.0,-0.9,काळजीपूर्वक
dunce,0.0,-0.9,dunce
dissappointed,0.0,-0.9,निराश
intimidatingly,0.0,-0.9,घाबरून
blotchy,0.0,-0.9,धूसर
demonizes,0.0,-0.9,भूतबाधा
heckle,0.0,-0.9,हेकल
ill-usage,0.0,-0.9,गैर-उपयोग
devilishly,0.0,-0.9,आसुरी
enemy,0.0,-0.9,शत्रू
catastrophies,0.0,-0.9,आपत्ती
bloodthirsty,0.0,-0.9,रक्तपात
deform,0.0,-0.9,विकृत करणे
distrusting,0.0,-0.9,अविश्वासू
fallaciously,0.0,-0.9,लबाडीने
shit,0.0,-0.9,कचरा
ineffectualness,0.0,-0.9,अकार्यक्षमता
grapple,0.0,-0.9,पकडणे
censure,0.0,-0.9,सेन्सॉरशिप
disintegrate,0.0,-0.9,विघटन करणे
lechery,0.0,-0.9,कुष्ठरोग
dissatisfactory,0.0,-0.9,असमाधानकारक
faithless,0.0,-0.9,अविश्वासू
earsplitting,0.0,-0.9,इअरस्प्लीटींग
run-down,0.0,-0.9,रन-डाऊन
bored,0.0,-0.9,कंटाळा आला आहे
bitter,0.0,-0.9,कडू
baffling,0.0,-0.9,चक्रावून टाकणे
loss,0.0,-0.9,तोटा
alienation,0.0,-0.9,परकेपणा
disable,0.0,-0.9,अक्षम करा
aggrivation,0.0,-0.9,संताप
disgruntled,0.0,-0.9,असंतुष्ट
flak,0.0,-0.9,फ्लाक
douchbag,0.0,-0.9,डचबॅग
egomania,0.0,-0.9,अहंमानिया
anger,0.0,-0.9,राग
ill-formed,0.0,-0.9,दुर्भिक्षित
violate,0.0,-0.9,उल्लंघन
funky,0.0,-0.9,मजेदार
noisy,0.0,-0.9,गोंगाट करणारा
costlier,0.0,-0.9,महाग
strangle,0.0,-0.9,गळा आवळ
unkind,0.0,-0.9,निर्दय
shortsightedness,0.0,-0.9,शॉर्टसाइटनेस
twisted,0.0,-0.9,पिळलेले
feign,0.0,-0.9,दंतकथा
retard,0.0,-0.9,विलंब
seedy,0.0,-0.9,बियाणे
violation,0.0,-0.9,उल्लंघन
whore,0.0,-0.9,वेश्या
downgrade,0.0,-0.9,अवनत
hurt,0.0,-0.9,दुखापत
inopportune,0.0,-0.9,inopportune
retards,0.0,-0.9,विलंब
clog,0.0,-0.9,अडकणे
unavoidably,0.0,-0.9,अनावश्यकपणे
ridicule,0.0,-0.9,उपहास
uncivil,0.0,-0.9,असभ्य
quandary,0.0,-0.9,भांडण
subjugation,0.0,-0.9,वश
worthless,0.0,-0.9,निरुपयोगी
hysterics,0.0,-0.9,उन्माद
negation,0.0,-0.9,नकार
preposterously,0.0,-0.9,धूर्तपणे
relentlessly,0.0,-0.9,अविरतपणे
infected,0.0,-0.9,संसर्गित
stupify,0.0,-0.9,मूर्ख
incomplete,0.0,-0.9,अपूर्ण
angrily,0.0,-0.9,रागाने
diabolic,0.0,-0.9,मधुमेह
preposterous,0.0,-0.9,भांडखोर
sermonize,0.0,-0.9,उपदेश द्या
awkward,0.0,-0.9,अस्ताव्यस्त
mire,0.0,-0.9,काय
startlingly,0.0,-0.9,आश्चर्यचकित
sags,0.0,-0.9,केस
shirker,0.0,-0.9,शिर्कर
stern,0.0,-0.9,कडक
troublingly,0.0,-0.9,त्रासदायक
ineffectively,0.0,-0.9,कुचकामी
thicker,0.0,-0.9,दाट
rabid,0.0,-0.9,उग्र
frown,0.0,-0.9,नापसंती व्यक्त करणे
insufferable,0.0,-0.9,अप्रामाणिक
bore,0.0,-0.9,कंटाळवाणे
inadequacy,0.0,-0.9,अपुरीपणा
infamous,0.0,-0.9,कुप्रसिद्ध
dismalness,0.0,-0.9,विकृती
lethargic,0.0,-0.9,सुस्त
wickedness,0.0,-0.9,दुष्टपणा
unexplained,0.0,-0.9,न समजलेले
sag,0.0,-0.9,केस
devilry,0.0,-0.9,आसुरी
contravene,0.0,-0.9,contravene
disbelieve,0.0,-0.9,नाकारणे
ambiguity,0.0,-0.9,अस्पष्टता
weak,0.0,-0.9,कमकुवत
oddest,0.0,-0.9,विचित्र
peeved,0.0,-0.9,सोललेली
perfidity,0.0,-0.9,परिपूर्णता
uneconomical,0.0,-0.9,एकमताने
hardheaded,0.0,-0.9,हट्टी स्वभाव
upsettingly,0.0,-0.9,अस्वस्थपणे
bestial,0.0,-0.9,पशू
brimstone,0.0,-0.9,गंधक
misconceptions,0.0,-0.9,गैरसमज
hang,0.0,-0.9,फाशी देणे
clumsy,0.0,-0.9,अनाड़ी
combative,0.0,-0.9,लढाऊ
delayed,0.0,-0.9,विलंब
numb,0.0,-0.9,सुन्न
impossiblity,0.0,-0.9,अशक्य
snobs,0.0,-0.9,snobs
unemployed,0.0,-0.9,बेरोजगार
corrosion,0.0,-0.9,गंज
trick,0.0,-0.9,युक्ती
inexpertly,0.0,-0.9,अननुभवी
acridly,0.0,-0.9,acritly
uneven,0.0,-0.9,असमान
decline,0.0,-0.9,नाकारणे
perverted,0.0,-0.9,विकृत
puzzled,0.0,-0.9,गोंधळलेले
ricer,0.0,-0.9,श्रीमंत
sardonically,0.0,-0.9,विडंबनपणे
loathing,0.0,-0.9,घृणास्पद
shocked,0.0,-0.9,धक्का बसला
enervate,0.0,-0.9,उत्तेजित करणे
intense,0.0,-0.9,तीव्र
incitement,0.0,-0.9,चिथावणी देणे
isolation,0.0,-0.9,अलगीकरण
sneak,0.0,-0.9,डोकावून
lethal,0.0,-0.9,प्राणघातक शस्त्र
untrustworthy,0.0,-0.9,अविश्वासू
languorous,0.0,-0.9,सुस्त
inflict,0.0,-0.9,लादणे
unpleasantries,0.0,-0.9,अप्रिय
revoke,0.0,-0.9,मागे घेणे
bonkers,0.0,-0.9,बोनकर
erodes,0.0,-0.9,इरोड्स
unfortunately,0.0,-0.9,दुर्दैवाने
baffled,0.0,-0.9,चकित
disprove,0.0,-0.9,सिद्ध करणे
over-hyped,0.0,-0.9,अति-हायपेड
rumors,0.0,-0.9,अफवा
scuffs,0.0,-0.9,स्कफ्स
tout,0.0,-0.9,सर्व
embroilment,0.0,-0.9,भरतकाम
unacceptably,0.0,-0.9,न स्वीकारलेले
grossly,0.0,-0.9,अत्यंत
hurting,0.0,-0.9,दुखापत
debts,0.0,-0.9,कर्ज
falter,0.0,-0.9,गडबड
futilely,0.0,-0.9,व्यर्थ
grumble,0.0,-0.9,कुरकुर
haze,0.0,-0.9,धुके
split,0.0,-0.9,विभाजन
irrationally,0.0,-0.9,असमंजसपणाने
creeps,0.0,-0.9,रांगणे
incorrigible,0.0,-0.9,अपात्र
unsettlingly,0.0,-0.9,अस्वस्थ
din,0.0,-0.9,पासून
skeptically,0.0,-0.9,संशयास्पदपणे
greasy,0.0,-0.9,वंगण
uproarously,0.0,-0.9,गोंधळ
detestable,0.0,-0.9,घृणास्पद
murky,0.0,-0.9,गोंधळलेला
slug,0.0,-0.9,स्लग
crushing,0.0,-0.9,गाळप
defunct,0.0,-0.9,निराश
massacres,0.0,-0.9,हत्याकांड
fever,0.0,-0.9,ताप
catastrophes,0.0,-0.9,आपत्ती
disgrace,0.0,-0.9,बदनामी
pinch,0.0,-0.9,चिमूटभर
undependability,0.0,-0.9,अवलंबित्व
unresolved,0.0,-0.9,निराकरण न केलेले
beseech,0.0,-0.9,विनवणी
naïve,0.0,-0.9,भोळे
paradoxically,0.0,-0.9,विरोधाभास म्हणून
handicapped,0.0,-0.9,दिव्यांग
tanked,0.0,-0.9,टाकलेले
tarnish,0.0,-0.9,कलंकित
ugly,0.0,-0.9,कुरुप
idiotically,0.0,-0.9,मूर्खपणे
warped,0.0,-0.9,warped
scream,0.0,-0.9,किंचाळणे
propaganda,0.0,-0.9,प्रचार
trap,0.0,-0.9,सापळा
trivial,0.0,-0.9,क्षुल्लक
indelicate,0.0,-0.9,निंद्य
mockingly,0.0,-0.9,उपहासात्मकपणे
drained,0.0,-0.9,निचरा
pettifog,0.0,-0.9,पेटीफोग
sin,0.0,-0.9,विना
inequality,0.0,-0.9,असमानता
assult,0.0,-0.9,अपमान
upset,0.0,-0.9,नाराज
overzealous,0.0,-0.9,जास्त
malice,0.0,-0.9,द्वेष
frustrates,0.0,-0.9,निराश
mediocre,0.0,-0.9,सामान्य
dumbfound,0.0,-0.9,डंबफाउंड
overwhelmed,0.0,-0.9,डोईवरून पाणी
farcical-yet-provocative,0.0,-0.9,फारकिकल-अद्याप-प्रक्षोभक
overtaxed,0.0,-0.9,ओव्हरटेक्स्ड
scornfully,0.0,-0.9,तिरस्कारपूर्वक
spoilages,0.0,-0.9,बिघडवणे
swipe,0.0,-0.9,चोरणे
intrusion,0.0,-0.9,घुसखोरी
barbaric,0.0,-0.9,बर्बर
manipulation,0.0,-0.9,इच्छित हालचाल घडवून आणण्यासाठी हाताचा उपयोग करणे
wrought,0.0,-0.9,वाइन
concession,0.0,-0.9,सवलत
shameful,0.0,-0.9,लज्जास्पद
imprudent,0.0,-0.9,अविचारी
crashed,0.0,-0.9,क्रॅश झाले
breach,0.0,-0.9,उल्लंघन
smelling,0.0,-0.9,वास
tardy,0.0,-0.9,कंटाळवाणे
resigned,0.0,-0.9,राजीनामा दिला
villainously,0.0,-0.9,खलनायकाने
gripes,0.0,-0.9,पकड
self-coup,0.0,-0.9,स्वत: ची सत्ता
cunt,0.0,-0.9,cunt
hypocrites,0.0,-0.9,ढोंगी लोक
shamelessness,0.0,-0.9,निर्लज्जपणा
ill-treated,0.0,-0.9,वाईट वागणूक
extremist,0.0,-0.9,अतिरेकी
rubbish,0.0,-0.9,कचरा
alienate,0.0,-0.9,दूर करणे
misunderstand,0.0,-0.9,गैरसमज
disaffected,0.0,-0.9,विस्कळीत
audaciously,0.0,-0.9,धैर्याने
indignity,0.0,-0.9,राग
intoxicate,0.0,-0.9,मादक
ill-favored,0.0,-0.9,दुर्दैवी
snappishly,0.0,-0.9,स्नॅपिशली
fallacious,0.0,-0.9,लबाडीचा
forsake,0.0,-0.9,सोडून द्या
lugubrious,0.0,-0.9,हास्यास्पद
misgivings,0.0,-0.9,misgivings
misinform,0.0,-0.9,चुकीची माहिती देणे
nonsense,0.0,-0.9,मूर्खपणा
frightfully,0.0,-0.9,भितीने
radical,0.0,-0.9,संपूर्ण
terribly,0.0,-0.9,भयानक
demonic,0.0,-0.9,आसुरी
vindictively,0.0,-0.9,स्पष्टपणे
embarrassment,0.0,-0.9,पेच
dimmer,0.0,-0.9,मंद
allegation,0.0,-0.9,आरोप
scratchy,0.0,-0.9,खरुज
warlike,0.0,-0.9,युद्धासारखा
lukewarm,0.0,-0.9,कोमट
disavow,0.0,-0.9,नाकारणे
clouding,0.0,-0.9,ढग
encroach,0.0,-0.9,अतिक्रमण
exorbitant,0.0,-0.9,अतीशय
lecher,0.0,-0.9,चाटणे
tiresome,0.0,-0.9,कंटाळवाणे
molest,0.0,-0.9,विनयभंग
injudicious,0.0,-0.9,निंदनीय
desperately,0.0,-0.9,जिवावर उदार
eyesore,0.0,-0.9,नेत्रदानाचा भाग
plaything,0.0,-0.9,खेळणे
thumb-down,0.0,-0.9,थंब-डाऊन
frustrate,0.0,-0.9,निराश
remorselessly,0.0,-0.9,निर्दयपणे
sues,0.0,-0.9,खटला
desolation,0.0,-0.9,उजाडपणा
tantrum,0.0,-0.9,झुंबड
delusions,0.0,-0.9,भ्रम
forceful,0.0,-0.9,जोरदार
clamorous,0.0,-0.9,क्लॅमोरस
quarrellous,0.0,-0.9,भांडण
refuted,0.0,-0.9,नाकारले
tenuously,0.0,-0.9,तर्‍हेने
accusingly,0.0,-0.9,दोष देऊन
importunate,0.0,-0.9,आयात करणे
detesting,0.0,-0.9,घृणास्पद
confession,0.0,-0.9,कबुली
desiccate,0.0,-0.9,बेदखल
spookiest,0.0,-0.9,स्पोकिएस्ट
haters,0.0,-0.9,शत्रू
aggravate,0.0,-0.9,वाढवणे
untouched,0.0,-0.9,अस्पृश्य
tyrannically,0.0,-0.9,जुलूमशः
bewildering,0.0,-0.9,चकित करणारा
calumniously,0.0,-0.9,निंदा
mercilessly,0.0,-0.9,निर्दयपणे
disappointments,0.0,-0.9,निराशा
disallow,0.0,-0.9,परवानगी नाकारणे
attack,0.0,-0.9,हल्ला
adulterier,0.0,-0.9,व्यभिचारी
wobble,0.0,-0.9,डगमगणे
irragularity,0.0,-0.9,अनियमितता
ripoff,0.0,-0.9,फडफड
wedge,0.0,-0.9,पाचर घालून घट्ट बसवणे
contemptuous,0.0,-0.9,अवमानकारक
inevitable,0.0,-0.9,अपरिहार्य
disquietude,0.0,-0.9,असंतुष्ट
sugarcoated,0.0,-0.9,साखरयुक्त
wretchedly,0.0,-0.9,दुर्दैवाने
insociable,0.0,-0.9,अनिश्चित
damages,0.0,-0.9,नुकसान
pauper,0.0,-0.9,pauper
inefficiently,0.0,-0.9,अकार्यक्षमतेने
scarcely,0.0,-0.9,क्वचितच
cataclysmal,0.0,-0.9,प्राणघातक
disastrously,0.0,-0.9,विनाशकारी
scoff,0.0,-0.9,उपहास
hacks,0.0,-0.9,हॅक्स
impudently,0.0,-0.9,अविचारीपणे
bothers,0.0,-0.9,त्रास
desertion,0.0,-0.9,वाळवंट
meager,0.0,-0.9,अल्प
inconsequently,0.0,-0.9,विसंगत
detested,0.0,-0.9,तिरस्करणीय
selfinterested,0.0,-0.9,स्वत: ची आवड
dissed,0.0,-0.9,विस्कळीत
unfaithful,0.0,-0.9,विश्वासघातकी
falsehood,0.0,-0.9,खोटेपणा
slowly,0.0,-0.9,हळूहळू
backbite,0.0,-0.9,कणा
dusty,0.0,-0.9,धुळीचा
freezes,0.0,-0.9,गोठवते
ominous,0.0,-0.9,अशुभ
unskilled,0.0,-0.9,अकुशल
unlikely,0.0,-0.9,संभव नाही
sham,0.0,-0.9,लबाडी
hiliarious,0.0,-0.9,अनभिज्ञ
tangle,0.0,-0.9,गुंतागुंत
molestation,0.0,-0.9,विनयभंग
ill-designed,0.0,-0.9,अयोग्य डिझाइन
undetermined,0.0,-0.9,निर्धारित
caricature,0.0,-0.9,व्यंगचित्र
callous,0.0,-0.9,कर्कश
fabricate,0.0,-0.9,उत्पादित
bloody,0.0,-0.9,रक्तरंजित
friction,0.0,-0.9,घर्षण
lacking,0.0,-0.9,उणीव
unwise,0.0,-0.9,मूर्खपणाने
wreaks,0.0,-0.9,wreaks
debilitate,0.0,-0.9,अशक्तपणा
peeve,0.0,-0.9,पेव्ह
mistakes,0.0,-0.9,चुका
abominable,0.0,-0.9,घृणास्पद
vomit,0.0,-0.9,उलट्या
pervert,0.0,-0.9,विकृत
prohibitive,0.0,-0.9,प्रतिबंधात्मक
disadvantaged,0.0,-0.9,वंचित
ingratitude,0.0,-0.9,कृतघ्नता
bait,0.0,-0.9,आमिष
hallucination,0.0,-0.9,भ्रम
oversight,0.0,-0.9,उपेक्षा
so-cal,0.0,-0.9,कॅल
repetitive,0.0,-0.9,पुनरावृत्ती
stale,0.0,-0.9,अजूनही
annoy,0.0,-0.9,त्रास देणे
abusive,0.0,-0.9,अपमानजनक
bothersome,0.0,-0.9,त्रासदायक
disheartening,0.0,-0.9,निराशाजनक
misbehave,0.0,-0.9,गैरवर्तन
nastily,0.0,-0.9,चिडखोरपणे
unintelligible,0.0,-0.9,अस्पष्ट
protest,0.0,-0.9,निषेध
careless,0.0,-0.9,निष्काळजी
infernal,0.0,-0.9,नरक
hardened,0.0,-0.9,कठोर
mockery,0.0,-0.9,उपहास
insidious,0.0,-0.9,कपटी
cringed,0.0,-0.9,कुरकुरीत
disparage,0.0,-0.9,नाउमेद करणे
hotbeds,0.0,-0.9,हॉटबेड्स
indigent,0.0,-0.9,निर्विकार
perish,0.0,-0.9,नाश
bereft,0.0,-0.9,बेअरीफ
ridicules,0.0,-0.9,हास्यास्पद
diabolically,0.0,-0.9,डायबोलिकली
exagerate,0.0,-0.9,अतिशयोक्तीपूर्ण
inefficient,0.0,-0.9,अकार्यक्षम
mangles,0.0,-0.9,मंगळ
evasive,0.0,-0.9,चिडखोर
scarred,0.0,-0.9,डाग
commotion,0.0,-0.9,खळबळ
fell,0.0,-0.9,पडले
obliterated,0.0,-0.9,नामशेष
oppress,0.0,-0.9,अत्याचार
craftily,0.0,-0.9,कुशलतेने
distorts,0.0,-0.9,विकृत करतो
grim,0.0,-0.9,गंभीर
gruesomely,0.0,-0.9,भयानक
hype,0.0,-0.9,प्रचार
dinky,0.0,-0.9,विचित्र
senile,0.0,-0.9,हुशार
unlicensed,0.0,-0.9,विना परवाना
vengeful,0.0,-0.9,सूड घेणारा
ambivalence,0.0,-0.9,द्विधा मनःस्थिती
invalidate,0.0,-0.9,अवैध करणे
perturb,0.0,-0.9,अस्वस्थ
jealously,0.0,-0.9,ईर्षेने
naive,0.0,-0.9,भोळे
obstructing,0.0,-0.9,अडथळा आणत आहे
irreversible,0.0,-0.9,अपरिवर्तनीय
regretful,0.0,-0.9,खंत
exploitation,0.0,-0.9,शोषण
impertinent,0.0,-0.9,अव्यवस्थित
inconsolable,0.0,-0.9,अतुलनीय
incompatability,0.0,-0.9,असंगतता
warp,0.0,-0.9,जाळे
destroy,0.0,-0.9,नष्ट
affliction,0.0,-0.9,दु: ख
devastation,0.0,-0.9,विनाश
extravagant,0.0,-0.9,उधळपट्टी
poor,0.0,-0.9,गरीब
stigmatize,0.0,-0.9,कलंकित करणे
risk,0.0,-0.9,धोका
rocky,0.0,-0.9,खडकाळ
egotism,0.0,-0.9,अहंकार
slanderer,0.0,-0.9,निंदा करणारा
scowl,0.0,-0.9,वावटळ
slumpping,0.0,-0.9,झोपडपट्टी
stumbled,0.0,-0.9,अडखळले
devil,0.0,-0.9,भूत
cutthroat,0.0,-0.9,कटथ्रोट
defamatory,0.0,-0.9,बदनामीकारक
remorselessness,0.0,-0.9,पश्चात्ताप
meanness,0.0,-0.9,औक्षण
drones,0.0,-0.9,drones
unworkable,0.0,-0.9,अकार्यक्षम
discomfititure,0.0,-0.9,डिसोफिटमेंट
fulminate,0.0,-0.9,परिपूर्ण
inattentive,0.0,-0.9,निष्काळजी
invidiousness,0.0,-0.9,आक्रमकपणा
shortcomings,0.0,-0.9,कमतरता
disapointment,0.0,-0.9,निराशा
doomsday,0.0,-0.9,जगाचा शेवट
immobilized,0.0,-0.9,अचल
inconceivable,0.0,-0.9,अकल्पनीय
stressful,0.0,-0.9,तणावपूर्ण
uncomfortable,0.0,-0.9,अस्वस्थ
drain,0.0,-0.9,निचरा
crippled,0.0,-0.9,अपंग
futile,0.0,-0.9,व्यर्थ
panicky,0.0,-0.9,घाबरलेला
accuse,0.0,-0.9,आरोप
farfetched,0.0,-0.9,दूरदूर
petrify,0.0,-0.9,पेट्रीफाइ
morons,0.0,-0.9,morons
nervously,0.0,-0.9,चिंताग्रस्त
scandalous,0.0,-0.9,निंदनीय
flimflam,0.0,-0.9,फ्लिमफ्लेम
corruption,0.0,-0.9,भ्रष्टाचार
dirty,0.0,-0.9,गलिच्छ
outmoded,0.0,-0.9,outmoded
unrelenting,0.0,-0.9,निर्दय
sub-par,0.0,-0.9,उप-सम
trample,0.0,-0.9,पायदळी तुडवणे
martyrdom,0.0,-0.9,हौतात्म्य
tank,0.0,-0.9,टाकी
outcast,0.0,-0.9,बहिष्कृत
sadly,0.0,-0.9,खिन्नपणे
liars,0.0,-0.9,खोटारडे
stark,0.0,-0.9,मजबूत
rremediable,0.0,-0.9,rremediable
latency,0.0,-0.9,विलंब
dissatisfies,0.0,-0.9,असमाधान
straggle,0.0,-0.9,अडचण
wrinkle,0.0,-0.9,सुरकुतणे
barbarously,0.0,-0.9,क्रूरपणे
disastrous,0.0,-0.9,त्रासदायक
irretating,0.0,-0.9,त्रासदायक
repudiation,0.0,-0.9,खंडन
weird,0.0,-0.9,विचित्र
woeful,0.0,-0.9,दु: खी
dissatisfied,0.0,-0.9,असमाधानी
dissidents,0.0,-0.9,असंतुष्ट
fuss,0.0,-0.9,गडबड
doubtful,0.0,-0.9,संशयास्पद
expensive,0.0,-0.9,महाग
flimsy,0.0,-0.9,लहरी
partisan,0.0,-0.9,पक्षपाती
pest,0.0,-0.9,कीटक
superficially,0.0,-0.9,वरवरचा
rue,0.0,-0.9,रस्ता
dogged,0.0,-0.9,कुत्रा
impure,0.0,-0.9,अपवित्र
culpable,0.0,-0.9,अपराधी
erode,0.0,-0.9,इरोड
sued,0.0,-0.9,खटला
unauthentic,0.0,-0.9,अप्रसिद्ध
tingled,0.0,-0.9,मुंग्या येणे
profanity,0.0,-0.9,अपवित्रता
improbably,0.0,-0.9,संभाव्यतः
shortage,0.0,-0.9,कमतरता
brashly,0.0,-0.9,निर्दयपणे
apprehensive,0.0,-0.9,भितीदायक
infiltrator,0.0,-0.9,घुसखोर
savages,0.0,-0.9,वाटे
demonized,0.0,-0.9,असुरक्षित
incivility,0.0,-0.9,अतुल्यता
tricky,0.0,-0.9,अवघड
recklessness,0.0,-0.9,बेपर्वाई
ding,0.0,-0.9,गोष्ट
imperfection,0.0,-0.9,अपूर्णता
cracked,0.0,-0.9,वेडसर
paralize,0.0,-0.9,अर्धांगवायू
frictions,0.0,-0.9,frictions
shun,0.0,-0.9,टाळा
calumnious,0.0,-0.9,उष्मांक
cheat,0.0,-0.9,फसवणूक करणे
casualty,0.0,-0.9,दुर्घटना
haste,0.0,-0.9,घाई
little-known,0.0,-0.9,थोड्या ज्ञात
undocumented,0.0,-0.9,Undocumented
grind,0.0,-0.9,दळणे
spotty,0.0,-0.9,डाग
fret,0.0,-0.9,चिडखोर
miss,0.0,-0.9,चुकले
tragic,0.0,-0.9,दुःखद
exasperatingly,0.0,-0.9,निराश
uneasily,0.0,-0.9,अस्वस्थपणे
strident,0.0,-0.9,कडक
irrecoverablenesses,0.0,-0.9,अपरिवर्तनीय
defy,0.0,-0.9,तिरस्कार करणे
annoyingly,0.0,-0.9,त्रासदायक
madder,0.0,-0.9,सँडविच
mistrust,0.0,-0.9,अविश्वास
selfish,0.0,-0.9,स्वार्थी
overwhelming,0.0,-0.9,जबरदस्त
appal,0.0,-0.9,अपील
cruelest,0.0,-0.9,क्रूएस्ट
penalty,0.0,-0.9,दंड
crime,0.0,-0.9,गुन्हा
upseting,0.0,-0.9,upseting
beggar,0.0,-0.9,भिकारी
egotistical,0.0,-0.9,अहंकारी
languor,0.0,-0.9,थकवा
cumbersome,0.0,-0.9,अवजड
implausible,0.0,-0.9,अविभाज्य
