Term,PosScore,NegScore,Punjabi
poetic,0.9,0.0,ਕਾਵਿਕ
reaffirm,0.9,0.0,ਪੁਸ਼ਟੀ
productive,0.9,0.0,ਲਾਭਕਾਰੀ
advantageously,0.9,0.0,ਫਾਇਦਾ
better,0.9,0.0,ਬਿਹਤਰ
temptingly,0.9,0.0,ਪਰਤਾਵੇ ਨਾਲ
passionately,0.9,0.0,ਜੋਸ਼ ਨਾਲ
rational,0.9,0.0,ਤਰਕਸ਼ੀਲ
breathtakingly,0.9,0.0,ਸਾਹ ਨਾਲ
unquestionable,0.9,0.0,ਬਿਨਾਂ ਸ਼ੱਕ
fashionable,0.9,0.0,ਫੈਸ਼ਨਯੋਗ
uplift,0.9,0.0,ਉਤਸ਼ਾਹ
sharpest,0.9,0.0,ਤਿੱਖਾ
charming,0.9,0.0,ਮਨਮੋਹਕ
agile,0.9,0.0,ਚੁਸਤ
elated,0.9,0.0,ਖੁਸ਼
enrichment,0.9,0.0,ਸੋਧ
considerate,0.9,0.0,ਮੰਨਿਆ
cleverly,0.9,0.0,ਚਲਾਕੀ ਨਾਲ
prefer,0.9,0.0,ਨੂੰ ਤਰਜੀਹ
privilege,0.9,0.0,ਅਧਿਕਾਰ
astounded,0.9,0.0,ਹੈਰਾਨ
trophy,0.9,0.0,ਟਰਾਫੀ
exceeds,0.9,0.0,ਵੱਧ ਗਿਆ
cheery,0.9,0.0,ਖੁਸ਼ੀ
acclaimed,0.9,0.0,ਪ੍ਰਸ਼ੰਸਾਯੋਗ
geekier,0.9,0.0,geekier
charm,0.9,0.0,ਸੁਹਜ
smiling,0.9,0.0,ਮੁਸਕਰਾਉਂਦੇ ਹੋਏ
glitter,0.9,0.0,ਚਮਕ
admiring,0.9,0.0,ਤਾਰੀਫ਼
invaluable,0.9,0.0,ਅਨਮੋਲ
magic,0.9,0.0,ਜਾਦੂ
fastest-growing,0.9,0.0,ਤੇਜ਼ੀ ਨਾਲ ਵੱਧ ਰਹੀ
easier,0.9,0.0,ਸੁਖੱਲਾ
revive,0.9,0.0,ਮੁੜ ਸੁਰਜੀਤ
commend,0.9,0.0,ਤਾਰੀਫ ਕਰੋ
prodigy,0.9,0.0,ਉਕਸਾਉਣਾ
fearless,0.9,0.0,ਨਿਡਰ
convient,0.9,0.0,.ੁਕਵਾਂ
savings,0.9,0.0,ਬਚਤ
appreciates,0.9,0.0,ਕਦਰ ਕਰਦਾ ਹੈ
hardier,0.9,0.0,ਸਖਤ
zippy,0.9,0.0,ਜ਼ਿੱਪੀ
ebullient,0.9,0.0,ਉਤਸੁਕ
examplary,0.9,0.0,ਪੇਸ਼ਕਾਰੀ
prolific,0.9,0.0,ਲਾਭਕਾਰੀ
gallantly,0.9,0.0,ਬਹਾਦਰੀ ਨਾਲ
manageable,0.9,0.0,ਪ੍ਰਬੰਧਨਯੋਗ
protective,0.9,0.0,ਸੁਰੱਖਿਆ
politeness,0.9,0.0,ਸ਼ਿਸ਼ਟਤਾ
optimistic,0.9,0.0,ਆਸ਼ਾਵਾਦੀ
sane,0.9,0.0,ਸਮਝਦਾਰ
fortunate,0.9,0.0,ਕਿਸਮਤ ਵਾਲਾ
doubtless,0.9,0.0,ਬਿਨਾਂ ਸ਼ੱਕ
conscientious,0.9,0.0,ਨੇਕ
invincible,0.9,0.0,ਅਜਿੱਤ
restructured,0.9,0.0,ਪੁਨਰਗਠਨ
fiery,0.9,0.0,ਅਗਨੀ
irresistibly,0.9,0.0,ਬੇਤੁਕੀ
welcome,0.9,0.0,ਸਵਾਗਤ ਹੈ
smilingly,0.9,0.0,ਮੁਸਕਰਾਉਂਦੇ ਹੋਏ
rapture,0.9,0.0,ਅਨੰਦ
tantalizing,0.9,0.0,ਟੈਂਟਲਾਈਜ਼ਿੰਗ
inspiring,0.9,0.0,ਪ੍ਰੇਰਣਾਦਾਇਕ
luminous,0.9,0.0,ਚਮਕਦਾਰ
luck,0.9,0.0,ਕਿਸਮਤ
efficiently,0.9,0.0,ਕੁਸ਼ਲਤਾ ਨਾਲ
recomend,0.9,0.0,ਵਾਪਸੀ
beneficial,0.9,0.0,ਲਾਭਕਾਰੀ
spontaneous,0.9,0.0,ਆਪੇ ਹੀ
feasible,0.9,0.0,ਸੰਭਵ
cheer,0.9,0.0,ਖੁਸ਼
strong,0.9,0.0,ਮਜ਼ਬੂਤ
variety,0.9,0.0,ਕਿਸਮ
prudence,0.9,0.0,ਸਾਵਧਾਨੀ
romantic,0.9,0.0,ਰੋਮਾਂਟਿਕ
marvel,0.9,0.0,ਹੈਰਾਨ
upgradable,0.9,0.0,ਅਪਗਰੇਡੇਬਲ
likes,0.9,0.0,ਪਸੰਦ ਹੈ
cooperative,0.9,0.0,ਸਹਿਕਾਰੀ
idolized,0.9,0.0,ਮੂਰਤੀਮਾਨ
positively,0.9,0.0,ਸਕਾਰਾਤਮਕ
gain,0.9,0.0,ਲਾਭ
eyecatch,0.9,0.0,eyecatch
flatteringly,0.9,0.0,ਚਾਪਲੂਸੀ ਨਾਲ
heroic,0.9,0.0,ਵੀਰ
zest,0.9,0.0,Zest
attentive,0.9,0.0,ਧਿਆਨ ਦੇਣ ਵਾਲਾ
glorify,0.9,0.0,ਮਹਿਮਾ
prosperity,0.9,0.0,ਖੁਸ਼ਹਾਲੀ
smoothly,0.9,0.0,ਨਿਰਵਿਘਨ
authoritative,0.9,0.0,ਅਧਿਕਾਰਤ
meticulously,0.9,0.0,ਸਾਵਧਾਨੀ ਨਾਲ
principled,0.9,0.0,ਸਿਧਾਂਤਕ
dignify,0.9,0.0,ਮਾਣ
eyecatching,0.9,0.0,eyecatching
excelent,0.9,0.0,ਸ਼ਾਨਦਾਰ
vibrantly,0.9,0.0,ਹਵਾ ਨਾਲ
advocated,0.9,0.0,ਵਕਾਲਤ ਕੀਤੀ
desirous,0.9,0.0,ਇੱਛਾਵਾਨ
excite,0.9,0.0,ਉਤੇਜਿਤ
proves,0.9,0.0,ਸਾਬਤ ਕਰਦਾ ਹੈ
trouble-free,0.9,0.0,ਮੁਸੀਬਤ ਮੁਕਤ
exuberant,0.9,0.0,ਖੁਸ਼ਹਾਲ
promised,0.9,0.0,ਵਾਅਦਾ ਕੀਤਾ
noteworthy,0.9,0.0,ਧਿਆਨ ਦੇਣ ਯੋਗ
upliftment,0.9,0.0,ਉੱਨਤੀ
wisdom,0.9,0.0,ਬੁੱਧੀ
judicious,0.9,0.0,ਨਿਰਣਾਇਕ
personages,0.9,0.0,ਅੱਖਰ
blissful,0.9,0.0,ਅਨੰਦ
rosy,0.9,0.0,ਗੁਲਾਬ
stately,0.9,0.0,ਰਾਜਨੀਤਿਕ
fancier,0.9,0.0,fancier
finely,0.9,0.0,ਬਾਰੀਕ
intelligent,0.9,0.0,ਸੂਝਵਾਨ
lush,0.9,0.0,Lush
thoughtfulness,0.9,0.0,ਵਿਚਾਰਸ਼ੀਲਤਾ
feature-rich,0.9,0.0,ਫੀਚਰ-ਅਮੀਰ
rock-stars,0.9,0.0,ਚੱਟਾਨ ਤਾਰੇ
morality,0.9,0.0,ਨੈਤਿਕਤਾ
qualify,0.9,0.0,ਯੋਗ
durable,0.9,0.0,ਟਿਕਾurable
realizable,0.9,0.0,ਅਹਿਸਾਸ ਕਰਨ ਯੋਗ
glistening,0.9,0.0,ਚਮਕਦਾਰ
upscale,0.9,0.0,upscale
well-regarded,0.9,0.0,ਚੰਗੀ ਤਰ੍ਹਾਂ ਸਮਝਿਆ ਜਾਂਦਾ ਹੈ
fantastically,0.9,0.0,ਸ਼ਾਨਦਾਰ
thinner,0.9,0.0,ਪਤਲਾ
lead,0.9,0.0,ਅਗਵਾਈ
profuse,0.9,0.0,ਫਾਇਦਾ
jaw-droping,0.9,0.0,ਜਬਾੜੇ-ਸੁੱਟਣ
reliably,0.9,0.0,ਭਰੋਸੇ ਨਾਲ
clarity,0.9,0.0,ਸਪਸ਼ਟਤਾ
award,0.9,0.0,ਪੁਰਸਕਾਰ
relish,0.9,0.0,ਸਵਾਦ
wonderously,0.9,0.0,ਹੈਰਾਨੀ ਨਾਲ
faithfulness,0.9,0.0,ਵਫ਼ਾਦਾਰੀ
invigorating,0.9,0.0,ਜੋਸ਼ ਵਿੱਚ
believeable,0.9,0.0,ਵਿਸ਼ਵਾਸਯੋਗ
breakthrough,0.9,0.0,ਸਫਲਤਾ
master,0.9,0.0,ਮਾਸਟਰ
boost,0.9,0.0,ਨੂੰ ਉਤਸ਼ਾਹਤ
flutter,0.9,0.0,ਫੜਕਾਓ
illuminati,0.9,0.0,ਰੋਸ਼ਨੀ
dominated,0.9,0.0,ਹਾਵੀ
inviolable,0.9,0.0,ਅਜਿੱਤ
delightfully,0.9,0.0,ਖੁਸ਼ੀ ਨਾਲ
ethical,0.9,0.0,ਨੈਤਿਕ
precious,0.9,0.0,ਕੀਮਤੀ
dazzled,0.9,0.0,ਹੈਰਾਨ
fast,0.9,0.0,ਤੇਜ਼
tantalize,0.9,0.0,tantalize
respect,0.9,0.0,ਸਤਿਕਾਰ
reputation,0.9,0.0,ਵੱਕਾਰ
precise,0.9,0.0,ਸਹੀ
credence,0.9,0.0,ਭਰੋਸੇਯੋਗਤਾ
divinely,0.9,0.0,ਬ੍ਰਹਮ
benefits,0.9,0.0,ਲਾਭ
eye-catching,0.9,0.0,ਅੱਖ ਖਿੱਚਣ ਵਾਲਾ
adventuresome,0.9,0.0,ਸਾਹਸੀ
impressive,0.9,0.0,ਪ੍ਰਭਾਵਸ਼ਾਲੀ
facilitate,0.9,0.0,ਸਹੂਲਤ
well,0.9,0.0,ਖੈਰ
immense,0.9,0.0,ਬੇਅੰਤ
inestimably,0.9,0.0,insertmably
well-connected,0.9,0.0,ਚੰਗੀ ਤਰ੍ਹਾਂ ਜੁੜਿਆ
convenient,0.9,0.0,ਸੁਵਿਧਾਜਨਕ
solidarity,0.9,0.0,ਏਕਤਾ
affirmation,0.9,0.0,ਪੁਸ਼ਟੀ
hospitable,0.9,0.0,ਪਰਾਹੁਣਚਾਰੀ
commendably,0.9,0.0,ਸ਼ਲਾਘਾਯੋਗ
exemplary,0.9,0.0,ਮਿਸਾਲੀ
thumb-up,0.9,0.0,ਅੰਗੂਠਾ
thrifty,0.9,0.0,ਤ੍ਰਿਪਤੀ
patience,0.9,0.0,ਸਬਰ
pep,0.9,0.0,ਪੇਪ
defeat,0.9,0.0,ਹਾਰ
trustworthy,0.9,0.0,ਭਰੋਸੇਯੋਗ
affability,0.9,0.0,ਯੋਗਤਾ
prosper,0.9,0.0,ਖੁਸ਼ਹਾਲੀ
sharp,0.9,0.0,ਤਿੱਖੀ
traction,0.9,0.0,ਟ੍ਰੈਕਸ਼ਨ
elevate,0.9,0.0,ਉੱਚਾ ਕਰੋ
festive,0.9,0.0,ਤਿਉਹਾਰ
superbly,0.9,0.0,ਸ਼ਾਨਦਾਰ
upgraded,0.9,0.0,ਅਪਗ੍ਰੇਡ ਕੀਤਾ ਗਿਆ
glamorous,0.9,0.0,ਗਲੈਮਰਸ
lively,0.9,0.0,ਜੀਵੰਤ
peerless,0.9,0.0,ਨਿਰਮਲ
bliss,0.9,0.0,ਅਨੰਦ
revere,0.9,0.0,ਸਤਿਕਾਰ
affectionate,0.9,0.0,ਪਿਆਰ
brilliant,0.9,0.0,ਹੁਸ਼ਿਆਰ
shine,0.9,0.0,ਚਮਕ
idolize,0.9,0.0,ਬੁੱਤ ਬਣਾਉਣਾ
self-respect,0.9,0.0,ਸਵੈ-ਮਾਣ
suffice,0.9,0.0,ਕਾਫ਼ੀ
exhilaration,0.9,0.0,ਉਤਸ਼ਾਹ
fancy,0.9,0.0,ਕਲਪਨਾ
purposeful,0.9,0.0,ਉਦੇਸ਼ਪੂਰਨ
wow,0.9,0.0,ਵਾਹ
diversified,0.9,0.0,ਭਿੰਨ
famous,0.9,0.0,ਮਸ਼ਹੂਰ
assurances,0.9,0.0,ਬੀਮਾ
slammin,0.9,0.0,ਸਲੈਮਿਨ
love,0.9,0.0,ਪਿਆਰ
unlimited,0.9,0.0,ਬੇਅੰਤ
benefactor,0.9,0.0,ਦਾਨੀ
navigable,0.9,0.0,ਨੇਵੀ
satisfied,0.9,0.0,ਸੰਤੁਸ਼ਟ
gush,0.9,0.0,ਗਸ਼
delightfulness,0.9,0.0,ਅਨੰਦ
fascinatingly,0.9,0.0,ਦਿਲਚਸਪ
leads,0.9,0.0,ਅਗਵਾਈ ਕਰਦਾ ਹੈ
expeditiously,0.9,0.0,ਤੇਜ਼ੀ ਨਾਲ
humour,0.9,0.0,ਹਾਸੇ
reputable,0.9,0.0,ਨਾਮਵਰ
shimmeringly,0.9,0.0,ਕੰਬਣੀ
genius,0.9,0.0,ਪ੍ਰਤੀਭਾ
streamlined,0.9,0.0,ਸੁਚਾਰੂ
unmatched,0.9,0.0,ਬੇਮੇਲ
boundless,0.9,0.0,ਬੇਅੰਤ
effortlessly,0.9,0.0,ਬਿਨਾਂ ਕੋਸ਼ਿਸ਼ ਦੇ
lyrical,0.9,0.0,ਕਵਿਤਾ
reconciliation,0.9,0.0,ਸੁਲ੍ਹਾ
proper,0.9,0.0,ਸਹੀ
amuse,0.9,0.0,ਖੁਸ਼
infallible,0.9,0.0,ਅਚਾਨਕ
immaculately,0.9,0.0,ਨਿਰਮਲ
spellbindingly,0.9,0.0,ਸ਼ਬਦ ਜੋੜ ਕੇ
cohesive,0.9,0.0,ਇਕਸਾਰ
sweet,0.9,0.0,ਮਿੱਠਾ
dominates,0.9,0.0,ਹਾਵੀ ਹੈ
exceptional,0.9,0.0,ਬੇਮਿਸਾਲ
productively,0.9,0.0,ਲਾਭਕਾਰੀ
successes,0.9,0.0,ਸਫਲਤਾ
pampered,0.9,0.0,ਲੰਗੜੇ
beneficiary,0.9,0.0,ਲਾਭਪਾਤਰੀ
supreme,0.9,0.0,ਸਰਵਉੱਚ
foresight,0.9,0.0,ਦੂਰਦਰਸ਼ਤਾ
pleasantly,0.9,0.0,ਖੁਸ਼ੀ ਨਾਲ
conciliatory,0.9,0.0,ਮਿਲਾਪ
endorsement,0.9,0.0,ਸਮਰਥਨ
outperforming,0.9,0.0,ਬਾਹਰੀ
assure,0.9,0.0,ਭਰੋਸਾ
mighty,0.9,0.0,ਸ਼ਕਤੀਸ਼ਾਲੀ
deserving,0.9,0.0,ਲਾਇਕ
colorful,0.9,0.0,ਰੰਗੀਨ
enjoys,0.9,0.0,ਅਨੰਦ ਲੈਂਦਾ ਹੈ
sustainability,0.9,0.0,ਟਿਕਾabilityਤਾ
everlasting,0.9,0.0,ਸਦੀਵੀ
mesmerized,0.9,0.0,ਮਨੋਰੰਜਨ
praise,0.9,0.0,ਪ੍ਰਸੰਸਾ
togetherness,0.9,0.0,ਇਕੱਠੇ ਹੋਣਾ
delight,0.9,0.0,ਅਨੰਦ
vigilance,0.9,0.0,ਚੌਕਸੀ
adjustable,0.9,0.0,ਵਿਵਸਥਤ
extraordinary,0.9,0.0,ਅਸਾਧਾਰਣ
memorable,0.9,0.0,ਯਾਦਗਾਰੀ
enlightenment,0.9,0.0,ਗਿਆਨ
swiftness,0.9,0.0,ਤੇਜ਼
enchanted,0.9,0.0,ਜਾਦੂ
acumen,0.9,0.0,ਅਕਲ
unabashedly,0.9,0.0,ਬੇਵੱਸ
fresher,0.9,0.0,ਤਾਜ਼ਾ
joyously,0.9,0.0,ਖੁਸ਼ੀ ਨਾਲ
adroit,0.9,0.0,ਕੁਸ਼ਲ
receptive,0.9,0.0,ਗ੍ਰਹਿਣਸ਼ੀਲ
calming,0.9,0.0,ਸ਼ਾਂਤ
gallant,0.9,0.0,ਬਹਾਦਰੀ
renowned,0.9,0.0,ਮਸ਼ਹੂਰ
fervent,0.9,0.0,ਉਤਸ਼ਾਹੀ
painless,0.9,0.0,ਦਰਦ ਰਹਿਤ
rapport,0.9,0.0,ਰਿਪੋਰਟ
expansive,0.9,0.0,ਫੈਲਾਉਣ ਵਾਲਾ
raptureous,0.9,0.0,ਅਨੰਦ
optimal,0.9,0.0,ਅਨੁਕੂਲ
heroize,0.9,0.0,ਹੀਰੋਇਜ਼
thrillingly,0.9,0.0,ਰੋਮਾਂਚ ਨਾਲ
remarkably,0.9,0.0,ਕਮਾਲ ਦੀ
eases,0.9,0.0,ਸੌਖਾ
smart,0.9,0.0,ਚੁਸਤ
amenable,0.9,0.0,ਅਨੁਕੂਲ
dummy-proof,0.9,0.0,ਨਕਲੀ-ਸਬੂਤ
overtook,0.9,0.0,ਵੱਧ ਗਿਆ
astounding,0.9,0.0,ਹੈਰਾਨ ਕਰਨ ਵਾਲਾ
congratulatory,0.9,0.0,ਵਧਾਈ
glowing,0.9,0.0,ਚਮਕਦਾ
simplified,0.9,0.0,ਸਰਲ
honor,0.9,0.0,ਸਨਮਾਨ
detachable,0.9,0.0,ਵੱਖ ਕਰਨ ਯੋਗ
evocative,0.9,0.0,ਭੜਕਾ.
secure,0.9,0.0,ਸੁਰੱਖਿਅਤ
envy,0.9,0.0,ਈਰਖਾ
darling,0.9,0.0,ਪਿਆਰੇ
playful,0.9,0.0,ਖਿਲੰਦੜਾ
wonderous,0.9,0.0,ਹੈਰਾਨੀਜਨਕ
paradise,0.9,0.0,ਫਿਰਦੌਸ
lucid,0.9,0.0,lucid
reachable,0.9,0.0,ਪਹੁੰਚਯੋਗ
gratifies,0.9,0.0,ਭੋਗ
exult,0.9,0.0,ਅਨੰਦ
splendor,0.9,0.0,ਸ਼ਾਨ
outshone,0.9,0.0,ਬਾਹਰੀ
refreshed,0.9,0.0,ਤਾਜ਼ਗੀ
revel,0.9,0.0,ਅਨੰਦ
revolutionize,0.9,0.0,ਇਨਕਲਾਬ
brighter,0.9,0.0,ਚਮਕਦਾਰ
celebratory,0.9,0.0,ਜਸ਼ਨ
crisper,0.9,0.0,ਕਰਿਸਪਰ
consistently,0.9,0.0,ਨਿਰੰਤਰ
encouragement,0.9,0.0,ਹੌਂਸਲਾ ਅਫ਼ਜ਼ਾਈ
workable,0.9,0.0,ਕੰਮ ਕਾਜ
pleasure,0.9,0.0,ਖੁਸ਼ੀ
uphold,0.9,0.0,ਸਮਰਥਨ
decency,0.9,0.0,ਸ਼ਿਸ਼ਟਤਾ
trendy,0.9,0.0,ਟਰੈਡੀ
exaltingly,0.9,0.0,ਉਚੇਚੇ ਤੌਰ ਤੇ
preferable,0.9,0.0,ਤਰਜੀਹੀ
problem-free,0.9,0.0,ਸਮੱਸਿਆ ਤੋਂ ਮੁਕਤ
accurate,0.9,0.0,ਸਹੀ
ingenuously,0.9,0.0,ਹੁਸ਼ਿਆਰੀ ਨਾਲ
jovial,0.9,0.0,ਅਨੰਦ
enthusiastically,0.9,0.0,ਉਤਸ਼ਾਹ ਨਾਲ
positive,0.9,0.0,ਸਕਾਰਾਤਮਕ
dumbfounded,0.9,0.0,ਮੂਰਖ
immaculate,0.9,0.0,ਪਵਿੱਤ੍ਰ
gratefully,0.9,0.0,ਕ੍ਰਿਪਾ ਨਾਲ
pure,0.9,0.0,ਸ਼ੁੱਧ
benevolence,0.9,0.0,ਪਰਉਪਕਾਰੀ
grateful,0.9,0.0,ਧੰਨਵਾਦੀ
magnanimous,0.9,0.0,ਵੱਡਾ
audible,0.9,0.0,ਸੁਣਨਯੋਗ
fantastic,0.9,0.0,ਸ਼ਾਨਦਾਰ
honoring,0.9,0.0,ਸਤਿਕਾਰ ਕਰਨਾ
exhilarate,0.9,0.0,ਖੁਸ਼ ਕਰੋ
savvy,0.9,0.0,ਸਮਝਦਾਰ
well-rounded,0.9,0.0,ਚੰਗੀ ਤਰ੍ਹਾਂ ਗੋਲ
luxuriate,0.9,0.0,ਆਲੀਸ਼ਾਨ
long-lasting,0.9,0.0,ਲੰਬੇ ਸਮੇਂ ਤੱਕ ਚਲਣ ਵਾਲਾ
straighten,0.9,0.0,ਸਿੱਧਾ ਕਰੋ
friendliness,0.9,0.0,ਦੋਸਤੀ
courage,0.9,0.0,ਹਿੰਮਤ
ennoble,0.9,0.0,ennoble
agilely,0.9,0.0,ਫੁਰਤੀ ਨਾਲ
authentic,0.9,0.0,ਪ੍ਰਮਾਣਿਕ
smoother,0.9,0.0,ਨਿਰਵਿਘਨ
miracles,0.9,0.0,ਚਮਤਕਾਰ
destiny,0.9,0.0,ਕਿਸਮਤ
influential,0.9,0.0,ਪ੍ਰਭਾਵਸ਼ਾਲੀ
reconcile,0.9,0.0,ਮਿਲਾਪ
fav,0.9,0.0,fav
enrapture,0.9,0.0,enrapture
eager,0.9,0.0,ਉਤਸੁਕ
entertains,0.9,0.0,ਮਨੋਰੰਜਨ
integral,0.9,0.0,ਅਟੁੱਟ
majesty,0.9,0.0,ਮਹਿਮਾ
comfortably,0.9,0.0,ਆਰਾਮ ਨਾਲ
vouch,0.9,0.0,ਵਾਚ
precisely,0.9,0.0,ਬਿਲਕੁਲ
excitedness,0.9,0.0,ਉਤਸ਼ਾਹ
personalized,0.9,0.0,ਵਿਅਕਤੀਗਤ
faultless,0.9,0.0,ਖਰਾਬੀ
better-than-expected,0.9,0.0,ਉਮੀਦ ਨਾਲੋਂ ਬਿਹਤਰ
faster,0.9,0.0,ਹੋਰ ਤੇਜ਼
trusting,0.9,0.0,ਭਰੋਸੇਯੋਗ
comfortable,0.9,0.0,ਆਰਾਮਦਾਇਕ
respite,0.9,0.0,ਆਰਾਮ
elite,0.9,0.0,ਕੁਲੀਨ
respectful,0.9,0.0,ਸਤਿਕਾਰਯੋਗ
rock-star,0.9,0.0,ਰਾਕ ਸਟਾਰ
stylish,0.9,0.0,ਸਟਾਈਲਿਸ਼
endorses,0.9,0.0,ਸਮਰਥਨ
whooa,0.9,0.0,ਵੂਆ
modest,0.9,0.0,ਨਿਮਰ
gentlest,0.9,0.0,ਕੋਮਲ
swift,0.9,0.0,ਤੇਜ਼
skillful,0.9,0.0,ਕੁਸ਼ਲ
individualized,0.9,0.0,ਵਿਅਕਤੀਗਤ
remunerate,0.9,0.0,ਮਿਹਨਤਾਨਾ
advanced,0.9,0.0,ਉੱਨਤ
contentment,0.9,0.0,ਸੰਤੁਸ਼ਟੀ
feisty,0.9,0.0,feisty
clear,0.9,0.0,ਸਾਫ
problem-solver,0.9,0.0,ਸਮੱਸਿਆ ਨੂੰ ਹੱਲ ਕਰਨ ਵਾਲਾ
cleared,0.9,0.0,ਸਾਫ਼
solace,0.9,0.0,ਦਿਲਾਸਾ
abundance,0.9,0.0,ਬਹੁਤਾਤ
bullish,0.9,0.0,ਗੁੰਡਾਗਰਦੀ
fascinate,0.9,0.0,ਮੋਹ
positives,0.9,0.0,ਸਕਾਰਾਤਮਕ
plentiful,0.9,0.0,ਬਹੁਤ
effusive,0.9,0.0,ਪ੍ਰਭਾਵਸ਼ਾਲੀ
loved,0.9,0.0,ਪਿਆਰ ਕੀਤਾ
entranced,0.9,0.0,ਪ੍ਰਵੇਸ਼ ਕੀਤਾ
gentle,0.9,0.0,ਕੋਮਲ
brilliance,0.9,0.0,ਹੁਸ਼ਿਆਰੀ
stupendously,0.9,0.0,ਬੇਵਕੂਫੀ ਨਾਲ
intelligence,0.9,0.0,ਬੁੱਧੀ
rockstar,0.9,0.0,ਰਾਕ ਸਟਾਰ
proficiently,0.9,0.0,ਨਿਪੁੰਨਤਾ ਨਾਲ
enthuse,0.9,0.0,ਲੁਭਾਓ
luxurious,0.9,0.0,ਆਲੀਸ਼ਾਨ
adaptive,0.9,0.0,ਅਨੁਕੂਲ
complement,0.9,0.0,ਸਹਾਇਕਣ
mercifully,0.9,0.0,ਦਇਆ ਨਾਲ
lean,0.9,0.0,ਚਰਬੀ
intimate,0.9,0.0,ਨਜਦੀਕੀ
beutifully,0.9,0.0,ਸੁੰਦਰਤਾ ਨਾਲ
cleaner,0.9,0.0,ਕਲੀਨਰ
freed,0.9,0.0,ਮੁਕਤ
gratified,0.9,0.0,ਸੰਤੁਸ਼ਟ
ideal,0.9,0.0,ਆਦਰਸ਼
vouchsafe,0.9,0.0,ਵਾਚਸਫੇ
ebulliently,0.9,0.0,ebulliently
redemption,0.9,0.0,ਛੁਟਕਾਰਾ
cherish,0.9,0.0,ਪਾਲਣ ਕਰੋ
whoooa,0.9,0.0,ਵੂਆਓਆ
stunningly,0.9,0.0,ਹੈਰਾਨੀ ਨਾਲ
gladly,0.9,0.0,ਖੁਸ਼ੀ ਨਾਲ
triumphant,0.9,0.0,ਜੇਤੂ
dead-cheap,0.9,0.0,ਮਰੇ-ਸਸਤੇ
illuminate,0.9,0.0,ਰੋਸ਼ਨੀ
promising,0.9,0.0,ਵਾਅਦਾ ਕਰਦਾ
abundant,0.9,0.0,ਭਰਪੂਰ
rejuvenate,0.9,0.0,ਸੁਰਜੀਤ ਕਰਨਾ
righten,0.9,0.0,ਰੋਇਟ
diplomatic,0.9,0.0,ਕੂਟਨੀਤਕ
exhilaratingly,0.9,0.0,ਖੁਸ਼ੀ ਨਾਲ
resound,0.9,0.0,ਗੂੰਜ
glimmer,0.9,0.0,ਚਮਕਦਾਰ
hooray,0.9,0.0,ਹੂਰੇ
faith,0.9,0.0,ਵਿਸ਼ਵਾਸ
foremost,0.9,0.0,ਸਭ ਤੋਂ ਜ਼ਰੂਰੀ
heros,0.9,0.0,ਹੇਰੋਸ
richness,0.9,0.0,ਅਮੀਰੀ
sumptuous,0.9,0.0,ਸ਼ਾਨਦਾਰ
excitedly,0.9,0.0,ਉਤਸ਼ਾਹ ਨਾਲ
adulation,0.9,0.0,ਮਨੋਰੰਜਨ
lavishly,0.9,0.0,ਖੂਬਸੂਰਤ
irresistible,0.9,0.0,ਅਟੱਲ
valiantly,0.9,0.0,ਬਹਾਦਰੀ ਨਾਲ
noiseless,0.9,0.0,ਬੇਵਕੂਫ
record-setting,0.9,0.0,ਰਿਕਾਰਡ-ਸੈਟਿੰਗ
openly,0.9,0.0,ਖੁੱਲ੍ਹ ਕੇ
idyllic,0.9,0.0,ਸੁਹਜ
coolest,0.9,0.0,ਠੰਡਾ
justly,0.9,0.0,ਬਿਲਕੁਲ
clean,0.9,0.0,ਸਾਫ
feat,0.9,0.0,ਕਾਰਨਾਮਾ
excites,0.9,0.0,ਉਤੇਜਿਤ
fond,0.9,0.0,ਪਿਛੋਕੜ
harmony,0.9,0.0,ਸਦਭਾਵਨਾ
recommend,0.9,0.0,ਦੀ ਸਿਫਾਰਸ਼
goodwill,0.9,0.0,ਸਦਭਾਵਨਾ
excellant,0.9,0.0,ਉੱਤਮ
pardon,0.9,0.0,ਮਾਫੀ
richer,0.9,0.0,ਅਮੀਰ
smiles,0.9,0.0,ਮੁਸਕਰਾਇਆ
indulgent,0.9,0.0,ਭੋਗ
suave,0.9,0.0,ਨਰਮ
progressive,0.9,0.0,ਪ੍ਰਗਤੀਸ਼ੀਲ
outsmart,0.9,0.0,ਆਉਟਸਮਾਰਟ
conveniently,0.9,0.0,ਸੁਵਿਧਾਜਨਕ
gratify,0.9,0.0,ਪ੍ਰਸੰਨ
steadfastness,0.9,0.0,ਅਡੋਲਤਾ
rectify,0.9,0.0,ਸੁਧਾਰੇ
pros,0.9,0.0,ਪੇਸ਼ੇ
trump,0.9,0.0,ਟਰੰਪ
exultation,0.9,0.0,ਅਨੰਦ
thrive,0.9,0.0,ਪ੍ਰਫੁੱਲਤ
generously,0.9,0.0,ਖੁੱਲ੍ਹ ਕੇ
nourishment,0.9,0.0,ਪੋਸ਼ਣ
momentous,0.9,0.0,ਮਹੱਤਵਪੂਰਣ
fortitude,0.9,0.0,ਸਬਰ
verifiable,0.9,0.0,ਪ੍ਰਮਾਣਿਤ
supports,0.9,0.0,ਨੂੰ ਸਹਿਯੋਗ ਦਿੰਦਾ ਹੈ
happily,0.9,0.0,ਖੁਸ਼ੀ ਨਾਲ
