word,score
undermine,1.0
ironic,0.66
damn,0.73
hooligan,0.68
undignified,1.0
nebulously,0.89
disobey,1.0
displeasure,1.0
dissonantly,1.0
menacingly,0.71
stooge,1.0
bellicose,0.95
strained,1.0
wrongful,0.92
discoutinous,1.0
laggy,1.0
expel,0.99
torturously,0.99
rejection,1.0
distortion,1.0
fierce,0.94
heartbreakingly,0.89
sabotage,0.99
hypocritically,1.0
blister,1.0
sick,1.0
destroyer,0.79
spurn,0.99
famish,0.87
qualm,1.0
outsider,0.73
eccentricity,0.52
shocking,1.0
monstrosity,1.0
overtax,1.0
fugitive,0.86
despoiler,1.0
sub - par,1.0
meanness,1.0
gangster,1.0
splatter,1.0
inexperienced,1.0
sarcastically,0.96
unlicensed,0.99
doldrums,0.59
feverish,1.0
mistrustfully,1.0
inhospitality,0.69
shamble,1.0
obliterate,1.0
erroneously,1.0
cash - strap,0.85
bust,0.95
discombobulate,1.0
irritably,1.0
bitterly,1.0
expensive,0.91
uncouth,1.0
overbearingly,1.0
dread,1.0
stubbornness,0.94
sacrifice,0.99
outcry,0.97
shark,0.99
disagreeably,0.93
starvation,1.0
adulterier,1.0
freaking,0.59
hopelessly,1.0
farcical - yet - provocative,1.0
slur,1.0
hoodium,0.56
melodramatic,0.63
impropriety,1.0
noisy,0.79
defiantly,1.0
lurid,1.0
atrophy,1.0
deviousness,0.98
lamentable,1.0
sickness,1.0
womanize,0.75
fume,0.98
menacing,0.87
warning,0.99
outbreak,1.0
inflame,0.91
hurtful,0.96
maniac,0.99
disorderly,1.0
dreadfulness,1.0
implausibly,1.0
phobia,1.0
indignant,0.99
militancy,0.94
blunder,1.0
cautionary,0.79
condescend,1.0
disloyalty,1.0
defiance,0.56
marginal,1.0
flat - out,1.0
anxiously,0.54
shortsighted,1.0
traduce,1.0
distrust,1.0
mysteriously,0.73
detracts,1.0
rile,0.78
brashness,1.0
disregard,0.99
discouragingly,1.0
unbearablely,1.0
depression,1.0
dismayingly,1.0
bleakly,0.99
toughness,0.66
twist,1.0
ludicrously,1.0
trouble,1.0
infamy,1.0
insult,1.0
gloomy,1.0
freakishly,1.0
rhetoric,0.7
pugnaciously,1.0
unuseably,1.0
criticism,1.0
thoughtless,1.0
evade,0.98
impolitic,1.0
hallucinate,1.0
faint,1.0
banish,1.0
unfairly,1.0
hazy,0.55
insolent,0.99
rot,1.0
overkill,1.0
obese,1.0
unwieldy,1.0
scourge,1.0
fanciful,1.0
notoriety,0.97
anxious,0.82
stress,1.0
disproportionate,1.0
snarl,1.0
foolishly,1.0
blemish,1.0
repetitive,1.0
puppet,0.97
stagnant,1.0
grainy,1.0
cancer,1.0
imbecile,1.0
intimidatingly,0.71
itchy,1.0
impinge,1.0
lull,1.0
ineloquent,1.0
calamity,1.0
plotter,0.99
dizzing,1.0
unsteadiness,1.0
tenuously,0.94
lovelorn,0.99
sticky,0.54
mindlessly,1.0
thirst,1.0
cheat,1.0
vengeance,0.7
eviscerate,1.0
blurry,1.0
unsophisticated,1.0
fall,0.8
bore,1.0
admonishment,0.75
downfall,1.0
penalize,1.0
ulterior,1.0
dispute,0.98
languorous,0.68
glitch,1.0
disruption,1.0
pertinaciously,1.0
pest,1.0
glaringly,0.73
offensiveness,1.0
unlamentably,0.99
regretful,0.96
chaff,0.68
bumping,0.56
avenge,0.79
peculiar,0.99
bias,1.0
indeterminably,0.77
inability,1.0
intefere,0.66
mourner,0.9
immorally,1.0
dissapointed,1.0
ultra - hardline,0.64
insurrection,0.99
corrupt,1.0
tragically,0.99
incompliant,1.0
jaundice,1.0
spitefully,0.92
incessantly,1.0
inextricably,0.99
lewd,1.0
overthrow,1.0
irrecoverableness,1.0
nuisance,1.0
lechery,1.0
dirt,1.0
symptom,0.99
spew,0.98
vanity,1.0
moody,0.95
smuttiest,1.0
unrest,1.0
mournful,1.0
fault,1.0
undefined,0.94
ax,0.95
negligence,1.0
disgustful,1.0
embarrassing,1.0
timidly,1.0
detest,1.0
illegitimate,0.91
combative,0.91
indoctrinate,0.99
fictitious,0.91
shameless,1.0
dismal,1.0
remorsefully,0.95
squirm,0.97
unpleasant,1.0
slow,1.0
longingly,0.99
peculiarly,0.99
shrilly,1.0
tragic,1.0
infamously,0.97
assassinate,1.0
stutter,1.0
pitifully,1.0
stalemate,1.0
pervert,0.98
cliche,1.0
nefarious,1.0
admonish,0.89
wary,0.99
audaciousness,1.0
alarmingly,1.0
dirtbag,0.99
fictional,0.93
exasperating,1.0
irrecoverablenesse,1.0
lay - off,0.99
molestation,1.0
fearfully,1.0
unlamentable,0.97
untenable,0.99
scare,0.99
irreconcilable,1.0
disputable,0.98
dubiously,1.0
shocked,0.99
polarisation,0.98
debt,0.87
underpowered,0.97
unbelievable,0.96
vociferous,0.82
poorly,1.0
wile,0.99
fearful,1.0
filthy,1.0
unable,0.99
frantic,1.0
murderously,1.0
lambast,1.0
barbaric,1.0
unhappy,1.0
bullying,1.0
degradingly,1.0
entrap,1.0
pinch,0.99
admonishingly,0.84
gibber,1.0
slothful,0.93
capitulate,0.94
inapt,0.99
impertinent,1.0
longing,0.96
tacky,1.0
obstruction,1.0
finicky,0.97
setback,1.0
discourage,1.0
mushy,1.0
exaggeration,1.0
cheap,1.0
incomparable,1.0
guiltily,1.0
wastefulness,1.0
drone,0.64
insignificant,1.0
unworkable,1.0
astray,1.0
banal,1.0
fatalistically,1.0
harridan,0.96
bragger,0.99
enervate,0.95
dishearteningly,1.0
busybody,0.5
caricature,1.0
disappointment,1.0
awkward,1.0
giddy,0.99
ignorant,1.0
epidemic,1.0
violent,1.0
unworthy,1.0
lewdness,1.0
ferocity,1.0
hegemonism,0.97
disgusting,1.0
dirty,1.0
puzzle,0.79
torrent,1.0
apprehensive,0.83
shiver,0.99
over - awe,1.0
uncollectible,0.96
intimidate,0.83
exagerate,0.61
rankle,1.0
dimmer,0.95
forlornly,1.0
defunct,0.97
horrified,1.0
disinclination,1.0
deprecate,1.0
disconcertingly,1.0
oppressively,1.0
slime,1.0
subordinate,0.99
malignant,1.0
obtrusive,1.0
trivial,0.99
authoritarian,0.99
detrimental,1.0
complication,1.0
clueless,1.0
sufferer,1.0
ruffle,1.0
inconsiderately,1.0
disconsolate,1.0
unkindly,0.91
clumsy,1.0
dy,0.79
hardship,1.0
decrepitude,1.0
restrictive,1.0
oppressive,1.0
disorder,1.0
harassment,1.0
inappropriately,1.0
malevolence,0.95
infringement,0.99
bleak,1.0
austere,0.89
doom,1.0
impatiently,0.88
enfeeble,0.5
devilry,0.91
self - serve,0.74
lesser - know,0.99
violator,0.95
wearisome,1.0
licentiously,0.99
wicked,1.0
tamper,1.0
rollercoaster,0.99
wrippe,0.95
hang,1.0
inescapably,0.82
bomb,0.84
womanizer,0.76
viciousness,1.0
insinuating,0.76
controversial,0.94
inhumane,1.0
spooky,0.95
liar,0.99
bashed,1.0
anarchistic,0.91
pestilent,1.0
reactionary,0.93
imprecisely,1.0
knock,0.52
counter - productive,0.61
backwardness,1.0
hell,0.99
doubt,1.0
stigmatize,1.0
defect,1.0
disvalue,1.0
ill - natured,1.0
mad,0.98
dizzy,1.0
ominous,0.99
mediocrity,1.0
reprehensible,1.0
skeleton,0.96
stymied,1.0
bad,1.0
prejudicial,0.95
puzzlement,0.53
squash,1.0
sluggish,1.0
dispensable,1.0
prevaricate,0.98
thoughtlessly,1.0
siege,1.0
jittery,0.99
calumniation,1.0
martyrdom - seek,0.8
outrageousness,0.72
dissonance,1.0
coldly,0.99
resurgent,0.97
degrade,1.0
reticent,0.99
disregardful,0.99
prik,0.96
uninsured,1.0
creaking,1.0
blasphemy,1.0
rubbish,1.0
immobilize,0.71
limited,0.97
insincere,1.0
subservient,0.97
harboring,0.6
travesty,1.0
violation,0.99
feint,0.96
imprisonment,1.0
confound,0.92
misrepresentation,1.0
seethe,0.97
haywire,1.0
unsteadily,1.0
terribly,1.0
forswear,1.0
rumble,0.77
overheat,1.0
woebegone,0.92
snarky,1.0
unreliability,1.0
lure,0.83
dungeon,0.99
pique,0.77
over - valuation,1.0
revulsion,1.0
regrettable,1.0
traped,1.0
frustratingly,1.0
misguidance,1.0
showdown,0.92
hypocritical,1.0
grouch,0.94
inadvisably,1.0
melancholy,1.0
disgust,1.0
stun,1.0
heathen,1.0
rift,1.0
amiss,1.0
tired,1.0
quash,0.99
congestion,1.0
unfit,1.0
impolitely,1.0
devilishly,0.9
frighten,1.0
irrelevance,1.0
greedy,0.99
improbable,1.0
maladjuste,1.0
sin,1.0
halfhearte,0.98
unnoticed,0.98
precariously,1.0
oddly,0.96
dwindle,1.0
snob,1.0
unfounded,1.0
plunder,1.0
ruthlessly,0.95
blatant,0.99
drop - out,0.99
barbarity,1.0
overwhelms,1.0
subservience,1.0
denial,1.0
risky,0.98
unstable,1.0
freak,0.74
asunder,0.77
illicit,0.91
stereotypical,1.0
vomiting,1.0
grievously,0.99
annihilation,1.0
brutalising,1.0
malcontent,1.0
bumpy,0.94
unsupportive,0.99
envious,1.0
syndrome,1.0
terror - genic,0.97
unipolar,1.0
dissidence,1.0
disquietude,1.0
sever,0.97
goon,0.83
timidity,1.0
plague,1.0
monstrously,1.0
thumb - down,1.0
urgent,0.96
complicated,0.97
pedantic,0.66
balk,1.0
long - winded,1.0
unusable,1.0
indecisive,0.85
invidiousness,0.67
dropout,0.94
aspersion,1.0
incorrigible,1.0
morbid,1.0
choleric,1.0
ghastly,1.0
lugubrious,1.0
worri,1.0
erosion,1.0
warp,1.0
insensible,0.99
temerity,0.97
scam,1.0
fatally,1.0
clogged,1.0
eyesore,1.0
slow - move,1.0
betrayal,1.0
plot,0.75
feckless,0.99
senseless,1.0
weep,0.83
disquietingly,1.0
inevitably,0.89
screw - up,1.0
audacious,1.0
superfluous,1.0
distasteful,1.0
bombastic,0.99
fluster,1.0
malicious,1.0
mire,1.0
heresy,1.0
escapade,1.0
childish,1.0
brutality,1.0
unproves,1.0
misconception,0.98
batty,1.0
un - viewable,1.0
bereave,0.99
bulkier,0.94
unimaginable,0.99
scar,0.86
implacable,1.0
shemale,0.69
junk,1.0
invidiously,0.84
retaliate,0.94
dishonestly,1.0
blow,0.98
mortified,1.0
jeer,0.87
dark,0.54
audiciously,1.0
abominable,1.0
rumor,1.0
trauma,1.0
relentlessly,1.0
unfulfilled,1.0
f**k,0.73
conspire,0.66
selfinterested,1.0
anti - occupation,0.81
flair,1.0
taunt,0.89
fatalistic,0.99
jealousy,0.97
profanity,1.0
hardliner,0.89
truant,1.0
murder,1.0
mercilessly,0.78
mysterious,0.92
forebode,1.0
vengeful,0.99
crush,0.99
quarrelsome,0.99
perverted,0.97
agony,1.0
sneer,1.0
implication,0.96
ordeal,1.0
vainly,1.0
maledict,0.96
spite,0.86
tempest,0.63
irksomeness,1.0
disparage,1.0
delirious,0.95
outrageously,0.97
uproarously,0.96
mess,1.0
unlawfully,0.96
swollen,1.0
suspicious,0.99
outcast,1.0
crummy,1.0
interruption,1.0
anarchy,1.0
overloaded,0.99
chastise,1.0
inglorious,1.0
barbarous,1.0
disaster,1.0
shortage,1.0
abysmal,1.0
superstitious,1.0
unnaturally,1.0
skepticism,0.95
limp,1.0
coupist,1.0
plagiarize,1.0
shrill,1.0
scornful,0.99
miscellaneous,0.92
disrespectfulness,1.0
intolerablely,1.0
refuse,1.0
stringently,0.95
hater,1.0
haphazard,1.0
venom,0.98
inconsolably,1.0
maladjustment,1.0
arduously,1.0
loathsome,1.0
parody,0.52
subjection,0.96
exasperate,1.0
offence,1.0
troublesome,1.0
dehumanize,1.0
uneasily,1.0
sap,1.0
tarnished,0.99
misrepresent,1.0
unbelievably,0.97
plasticky,1.0
devoid,1.0
frighteningly,0.96
overact,1.0
infraction,0.99
undocumented,0.99
usurper,0.99
painful,1.0
accidental,0.99
elimination,0.93
fascism,1.0
impeach,1.0
impudent,1.0
oddest,1.0
huckster,0.97
impede,0.99
complain,1.0
hallucination,1.0
loath,1.0
unfamiliar,1.0
dusty,1.0
repudiate,0.99
annoyance,1.0
vicious,1.0
suffering,1.0
belligerently,0.96
irreplacible,1.0
beggarly,1.0
second - class,0.94
disrespectfully,1.0
complicit,0.94
antipathy,0.88
impermissible,0.99
disgruntle,1.0
unforeseen,0.95
indiscretion,1.0
culpable,0.67
derisively,1.0
provocative,1.0
snappish,0.99
unfunded,1.0
nonsense,1.0
shimmer,1.0
bizarre,0.99
peevishly,1.0
isolate,0.99
upsettingly,0.99
biased,0.99
repudiation,0.99
frozen,1.0
imprudent,1.0
downside,1.0
nepotism,1.0
sloooow,1.0
hopelessness,1.0
infidel,1.0
queer,0.98
bewilderment,0.98
jealousness,0.97
skeptically,0.52
underpaid,0.99
tortured,0.99
precipitate,0.99
insurmountably,0.98
extravagant,0.99
spade,0.89
refute,0.96
stubbornly,0.61
invalidity,1.0
misunderstand,0.99
demolisher,0.83
unfaithful,1.0
terrorize,1.0
wretch,0.77
smother,1.0
bitingly,0.69
insubordinate,1.0
gnawing,1.0
inimically,0.99
scathingly,0.85
hedge,0.91
sloth,0.92
desertion,1.0
puny,1.0
harm,1.0
madder,0.63
unresponsive,1.0
misinform,1.0
gawky,1.0
incivility,0.98
inflexible,0.84
disagreeable,0.98
deplorable,1.0
ashamed,1.0
precipitous,1.0
belittle,1.0
rape,1.0
villify,0.99
